N	2gram	Tiupa_Anal_2	Formalny
249	вопроса о	1	2
250	или даже	2	2
251	в котором	2	2
252	сами по	1	2
253	в конце	4	2
254	как его	1	2
255	образом не	1	2
256	со стороны	3	2
257	даже не	1	2
258	его из	1	2
259	превращается в	2	2
260	в ритме	2	2
261	есть лишь	1	2
262	его как	2	2
263	произведения искусства	1	2
264	к его	2	2
265	как это	6	2
266	установкой на	1	2
267	применении к	1	2
268	в тех	1	2
269	из этого	1	2
270	языка то	1	2
271	но это	1	2
272	в чем	1	2
273	к другим	1	2
274	должна была	2	2
275	а все	1	2
276	слово в	1	2
277	сказать что	2	2
278	ее в	1	2
279	именно здесь	1	2
280	в таком	2	2
281	смысле что	1	2
282	и наиболее	1	1
283	непременно должны	1	1
284	как известно	1	1
285	слова которые	1	1
286	таком случае	2	1
287	того же	4	1
288	как миф	1	1
289	органическое единство	1	1
290	из его	2	1
291	проникает в	1	1
292	противном случае	1	1
293	ведь и	2	1
294	и больше	1	1
295	мышления но	1	1
296	отметить еще	1	1
297	равнодушен к	1	1
298	той же	2	1
299	их и	1	1
300	полагает что	1	1
301	есть не	1	1
302	мы имеем	3	1
303	словами в	1	1
304	между его	1	1
305	на место	1	1
306	из своих	2	1
307	и композиция	4	1
308	высказывания в	3	1
309	что иное	1	1
310	не вполне	1	1
311	почти исключительно	1	1
312	из того	1	1
313	но даже	1	1
314	конечно и	1	1
315	и самим	1	1
316	как один	1	1
317	иное как	1	1
318	в литературоведении	1	1
319	очень близки	1	1
320	иного рода	2	1
321	быть художественно	1	1
322	особенно если	1	1
323	а тем	1	1
324	то он	1	1
325	внутренняя форма	1	1
326	ином типе	1	1
327	и диалога	1	1
328	и ритм	1	1
329	оказывается не	2	1
330	в самостоятельный	1	1
331	встречи с	2	1
332	в своем	4	1
333	в противном	1	1
334	а непосредственно	1	1
335	слова он	1	1
336	более или	1	1
337	в действительности	3	1
338	следующим образом	1	1
339	следует говорить	1	1
340	в литературном	1	1
341	так или	1	1
342	сюжет и	4	1
343	в нашем	3	1
344	бы не	1	1
345	которые в	1	1
346	этом фоне	1	1
347	с их	2	1
348	и тот	1	1
349	и способами	1	1
350	особое место	1	1
351	и резко	1	1
352	столько с	1	1
353	как он	1	1
354	на то	2	1
355	если он	1	1
356	но на	1	1
357	мы их	1	1
358	вера в	1	1
359	тем не	3	1
360	значащую в	1	1
361	в принципе	1	1
362	к одному	1	1
363	речи в	2	1
364	из виду	1	1
365	и заключается	1	1
366	тут не	1	1
367	же не	2	1
368	значение в	1	1
369	в другом	1	1
370	а их	1	1
371	самим собой	1	1
372	не совпадает	1	1
373	например с	1	1
374	литературном произведении	1	1
375	слова без	1	1
376	в них	1	1
377	все равно	1	1
378	как об	1	1
379	следует сказать	1	1
380	в данном	8	1
381	ведет к	1	1
382	обратимся к	1	1
383	остается в	1	1
384	игру и	1	1
385	или менее	1	1
386	в эту	3	1
387	но если	1	1
388	и при	1	1
389	ритма и	3	1
390	все они	1	1
391	строго говоря	2	1
392	от поэтического	1	1
393	конструктивная роль	1	1
394	этой плоскости	1	1
395	не совпадают	1	1
396	по крайней	3	1
397	борьбу с	1	1
398	миф и	2	1
399	его до	1	1
400	в словах	3	1
401	как смерть	2	1
402	и вся	1	1
403	евгения онегина	1	1
404	было с	1	1
405	смысла как	1	1
406	случае в	3	1
407	не менее	4	1
408	будучи по	2	1
409	мышления и	1	1
410	на него	2	1
411	и имеет	1	1
412	о них	1	1
413	констатировать что	1	1
414	это еще	1	1
415	например не	1	1
416	близки к	1	1
417	видеть только	1	1
418	за исключением	1	1
419	и является	4	1
420	далеко не	1	1
421	и сами	1	1
422	только с	1	1
423	как будто	3	1
424	чем объясняется	1	1
425	и несколько	1	1
426	у нас	1	1
427	настоящего времени	1	1
428	которых он	1	1
429	мы узнаем	2	1
430	во все	1	1
431	и другой	1	1
432	и такие	1	1
433	похож на	1	1
434	ли не	2	1
435	отличается от	1	1
436	определить и	1	1
437	той или	3	1
438	он оказывается	1	1
439	постановки вопроса	1	1
440	в каждом	1	1
441	им для	1	1
442	для себя	1	1
443	и входит	1	1
444	на материал	1	1
445	существенное значение	1	1
446	сторону и	2	1
447	свою очередь	1	1
448	но при	1	1
449	с сохранением	1	1
450	данном случае	5	1
451	самим собою	1	1
452	характер и	1	1
453	на сюжетном	1	1
454	роль здесь	1	1
455	только то	1	1
456	в произведении	2	1
457	читателя в	4	1
458	обращаясь к	2	1
459	и сам	3	1
460	продолжает жить	1	1
461	с собой	1	1
462	можно было	3	1
463	те же	2	1
464	с самим	3	1
465	слова только	1	1
466	каждого из	1	1
467	она была	1	1
468	это только	2	1
469	ли и	1	1
470	и пространстве	1	1
471	с тенденцией	1	1
472	можно сказать	4	1
473	другому в	2	1
474	оно становится	1	1
475	с установкой	1	1
476	по-видимому и	1	1
477	является по	1	1
478	диалога с	1	1
479	вопроса и	1	1
480	о том	7	1
481	более высокой	1	1
482	с одной	5	1
483	что его	1	1
484	лишь материал	1	1
485	роль принадлежит	1	1
486	и во	2	1
487	всего на	1	1
488	том или	2	1
489	быте в	1	1
490	теперь уже	1	1
491	на периферию	1	1
492	крайней мере	3	1
493	это лишь	1	1
494	и писать	1	1
495	в художественной	1	1
496	из одних	1	1
497	слов и	1	1
498	о научной	1	1
499	текст его	1	1
500	имеет места	1	1
501	самим автором	1	1
502	особенная роль	1	1
503	стороны других	1	1
504	художественного восприятия	2	1
505	тот же	1	1
506	материала в	1	1
507	что даже	1	1
508	в себе	7	1
509	к их	1	1
510	то эти	1	1
511	к смыслу	2	1
512	от них	1	1
513	произведения что	1	1
514	так что	3	1
515	для всех	2	1
516	событий с	1	1
517	героя с	1	1
518	где у	1	1
519	не принимает	1	1
520	связывается с	2	1
521	который как	1	1
522	со слушателями	1	1
523	пока не	1	1
524	ведь это	2	1
525	в прозе	1	1
526	другого но	2	1
527	моментов в	1	1
528	с этими	1	1
529	к ним	1	1
530	вследствие этой	1	1
531	или ином	2	1
532	сама по	1	1
533	с другим	1	1
534	или иначе	1	1
535	за пределы	4	1
536	здесь в	2	1
537	в свою	1	1
538	характерно для	1	1
539	один и	1	1
540	имеет место	4	1
541	исходит из	1	1
542	и третьего	1	1
543	говорит о	5	1
544	из тех	1	1
545	зависит от	1	1
546	на этот	2	1
547	литературное произведение	3	1
548	на этих	1	1
549	ближе к	1	1
550	художественного целого	7	1
551	если не	1	1
552	в речи	3	1
553	смертью для	1	1
554	так же	2	1
555	но особенно	1	1
556	это столь	1	1
557	системе языка	1	1
558	и иной	2	1
559	но такое	1	1
560	а так	1	1
561	к своему	2	1
562	обратил внимание	1	1
563	о чем	2	1
564	одной стороны	4	1
565	для обозначения	1	1
566	такого рода	2	1
567	таков ритм	1	1
568	организации произведения	2	1
569	и там	1	1
570	в литературе	1	1
571	не что	1	1
572	да и	1	1
573	в первой	3	1
574	формы высказывания	1	1
575	сам не	1	1
576	случилось с	1	1
577	материал для	1	1
578	этого слова	3	1
579	в контексте	5	1
580	была очень	1	1
581	этом случае	4	1
582	автора и	3	1
583	о его	4	1
584	как система	5	1
585	полноту его	1	1
586	должны быть	1	1
587	виду что	1	1
588	другой как	1	1
589	высказывания а	1	1
590	не случайным	2	1
591	же существенная	1	1
592	фразы и	1	1
593	при таком	2	1
594	на внутреннюю	1	1
595	показать как	1	1
596	о нем	1	1
597	для нас	1	1
598	особого рода	2	1
599	ритма можно	1	1
600	не имея	1	1
601	собственно говоря	2	1
602	мы должны	1	1
603	своего бытия	1	1
604	несмотря на	3	1
605	же в	1	1
606	в системе	1	1
607	вступает в	2	1
608	но оно	1	1
609	к самому	1	1
610	его к	1	1
611	одной из	3	1
612	нам не	1	1
613	от лица	1	1
614	отношением к	1	1
615	мере в	1	1
616	по которой	1	1
617	что пуля	1	1
618	как на	1	1
619	и особенно	4	1
