N	2gram	Vinokur_St_1	slovoVRo
417	могла бы	1	1
418	бы мы	2	1
419	о языке	1	1
420	одном из	1	1
421	ведь такие	1	1
422	простое и	1	1
423	обращение к	1	1
424	тем не	2	1
425	по крайней	2	1
426	и более	2	1
427	произведения в	2	1
428	однако в	1	1
429	и общей	1	1
430	же мы	1	1
431	говорить уже	1	1
432	не менее	5	1
433	свое время	2	1
434	правда в	1	1
435	к изучению	1	1
436	он еще	1	1
437	в стилистическом	1	1
438	во всякой	1	1
439	но только	1	1
440	того чтобы	11	1
441	на котором	1	1
442	дело в	6	1
443	только и	1	1
444	и лишь	1	1
445	с одним	1	1
446	показывает как	1	1
447	говорить как	1	1
448	к концу	2	1
449	по своей	2	1
450	языка который	1	1
451	и позволяет	1	1
452	этом отношении	7	1
453	без исключения	1	1
454	в каком	3	1
455	к отдельным	1	1
456	очень часто	3	1
457	данного произведения	1	1
458	есть только	2	1
459	отличается от	1	1
460	литературного и	1	1
461	системы не	1	1
462	героями он	1	1
463	совпадать с	1	1
464	самостоятельно и	1	1
465	капитанской дочки	2	1
466	др а	1	1
467	должен быть	3	1
468	и это	2	1
469	в виду	1	1
470	находя в	1	1
471	некоторые другие	1	1
472	свои стихи	1	1
473	к литературным	1	1
474	с каким	1	1
475	свои силы	2	1
476	они ни	1	1
477	изучения и	1	1
478	с самого	1	1
479	на свой	2	1
480	и иные	2	1
481	что современные	1	1
482	чуждо и	1	1
483	почти каждый	1	1
484	каждого из	2	1
485	сохраняют в	1	1
486	на которую	1	1
487	это только	1	1
488	но у	1	1
489	является в	1	1
490	в диалог	1	1
491	он к	1	1
492	если бы	9	1
493	для этого	2	1
494	со стороны	6	1
495	отношении как	1	1
496	каждое из	1	1
497	только так	1	1
498	за свое	1	1
499	и что	4	1
500	его жизни	3	1
501	притом в	1	1
502	там в	1	1
503	это было	1	1
504	это может	1	1
505	что самое	1	1
506	слов от	1	1
507	однако с	1	1
508	во втором	4	1
509	нем может	1	1
510	нуждается в	1	1
511	что и	6	1
512	именно такое	2	1
513	и только	3	1
514	крайней мере	2	1
515	и сложный	1	1
516	пушкина или	1	1
517	время в	1	1
518	в двух	3	1
519	конечно еще	1	1
520	тот же	1	1
521	кроме самого	1	1
522	п в	3	1
523	дело с	2	1
524	которым он	1	1
525	те которые	1	1
526	и так	3	1
527	или же	2	1
528	именно на	1	1
529	какой степени	1	1
530	ведь в	1	1
531	из которого	2	1
532	есть в	2	1
533	эпохи но	1	1
534	в начале	3	1
535	бы воспроизводить	1	1
536	слова не	1	1
537	так во	1	1
538	то у	1	1
539	ни с	3	1
540	и их	2	1
541	к ним	1	1
542	и язык	1	1
543	но что	1	1
544	дело и	1	1
545	только с	2	1
546	случае не	2	1
547	каждый из	1	1
548	чтобы не	1	1
549	не просто	1	1
550	от того	1	1
551	в форме	1	1
552	такие которые	1	1
553	где в	1	1
554	а потому	2	1
555	нет и	1	1
556	с общим	1	1
557	или иначе	2	1
558	с известным	1	1
559	каждым его	2	1
560	известным правом	1	1
561	в ряде	1	1
562	текст в	1	1
563	он считал	1	1
564	что не	3	1
565	что для	3	1
566	всяких оговорок	1	1
567	них и	1	1
568	в разной	1	1
569	которых мы	1	1
570	самое слово	1	1
571	занимает в	2	1
572	однако и	2	1
573	языка не	2	1
574	ином стиле	1	1
575	и литературного	1	1
576	о чем	1	1
577	на эту	4	1
578	которая лежит	1	1
579	что мы	5	1
580	ближе к	1	1
581	и ему	1	1
582	только теперь	1	1
583	в руках	1	1
584	эти особенности	1	1
585	п на	1	1
586	бы оно	1	1
587	на который	2	1
588	вместе с	1	1
589	в иных	2	1
590	п и	1	1
591	под понятие	1	1
592	это его	1	1
593	да и	3	1
594	быть не	1	1
595	стройность и	1	1
596	в это	1	1
597	этого слова	2	1
598	сколько бы	1	1
599	но это	6	1
600	между прочим	2	1
601	сущности можно	1	1
602	но с	3	1
603	очень далеко	1	1
604	с полной	1	1
605	которых он	1	1
606	этого рода	1	1
607	потому не	1	1
608	основе этой	1	1
609	тем более	4	1
610	о котором	2	1
611	работы над	1	1
612	в отдельных	1	1
613	бы в	1	1
614	разве только	1	1
615	пришлось бы	1	1
616	зрения в	2	1
617	потребность в	1	1
618	самому и	1	1
619	всеми его	1	1
620	лишь те	1	1
621	не знает	2	1
622	состоит из	1	1
623	от всех	1	1
624	в последнем	1	1
625	сам в	2	1
626	для большинства	1	1
627	в какой	3	1
628	включает в	1	1
629	жизни и	5	1
630	внутри одного	1	1
631	и другие	1	1
632	который не	2	1
633	как на	1	1
634	в таком	3	1
635	они не	1	1
