N	2gram	Tiupa_Lite_1	Formalny
323	художественном языке	1	1
324	xix века	6	1
325	не был	1	1
326	говоря уже	2	1
327	в чем	1	1
328	его действительности	1	1
329	тем как	1	1
330	средств и	1	1
331	глаза на	1	1
332	в данном	5	1
333	к которой	1	1
334	его сознания	2	1
335	тогда как	13	1
336	всего это	1	1
337	всех ее	1	1
338	общего с	2	1
339	без другого	1	1
340	общественном сознании	1	1
341	предполагает высокую	1	1
342	как нам	1	1
343	перед нами	1	1
344	реальной действительности	1	1
345	есть ли	1	1
346	что произведение	1	1
347	то в	1	1
348	в условиях	1	1
349	та же	2	1
350	взаимоотношений между	1	1
351	так или	8	1
352	из этих	2	1
353	моментом самого	1	1
354	так в	1	1
355	этой воли	1	1
356	в последнее	1	1
357	с их	3	1
358	формы не	1	1
359	и событие	1	1
360	творчества и	1	1
361	воспитания и	1	1
362	искусства то	1	1
363	как он	2	1
364	на то	1	1
365	и возможностей	1	1
366	к рифме	1	1
367	в статье	1	1
368	в поэтике	1	1
369	тем не	2	1
370	от камня	1	1
371	в первой	1	1
372	всем своем	1	1
373	свою собственную	1	1
374	состоит в	11	1
375	к одному	1	1
376	этой книге	2	1
377	нашего времени	2	1
378	на эстетику	1	1
379	чтобы в	1	1
380	какой бы	1	1
381	на наш	5	1
382	и по	1	1
383	на этом	2	1
384	или иных	1	1
385	для всей	2	1
386	другой все	1	1
387	произведения с	2	1
388	и неизбежно	1	1
389	последовательно и	1	1
390	первой главе	1	1
391	не умеет	1	1
392	может стать	1	1
393	и тем	4	1
394	в итоге	1	1
395	для них	2	1
396	литературы к	1	1
397	бытие и	1	1
398	основные моменты	1	1
399	далеко не	3	1
400	а прежде	1	1
401	но лишь	1	1
402	этого не	2	1
403	и уже	1	1
404	он и	3	1
405	чем являются	1	1
406	такой же	1	1
407	не мог	3	1
408	в этих	1	1
409	всякая иная	2	1
410	к тем	1	1
411	и культуры	2	1
412	художественного творчества	3	1
413	жизнь для	1	1
414	в котором	1	1
415	а от	1	1
416	к предмету	1	1
417	не столько	5	1
418	как совокупность	3	1
419	в отличие	5	1
420	своего рода	11	1
421	до последнего	1	1
422	русской литературной	1	1
423	в силу	4	1
424	задачу не	1	1
425	принадлежит ему	1	1
426	художественная деятельность	2	1
427	превратиться в	1	1
428	как от	1	1
429	не должно	1	1
430	тому чтобы	1	1
431	для нее	2	1
432	не знает	1	1
433	этом не	1	1
434	вполне допускает	1	1
435	на один	2	1
436	случае в	1	1
437	можно указать	1	1
438	мира не	1	1
439	иной раз	1	1
440	самого начала	1	1
441	в русской	10	1
442	мышления и	2	1
443	не имеет	1	1
444	на котором	1	1
445	текста и	1	1
446	и сама	1	1
447	к изучению	1	1
448	говорить о	1	1
449	но только	1	1
450	художественной деятельности	8	1
451	самой жизни	1	1
452	переживания в	1	1
453	на себя	2	1
454	по своей	3	1
455	жизни на	2	1
456	жизни как	1	1
457	изнутри и	1	1
458	потому что	3	1
459	в сознании	2	1
460	только с	1	1
461	уже и	1	1
462	этом отношении	2	1
463	может показаться	1	1
464	глаз на	1	1
465	стиля как	1	1
466	свое собственное	3	1
467	уже о	1	1
468	все то	1	1
469	знаковом материале	2	1
470	могут быть	2	1
471	поэзии как	1	1
472	что при	1	1
473	в работах	1	1
474	ничего общего	1	1
475	и о	1	1
476	более не	2	1
477	потому не	1	1
478	как один	1	1
479	людей в	1	1
480	данном случае	4	1
481	только при	1	1
482	последнее время	1	1
483	исторической жизни	1	1
484	с самого	1	1
485	не те	1	1
486	сознания с	1	1
487	роль в	2	1
488	и иные	1	1
489	друг для	2	1
490	в годы	1	1
491	в борьбе	1	1
492	мог бы	1	1
493	и всегда	1	1
494	что от	1	1
495	с этого	1	1
496	в словах	1	1
497	ничто в	1	1
498	в отдельных	1	1
499	в другом	2	1
500	поэтики это	1	1
501	того он	1	1
502	что перед	1	1
503	его жизни	1	1
504	одного из	3	1
505	можно сказать	1	1
506	в бытии	1	1
507	а также	5	1
508	как наиболее	1	1
509	отражением в	1	1
510	от них	1	1
511	и во	1	1
512	изучаемого явления	1	1
513	и любой	1	1
514	на одном	1	1
515	этой социальной	1	1
516	образом является	1	1
517	и взаимодействия	1	1
518	искусства это	2	1
519	вслед за	1	1
520	в художественной	1	1
521	резко отличается	1	1
522	всего со	1	1
523	не тот	2	1
524	существует как	1	1
525	пути к	1	1
526	воли в	1	1
527	к нему	1	1
528	перемещается в	1	1
529	от всего	1	1
530	в состав	1	1
531	могло быть	2	1
532	положение в	1	1
533	специфической социальной	1	1
534	который в	1	1
535	между этими	1	1
536	не мешает	1	1
537	своего собственного	1	1
538	центр внимания	1	1
539	сколько в	1	1
540	для всех	1	1
541	он их	1	1
542	в сторону	1	1
543	себя в	6	1
544	художественных направлений	1	1
545	борьбы с	1	1
546	слова в	1	1
547	в виде	1	1
548	за счет	1	1
549	от других	1	1
550	из них	4	1
551	мы знаем	1	1
552	мир в	4	1
553	как некоторое	1	1
554	себе в	2	1
555	никто не	1	1
556	представить себе	1	1
557	от тех	2	1
558	так как	1	1
559	у него	3	1
560	отличие от	5	1
561	с действительностью	2	1
562	художник не	1	1
563	а те	1	1
564	он один	2	1
565	со специфической	1	1
566	выходит за	1	1
567	или иной	2	1
568	основная задача	1	1
569	в общественном	1	1
570	что они	1	1
571	особенность художественной	1	1
572	художественного сознания	3	1
573	во второй	1	1
574	художественной культуре	2	1
575	а с	1	1
576	один и	1	1
577	что не	2	1
578	что для	2	1
579	эти идеи	1	1
580	и политического	1	1
581	полагал что	2	1
582	индивидуального сознания	2	1
583	а на	1	1
584	а сам	1	1
585	к своему	1	1
586	однако и	1	1
587	одну из	2	1
588	в слове	2	1
589	или с	1	1
590	системы как	1	1
591	несмотря на	3	1
592	это работа	2	1
593	по праву	1	1
594	русской литературы	2	1
595	путь от	1	1
596	к разработке	1	1
597	внешнем мире	1	1
598	его на	1	1
599	из которых	1	1
600	если оно	2	1
601	по поводу	2	1
602	с такой	1	1
603	в той	1	1
604	однако эти	1	1
605	ему по	1	1
606	что же	1	1
607	культуре и	2	1
608	впервые в	1	1
609	ней не	1	1
610	тех пор	1	1
611	в это	1	1
612	стремления к	1	1
613	произведения или	1	1
614	столько в	1	1
615	этот не	1	1
616	но даже	1	1
617	такова же	1	1
618	поэтому что	1	1
619	между прочим	1	1
620	объективной данности	1	1
621	романа с	1	1
622	как недостаточно	1	1
623	литературе в	3	1
624	при всем	3	1
625	тех или	1	1
626	искусства согласно	1	1
627	не является	2	1
628	ее законов	1	1
629	объективном мире	1	1
630	не подлежит	1	1
631	или в	1	1
632	сознания и	1	1
633	том что	14	1
634	это уже	2	1
635	последнего времени	1	1
636	для нас	1	1
637	особого рода	2	1
638	тем более	2	1
639	не будучи	1	1
640	не должен	3	1
641	в г	1	1
642	только что	1	1
643	для друга	2	1
644	в становлении	1	1
645	до тех	1	1
646	нам в	1	1
647	причастность к	2	1
648	от ее	1	1
649	с ней	1	1
650	не говоря	2	1
651	сказать что	1	1
652	другой стороны	1	1
653	в позу	1	1
654	совершенно не	1	1
655	о себе	4	1
656	автора в	2	1
657	элементов а	1	1
658	для любого	1	1
659	культуры в	4	1
660	из этого	1	1
661	время не	1	1
662	явления не	1	1
663	и состоит	1	1
664	в ссср	1	1
665	литературные факты	1	1
666	ее развития	1	1
667	к этому	1	1
668	этой цели	2	1
669	этой точки	3	1
670	том числе	1	1
671	событий в	1	1
