N	2gram	Savitsky_P_1	Vladivir
183	себя в	1	2
184	с западом	1	2
185	друг друга	1	2
186	для того	3	2
187	что не	1	2
188	церкви и	2	2
189	с которым	1	2
190	и европа	1	2
191	в бытии	1	2
192	существующее в	1	2
193	в частности	2	2
194	эта идея	2	2
195	и потому	4	2
196	наряду с	3	2
197	в трех	1	2
198	к этой	1	2
199	же в	4	2
200	леонтьева и	1	2
201	в сравнении	3	2
202	есть и	1	2
203	гораздо более	1	2
204	как известно	1	1
205	от этой	1	1
206	и т	3	1
207	например в	2	1
208	раньше в	1	1
209	по преимуществу	1	1
210	собственном смысле	1	1
211	и ясный	1	1
212	поэзии и	1	1
213	именно здесь	1	1
214	есть не	2	1
215	этом не	1	1
216	говорить о	2	1
217	оно есть	1	1
218	в полной	2	1
219	выразилось в	1	1
220	но чтобы	1	1
221	начала в	1	1
222	литературы и	1	1
223	в которых	5	1
224	ответа на	1	1
225	огромное и	1	1
226	а м	1	1
227	чуть ли	1	1
228	но как	1	1
229	не все	1	1
230	если в	2	1
231	не просто	1	1
232	бы что	1	1
233	и богословским	1	1
234	тем больше	1	1
235	более чем	2	1
236	что именно	1	1
237	человеческого бытия	1	1
238	хомякова и	1	1
239	вопросом о	1	1
240	что по	1	1
241	православия и	2	1
242	духа и	2	1
243	к чему	2	1
244	бы и	1	1
245	каков он	1	1
246	и и	2	1
247	думать что	2	1
248	если он	1	1
249	что каждая	1	1
250	теми же	1	1
251	ей в	3	1
252	главным образом	2	1
253	т д	1	1
254	и еще	1	1
255	xix века	6	1
256	в тот	2	1
257	не к	2	1
258	свои собственные	1	1
259	наиболее общих	1	1
260	и философской	1	1
261	ему на	1	1
262	ней не	2	1
263	прежде чем	1	1
264	от нее	1	1
265	что все	1	1
266	она получила	1	1
267	например с	1	1
268	соловьева являются	1	1
269	в жизни	2	1
270	для них	2	1
271	из нее	1	1
272	дети и	2	1
273	далеко не	1	1
274	на основании	1	1
275	соловьева пафос	1	1
276	зрения можно	1	1
277	в г	1	1
278	отрыве от	1	1
279	жизнь которую	2	1
280	к и	3	1
281	е н	5	1
282	и без	3	1
283	с к	7	1
284	место в	1	1
285	бы мы	1	1
286	прочим потому	1	1
287	любовь и	1	1
288	развитие в	1	1
289	не будем	2	1
290	если бы	4	1
291	и достоевского	2	1
292	с т	4	1
293	или что	1	1
294	что с	1	1
295	в русской	4	1
296	л и	4	1
297	своего существования	1	1
298	мы все	1	1
299	бога не	1	1
300	на путях	4	1
301	каждый из	1	1
302	и всегда	1	1
303	в отношениях	1	1
304	этих двух	1	1
305	и часть	1	1
306	каким оно	1	1
307	в каком	1	1
308	бытия не	1	1
309	обстановке и	1	1
310	бытия как	1	1
311	и здесь	1	1
312	в порядке	3	1
313	средство к	1	1
314	сравнении с	3	1
315	ли не	1	1
316	более широкой	1	1
317	все еще	1	1
318	которого невозможно	1	1
319	россию и	1	1
320	и которая	1	1
321	и многие	1	1
322	совершенно ясно	1	1
323	в собственном	1	1
324	только то	1	1
325	в себя	1	1
326	стремиться к	1	1
327	с собой	1	1
328	на нее	1	1
329	за то	1	1
330	и сколь	1	1
331	ясно что	1	1
332	особенно в	1	1
333	еще не	1	1
334	когда в	1	1
335	и политики	1	1
336	быть может	6	1
337	для этого	1	1
338	внимание к	1	1
339	пор пока	1	1
340	сводится к	3	1
341	тех кто	4	1
342	может не	1	1
343	притом в	1	1
344	и который	1	1
345	вопросу о	1	1
346	к истине	1	1
347	в отрыве	1	1
348	об идее	1	1
349	современности и	1	1
350	с революционной	1	1
351	которая и	1	1
352	с европой	1	1
353	также в	1	1
354	для европы	1	1
355	насколько можно	1	1
356	в современной	1	1
357	и е	4	1
358	в какой	1	1
359	знание в	1	1
360	и ее	1	1
361	и первой	1	1
362	и тем	2	1
363	богом и	1	1
364	в качестве	9	1
365	человека с	1	1
366	оказывается в	1	1
367	если мы	1	1
368	только на	1	1
369	как никогда	2	1
370	чем оно	1	1
371	и везде	1	1
372	сделать то	1	1
373	в душе	1	1
374	и других	2	1
375	из них	2	1
376	в человеческих	1	1
377	в существе	1	1
378	в прошлом	1	1
379	к ним	1	1
380	как раз	2	1
381	до тех	1	1
382	нужно было	2	1
383	не были	1	1
384	два разных	1	1
385	бы эти	1	1
386	и быть	1	1
387	было и	1	1
388	в природе	1	1
389	обратиться к	1	1
390	к более	1	1
391	мы и	1	1
392	философской мысли	1	1
393	что из	2	1
394	что мы	3	1
395	к р	1	1
396	и м	1	1
397	в советском	1	1
398	действие которое	1	1
399	ни на	1	1
400	что во	1	1
401	они стремятся	1	1
402	многих случаях	1	1
403	чем то	1	1
404	над ним	1	1
405	в церковь	1	1
406	она есть	3	1
407	в мир	1	1
408	н а	10	1
409	к л	3	1
410	н и	8	1
411	никогда раньше	2	1
412	тех пор	1	1
413	но для	1	1
414	в смысле	6	1
415	этом смысле	1	1
416	исключает всякую	1	1
417	тем и	1	1
418	и другим	1	1
419	чтобы понять	1	1
420	не с	1	1
421	с двух	1	1
422	христа и	1	1
423	ни к	1	1
424	отношении к	5	1
425	в о	7	1
426	отношением к	1	1
427	только как	1	1
428	по одному	1	1
429	и никому	1	1
430	и чаяния	1	1
431	и другие	1	1
432	можно думать	1	1
433	в статьях	1	1
434	бы из	1	1
435	том числе	2	1
436	они не	1	1
