N	2gram	Bakhtin_Pr_4	Tvorches
115	авторской позиции	1	3
116	достоевского и	2	3
117	далеко не	3	3
118	в их	4	3
119	место в	1	3
120	даже в	1	3
121	человека но	1	3
122	дело не	1	3
123	самого начала	1	3
124	дело в	3	3
125	героев и	1	3
126	никогда не	6	3
127	достоевский в	1	3
128	с ее	3	3
129	и другие	3	3
130	с самого	1	3
131	в бесах	1	3
132	смешного человека	3	3
133	с ним	2	3
134	мире достоевского	2	3
135	самого достоевского	2	3
136	князь мышкин	1	3
137	времени как	1	3
138	уже не	4	3
139	уже в	4	3
140	так как	5	3
141	в соответствии	1	3
142	и даже	3	3
143	с другой	3	3
144	но и	12	3
145	в рассказе	2	3
146	ни на	1	3
147	подхода к	1	3
148	но не	4	3
149	романов достоевского	2	3
150	в книге	1	3
151	но если	3	3
152	жизни и	5	3
153	это в	1	3
154	так же	3	3
155	себя как	3	2
156	того же	3	2
157	самом деле	4	2
158	в первом	1	2
159	по преимуществу	1	2
160	мировоззрения и	1	2
161	а как	2	2
162	но она	2	2
163	и он	6	2
164	героя и	4	2
165	в ней	1	2
166	собой в	1	2
167	в отличие	3	2
168	не нужно	2	2
169	людей в	2	2
170	если в	2	2
171	отличие от	3	2
172	в одной	2	2
173	как к	1	2
174	что как	1	2
175	когда он	2	2
176	и наконец	4	2
177	в сне	2	2
178	отчасти и	2	2
179	в себе	7	2
180	на площади	5	2
181	что она	1	2
182	так сказать	5	2
183	отношений между	1	2
184	же самая	1	2
185	у пушкина	2	2
186	здесь мы	1	2
187	его романах	1	2
188	а затем	1	2
189	на лестнице	3	2
190	этом он	1	2
191	о котором	2	2
192	а по	1	2
193	достоевского он	1	2
194	известно что	1	2
195	этом романе	2	2
196	свою противоположность	1	2
197	и тем	2	2
198	в данном	2	2
199	такой же	3	2
200	яков петрович	2	2
201	в один	1	2
202	в этих	4	2
203	не во	1	2
204	достоевский с	1	2
205	не столько	1	2
206	сне смешного	1	2
207	не в	10	2
208	но он	3	2
209	однако в	1	2
210	между людьми	1	2
211	и время	4	2
212	одна из	2	2
213	и притом	1	2
214	но только	1	2
215	человека если	1	2
216	к ней	2	2
217	людей и	4	2
218	иван карамазов	1	2
219	в духе	2	2
220	в направлении	4	2
221	могут быть	2	2
222	является одним	1	2
223	к тому	2	2
224	а что	4	2
225	в жизни	5	2
226	это время	1	2
227	в виду	4	2
228	данном случае	1	2
229	из главных	1	2
230	в средневековой	1	2
231	в себя	4	2
232	приводит к	4	2
233	на том	2	2
234	так и	4	2
235	живет в	2	2
236	здесь нет	3	2
237	об этом	2	2
238	еще в	1	2
239	во второй	1	2
240	макар девушкин	6	2
241	стремление к	1	2
242	можно сказать	4	2
243	слова из	1	2
244	может не	1	2
245	других людей	1	2
246	переходит в	1	2
247	что и	3	2
248	перед тем	1	2
249	в литературе	1	2
250	в двух	1	2
251	настасьи филипповны	6	2
252	петербургские сновидения	1	2
253	тон рассказа	1	2
254	человека с	1	2
255	так что	2	2
256	же и	4	2
257	и у	1	2
258	мы находим	5	2
259	только на	3	2
260	этой проблемы	1	2
261	именно в	1	2
262	своего собственного	1	2
263	что не	1	2
264	влияние на	2	2
265	что для	1	2
266	до конца	4	2
267	его как	2	2
268	все более	1	2
269	в частности	1	2
270	вместе с	2	2
271	до этого	1	2
272	в него	6	2
273	пространства и	1	2
274	площади и	1	2
275	к жизни	2	2
276	еще более	3	2
277	в мир	1	2
278	вокруг себя	1	2
279	в первой	2	2
280	мертвого дома	1	2
281	так ли	2	2
282	перед нами	12	2
283	в одно	2	2
284	причем в	2	2
285	или в	8	2
286	личности и	1	2
287	не знает	4	2
288	сказать что	2	2
289	одновременно и	1	2
290	себе не	1	2
291	к этому	1	2
292	в сфере	1	1
293	нельзя жить	1	1
294	же как	2	1
295	чтобы не	1	1
296	эта позиция	1	1
297	и через	2	1
298	должно стать	1	1
299	у бальзака	1	1
300	этом пункте	1	1
301	акакия акакиевича	1	1
302	к своей	1	1
303	живет на	6	1
304	и есть	1	1
305	нам кажется	5	1
306	из самых	1	1
307	и до	3	1
308	оно было	1	1
309	от которых	1	1
310	также и	3	1
311	мы уже	3	1
312	всей ее	1	1
313	ни даже	1	1
314	на пороге	12	1
315	побуждает его	1	1
316	мы имеем	3	1
317	не изображал	1	1
318	собой как	1	1
319	что если	1	1
320	и тут	1	1
321	он как	2	1
322	достоевского мы	1	1
323	человека однако	1	1
324	в сущности	7	1
325	принадлежит к	1	1
326	становится объектом	1	1
327	то это	3	1
328	не способен	1	1
329	село степанчиково	1	1
330	с большим	1	1
331	себе а	2	1
332	в xix	1	1
333	еще не	7	1
334	между собой	1	1
335	но за	1	1
336	этой почве	1	1
337	как один	1	1
338	во всех	5	1
339	в сюжете	1	1
340	тем как	2	1
341	это имеет	1	1
342	иного рода	1	1
343	в двойнике	1	1
344	как правило	1	1
345	да он	1	1
346	акакий акакиевич	1	1
347	в голове	1	1
348	друг на	2	1
349	к слову	2	1
350	по отношению	5	1
351	макара девушкина	6	1
352	то такой	2	1
353	что так	2	1
354	показалось что	1	1
355	к сожалению	1	1
356	одного момента	1	1
357	приходит на	1	1
358	с этим	2	1
359	для создания	1	1
360	князя мышкина	3	1
361	из уст	1	1
362	в художественном	2	1
363	кроме того	4	1
364	голядкина в	1	1
365	целый ряд	2	1
366	к этой	1	1
367	замыслов в	1	1
368	его к	2	1
369	гораздо существеннее	1	1
370	и к	9	1
371	главных героев	1	1
372	он на	1	1
373	от своей	1	1
374	человеком в	1	1
375	со своей	1	1
376	господин голядкин	1	1
377	из жизни	1	1
378	бы и	2	1
379	петрович голядкин	1	1
380	что это	1	1
381	время это	1	1
382	все эти	4	1
383	так в	2	1
384	учение о	1	1
385	еще один	1	1
386	им в	1	1
387	в коридоре	1	1
388	имеем в	3	1
389	тому же	1	1
390	героя к	1	1
391	человек не	1	1
392	и если	1	1
393	рассказе и	1	1
394	да и	4	1
395	шекспира и	1	1
396	на таком	1	1
397	чем у	3	1
398	к одному	6	1
399	не к	3	1
400	что еще	1	1
401	и вот	1	1
402	совпадающее с	1	1
403	своего пути	1	1
404	туман и	1	1
405	борьбы двух	1	1
406	на этом	3	1
407	его можно	1	1
408	они играют	1	1
409	достоевского как	1	1
410	же не	1	1
411	значение в	2	1
412	поэтому мы	1	1
413	мировой литературе	1	1
414	на ту	1	1
415	на все	2	1
416	на этой	1	1
417	в несколько	1	1
418	в строго	1	1
419	его в	1	1
420	не умел	1	1
421	который и	1	1
422	было бы	3	1
423	роль в	1	1
424	характерный для	1	1
425	лишь на	1	1
426	герой повести	1	1
427	не боится	1	1
428	приходит в	1	1
429	за ней	1	1
430	ни в	6	1
431	в них	1	1
432	о которых	2	1
433	все равно	2	1
434	их взаимоотношения	1	1
435	раскольников видит	1	1
436	на друга	2	1
437	он отлично	1	1
438	и уже	1	1
439	время достоевский	1	1
440	он и	4	1
441	друга в	1	1
442	иногда в	1	1
443	жизни но	1	1
444	в не	1	1
445	чем в	1	1
446	девушкина но	1	1
447	духовной жизни	1	1
448	и прямо	2	1
449	выражающем его	1	1
450	его обитатели	1	1
451	менее чем	1	1
452	можно только	1	1
453	свою собственную	1	1
454	что такое	2	1
455	только кажущийся	1	1
456	все как	1	1
457	именно и	1	1
458	у дверей	1	1
459	через пространство	1	1
460	что до	1	1
461	от себя	1	1
462	центра и	1	1
463	дается в	1	1
464	но эта	1	1
465	художественного мира	1	1
466	живут в	1	1
467	образом и	3	1
468	в прямом	1	1
469	том же	4	1
470	на всю	1	1
471	по себе	7	1
472	а вот	1	1
473	тому что	1	1
474	в характерах	1	1
475	в атмосфере	2	1
476	в отношении	3	1
477	вплоть до	1	1
478	дня и	1	1
479	появляется князь	1	1
480	дома на	1	1
481	есть подлинная	1	1
482	что ему	1	1
483	от чужого	1	1
484	что их	1	1
485	а ты	1	1
486	к этим	1	1
487	этой повести	2	1
488	на него	3	1
489	в процессе	4	1
490	в плане	1	1
491	и имеет	1	1
492	и снова	1	1
493	человека по	1	1
494	для всего	1	1
495	до своего	1	1
496	слово и	7	1
497	вот это	1	1
498	преимущественно в	1	1
499	не вполне	1	1
500	жизни не	2	1
501	контакт с	1	1
502	действительности но	1	1
503	в самой	5	1
504	на себя	4	1
505	с двойным	1	1
506	всего на	1	1
507	функции этих	1	1
508	на практике	1	1
509	это описание	1	1
510	в другую	1	1
511	эта тенденция	1	1
512	xix веке	1	1
513	же он	2	1
514	раннего творчества	1	1
515	его собственное	1	1
516	для осуществления	1	1
517	в роман	1	1
518	достоевского вплоть	1	1
519	только с	1	1
520	одним словом	1	1
521	отношение автора	1	1
522	в области	1	1
523	у нас	2	1
524	среди них	1	1
525	выпадает из	2	1
526	мышкин в	3	1
527	начиная с	1	1
528	к себе	6	1
529	не могут	3	1
530	но все	2	1
531	в других	2	1
532	не поняв	1	1
533	здесь они	1	1
534	бы он	1	1
535	что на	1	1
536	указывает на	2	1
537	не есть	1	1
538	сколько на	1	1
539	если же	5	1
540	главным героем	1	1
541	она не	3	1
542	и это	3	1
543	и о	3	1
544	в конце	3	1
545	но при	3	1
546	братьев карамазовых	1	1
547	в ее	1	1
548	другой стороны	3	1
549	в собственном	1	1
550	мышкин и	1	1
551	тем поразительнее	1	1
552	мы наблюдаем	1	1
553	если они	1	1
554	новый оттенок	1	1
555	что у	1	1
556	слово о	4	1
557	что может	1	1
558	с первым	1	1
559	это вовсе	2	1
560	особенно в	5	1
561	чужого сознания	1	1
562	бедных людей	1	1
563	жизнь и	3	1
564	ее истоков	1	1
565	в эпоху	1	1
566	по мере	4	1
567	в таком	1	1
568	каждый раз	1	1
569	и здесь	4	1
570	это я	1	1
571	он живет	1	1
572	обращается к	1	1
573	никак не	3	1
574	и что	3	1
575	достоевского все	3	1
576	или на	1	1
577	скажу что	1	1
578	все его	1	1
579	кажется что	3	1
580	знает что	1	1
581	сторон жизни	1	1
582	у гроба	1	1
583	героев например	1	1
584	к нему	5	1
585	том или	2	1
586	между тем	2	1
587	от них	2	1
588	была бы	1	1
589	эти два	1	1
590	свобода и	1	1
591	автор как	1	1
592	произведениям достоевского	1	1
593	любил и	1	1
594	язык в	1	1
595	резко отличается	1	1
596	все время	2	1
597	художественном мире	1	1
598	и самые	1	1
599	до предела	1	1
600	в жизнь	1	1
601	такой человек	1	1
602	себя с	1	1
603	столько на	1	1
604	жизни тем	1	1
605	как он	3	1
606	действие в	1	1
607	где совершается	1	1
608	и резкое	1	1
609	принимает форму	1	1
610	после появления	1	1
611	должен был	1	1
612	ад и	1	1
613	тема в	1	1
614	всех его	3	1
615	что ж	7	1
616	делает его	1	1
617	с одной	1	1
618	в эти	1	1
619	по всей	1	1
620	себя в	3	1
621	произведений достоевского	6	1
622	мышкина и	1	1
623	достоевского говорят	1	1
624	если мы	5	1
625	то и	2	1
626	не знать	1	1
627	по законам	1	1
628	но с	2	1
629	а это	1	1
630	слова не	2	1
631	рассказывает о	1	1
632	мышления и	1	1
633	то у	1	1
634	его и	1	1
635	к своим	1	1
636	возможно в	1	1
637	мы знаем	1	1
638	того мы	1	1
639	ведь это	3	1
640	достоевского его	1	1
641	в прозе	1	1
642	могло бы	2	1
643	в одном	11	1
644	сами по	2	1
645	в диалоге	3	1
646	совершается кризис	1	1
647	у нее	1	1
648	ее не	1	1
649	к ним	4	1
650	отметить что	1	1
651	и рай	1	1
652	тем что	3	1
653	позволяет сделать	1	1
654	даже и	1	1
655	резких и	1	1
656	рассказа и	1	1
657	не было	2	1
658	понимая под	1	1
659	не укладывается	1	1
660	же деле	1	1
661	никого не	1	1
662	он пожалуй	1	1
663	на площадь	1	1
664	и стал	1	1
665	с другим	1	1
666	до сих	8	1
667	пороге у	1	1
668	которая всегда	1	1
669	эта удивительная	1	1
670	линии развития	1	1
671	к которому	1	1
672	для этого	2	1
673	понимали и	1	1
674	наконец в	1	1
675	было и	1	1
676	а с	1	1
677	себя и	3	1
678	шинели он	1	1
679	и их	3	1
680	превращается в	4	1
681	его романе	1	1
682	самом же	1	1
683	одной стороны	1	1
684	связи с	1	1
685	он только	2	1
686	сложную и	1	1
687	на этот	2	1
688	такие же	1	1
689	и самый	1	1
690	не на	1	1
691	место действия	1	1
692	есть лишь	1	1
693	жизнь в	3	1
694	в руках	2	1
695	так называемой	1	1
696	человек есть	1	1
697	из героев	1	1
698	романы достоевского	1	1
699	него не	1	1
700	в последующем	1	1
701	концепции времени	1	1
702	с помощью	3	1
703	именно поэтому	1	1
704	этот рассказ	1	1
705	так можно	1	1
706	деле это	1	1
707	него в	3	1
708	люди и	1	1
709	и xix	1	1
710	как это	1	1
711	он ее	1	1
712	о возможности	1	1
713	степанчиково и	1	1
714	установкой на	1	1
715	или другом	2	1
716	но сам	1	1
717	с некоторыми	1	1
718	художественного видения	2	1
719	столкновение с	1	1
720	эпизод романа	1	1
721	это есть	1	1
722	что же	3	1
723	жизни слова	4	1
724	человек с	2	1
725	других романах	1	1
726	и смерти	1	1
727	слова и	7	1
728	что герои	1	1
729	в литературу	1	1
730	и героини	1	1
731	фома фомич	1	1
732	сих пор	8	1
733	слиться с	1	1
734	отличается от	3	1
735	определяющие ее	1	1
736	является как	1	1
737	и тогда	1	1
738	как раз	7	1
739	с поэтическим	1	1
740	хуже для	1	1
741	вне его	2	1
742	и сам	5	1
743	в более	1	1
744	в мировой	1	1
745	и времени	2	1
746	живет и	1	1
747	уже на	1	1
748	в самые	1	1
749	в связи	1	1
750	но на	2	1
751	имеют для	1	1
752	в точном	1	1
753	еще раз	1	1
754	во время	1	1
755	и перед	1	1
756	романе и	1	1
757	в другое	1	1
758	и крайне	1	1
759	с установкой	1	1
760	от него	1	1
761	в последней	1	1
762	себе что	2	1
763	вовсе нет	1	1
764	конце концов	1	1
765	искал в	1	1
766	в гоголевской	1	1
767	все они	1	1
768	судьбы людей	1	1
769	я в	1	1
770	ни было	1	1
771	романа и	1	1
772	явно преобладает	1	1
773	мы переходим	1	1
774	очень хорошо	1	1
775	природа человека	1	1
776	отношении к	2	1
777	некоторых сторон	1	1
778	первых произведениях	1	1
779	это все	1	1
780	наконец не	1	1
781	этот вопрос	2	1
782	и внутренне	1	1
783	от всех	1	1
784	но этот	3	1
785	жизни а	1	1
786	автора в	1	1
787	стиля но	1	1
788	него и	1	1
789	отношению к	5	1
790	и жизнь	2	1
791	сон смешного	1	1
792	из своей	1	1
793	этой сцены	1	1
794	героя в	3	1
795	в какой	1	1
796	о нем	6	1
797	важно для	1	1
798	но эти	4	1
799	а может	1	1
800	а я	1	1
801	карнавального мироощущения	2	1
802	во сне	2	1
803	с самим	5	1
