N	2gram	Trubetskoy_1	Komedia
287	к новым	1	1
288	избавиться от	1	1
289	мы уже	2	1
290	это обстоятельство	1	1
291	иное как	1	1
292	это в	2	1
293	хотя бы	5	1
294	что это	3	1
295	с ним	2	1
296	бы не	1	1
297	вот на	1	1
298	друг от	2	1
299	от того	4	1
300	в положение	2	1
301	или хотя	1	1
302	от него	2	1
303	борьбе с	3	1
304	если в	6	1
305	того чтобы	8	1
306	упускать из	1	1
307	а только	1	1
308	по себе	2	1
309	а между	5	1
310	образом по	1	1
311	не знаем	1	1
312	и те	2	1
313	подходить к	1	1
314	бы ни	2	1
315	во главе	2	1
316	зрения в	1	1
317	об этом	1	1
318	и сократ	1	1
319	который мы	1	1
320	с тем	6	1
321	знаем и	1	1
322	то в	3	1
323	те же	1	1
324	на которых	1	1
325	такого же	1	1
326	что только	2	1
327	направленная против	1	1
328	и другое	1	1
329	другом случае	2	1
330	но все	1	1
331	вся его	1	1
332	культурной жизни	2	1
333	общественной жизни	2	1
334	и только	5	1
335	смысле этого	1	1
336	что же	4	1
337	ему что	1	1
338	на чем	1	1
339	службу к	1	1
340	отрицать что	1	1
341	превращается в	1	1
342	и сама	1	1
343	следовательно и	2	1
344	с этой	1	1
345	люди по	1	1
346	совершенно не	2	1
347	того что	3	1
348	образа жизни	1	1
349	на этой	2	1
350	культуры в	3	1
351	которая как	1	1
352	в таком	2	1
353	европейской культуры	2	1
354	но если	3	1
355	это только	2	1
356	на самом	6	1
357	бы найти	1	1
358	именно с	1	1
359	и поскольку	1	1
360	политической жизни	2	1
361	вот в	1	1
362	значительной степени	1	1
363	судить об	1	1
364	каждая из	1	1
365	во всем	4	1
366	в этих	2	1
367	то есть	1	1
368	себе на	1	1
369	стало быть	1	1
370	и прежде	1	1
371	однако ни	1	1
372	и к	6	1
373	проявляется в	2	1
374	его себе	1	1
375	в порядке	2	1
376	отказ от	1	1
377	он может	1	1
378	на себе	1	1
379	в совершенно	4	1
380	ко всем	3	1
381	перешла в	1	1
382	свидетельствуют о	1	1
383	следить за	1	1
384	силу этого	1	1
385	из этих	3	1
386	следовало бы	1	1
387	культуры и	2	1
388	так что	2	1
389	цивилизации и	1	1
390	понять что	2	1
391	к его	1	1
392	идет речь	4	1
393	он с	1	1
394	которой на	1	1
395	это отношение	1	1
396	из среды	1	1
397	ибо его	1	1
398	что на	1	1
399	в применении	1	1
400	и внутреннее	1	1
401	природы в	1	1
402	именно так	1	1
403	во всех	5	1
404	народа это	1	1
405	с этим	2	1
406	говорить и	1	1
407	остановиться на	1	1
408	к этой	4	1
409	в стремлении	1	1
410	для того	6	1
411	том чем	1	1
412	естественно что	2	1
413	от некоторых	1	1
414	только на	2	1
415	на том	3	1
416	своим собственным	1	1
417	и потому	3	1
418	к блестящему	1	1
419	очевидно что	1	1
420	мечтать о	1	1
421	союзе с	1	1
422	от друга	2	1
423	перед нами	1	1
424	и эти	1	1
425	в управлении	1	1
426	даже и	2	1
427	или для	1	1
428	зависимость от	2	1
429	и за	1	1
430	то это	3	1
431	перед собой	1	1
432	особенно следует	1	1
433	что все	3	1
434	отношении к	2	1
435	а с	2	1
436	не вызывает	1	1
437	и причинах	1	1
438	чтобы понять	2	1
439	друг друга	3	1
440	представление о	1	1
441	противоречие между	1	1
442	ни у	1	1
443	в зависимости	1	1
444	человек может	1	1
445	этого слова	1	1
446	человека к	1	1
447	а наоборот	1	1
448	том же	2	1
449	по возможности	1	1
450	когда он	1	1
451	тому что	2	1
452	в данном	7	1
453	к которой	6	1
454	которой он	4	1
455	политического деятеля	1	1
456	которые и	1	1
457	не могут	4	1
458	он еще	1	1
459	в мире	4	1
460	и что	2	1
461	не так	2	1
462	не являются	1	1
463	наконец что	1	1
464	или от	2	1
465	также и	1	1
466	и придают	1	1
467	в данной	1	1
468	с большой	1	1
469	сведения о	1	1
470	между несколькими	1	1
471	и когда	1	1
472	на службу	1	1
473	в лице	1	1
474	роль в	1	1
475	между интересами	1	1
476	заботясь о	1	1
477	у народа	1	1
478	том числе	1	1
479	из которой	1	1
480	общими для	1	1
481	для каждого	1	1
482	его идеи	1	1
483	над своим	1	1
484	о которой	1	1
485	на такую	2	1
486	в общем	1	1
487	состоит в	2	1
488	отметить что	2	1
489	само собой	1	1
490	с самого	1	1
491	за ним	1	1
492	же дело	2	1
493	в духе	1	1
494	за ними	1	1
495	на этот	1	1
496	еще была	1	1
497	это два	1	1
498	по существу	5	1
499	она могла	1	1
500	из отдельных	1	1
501	себя в	4	1
502	целый ряд	2	1
503	в ней	2	1
504	к своим	1	1
505	в которых	1	1
506	привел их	1	1
507	говорить не	1	1
508	и постоянно	1	1
509	тем же	1	1
510	по своим	1	1
511	хотя в	1	1
512	для создания	1	1
513	всегда и	1	1
514	к себе	2	1
515	совершенно очевидно	2	1
516	и это	1	1
517	так например	1	1
518	постепенно в	1	1
519	отнюдь не	7	1
520	можно было	4	1
521	человека в	1	1
522	от которых	1	1
523	что во	1	1
524	ближе к	1	1
525	к одному	1	1
526	это конечно	1	1
527	ко всему	1	1
528	и более	2	1
529	самого начала	1	1
530	с единым	1	1
531	применении к	1	1
532	более или	4	1
533	как бы	4	1
534	в пучину	1	1
535	жизни но	1	1
536	что эти	1	1
537	в своем	6	1
