N	2gram	Tiupa_Anal_2	Vladivir
513	молод и	1	1
514	то она	1	1
515	и м	2	1
516	такой степени	1	1
517	поскольку за	1	1
518	до этого	1	1
519	его как	2	1
520	к своему	2	1
521	на втором	1	1
522	его личной	1	1
523	в столь	2	1
524	однако эти	1	1
525	и своим	1	1
526	перед нами	1	1
527	столкновение с	1	1
528	не что	1	1
529	и всей	1	1
530	образ жизни	1	1
531	человек всегда	1	1
532	в первой	3	1
533	н и	2	1
534	довольно много	1	1
535	этот не	1	1
536	была очень	1	1
537	этом случае	4	1
538	будет и	1	1
539	человека который	1	1
540	слов которые	1	1
541	я от	1	1
542	за ним	1	1
543	этом смысле	2	1
544	чем дело	1	1
545	известной степени	1	1
546	которых он	1	1
547	и ушел	1	1
548	представляется что	1	1
549	нельзя сказать	1	1
550	время и	1	1
551	не с	4	1
552	от него	1	1
553	ни к	1	1
554	второй и	1	1
555	личности и	2	1
556	он оказывается	1	1
557	отношении к	1	1
558	хотя как	1	1
559	два часа	1	1
560	которая на	1	1
561	уже содержит	1	1
562	отношением к	1	1
563	была бы	2	1
564	но когда	1	1
565	по одному	1	1
566	пока не	1	1
567	эти слова	1	1
568	будучи в	1	1
569	в действительности	3	1
570	ее в	1	1
