N	2gram	Savitsky_E_1	Myshleni
240	главным образом	2	2
241	в совершенно	1	2
242	в мире	2	2
243	об этом	1	2
244	того или	4	2
245	с другими	2	2
246	подходит к	2	2
247	лишь на	1	2
248	к области	1	2
249	в них	3	2
250	в эту	2	2
251	в этих	2	2
252	в своей	8	2
253	место в	3	2
254	в корне	1	2
255	возникающих в	1	2
256	нас к	2	2
257	тому что	1	2
258	можно ли	3	2
259	но они	1	2
260	тем самым	5	2
261	имеет свое	1	2
262	одна из	1	2
263	для всего	1	2
264	бы неправильно	1	2
265	на себя	3	2
266	они являются	1	2
267	и его	1	2
268	из того	2	2
269	и другими	1	2
270	исходящей из	1	2
271	в каком	4	2
272	для мышления	1	2
273	той или	4	2
274	все еще	1	2
275	оно не	1	2
276	как они	1	2
277	не будет	3	2
278	но по	2	2
279	свою очередь	2	2
280	это мы	1	2
281	еще в	1	2
282	что процесс	1	2
283	поэтому в	1	2
284	для этого	1	2
285	в построении	1	2
286	связанное с	1	2
287	внимание на	1	2
288	говорит об	1	2
289	одного из	1	2
290	а также	7	2
291	или иначе	1	2
292	и во	2	2
293	к установлению	1	2
294	и только	3	2
295	эти последние	2	2
296	этом смысле	3	2
297	известном смысле	3	2
298	этой точки	5	2
299	связь и	1	2
300	всех этих	1	2
301	мы будем	1	2
302	происходит ли	1	2
303	уже не	1	2
304	ни было	4	2
305	в начале	1	2
306	и других	2	2
307	с теми	1	2
308	как их	2	2
309	в одном	2	2
310	само по	4	2
311	к той	2	2
312	интересующей нас	1	2
313	этого периода	1	2
314	с той	1	2
315	на которые	1	2
316	цель и	1	2
317	на этот	2	2
318	которых мы	1	2
319	на которых	1	2
320	и эта	2	2
321	в изучении	1	2
322	все более	9	2
323	ни на	3	2
324	и потому	5	2
325	относятся к	2	2
326	к жизни	1	2
327	в течение	5	2
328	в тех	1	2
329	некоторое время	1	2
330	должно быть	1	2
331	иначе говоря	2	2
332	на пути	1	2
333	тому или	2	2
334	и для	3	2
335	существенную черту	1	2
336	и от	3	2
337	включает в	1	2
338	или в	2	2
339	о котором	1	2
340	для нас	4	2
341	же в	2	2
342	тот же	1	2
343	или иного	4	2
344	это так	3	2
345	в своих	2	2
346	как на	3	2
347	в таком	3	2
348	все что	1	2
349	даже более	1	1
350	ту же	1	1
351	лежат в	4	1
352	также и	7	1
353	исключительно к	1	1
354	или к	1	1
355	вниз от	1	1
356	же по	1	1
357	если обратиться	1	1
358	которое мы	1	1
359	и до	1	1
360	с таким	1	1
361	определяется в	1	1
362	и этот	2	1
363	и связанное	1	1
364	с в	2	1
365	например в	1	1
366	есть не	2	1
367	смотреть на	1	1
368	эту же	1	1
369	с более	3	1
370	что между	1	1
371	вопрос о	4	1
372	именно к	2	1
373	и техническое	1	1
374	есть нечто	1	1
375	на несколько	1	1
376	с но	1	1
377	от друга	2	1
378	не способен	1	1
379	нам представляется	1	1
380	бы то	4	1
381	является определяющим	1	1
382	во всех	6	1
383	тем как	1	1
384	бы она	1	1
385	окажется в	1	1
386	тех же	1	1
387	очевидно что	3	1
388	постановка проблемы	1	1
389	нами при	1	1
390	то такой	1	1
391	ли констатировать	1	1
392	остановились на	1	1
393	друг от	2	1
394	общего правила	1	1
395	мы думаем	1	1
396	и чем	2	1
397	значение для	1	1
398	относится к	1	1
399	ответ и	1	1
400	поскольку они	2	1
401	однако не	1	1
402	кроме того	1	1
403	целый ряд	2	1
404	не являются	1	1
405	имеет в	2	1
406	более или	1	1
407	увидим что	1	1
408	в этот	1	1
409	или иную	3	1
410	выше мы	1	1
411	та же	1	1
412	и возникновение	1	1
413	бы и	3	1
414	он в	1	1
415	думать что	8	1
416	стремились показать	1	1
417	что к	2	1
418	тому же	1	1
419	мнение что	1	1
420	в областях	7	1
421	жизнью и	1	1
422	вообще не	3	1
423	границ между	1	1
424	по степени	1	1
425	своем развитии	1	1
426	потребности в	1	1
427	те кто	1	1
428	говорили в	1	1
429	отношений между	2	1
430	рассмотрение вопроса	1	1
431	иметь возможность	1	1
432	находит себе	1	1
433	поскольку она	2	1
434	значительной степени	1	1
435	то ни	4	1
436	а затем	1	1
437	что все	2	1
438	в состоянии	1	1
439	во внутреннюю	1	1
440	единое целое	1	1
441	и с	2	1
442	сейчас в	1	1
443	которая как	1	1
444	но нам	1	1
445	и тем	3	1
446	предъявляет к	1	1
447	и рядом	2	1
448	только одно	2	1
449	для них	2	1
450	о которых	1	1
451	к осознанию	1	1
452	во внимание	1	1
453	всегда и	1	1
454	несмотря на	4	1
455	с такой	1	1
456	чем в	4	1
457	такой же	2	1
458	их на	1	1
459	мы стремились	1	1
460	в такой	1	1
461	в глубь	1	1
462	течение этого	1	1
463	представление о	2	1
464	которые лежат	1	1
465	от себя	1	1
466	что имеет	1	1
467	эти в	2	1
468	но было	2	1
469	и более	2	1
470	тому чтобы	2	1
471	том же	1	1
472	и вообще	1	1
473	с так	1	1
474	даже в	4	1
475	с точки	17	1
476	на рубеже	1	1
477	не имеет	4	1
478	другую и	1	1
479	данного продукта	2	1
480	к действительному	1	1
481	констатировать что	2	1
482	только и	1	1
483	склонен думать	1	1
484	впоследствии к	1	1
485	именно с	1	1
486	к ней	4	1
487	ту мысль	1	1
488	мире и	1	1
489	и направляет	1	1
490	так называемый	1	1
491	следует отметить	2	1
492	уже и	3	1
493	доказать что	1	1
494	только наиболее	1	1
495	у нас	1	1
496	начиная с	2	1
497	этот факт	3	1
498	числе и	1	1
499	с полной	1	1
500	что при	1	1
501	но сама	1	1
502	мы остановились	1	1
503	всегда в	1	1
504	в применении	3	1
505	можно толковать	1	1
506	для себя	1	1
507	со значением	1	1
508	бы сделать	1	1
509	в ней	4	1
510	всего этого	1	1
511	в ее	8	1
512	данном случае	2	1
513	язык и	1	1
514	социальной средой	1	1
515	степени и	1	1
516	в пределах	25	1
517	в основных	1	1
518	различие между	1	1
519	котором мы	1	1
520	и центральной	1	1
521	достаточно чтобы	1	1
522	этот период	1	1
523	его ни	1	1
524	мысль можно	1	1
525	во многих	4	1
526	момент во	1	1
527	в некоторой	1	1
528	быть может	1	1
529	к другу	1	1
530	которая отличает	1	1
531	означает что	1	1
532	в последнем	1	1
533	связанная с	1	1
534	его построения	1	1
535	возникающее в	1	1
536	то мы	1	1
537	сводится к	1	1
538	при такой	1	1
539	в состав	1	1
540	на вопрос	1	1
541	многих случаях	1	1
542	или на	1	1
543	может не	1	1
544	в значительной	2	1
545	не выходит	1	1
546	связанной с	1	1
547	развития не	1	1
548	что эта	1	1
549	в которую	1	1
550	отрицательный ответ	1	1
551	которые мы	1	1
552	переходит в	1	1
553	и всякая	1	1
554	отметить что	3	1
555	во всей	2	1
556	в другой	2	1
557	не сводится	1	1
558	способность к	1	1
559	соединено с	1	1
560	эти наблюдения	1	1
561	друг к	1	1
562	происходит в	2	1
563	ибо в	1	1
564	к признаку	1	1
565	они могут	1	1
566	никак нельзя	1	1
567	же при	1	1
568	отношении в	1	1
569	основании того	1	1
570	для всех	1	1
571	есть в	2	1
572	внимание что	1	1
573	и детей	1	1
574	при помощи	2	1
575	области развития	1	1
576	например к	1	1
577	ту или	3	1
578	обратиться к	1	1
579	несомненно в	1	1
580	был бы	1	1
581	одно из	1	1
582	представить себе	1	1
583	в известной	3	1
584	мы находим	1	1
585	психологии и	1	1
586	вовсе не	6	1
587	гораздо большей	1	1
588	не о	1	1
589	как его	1	1
590	связано с	3	1
591	значение только	2	1
592	в исторической	1	1
593	и даже	6	1
594	выходит за	1	1
595	за пределы	1	1
596	не обязательно	1	1
597	а именно	2	1
598	будет ли	2	1
599	неизбежно придет	1	1
600	в большинстве	2	1
601	и затем	1	1
602	что не	1	1
603	что для	1	1
604	говорит о	3	1
605	что обе	1	1
606	время совершенно	1	1
607	не на	4	1
608	а не	2	1
609	с которым	1	1
610	долгое время	2	1
611	так называемой	1	1
612	вопрос можно	1	1
613	ко всем	1	1
614	центральную и	1	1
615	другие не	1	1
616	естественных условиях	1	1
617	основных чертах	1	1
618	в данном	3	1
619	собой такое	1	1
620	в той	5	1
621	применении к	3	1
622	одновременно с	1	1
623	что же	2	1
624	которые по	1	1
625	говорили бы	1	1
626	области внутренней	1	1
627	в человеческом	1	1
628	многих других	1	1
629	мы сказали	1	1
630	дело идет	2	1
631	этого факта	1	1
632	в гораздо	2	1
633	аналогии с	1	1
634	или по	2	1
635	вопрос в	1	1
636	является ли	3	1
637	известной степени	3	1
638	этих случаях	1	1
639	указать на	1	1
640	ко второй	1	1
641	лицо и	1	1
642	это можно	1	1
643	процесс мы	1	1
644	наблюдения над	2	1
645	хотя бы	15	1
646	этот раз	1	1
647	отношении их	1	1
648	значения для	2	1
649	приводящие к	1	1
650	в процессах	2	1
651	вступать в	1	1
652	к отношениям	2	1
653	в психологии	3	1
654	но если	5	1
655	сказали бы	1	1
656	но этот	1	1
657	находящихся в	1	1
658	собой это	1	1
659	своей части	1	1
660	придет к	1	1
661	но в	14	1
662	они относятся	1	1
663	который не	1	1
664	том числе	1	1
