N	2gram	Potebnia_M_2	Mirosoze
349	во время	4	1
350	к тем	1	1
351	от своего	1	1
352	что такое	2	1
353	можно найти	1	1
354	в такой	1	1
355	и без	1	1
356	есть та	1	1
357	все и	1	1
358	не от	5	1
359	в отличие	1	1
360	есть явление	3	1
361	что я	1	1
362	должны были	1	1
363	ее он	1	1
364	мир и	1	1
365	делает его	1	1
366	без участия	2	1
367	но во	3	1
368	и эти	1	1
369	и более	1	1
370	только те	1	1
371	и наоборот	5	1
372	не должно	2	1
373	бы быть	3	1
374	вовсе не	9	1
375	есть всегда	1	1
376	сам он	1	1
377	мы чувствуем	3	1
378	если и	2	1
379	знал что	1	1
380	между людьми	1	1
381	а от	3	1
382	не менее	5	1
383	эта мысль	1	1
384	ничего кроме	1	1
385	есть прежде	2	1
386	открывает в	1	1
387	что ему	2	1
388	мысли в	3	1
389	нужно знать	2	1
390	или лучше	1	1
391	в самых	1	1
392	для кого	2	1
393	не могло	1	1
394	все свои	2	1
395	явление совершенно	2	1
396	находятся в	1	1
397	может в	2	1
398	с одним	1	1
399	чем например	1	1
400	во всем	2	1
401	не нужен	1	1
402	всякий кто	1	1
403	только с	1	1
404	не потому	1	1
405	не знали	2	1
406	от того	5	1
407	только от	3	1
408	все то	1	1
409	к себе	1	1
410	бы это	1	1
411	оно не	3	1
412	от которой	1	1
413	и самое	1	1
414	из всего	1	1
415	и о	1	1
416	на нем	1	1
417	будет видно	1	1
418	существует только	2	1
419	лучше сказать	1	1
420	и исчезает	1	1
421	так в	4	1
422	не столько	2	1
423	слова а	3	1
424	ожидать от	1	1
425	и сам	1	1
426	так и	5	1
427	было в	2	1
428	поэтому в	1	1
429	в содержании	1	1
430	об этом	1	1
431	с человеком	1	1
432	истине но	1	1
433	находится в	3	1
434	а к	2	1
435	найти нельзя	1	1
436	каждый раз	1	1
437	и поэтому	2	1
438	и та	1	1
439	при котором	1	1
440	теми которые	1	1
441	одного из	1	1
442	нас в	2	1
443	связанной с	1	1
444	заключается в	1	1
445	от них	3	1
446	и только	6	1
447	в другой	1	1
448	вообще и	2	1
449	даже для	1	1
450	ней все	1	1
451	отлично от	1	1
452	и наконец	1	1
453	душа получает	1	1
454	мы уже	1	1
455	как явление	1	1
456	нас потому	1	1
457	быть названа	1	1
458	и быть	1	1
459	была для	1	1
460	наше время	1	1
461	что как	1	1
462	их жизни	1	1
463	между тем	6	1
464	в обществе	2	1
465	к психологии	1	1
466	между этими	1	1
467	так что	10	1
468	же и	1	1
469	с нею	2	1
470	которому он	1	1
471	мира то	1	1
472	которой бы	1	1
473	то и	9	1
474	этим именем	1	1
475	самой мысли	1	1
476	ряду других	1	1
477	в нашей	2	1
478	ответ на	1	1
479	нам все	1	1
480	его и	1	1
481	только их	1	1
482	свой собственный	1	1
483	себе в	3	1
484	всяком случае	7	1
485	что она	3	1
486	цели и	1	1
487	на одном	1	1
488	в одном	6	1
489	т п	3	1
490	говорим что	1	1
491	и утверждение	1	1
492	к ним	1	1
493	явлений в	1	1
494	рядом с	3	1
495	что связывает	1	1
496	формальные и	1	1
497	не были	1	1
498	не связано	1	1
499	силы но	1	1
500	влияние на	4	1
501	было ничего	1	1
502	по своим	1	1
503	а именно	1	1
504	к которому	2	1
505	души и	4	1
506	и др	1	1
507	что не	5	1
508	близко к	1	1
509	притом не	1	1
510	а на	1	1
511	кто знает	1	1
512	не на	2	1
513	как ни	1	1
514	было для	2	1
515	остается и	1	1
516	для их	2	1
517	этом основании	1	1
518	в ряду	6	1
519	вызывает в	1	1
520	если не	4	1
521	не видит	1	1
522	мог быть	1	1
523	человек что	1	1
524	мы говорим	3	1
525	отразилось в	1	1
526	оно имеет	1	1
527	отношений между	3	1
528	влияния на	2	1
529	если так	1	1
530	сравнению с	1	1
531	он будет	1	1
532	она есть	2	1
533	знать что	2	1
534	в течение	1	1
535	связаны с	1	1
536	это его	1	1
537	можно принять	2	1
538	с предметом	1	1
539	про себя	1	1
540	что мы	11	1
541	было сказано	1	1
542	что сознание	2	1
543	его собственный	1	1
544	только для	5	1
545	но это	3	1
546	от нас	1	1
547	под влиянием	8	1
548	сознании и	2	1
549	за его	1	1
550	открыть что	1	1
551	тела он	1	1
552	не имея	1	1
553	сознания и	1	1
554	что только	2	1
555	то не	3	1
556	органической жизни	1	1
557	но когда	1	1
558	из себя	2	1
559	бы он	1	1
560	или нет	3	1
561	себе что	1	1
562	тем более	1	1
563	не одну	1	1
564	что вообще	2	1
565	но всегда	1	1
566	давно уже	1	1
567	за этим	1	1
568	к ее	1	1
569	лишь по	1	1
570	от всех	1	1
571	для нашего	1	1
572	одного к	2	1
573	на это	1	1
574	человек еще	1	1
575	можно назвать	2	1
576	случае если	1	1
577	в своих	1	1
578	с первого	2	1
579	и свою	1	1
580	так же	2	1
581	во всяком	7	1
582	они не	4	1
583	которая не	1	1
584	смысле что	1	1
585	относится ко	1	1
