1	и не	16	31
129	его как	2	4
130	не значит	1	4
131	должно быть	2	4
132	даже в	2	4
133	в едином	1	4
134	человека в	1	4
135	как мы	8	4
136	стиля и	7	4
137	бы и	3	4
138	в основе	5	4
139	и с	4	4
140	поэтому и	3	4
141	основной особенности	1	4
142	что и	1	4
143	все то	1	4
144	и следовательно	7	4
145	и т	28	4
146	в построении	2	4
147	не было	3	4
148	не на	5	4
149	но это	1	4
150	в процессе	4	4
151	в результате	3	4
152	является лишь	3	4
153	в плоскости	1	4
154	например в	2	3
155	и одновременно	2	3
156	все что	1	3
157	все возможные	1	3
158	но как	1	3
159	и до	1	3
160	и здесь	3	3
161	приводит к	1	3
162	но с	1	3
163	он может	2	3
164	изображения в	1	3
165	сказать что	2	3
166	автора в	2	3
167	оно не	6	3
168	и слово	2	3
169	и у	2	3
170	сознание в	1	3
171	в духе	2	3
172	одна из	2	3
173	сочетаются в	1	3
174	автора как	1	3
175	дана как	1	3
176	ни в	1	3
177	никогда не	3	3
178	как к	2	3
179	романа в	3	3
180	бы в	1	3
181	как на	1	3
182	такой образ	1	3
183	с другой	5	3
184	он в	5	3
185	и тона	1	3
186	глубокое и	1	3
187	о своем	1	3
188	по существу	3	3
189	героев и	1	3
190	не дает	1	3
191	все его	4	3
192	друг друга	3	3
193	всяком случае	5	3
194	точке зрения	2	3
195	не знает	1	3
196	отличается от	1	3
197	таким же	1	3
198	героев в	1	3
199	отношении к	6	3
200	романа и	5	3
201	не входит	1	3
202	лишь на	3	3
203	в их	4	3
204	от автора	3	3
205	как слово	1	3
206	не из	2	3
207	в них	6	3
208	и самое	2	3
209	его образа	1	3
210	в себя	1	3
211	предмет изображения	1	3
212	с авторским	1	3
213	на почве	4	3
214	себе самому	1	3
215	кроме того	4	3
216	и этим	3	3
217	этом отношении	1	3
218	в другой	2	3
219	непосредственное выражение	1	3
220	т п	23	3
221	для его	1	3
222	на котором	1	3
223	дано в	1	3
224	другой стороны	4	3
225	единство романа	1	3
226	далеко не	5	3
227	до простой	1	3
228	романа как	2	3
229	но именно	4	3
230	тому что	2	3
231	точек зрения	5	3
232	плоскости с	1	3
233	наконец в	2	2
234	со всею	2	2
235	оно может	2	2
236	произведения и	2	2
237	конечно не	3	2
238	однако в	1	2
239	на его	8	2
240	могли бы	1	2
241	они ни	1	2
242	этой особенности	1	2
243	не есть	2	2
244	и самостоятельность	1	2
245	их основе	2	2
246	на пути	1	2
247	но он	2	2
248	сознания с	1	2
249	же не	1	2
250	в которой	4	2
251	а лишь	1	2
252	заставляет его	2	2
253	войти в	2	2
254	как таковой	1	2
255	так что	2	2
256	при этом	6	2
257	авторским словом	2	2
258	сколько в	1	2
259	то и	1	2
260	в жизни	1	2
261	значит конечно	1	2
262	в истории	3	2
263	лишь там	1	2
264	и есть	1	2
265	европейского романа	3	2
266	вследствие этого	1	2
267	автора но	1	2
268	которые были	1	2
269	определяет все	1	2
270	в художественной	1	2
271	непосредственно в	1	2
272	один из	4	2
273	словом о	1	2
274	только как	1	2
275	входят в	1	2
276	лишь одним	1	2
277	автора о	1	2
278	а его	1	2
279	мы видим	2	2
280	не существенно	1	2
281	друг другу	2	2
282	его к	1	2
283	все время	3	2
284	него нет	1	2
285	во все	1	2
286	вне его	2	2
287	для своего	1	2
288	жизни и	1	2
289	точками зрения	3	2
290	самое слово	1	2
291	и во	3	2
292	социальной жизни	1	2
293	что может	1	2
294	же основной	1	2
295	отношение к	7	2
296	или к	3	2
297	в сознании	2	2
298	чужое слово	1	2
299	в чисто	2	2
300	в смысле	4	2
301	или даже	2	2
302	голоса в	2	2
303	и ее	3	2
304	себя и	1	2
305	какой бы	1	2
306	для понимания	2	2
307	не способны	1	2
308	то ни	1	2
309	самого начала	1	2
310	те же	2	2
311	становится здесь	1	2
312	и что	1	2
313	с этим	3	2
314	правда в	1	2
315	ибо в	1	2
316	зрения и	2	2
317	момент его	3	2
318	совершенно иное	1	2
319	и уже	1	2
320	на себе	1	2
321	между ними	2	2
322	же в	1	2
323	бы то	1	2
324	автора а	1	2
325	конечно что	1	2
326	чем в	1	2
327	своего времени	1	2
328	в ней	4	2
329	свою прямую	1	2
330	лучшем случае	2	2
331	они могут	7	2
332	в котором	2	2
333	его и	3	2
334	мы уже	2	2
335	данном случае	3	2
336	к другому	1	2
337	и со	1	2
338	по преимуществу	4	2
339	нам важна	1	2
340	в рамки	2	2
341	тот же	1	2
342	в контексте	2	2
343	большинстве случаев	6	2
344	в кругозоре	1	2
345	его на	1	2
346	из его	1	2
347	до сих	2	2
348	можно было	2	2
349	не укладывается	2	2
350	хотя бы	3	2
351	нами в	2	2
352	в той	10	2
353	в данном	3	2
354	романа который	1	2
355	находится в	1	2
356	на языке	1	2
357	основная особенность	1	2
358	связи с	2	2
359	в условиях	2	2
360	но эти	3	2
361	месте и	1	2
362	же и	2	2
363	с авторской	1	2
364	от них	1	2
365	и единство	2	2
366	и к	5	2
367	произведения в	1	2
368	нем в	3	2
369	в большинстве	10	2
370	и даже	6	2
371	ни было	2	2
372	на этот	1	2
373	как целое	1	2
374	у толстого	4	2
375	и тон	1	2
376	именно на	1	2
377	в обычном	1	2
378	конечно и	2	2
379	героя как	1	2
380	со своим	5	2
381	ни одной	1	2
382	его голоса	1	2
383	всех этих	4	2
384	по своим	6	2
385	находит свое	1	2
386	данного произведения	1	2
387	себя как	1	2
388	с этой	3	2
389	и сам	3	2
390	и нет	1	2
391	в отношении	6	2
392	сих пор	2	2
393	между отдельными	1	2
394	мы остановимся	1	2
395	слова но	1	2
396	именно потому	1	2
397	а потому	1	2
398	и от	4	2
399	как свой	1	2
400	вводит в	1	2
401	только он	1	2
402	нисколько не	2	2
403	в один	1	2
404	у тургенева	7	2
405	эта форма	3	2
406	в настоящем	1	2
407	или же	1	2
408	находиться в	1	2
409	и миры	1	2
410	слово в	10	2
411	в которых	1	2
412	есть и	1	2
413	ни был	1	2
414	следовательно и	3	2
415	оно ни	1	2
416	своеобразие и	1	2
417	подходит к	1	2
418	этого кругозора	1	2
419	в лучшем	2	2
420	ни были	3	2
421	друг с	2	2
422	интенции автора	2	1
423	которую по	1	1
424	его он	1	1
425	социальной атмосферы	1	1
426	истории европейского	1	1
427	он принимает	1	1
428	свою очередь	2	1
429	остаются в	2	1
430	его формы	1	1
431	камнем для	1	1
432	как таковые	3	1
433	его можно	1	1
434	все они	7	1
435	объединения и	4	1
436	от этого	2	1
437	ничем не	1	1
438	в ее	2	1
439	дело и	1	1
440	весь в	1	1
441	и она	1	1
442	к своему	6	1
443	именно к	1	1
444	является в	1	1
445	в противном	1	1
446	непосредственно как	1	1
447	самому и	1	1
448	автор в	1	1
449	его кругозором	1	1
450	развертывается в	1	1
451	ними не	1	1
452	как у	1	1
453	того и	1	1
454	другом случае	2	1
455	случае не	1	1
456	авторской интенции	1	1
457	хотя и	2	1
458	конструкции в	1	1
459	бы оно	1	1
460	произведения из	1	1
461	оценки и	1	1
462	всех возможных	1	1
463	и их	1	1
464	самом предмете	3	1
465	в творческом	1	1
466	пробным камнем	1	1
467	показывает как	1	1
468	на их	1	1
469	в основу	1	1
470	к одному	1	1
471	своего и	2	1
472	мы сказали	4	1
473	есть своя	1	1
474	здесь как	1	1
475	прямая и	1	1
476	а с	2	1
477	слова и	13	1
478	и чисто	3	1
479	социального круга	1	1
480	с другом	2	1
481	нового не	2	1
482	почти полностью	1	1
483	голоса и	1	1
484	вся художественная	2	1
485	одном из	1	1
486	могла быть	1	1
487	в свою	3	1
488	а только	1	1
489	можно прямо	1	1
490	и оценки	1	1
491	у каждого	2	1
492	и глубоко	1	1
493	в нескольких	1	1
494	капитанской дочки	1	1
495	раскрыть в	1	1
496	с одним	1	1
497	рождается в	1	1
498	слове оно	1	1
499	сюжетов и	1	1
500	становится одним	1	1
501	а вовсе	2	1
502	выходит за	3	1
503	не должны	2	1
504	последнего времени	2	1
505	них не	1	1
506	диалога в	1	1
507	что говорит	1	1
508	его слова	2	1
509	того чтобы	1	1
510	действительно не	2	1
511	в авторской	1	1
512	всех сферах	3	1
513	и становятся	1	1
514	по крайней	1	1
515	авторской речи	11	1
516	в частности	2	1
517	и так	1	1
518	преломления в	1	1
519	простой ремарки	1	1
520	заключается в	1	1
521	характер и	1	1
522	и там	3	1
523	с помощью	1	1
524	того что	3	1
525	он действительно	1	1
526	учителя и	1	1
527	известном смысле	2	1
528	новые и	1	1
529	не столько	1	1
530	здесь не	2	1
531	и вне	1	1
532	без дистанции	1	1
533	строится в	1	1
534	слово оно	3	1
535	которые обычно	1	1
536	сквозь все	1	1
537	и всякое	2	1
538	его не	1	1
539	к этому	2	1
540	как особая	1	1
541	и освещения	1	1
542	романе же	1	1
543	словом непосредственно	1	1
544	личности и	1	1
545	всегда и	1	1
546	и политический	1	1
547	или иных	1	1
548	целого часто	2	1
549	произведения чтобы	1	1
550	мы имеем	1	1
551	знает только	2	1
552	оно и	4	1
553	в прокрустово	1	1
554	котором в	1	1
555	и художественно	1	1
556	произведения не	2	1
557	но что	1	1
558	в свои	1	1
559	слова он	1	1
560	и если	1	1
561	мировоззрение и	1	1
562	в стиле	1	1
563	из него	2	1
564	сознания это	1	1
565	бы быть	1	1
566	характерное для	1	1
567	плоскость романа	1	1
568	оно лишь	2	1
569	к чужому	6	1
570	может стать	1	1
571	и совершенно	1	1
572	речи как	1	1
573	может противопоставить	1	1
574	в большей	3	1
575	этой концепции	1	1
576	дело далеко	1	1
577	однако с	1	1
578	пределах того	4	1
579	на который	1	1
580	и все	4	1
581	выражения в	1	1
582	ибо нет	1	1
583	этого слова	1	1
584	в неразрывной	1	1
585	и по	2	1
586	у нас	2	1
587	могла бы	1	1
588	которая у	1	1
589	как одно	1	1
590	с различнейшими	1	1
591	место в	1	1
592	характера но	1	1
593	целого как	1	1
594	чем его	1	1
595	имеем в	1	1
596	как такие	1	1
597	что мы	1	1
598	него есть	1	1
599	глубинные пласты	1	1
600	себе как	1	1
601	словом как	1	1
602	со всех	1	1
603	художественного произведения	1	1
604	миров и	1	1
605	как точка	1	1
606	на события	1	1
607	слов о	2	1
608	ведь в	1	1
609	эта установка	2	1
610	чужих слов	7	1
611	столько в	1	1
612	и лишь	1	1
613	к тому	3	1
614	свой предмет	2	1
615	драматического диалога	1	1
616	и другими	1	1
617	должно ощущаться	1	1
618	к концу	1	1
619	роман не	1	1
620	и становится	1	1
621	из всех	1	1
622	а следовательно	1	1
623	целое романа	3	1
624	абстрактный момент	2	1
625	для этого	1	1
626	та же	1	1
627	от чисто	2	1
628	рассказчик и	1	1
629	в чужую	1	1
630	романного жанра	7	1
631	и другие	1	1
632	всего в	1	1
633	к конкретному	1	1
634	предмета изображения	1	1
635	в первый	1	1
636	в качестве	3	1
637	автора от	2	1
638	и самая	2	1
639	романа но	2	1
640	от этой	2	1
641	такое понимание	2	1
642	он по	1	1
643	и он	1	1
644	наиболее полное	1	1
645	всякое иное	1	1
646	он должен	1	1
647	к слову	1	1
648	быть не	1	1
649	противном случае	1	1
650	в первом	3	1
651	и возникает	1	1
652	не все	1	1
653	его с	1	1
654	в высшее	1	1
655	сосредоточена в	1	1
656	настоящим и	1	1
657	к автору	2	1
658	конкретного осуществления	1	1
659	быть отнесены	1	1
660	этом как	1	1
661	для них	2	1
662	и глубокое	2	1
663	чуждо и	1	1
664	многообразие социальных	1	1
665	сам в	1	1
666	при всех	2	1
667	и единому	2	1
668	его сознании	1	1
669	только и	1	1
670	единство некоторого	1	1
671	со стороны	1	1
672	авторское слово	3	1
673	совершенно не	2	1
674	в какой	1	1
675	во всех	17	1
676	слове его	1	1
677	действительности в	1	1
678	которые он	1	1
679	его слово	2	1
680	чужому слову	4	1
681	автор говорит	1	1
682	автор не	4	1
683	переходил из	1	1
684	социальными мирами	1	1
685	и вступает	1	1
686	в таком	1	1
687	о том	3	1
688	это было	1	1
689	своей книге	1	1
690	и эта	2	1
691	не исчерпывается	2	1
692	как рассказчик	1	1
693	творчества в	1	1
694	роман до	1	1
695	внутри одного	1	1
696	дело в	1	1
697	к своеобразному	1	1
698	из самых	1	1
699	с таким	1	1
700	в начале	1	1
701	слово как	5	1
702	жизнь в	2	1
703	в других	3	1
704	образом в	3	1
705	роман например	1	1
706	и объединения	1	1
707	известной степени	4	1
708	даже как	2	1
709	у них	2	1
710	или напротив	2	1
711	время как	2	1
712	художественное значение	1	1
713	но только	1	1
714	в устах	1	1
715	нем и	3	1
716	литературное произведение	1	1
717	себя в	9	1
718	оценок и	4	1
719	к той	1	1
720	слова так	2	1
721	и ограниченности	1	1
722	своей социальной	1	1
723	своим предметом	1	1
724	сознания на	1	1
725	что все	2	1
726	конструкции и	1	1
727	но дистанция	1	1
728	социальные силы	1	1
729	нас здесь	2	1
730	не его	2	1
731	довлеет себе	1	1
732	от всех	1	1
733	стилем и	1	1
734	эти идеи	1	1
735	может только	1	1
736	как его	5	1
737	вообще не	3	1
738	смысле слова	2	1
739	отношении не	1	1
740	роман в	2	1
741	и оценок	3	1
742	свой мир	1	1
743	может находиться	1	1
744	одной из	3	1
745	нет и	1	1
746	самостоятельность и	1	1
747	облик и	2	1
748	его смысловые	1	1
749	и монологически	1	1
750	оно как	2	1
751	вот что	1	1
752	в основном	3	1
753	есть его	1	1
754	явления в	1	1
755	если мы	2	1
756	в действительности	1	1
757	он еще	1	1
758	лишь те	1	1
759	лежит в	4	1
760	сознания в	1	1
761	и других	3	1
762	утрачивают свою	1	1
763	это воплощенное	1	1
764	быть тем	3	1
765	но если	1	1
766	настоящем и	1	1
767	и единого	1	1
768	или иного	2	1
769	из этих	3	1
770	здесь в	4	1
771	и полное	1	1
772	роман он	1	1
773	авторский кругозор	1	1
774	и чужого	2	1
775	особенно у	2	1
776	его героями	1	1
777	в районе	2	1
778	и самый	1	1
779	роль в	2	1
780	и речей	1	1
781	голосов и	2	1
782	не могло	3	1
783	далее и	1	1
784	непосредственно без	2	1
785	хотя он	1	1
786	теоретического осознания	1	1
787	как за	1	1
788	чужим словом	9	1
789	тех или	1	1
790	высшее единство	1	1
791	том и	2	1
792	сферах идеологической	1	1
793	одного в	2	1
794	особенности в	1	1
795	словом и	3	1
796	он? нет	1	1
797	к ним	1	1
798	автора с	1	1
799	в виду	1	1
800	заключено в	1	1
801	что не	1	1
802	этой точки	1	1
803	определенными и	1	1
804	т д	5	1
805	в особенности	8	1
806	должен быть	1	1
807	места в	1	1
808	роман и	5	1
809	же как	2	1
810	с чужим	8	1
811	как более	2	1
812	важна здесь	1	1
813	зрения эта	1	1
814	всею ясностью	1	1
815	за пределами	2	1
816	его романах	1	1
817	а на	2	1
818	единым и	4	1
819	индивидуальных воль	1	1
820	в каком	1	1
821	в чужих	3	1
822	быть только	2	1
823	зрения которого	1	1
824	как во	1	1
825	в более	1	1
826	одно и	2	1
827	тому или	1	1
828	или вовсе	2	1
829	установлено на	3	1
830	и идеологической	2	1
831	автора или	2	1
832	как из	1	1
833	отвлечемся от	1	1
834	не ослабляя	1	1
835	а конкретное	1	1
836	к миру	1	1
837	и форм	2	1
838	они эти	1	1
839	словом но	1	1
840	или меньшей	4	1
841	более или	3	1
842	к истории	1	1
843	то время	2	1
844	за отдельными	1	1
845	по-иному чем	1	1
846	время и	2	1
847	от своего	1	1
848	быть и	4	1
849	или менее	3	1
850	вступает в	1	1
851	его слову	1	1
852	он считал	1	1
853	каждый роман	1	1
854	потому не	1	1
855	такого рода	2	1
856	переход к	1	1
857	в самое	1	1
858	ему не	2	1
859	и свое	1	1
860	такой человек	1	1
861	подхода к	5	1
862	которого он	1	1
863	бы его	2	1
864	этих форм	1	1
865	xviii века	2	1
866	от различных	1	1
867	же мы	1	1
868	с самого	1	1
869	и автором	1	1
870	единство его	1	1
871	высказывания и	2	1
872	или наоборот	1	1
873	идеологической жизни	2	1
874	на этом	2	1
875	что для	1	1
876	роман как	1	1
877	единства в	1	1
878	следовательно в	3	1
879	с ней	2	1
880	из каждого	1	1
881	души в	1	1
882	авторской индивидуальности	1	1
883	из них	3	1
884	о самом	1	1
885	ее с	1	1
886	компактными массами	1	1
887	и разрушить	1	1
888	художественное изображение	1	1
889	существеннейших моментов	2	1
890	построены в	1	1
891	среди них	1	1
892	входящих в	1	1
893	для того	2	1
894	для данного	1	1
895	все логические	1	1
896	в другом	2	1
897	в состоянии	1	1
898	лишь в	4	1
899	единство и	3	1
900	как автор	1	1
901	только такие	1	1
902	дистанции между	4	1
903	в руках	1	1
904	только не	1	1
905	же была	1	1
906	но уже	1	1
907	которые не	1	1
908	мировоззрения самого	1	1
909	меньшей степени	4	1
910	становления и	1	1
911	лишь абстрактный	1	1
912	стиль и	1	1
913	что как	1	1
914	крайней мере	1	1
915	можно сказать	2	1
916	то в	2	1
917	взаимодействия с	3	1
918	был не	1	1
919	значимости в	1	1
920	слова не	1	1
921	большей или	4	1
922	прокрустово ложе	1	1
923	активности и	2	1
924	рассказ не	1	1
925	ли он	4	1
926	социальной группы	2	1
927	в произведение	2	1
928	смысл и	1	1
929	стороны и	1	1
930	художественно организованное	1	1
931	бы ни	3	1
932	первом случае	2	1
933	на единство	2	1
934	особенности рассказа	1	1
935	и могли	1	1
936	самом рассказе	1	1
937	в речах	2	1
938	своему предмету	2	1
939	неразрывной связи	1	1
940	на своем	5	1
941	как впрочем	1	1
942	равновесия и	1	1
943	от других	2	1
944	преимуществу в	1	1
945	к предмету	4	1
946	что они	2	1
947	во втором	1	1
948	прямо сказать	1	1
949	творческой работы	1	1
950	его романа	1	1
951	например у	1	1
952	того или	2	1
953	твердое и	1	1
954	мы видели	1	1
955	мы не	2	1
956	этом случае	2	1
957	и только	1	1
958	повсюду во	1	1
959	чужие слова	1	1
960	весь роман	1	1
961	но даже	1	1
962	в известном	2	1
963	до известной	2	1
964	одному и	2	1
