N	2gram	Nazirov_Tv_1	Hudozhes
314	что если	1	1
315	установкой на	1	1
316	для разума	1	1
317	в сущности	1	1
318	время как	1	1
319	принадлежит к	1	1
320	с туманом	1	1
321	не совсем	1	1
322	что можно	1	1
323	жизни это	1	1
324	кто же	2	1
325	и реальным	1	1
326	из ее	1	1
327	это время	2	1
328	и самого	1	1
329	снисхождение к	1	1
330	в xix	1	1
331	не нужно	2	1
332	идет за	1	1
333	он был	1	1
334	между собой	1	1
335	бы то	1	1
336	во всех	1	1
337	в сюжете	1	1
338	и рядом	1	1
339	сознания а	1	1
340	иного рода	1	1
341	его сознания	1	1
342	зрелого творчества	1	1
343	поскольку в	1	1
344	с каким	2	1
345	него с	1	1
346	была большая	1	1
347	в настоящем	2	1
348	в поисках	1	1
349	в одной	2	1
350	внешнего и	1	1
351	по сути	4	1
352	как к	2	1
353	более и	1	1
354	художественного видения	1	1
355	обладает никакой	1	1
356	он мечтал	1	1
357	хотя и	3	1
358	когда он	2	1
359	сознания в	1	1
360	боли и	1	1
361	самосознания героя	2	1
362	его к	1	1
363	один ряд	1	1
364	себе не	2	1
365	в герое	1	1
366	для ее	1	1
367	от своей	1	1
368	и говорит	1	1
369	добро и	1	1
370	за собой	1	1
371	для которого	1	1
372	себя лично	1	1
373	в которой	3	1
374	из жизни	1	1
375	и внутреннего	2	1
376	мне не	1	1
377	как некий	1	1
378	представляет собой	3	1
379	он в	1	1
380	все эти	1	1
381	между настоящим	1	1
382	самое время	2	1
383	человеке и	1	1
384	в жертву	1	1
385	человек не	1	1
386	так сказать	2	1
387	и обстоятельств	1	1
388	из этой	1	1
389	же это	1	1
390	и когда	2	1
391	душу и	1	1
392	у читателя	1	1
393	на земле	3	1
394	известном смысле	1	1
395	него в	1	1
396	людей и	2	1
397	м бахтина	1	1
398	в большой	1	1
399	него было	1	1
400	но все	1	1
401	слова не	1	1
402	встречаются и	1	1
403	в каждом	3	1
404	здесь мы	2	1
405	то ни	1	1
406	он просто	1	1
407	этом он	2	1
408	им как	1	1
409	мечту о	1	1
410	самим собой	4	1
411	то есть	12	1
412	читать и	1	1
413	г в	1	1
414	и других	3	1
415	дома и	1	1
416	которого не	1	1
417	по ночам	1	1
418	то все	1	1
419	героя от	1	1
420	эти два	1	1
421	и тем	2	1
422	даже в	3	1
423	делает его	1	1
424	за ней	1	1
425	другие люди	1	1
426	совершенно иного	1	1
427	достоевского и	3	1
428	этого персонажа	1	1
429	всю жизнь	1	1
430	к осознанию	2	1
431	он и	1	1
432	он любил	1	1
433	жизни но	1	1
434	духовной жизни	1	1
435	в один	2	1
436	не мог	2	1
437	во время	1	1
438	никак не	1	1
439	рассказа о	1	1
440	человек и	1	1
441	означало бы	1	1
442	на месте	1	1
443	он понимал	1	1
444	человеком и	1	1
445	прибегает к	1	1
446	от себя	1	1
447	как установлено	1	1
448	отношений между	2	1
449	и уж	1	1
450	из центральных	1	1
451	художественного мира	1	1
452	для многих	1	1
453	образом и	1	1
454	но он	2	1
455	и более	1	1
456	в конце	1	1
457	том же	1	1
458	настоящей жизни	1	1
459	единственный способ	1	1
460	личного и	1	1
461	в атмосфере	1	1
462	эта мысль	1	1
463	и притом	2	1
464	что с	1	1
465	и другое	1	1
466	что ему	1	1
467	все мы	1	1
468	самого начала	3	1
469	в направлении	2	1
470	дело в	3	1
471	ее с	1	1
472	от жизни	2	1
473	же его	1	1
474	для всего	1	1
475	а кто	1	1
476	найти в	1	1
477	человека от	1	1
478	не лучше	1	1
479	контакт с	1	1
480	в самой	1	1
481	м м	11	1
482	жене и	1	1
483	учения о	1	1
484	того в	1	1
485	сама жизнь	1	1
486	глядя на	1	1
487	как она	1	1
488	и чувства	1	1
489	рождается в	1	1
490	для осуществления	1	1
491	хочет быть	1	1
492	свободе воли	2	1
493	в области	1	1
494	человеком а	1	1
495	не вправе	1	1
496	однако это	1	1
497	по нашему	5	1
498	в момент	4	1
499	в постели	1	1
500	мы узнаем	1	1
501	есть только	1	1
502	во все	1	1
503	ли не	1	1
504	отличается от	1	1
505	бы он	1	1
506	это я	1	1
507	неоднократно отмечалось	1	1
508	время он	2	1
509	любовь в	1	1
510	героев в	2	1
511	в героях	1	1
512	но по	1	1
513	а затем	2	1
514	он вовсе	1	1
515	не существует	3	1
516	над людьми	1	1
517	ли с	2	1
518	нет никакой	1	1
519	смерти в	1	1
520	в себя	2	1
521	с самого	3	1
522	в дальнейшем	3	1
523	и необходимости	2	1
524	времени и	4	1
525	это состояние	1	1
526	особенно в	1	1
527	его героев	1	1
528	участия в	1	1
529	его знает	1	1
530	иногда в	1	1
531	на озера	1	1
532	еще в	2	1
533	ее окончательно	1	1
534	но у	1	1
535	жизнь и	1	1
536	в настоящее	1	1
537	ключевое слово	1	1
538	по себе	1	1
539	трактуется как	1	1
540	и здесь	1	1
541	настоящее время	2	1
542	как сам	1	1
543	но мы	1	1
544	и что	1	1
545	в глаза	2	1
546	размышляя о	1	1
547	все та	1	1
548	времени в	13	1
549	как было	1	1
550	нас в	1	1
551	других людей	2	1
552	в эстетической	1	1
553	заключается в	1	1
554	путь к	1	1
555	этот момент	1	1
556	чем и	1	1
557	еще более	2	1
558	художественном мире	1	1
559	великого писателя	1	1
560	ряд с	1	1
561	того что	3	1
562	но с	1	1
563	и личной	1	1
564	контакта с	1	1
565	а если	1	1
566	каждого человека	1	1
567	собой не	1	1
568	до уровня	1	1
569	бы его	1	1
570	по мнению	3	1
571	всей жизни	1	1
572	во времени	3	1
573	узнаем что	1	1
574	о свободе	3	1
575	со всеми	3	1
576	характерной для	1	1
577	так что	2	1
578	маска не	1	1
579	для всех	1	1
580	к идее	1	1
581	завершение в	1	1
582	в серьезных	1	1
583	уже в	3	1
584	его художественной	1	1
585	больше не	4	1
586	в нашей	2	1
587	до предела	1	1
588	него и	1	1
589	существеннее другое	1	1
590	героя делает	1	1
591	по выражению	1	1
592	и страдание	1	1
593	мышления и	1	1
594	к своим	1	1
595	например к	1	1
596	что происходило	1	1
597	ведь это	1	1
598	с желтым	1	1
599	в прозе	1	1
600	могло бы	1	1
601	я в	1	1
602	так как	3	1
603	отношении к	1	1
604	двойным дном	1	1
605	слиться с	1	1
606	на том	2	1
607	и даже	3	1
608	сердцем и	1	1
609	что человек	3	1
610	это все	1	1
611	наконец в	1	1
612	по всей	1	1
613	сосредоточенность на	2	1
614	на смену	2	1
615	что бы	1	1
616	и стал	1	1
617	а на	1	1
618	это прежде	1	1
619	на которых	1	1
620	до конца	2	1
621	не означает	2	1
622	и достоевского	1	1
623	с которым	2	1
624	в комнате	1	1
625	человека не	1	1
626	человек есть	1	1
627	а так	1	1
628	не то	2	1
629	сложен и	1	1
630	здесь лишь	1	1
631	его характер	1	1
632	своей личности	3	1
633	настоящее и	1	1
634	этот рассказ	1	1
635	все более	2	1
636	его лица	2	1
637	эти слова	2	1
638	ни на	3	1
639	человека к	1	1
640	же с	2	1
641	да я	2	1
642	всех людей	1	1
643	сути дела	3	1
644	не сразу	1	1
645	и красота	2	1
646	к жизни	2	1
647	чем в	1	1
648	даже за	1	1
649	не обманывает	1	1
650	человек с	1	1
651	на свете	2	1
652	цели не	1	1
653	и смерти	1	1
654	с этой	1	1
655	слова и	1	1
656	еще раз	1	1
657	художественное произведение	1	1
658	но это	5	1
659	вокруг него	1	1
660	была одной	1	1
661	на человека	1	1
662	к которому	1	1
663	с автором	1	1
664	в полном	1	1
665	в с	2	1
666	для автора	2	1
667	восходящая к	1	1
668	на улице	1	1
669	к жене	1	1
670	и среди	2	1
671	ее и	2	1
672	из себя	2	1
673	что после	1	1
674	человека она	1	1
675	же в	1	1
676	и вдруг	1	1
677	и плачут	1	1
678	не обладает	1	1
679	в творчестве	6	1
680	не знает	2	1
681	только как	1	1
682	другой стороны	1	1
683	сюжетное движение	1	1
684	но когда	1	1
685	жизни а	1	1
686	точно так	2	1
687	и жизнь	1	1
688	героя в	1	1
689	в действительности	1	1
690	на лице	1	1
691	важно для	1	1
692	к этой	1	1
693	а я	1	1
694	в искусстве	1	1
695	люди и	1	1
696	в своих	5	1
697	это в	3	1
698	моя жизнь	1	1
699	к этому	2	1
700	в таком	1	1
