N	2gram	Berdyaev_M_2	RusskieA
321	не потому	1	1
322	церковь не	1	1
323	в духе	5	1
324	мало чем	1	1
325	чтобы сделать	1	1
326	была только	1	1
327	должны быть	4	1
328	что наш	1	1
329	быть назван	2	1
330	для себя	1	1
331	и это	5	1
332	они должны	1	1
333	на природу	2	1
334	и сам	1	1
335	можно было	2	1
336	было в	3	1
337	на путь	4	1
338	еще было	1	1
339	и каждый	1	1
340	и этого	1	1
341	во второй	1	1
342	жизнь и	4	1
343	быть может	2	1
344	если бы	3	1
345	не стыдились	1	1
346	при такой	1	1
347	вот почему	2	1
348	и та	2	1
349	и который	1	1
350	можно встретить	1	1
351	нас в	2	1
352	к нему	2	1
353	чтобы получить	2	1
354	и во	3	1
355	раньше чем	1	1
356	во втором	1	1
357	стоит и	1	1
358	себя но	1	1
359	наконец в	1	1
360	кто в	1	1
361	и менее	1	1
362	было бы	1	1
363	это приводит	1	1
364	не так	3	1
365	же все	1	1
366	землю и	2	1
367	к русским	1	1
368	совсем не	5	1
369	тот же	2	1
370	что он	7	1
371	которых они	1	1
372	в жертву	1	1
373	он уже	2	1
374	бы ни	1	1
375	одни и	2	1
376	есть в	3	1
377	за руки	1	1
378	уже в	2	1
379	же от	1	1
380	только тогда	1	1
381	смысла в	1	1
382	не дает	1	1
383	сами не	1	1
384	него нет	5	1
385	других так	1	1
386	дело и	1	1
387	не могут	1	1
388	люди не	1	1
389	от того	3	1
390	хотел бы	1	1
391	не до	2	1
392	к самым	2	1
393	возможно что	1	1
394	формах в	1	1
395	как у	2	1
396	каждый человек	1	1
397	к которому	3	1
398	тому как	2	1
399	мы еще	2	1
400	он считал	1	1
401	детскую игру	1	1
402	что не	2	1
403	связано с	3	1
404	другому и	1	1
405	церкви и	1	1
406	и своего	2	1
407	судьбы которые	1	1
408	у других	1	1
409	с которым	3	1
410	жизнь в	6	1
411	на смерть	1	1
412	по нему	1	1
413	первые два	1	1
414	которой он	1	1
415	одна и	3	1
416	и пришли	1	1
417	можно будет	1	1
418	вопрос можно	1	1
419	но такое	1	1
420	может так	1	1
421	в пределах	1	1
422	по своему	1	1
423	по поводу	1	1
424	в той	1	1
425	ко всему	1	1
426	в грядущем	2	1
427	есть и	3	1
428	но для	2	1
429	так поступали	1	1
430	для такого	1	1
431	не раскрывает	3	1
432	его нет	1	1
433	думает что	1	1
434	тот кто	5	1
435	а к	1	1
436	и все	5	1
437	на одной	1	1
438	только с	3	1
439	люди в	1	1
440	его жизнь	1	1
441	счастье на	1	1
442	народа на	2	1
443	у разных	1	1
444	люди которые	1	1
445	на такой	1	1
446	ты не	1	1
447	это все	2	1
448	между ними	1	1
449	на смену	3	1
450	не знает	9	1
451	сказать что	3	1
452	отношению к	2	1
453	оно не	2	1
454	этим объясняется	1	1
455	всегда была	1	1
456	жизни и	6	1
457	они не	4	1
458	как на	1	1
459	все что	4	1
460	образ этот	1	1
