N	3gram	Berdyaev_O_1	VelikijI
90	да и то	1	1
91	христа в аристократизме	1	1
92	поработить человека чудом	1	1
93	потому поступил как	1	1
94	полторы тысячи лет	1	1
95	только несколько тысяч	1	1
96	конечно они невольники	1	1
97	и хлеб земной	1	1
98	и осмыслить которого	1	1
99	в легенде о	3	1
100	к избранным и	1	1
101	вместить столь страшных	1	1
102	и то богов	1	1
103	людей но и	1	1
104	в этом мире	2	1
105	овладеть свободой людей	1	1
106	ничтожны и бунтовщики	1	1
107	сделали так для	1	1
108	ты судил о	1	1
109	могут и осмыслить	1	1
110	чудом и жаждал	1	1
111	того что могучие?	1	1
112	свободно пошел он	1	1
113	отверг единственный путь	1	1
114	их во имя	1	1
115	ли он сравниться	1	1
116	чем виновата слабая	1	1
117	общества невыносимее свободы	1	1
118	сошел с креста	1	1
119	ставит в заслугу	1	1
120	с ним вот	1	1
121	пошел он за	1	1
122	ужаснувшим но и	1	1
123	человека и для	1	1
124	им ее еще	1	1
125	взял все что	2	1
126	виновата слабая душа	1	1
127	в простоте своей	1	1
128	увеличил им ее	1	1
129	человеческого благополучия и	1	1
130	и чем виноваты	1	1
131	обетом свободы которого	1	1
132	ты умножил ее	1	1
133	вспомни что их	1	1
134	в глазах слабого	1	1
135	и для избранных?	1	1
136	не рабских восторгов	1	1
137	навсегда его ужаснувшим	1	1
138	и идешь с	1	1
139	может ли он	1	1
140	судил о людях	1	1
141	можешь с гордостью	1	1
142	и тут ты	1	1
143	устроен бунтовщиком разве	1	1
144	но от этого	1	1
145	жаждал свободной любви	1	1
146	человека в его	2	1
147	свободной и великолепной	1	1
148	твое но вспомни	1	1
149	была дороже всего	1	1
150	богов а остальные?	1	1
151	избранным и для	1	1
152	и для человеческого	1	1
153	ты ли так	1	1
154	чтобы овладеть свободой	1	1
155	на этих детей	1	1
156	впрямь приходил ты	1	1
157	но вспомни что	1	1
158	ибо ничего и	1	1
159	же и впрямь	1	1
160	но может ли	1	1
161	рабских восторгов невольника	1	1
162	человека чудом и	1	1
163	любви свободной и	1	1
164	слабые люди что	1	1
165	а потому поступил	1	1
166	малосильны порочны ничтожны	1	1
167	могут быть никогда	1	1
168	голыми руками с	1	1
169	с каким-то обетом	1	1
170	опять-таки не захотел	1	1
171	люди что не	1	1
172	быть никогда и	1	1
173	умножил ее и	1	1
174	от гордых и	1	1
175	вытерпеть того что	1	1
176	что он был	1	1
177	потому что малосильны	1	1
178	гордых и воротился	1	1
179	которого они в	1	1
180	мир и идешь	1	1
181	не любя их	1	1
182	тобою прельщенный и	1	1
183	кто знает может	1	1
184	возжелал свободной любви	1	1
185	я ушел от	1	1
186	они побороли свободу	1	1
187	себе и своим	1	1
188	из всего что	1	1
189	силах вместить столь	1	1
190	хочешь идти в	1	1
191	неужто же и	1	1
192	дороги и слабые	1	1
193	и в этом	2	1
194	мы не с	1	1
195	гордостью указать на	1	1
196	вдоволь для всякого	1	1
197	свободы которого они	1	1
198	свобода их веры	1	1
199	все что было	1	1
200	не могут быть	2	1
201	людей ты увеличил	1	1
202	чем виноваты остальные	1	1
203	ибо конечно они	1	1
204	то богов а	1	1
205	обременил ее мучениями	1	1
206	свободой людей ты	1	1
207	да неужто же	1	1
208	людях слишком высоко	1	1
209	вечно порочного и	1	1
210	жертвы их во	1	1
211	чтобы сделать людей	1	1
212	вот наша тайна	1	1
213	в этих словах	1	1
214	ее и обременил	1	1
215	силам людей а	1	1
216	так часто тогда	1	1
217	остальные? и чем	1	1
218	а остальные? и	1	1
219	обвиняет христа в	1	1
220	или тебе дороги	1	1
221	в силах вместить	1	1
222	свободной веры а	1	1
223	и воротился к	1	1
224	вечно неблагородного людского	1	1
225	этих детей свободы	1	1
226	неблагородного людского племени	1	1
227	с гордостью указать	1	1
228	его ужаснувшим но	1	1
229	чудесной жаждал свободной	1	1
230	как бы в	1	1
231	слишком высоко ибо	1	1
232	душа что не	1	1
233	свободной любви человека	1	1
234	высоко ибо конечно	1	1
235	ничего и никогда	1	1
236	что не могли	1	1
237	их веры тебе	1	1
238	веры а не	1	1
239	тысячи миллионов счастливых	1	1
240	один из полюсов	1	1
241	с тобой а	1	1
242	они в простоте	1	1
243	а не рабских	1	1
244	земной вдоволь для	1	1
245	дороже всего еще	1	1
246	и обременил ее	1	1
247	свободы свободной любви	1	1
248	еще тогда полторы	1	1
249	указать на этих	1	1
250	несколько тысяч да	1	1
251	ты хочешь идти	1	1
252	по сравнению с	1	1
253	не могут и	1	1
254	глазах слабого вечно	1	1
255	ты увеличил им	1	1
256	тобой а с	1	1
257	могли вытерпеть того	1	1
258	противоречия человеческой природы	1	1
259	сделать людей счастливыми	2	1
260	что наконец-то они	1	1
261	и великолепной жертвы	1	1
262	для человека и	1	1
263	своем не могут	1	1
264	тогда полторы тысячи	1	1
265	любви человека чтобы	1	1
266	одна из сторон	1	1
267	слабая душа что	1	1
268	было для человека	1	1
269	свободной любви а	1	1
270	он сравниться в	1	1
271	и все это	1	1
272	и никогда не	2	1
273	что могучие? чем	1	1
274	тут ты судил	1	1
275	человека чтобы свободно	1	1
276	с голыми руками	1	1
277	свобода и хлеб	1	1
278	свободой ты умножил	1	1
279	за тобою прельщенный	1	1
280	приходил ты лишь	1	1
281	тебе была дороже	1	1
282	столь страшных даров?	1	1
283	порочны ничтожны и	1	1
284	разве бунтовщики могут	1	1
285	так для того	1	1
286	о людях слишком	1	1
287	виноваты остальные слабые	1	1
288	и жаждал свободной	1	1
289	детей свободы свободной	1	1
290	что малосильны порочны	1	1
291	ушел от гордых	1	1
292	заслугу себе и	1	1
293	что не в	1	1
294	сравниться в глазах	1	1
295	лишь к избранным	1	1
296	ты лишь к	1	1
297	бунтовщики могут быть	1	1
298	осмыслить которого боятся	1	1
299	лет назад не	1	1
300	простоте своей и	1	1
301	что было не	1	1
302	жаждал свободной веры	1	1
303	захотел поработить человека	1	1
304	и сделали так	1	1
305	людей а потому	1	1
306	их было всего	1	1
307	после того как	1	1
308	и впрямь приходил	1	1
309	не чудесной жаждал	1	1
310	но и тут	1	1
311	в мир и	1	1
312	душевное царство человека	1	1
313	что нет у	1	1
314	могучие? чем виновата	1	1
315	даров? да неужто	1	1
316	чтобы свободно пошел	1	1
317	по силам людей	1	1
318	а не чудесной	1	1
319	идти в мир	1	1
320	страшных даров? да	1	1
321	бесчинстве своем не	1	1
322	не могли вытерпеть	1	1
323	лишить людей свободы	1	1
324	назад не ты	1	1
325	что их было	1	1
326	слабого вечно порочного	1	1
327	как и в	1	1
328	бунтовщиком разве бунтовщики	1	1
329	и вечно неблагородного	1	1
330	каким-то обетом свободы	1	1
331	страшатся ибо ничего	1	1
332	любви а не	1	1
333	мучениями душевное царство	1	1
334	было всего только	1	1
335	легенде о великом	3	1
336	что не могут	1	1
337	не ты ли	1	1
