N	2gram	Bakhtin_fo_1	PoTuStor
502	все последующие	1	1
503	разных местах	1	1
504	становится ясным	1	1
505	в связи	5	1
506	в момент	1	1
507	этой же	1	1
508	подлежит конечно	1	1
509	он сохраняет	1	1
510	ни внешнего	1	1
511	влияния на	2	1
512	и техника	1	1
513	в данном	2	1
514	и основной	1	1
515	остановимся прежде	1	1
516	вне этой	1	1
517	быть только	3	1
518	основе этих	1	1
519	из этой	1	1
520	наконец и	2	1
521	друг с	1	1
522	в человеческом	1	1
523	очень важный	1	1
524	этом и	1	1
525	которые были	1	1
526	в более	2	1
527	это уже	1	1
528	но какое	1	1
529	известной степени	1	1
530	в самые	1	1
531	формы и	3	1
532	она может	1	1
533	не подлежит	1	1
534	содержание образа	1	1
535	которой можно	1	1
536	в эту	1	1
537	еще более	3	1
538	и ни	1	1
539	все события	1	1
540	мы должны	2	1
541	резкое и	1	1
542	мотивов как	1	1
543	же в	3	1
544	но всегда	1	1
545	всеми его	3	1
546	процессы в	1	1
547	не осталось	2	1
548	здесь только	2	1
549	жизни в	8	1
550	нет ничего	4	1
551	с ней	1	1
552	от всех	1	1
553	является и	1	1
554	на свет	1	1
555	в своих	1	1
556	и эта	2	1
557	снова и	1	1
558	существенное и	2	1
