N	2gram	Bakhtin_sl_2	KulturaY
719	его в	4	1
720	в условиях	1	1
721	и разрешить	1	1
722	в основном	4	1
723	как предмет	4	1
724	только для	1	1
725	и таким	1	1
726	быть очень	3	1
727	кроме того	2	1
728	в наше	1	1
729	только одна	1	1
730	сюжета и	1	1
731	бы говорить	1	1
732	него путем	1	1
733	предмет как	2	1
734	развития и	1	1
735	речи с	1	1
736	или нет	1	1
737	интерес к	1	1
738	речи так	1	1
739	содержание этой	1	1
740	сказал бы	1	1
741	беседа с	1	1
742	учителей и	1	1
743	отношении к	4	1
744	значит конечно	1	1
745	жизни в	2	1
746	слово в	11	1
747	разных языках	1	1
748	не знает	2	1
749	возможно лишь	1	1
750	сказать что	3	1
751	только как	1	1
752	лишь тогда	2	1
753	также в	1	1
754	например и	1	1
755	сам в	1	1
756	та же	1	1
757	речи как	2	1
758	жизни и	6	1
759	также не	1	1
760	в своих	1	1
761	свою задачу	1	1
762	к этому	1	1
763	значение в	2	1
764	все что	2	1
