N	2gram	Tiupa_Anal_1	KulturaY
243	с другими	4	2
244	с вопросом	1	2
245	я все	1	2
246	смысл только	1	2
247	языком а	1	2
248	себя внимание	1	2
249	такой же	2	2
250	и того	5	2
251	остается в	1	2
252	смысл и	3	2
253	одного и	2	2
254	или менее	1	2
255	в этих	1	2
256	из того	4	2
257	и при	1	2
258	в котором	3	2
259	в отличие	6	2
260	не как	1	2
261	своего рода	3	2
262	точку зрения	1	2
263	однако в	3	2
264	нас к	1	2
265	раз и	1	2
266	если и	1	2
267	себе целью	1	2
268	не о	2	2
269	может служить	2	2
270	структурные моменты	1	2
271	дело не	3	2
272	это еще	1	2
273	нельзя не	1	2
274	слова как	1	2
275	по своему	1	2
276	в текст	3	2
277	уже о	1	2
278	отличается от	2	2
279	такая же	1	2
280	говоря уже	1	2
281	могут и	1	2
282	то или	1	2
283	но мы	1	2
284	в пределах	2	2
285	на том	1	2
286	здесь как	1	2
287	к его	1	2
288	она есть	2	2
289	все те	1	2
290	внимание на	1	2
291	можно сказать	2	2
292	на точку	1	2
293	эти два	1	2
294	не более	4	2
295	она может	3	2
296	известном смысле	1	2
297	в двух	2	2
298	может оказаться	1	2
299	вопрос об	3	2
300	все они	1	2
301	в качестве	31	2
302	то и	1	2
303	а то	1	2
304	в одном	1	2
305	образом не	2	2
306	есть слово	1	2
307	эту сторону	1	2
308	ответа на	1	2
309	в особенности	1	2
310	ни на	1	2
311	один и	1	2
312	не говоря	2	2
313	не означает	1	2
314	о чем	1	2
315	что мы	3	2
316	в частности	19	2
317	вместе с	4	2
318	подхода к	3	2
319	тому как	3	2
320	согласно которому	1	2
321	быть не	3	2
322	иначе говоря	9	2
323	еще раз	1	2
324	только для	2	2
325	от нас	1	2
326	ставит перед	1	2
327	указать на	1	2
328	не с	4	2
329	в большей	1	2
330	не знает	1	2
331	равно как	1	2
332	первом случае	2	2
333	в свое	2	2
334	во всяком	1	2
335	том числе	3	2
336	говоря о	2	1
337	отношения к	2	1
338	например в	1	1
339	язык может	1	1
340	зависимость от	1	1
341	от научного	1	1
342	три слова	1	1
343	и то	2	1
344	значении этого	7	1
345	и должны	1	1
346	мере в	3	1
347	самый предмет	1	1
348	между двумя	3	1
349	не имеют	1	1
350	форма его	1	1
351	на тех	1	1
352	знание по	1	1
353	для достижения	1	1
354	во времени	4	1
355	как системе	2	1
356	на место	2	1
357	язык как	1	1
358	оба эти	1	1
359	в полной	3	1
360	вместо этого	1	1
361	в составе	2	1
362	как не	1	1
363	литературы и	1	1
364	и на	5	1
365	между собой	2	1
366	он сам	1	1
367	его работы	1	1
368	бы то	3	1
369	мы будем	1	1
370	а только	1	1
371	в сторону	1	1
372	не входит	1	1
373	тогда как	14	1
374	тут же	1	1
375	науки о	2	1
376	нет и	2	1
377	если на	1	1
378	области литературной	1	1
379	что касается	1	1
380	помнить что	1	1
381	в противном	1	1
382	перед нами	1	1
383	это отнюдь	1	1
384	все без	1	1
385	как уже	2	1
386	в противоположность	2	1
387	именно эта	1	1
388	со своей	1	1
389	не безразличная	1	1
390	всего лишь	4	1
391	на той	1	1
392	в которой	2	1
393	меньшей мере	1	1
394	культуры и	1	1
395	содержания могут	1	1
396	или во	1	1
397	сказать не	1	1
398	думать что	2	1
399	дисциплин это	1	1
400	имеем в	1	1
401	и те	1	1
402	из общей	1	1
403	если он	1	1
404	и соответствующую	1	1
405	мы наблюдаем	1	1
406	а вовсе	1	1
407	этот процесс	1	1
408	а скорее	1	1
409	от которого	2	1
410	однако при	1	1
411	читателя в	2	1
412	всех этих	1	1
413	в принципе	8	1
414	не к	2	1
415	нам только	1	1
416	или иному	1	1
417	одной и	1	1
418	его от	1	1
419	или иных	2	1
420	без исключения	1	1
421	и наоборот	1	1
422	в основу	1	1
423	быть использован	1	1
424	а вместе	1	1
425	здесь мы	1	1
426	совокупности своей	1	1
427	не будет	3	1
428	во внутреннюю	1	1
429	же касается	1	1
430	в другом	4	1
431	высокой ступени	1	1
432	входит в	1	1
433	искусства в	4	1
434	деле в	2	1
435	и иных	1	1
436	этом смысле	1	1
437	которая в	3	1
438	все равно	1	1
439	и следовало	1	1
440	не всегда	4	1
441	и уже	1	1
442	например или	1	1
443	для чего	2	1
444	рода и	2	1
445	своим результатам	1	1
446	как сказано	1	1
447	автора или	2	1
448	же я	1	1
449	и становится	1	1
450	вопроса об	1	1
451	во время	1	1
452	она сама	1	1
453	поэтического творчества	1	1
454	таким же	1	1
455	и ее	1	1
456	в такой	1	1
457	всяком случае	1	1
458	как вторая	1	1
459	в обиход	1	1
460	той мере	2	1
461	она в	1	1
462	же основаниях	1	1
463	выделения и	1	1
464	равной мере	1	1
465	то его	1	1
466	свой смысл	1	1
467	всякий раз	3	1
468	мысли от	1	1
469	одном из	1	1
470	и той	1	1
471	для данного	2	1
472	творчества и	2	1
473	о его	1	1
474	по крайней	1	1
475	научной мысли	1	1
476	не должно	1	1
477	у читателя	1	1
478	здесь принадлежит	1	1
479	зрения и	1	1
480	даже в	3	1
481	случае мы	1	1
482	ему как	1	1
483	по меньшей	1	1
484	первая часть	1	1
485	и остается	1	1
486	к этим	1	1
487	в основе	6	1
488	постановки вопросов	1	1
489	что раз	1	1
490	язык он	1	1
491	виду не	1	1
492	при наличности	1	1
493	о природе	1	1
494	в коем	2	1
495	в самой	1	1
496	же время	6	1
497	они являются	1	1
498	того в	1	1
499	по своей	6	1
500	во всем	1	1
501	и его	5	1
502	что речь	1	1
503	возможно в	1	1
504	для другого	1	1
505	обращает на	1	1
506	как будто	3	1
507	фактов и	1	1
508	начиная с	1	1
509	в совокупности	1	1
510	же самое	2	1
511	всего в	1	1
512	понять что	1	1
513	как для	1	1
514	в самых	1	1
515	на это	1	1
516	то ни	3	1
517	решается в	1	1
518	можно и	1	1
519	но по	1	1
520	свою очередь	1	1
521	а язык	1	1
522	подходе к	1	1
523	на основе	2	1
524	уже потому	1	1
525	в собственном	3	1
526	природе своей	2	1
527	никогда не	2	1
528	по аналогии	1	1
529	по природе	3	1
530	системе знаков	1	1
531	при одном	1	1
532	предмет его	1	1
533	о котором	1	1
534	об искусстве	2	1
535	означает что	3	1
536	сводится к	5	1
537	о нем	3	1
538	тому или	1	1
539	произведения как	7	1
540	одного из	2	1
541	и просто	2	1
542	может не	1	1
543	и научной	1	1
544	в конечном	4	1
545	по этому	1	1
546	и смыслом	2	1
547	к нему	3	1
548	но он	1	1
549	тем как	1	1
550	или особенно	1	1
551	во втором	1	1
552	нуждается в	8	1
553	конечно может	1	1
554	крайней мере	1	1
555	чем и	2	1
556	вслед за	1	1
557	целого а	1	1
558	все время	1	1
559	легко можно	1	1
560	знания и	1	1
561	своему содержанию	1	1
562	в него	1	1
563	в лингвистике	1	1
564	быть и	1	1
565	себе внимание	1	1
566	и дело	1	1
567	языка на	1	1
568	мы увидим	1	1
569	что даже	1	1
570	проникнуть в	1	1
571	в себе	11	1
572	о художественном	1	1
573	система знаков	1	1
574	самые разнообразные	1	1
575	коем случае	2	1
576	простейшим примером	1	1
577	к смыслу	1	1
578	же при	1	1
579	что ж	1	1
580	который в	2	1
581	с какой	1	1
582	сколько в	1	1
583	и др	1	1
584	оказывается в	2	1
585	не можем	1	1
586	тех или	2	1
587	ничего нельзя	1	1
588	иной форме	1	1
589	вернуться к	1	1
590	в виде	1	1
591	в начале	2	1
592	свидетельствует о	2	1
593	в отношение	1	1
594	или даже	1	1
595	при помощи	2	1
596	конечном счете	4	1
597	поэзии при	1	1
598	за ним	1	1
599	самому факту	1	1
600	для него	2	1
601	текста в	12	1
602	никто не	3	1
603	эти понятия	1	1
604	граница между	1	1
605	сама в	1	1
606	рода которые	1	1
607	только с	1	1
608	каждый из	2	1
609	при отсутствии	1	1
610	не говорит	1	1
611	само собой	1	1
612	языка является	1	1
613	со стороны	2	1
614	выходит за	1	1
615	на примере	2	1
616	последнего в	1	1
617	от смысла	1	1
618	представляет собою	2	1
619	во внешней	1	1
620	из читателей	1	1
621	что для	1	1
622	обратиться к	3	1
623	противном случае	1	1
624	превращается в	1	1
625	смысла и	3	1
626	оно дано	1	1
627	и составляет	2	1
628	более того	3	1
629	мы и	1	1
630	внутреннюю связь	1	1
631	его по	1	1
632	он создал	1	1
633	когда же	1	1
634	как искусства	1	1
635	не об	1	1
636	наличности в	1	1
637	если не	1	1
638	особой формы	1	1
639	есть точка	1	1
640	и потому	2	1
641	к самому	1	1
642	из которых	4	1
643	о границах	1	1
644	ведет к	3	1
645	и объективная	1	1
646	это возможно	1	1
647	труда наука	1	1
648	обоих этих	1	1
649	форма в	1	1
650	как речь	1	1
651	исходя из	4	1
652	то на	1	1
653	в современной	1	1
654	столько в	1	1
655	высказывания и	1	1
656	что выше	1	1
657	об одном	1	1
658	нашей проблемы	1	1
659	она должна	1	1
660	теоретическую базу	1	1
661	деле как	1	1
662	и для	1	1
663	как специфическая	1	1
664	и от	1	1
665	к внешней	1	1
666	и представления	1	1
667	и вызывает	1	1
668	от него	1	1
669	собственно говоря	4	1
670	и н	1	1
671	не должен	2	1
672	поэтикой в	1	1
673	будто бы	3	1
674	идет об	1	1
675	или несколько	1	1
676	вот этот	1	1
677	сказано о	1	1
678	же в	1	1
679	есть уже	1	1
680	в равной	3	1
681	за этим	1	1
682	в целях	1	1
683	несмотря на	2	1
684	нам не	1	1
685	а о	1	1
686	в свою	1	1
687	письма и	1	1
688	лишь по	1	1
689	между ними	1	1
690	конечно далеко	1	1
691	возможно лишь	1	1
692	речи и	1	1
693	например и	1	1
694	и составляют	1	1
695	на дорогу	1	1
696	культуры в	2	1
697	утверждать что	1	1
698	что то	1	1
699	к числу	1	1
700	и вместе	1	1
701	а может	1	1
702	поэтики в	1	1
703	только не	2	1
704	именно здесь	1	1
705	и эта	1	1
706	это понятие	1	1
707	поскольку с	1	1
708	который не	1	1
709	все что	1	1
710	этой точки	1	1
