N	2gram	Vinokur_St_1	DiskursI
207	в какой	3	2
208	наше время	1	2
209	к работе	1	2
210	есть в	2	2
211	литературы в	1	2
212	уже в	2	2
213	свидетельствует о	2	2
214	в равной	2	2
215	текста в	5	2
216	слова в	1	2
217	как их	1	2
218	в одном	1	2
219	сами по	1	2
220	никогда не	5	2
221	бы это	2	2
222	никого не	1	2
223	из двух	3	2
224	на ее	1	2
225	здесь в	1	2
226	к которому	4	2
227	чем он	1	2
228	и др	1	2
229	обратить внимание	1	2
230	более того	1	2
231	в соответствии	1	2
232	однако и	2	2
233	о чем	1	2
234	более чем	2	2
235	к его	1	2
236	что же	6	2
237	за рамки	1	2
238	для понимания	1	2
239	и было	1	2
240	в культуре	1	2
241	в начале	3	2
242	мой взгляд	1	2
243	на мой	1	2
244	или в	1	2
245	о котором	2	2
246	и все	2	2
247	будто бы	3	2
248	хотя в	2	2
249	не говоря	1	2
250	это в	4	2
251	они не	1	2
252	к этому	1	2
253	том числе	2	2
254	зрения как	1	1
255	как известно	1	1
256	можно говорить	1	1
257	речь идет	4	1
258	чтобы не	1	1
259	и то	5	1
260	самом деле	11	1
261	на самом	6	1
262	это и	4	1
263	идет о	2	1
264	даже сказать	1	1
265	чего не	1	1
266	не хочет	2	1
267	и до	1	1
268	из его	1	1
269	видеть в	1	1
270	и за	3	1
271	анекдот не	1	1
272	той же	5	1
273	в и	130	1
274	текста как	1	1
275	в повестях	6	1
276	правильного понимания	1	1
277	с текстом	1	1
278	вопросы не	1	1
279	говорить о	2	1
280	я не	7	1
281	из того	2	1
282	работе над	1	1
283	степени как	1	1
284	что оба	1	1
285	на них	1	1
286	не могу	1	1
287	а только	1	1
288	иногда и	2	1
289	мы называем	1	1
290	нет и	1	1
291	что они	7	1
292	все тексты	1	1
293	как говорит	1	1
294	приходит на	1	1
295	времени однако	1	1
296	что во	2	1
297	с их	1	1
298	там же	1	1
299	это тоже	1	1
300	в меру	1	1
301	тем же	3	1
302	к числу	2	1
303	отнесены к	1	1
304	эволюции но	1	1
305	или иную	1	1
306	в которой	4	1
307	бы и	4	1
308	что это	4	1
309	он в	1	1
310	в нашем	1	1
311	из этих	6	1
312	и те	2	1
313	право на	1	1
314	значение так	1	1
315	представлял собой	1	1
316	в словаре	3	1
317	другом случае	1	1
318	на то	4	1
319	в случае	2	1
320	выходя за	1	1
321	что она	4	1
322	время и	1	1
323	он не	2	1
324	является следствием	1	1
325	с ней	1	1
326	всех этих	2	1
327	в первую	2	1
328	чем у	2	1
329	данном отношении	5	1
330	содержит в	1	1
331	нашего времени	1	1
332	свое время	2	1
333	можно даже	1	1
334	что ни	2	1
335	пример из	1	1
336	но все	4	1
337	и последующего	1	1
338	на все	1	1
339	с целью	1	1
340	при помощи	2	1
341	и других	1	1
342	первую очередь	2	1
343	более архаичной	1	1
344	то все	1	1
345	этом смысле	1	1
346	для них	1	1
347	о которых	1	1
348	с этой	3	1
349	с тем	1	1
350	в слове	5	1
351	которой он	1	1
352	исчерпывающей полнотой	2	1
353	искать не	2	1
354	перед своими	1	1
355	мы не	2	1
356	только тем	2	1
357	в этих	2	1
358	письма и	3	1
359	во время	3	1
360	бы на	1	1
361	и при	1	1
362	что такое	1	1
363	а как	2	1
364	по внешности	1	1
365	не становится	1	1
366	это делает	1	1
367	с точки	8	1
368	не столько	1	1
369	равной мере	2	1
370	что до	2	1
371	путем в	1	1
372	на такие	1	1
373	должны были	1	1
374	результате этого	1	1
375	вплоть до	5	1
376	поэтому в	3	1
377	которые в	2	1
378	для которых	2	1
379	в россии	4	1
380	что было	1	1
381	тем не	2	1
382	и эти	1	1
383	и более	2	1
384	том и	1	1
385	не должно	1	1
386	которой является	1	1
387	слов о	1	1
388	если и	1	1
389	рода в	2	1
390	до конца	1	1
391	тем самым	2	1
392	а иногда	2	1
393	как можно	2	1
394	даже не	4	1
395	не имеет	4	1
396	дело в	6	1
397	и притом	1	1
398	не по	3	1
399	в русской	1	1
400	образом в	1	1
401	о них	2	1
402	без посредства	1	1
403	но только	1	1
404	этих двух	3	1
405	не все	3	1
406	впрочем в	1	1
407	к концу	2	1
408	еще для	1	1
409	и является	1	1
410	это слово	4	1
411	быть ни	1	1
412	о чем-то	1	1
413	на него	2	1
414	книги нельзя	1	1
415	как будто	4	1
416	этом отношении	7	1
417	и делает	1	1
418	что на	2	1
419	в каком	3	1
420	ни о	1	1
421	разрыв между	1	1
422	не могут	1	1
423	когда мы	1	1
424	возможности но	1	1
425	здесь совершенно	3	1
426	и вполне	3	1
427	с исчерпывающей	2	1
428	согласно которому	1	1
429	и другим	1	1
430	но также	9	1
431	теории в	1	1
432	отказаться от	1	1
433	одним и	2	1
434	в работе	1	1
435	и это	2	1
436	чем не	1	1
437	на нем	1	1
438	и от	1	1
439	россии в	1	1
440	мысль о	1	1
441	только то	1	1
442	с самого	1	1
443	своей речи	1	1
444	и сам	2	1
445	не трудно	3	1
446	собой по	1	1
447	мог бы	1	1
448	во второй	9	1
449	том как	4	1
450	основана на	1	1
451	если бы	9	1
452	его времени	2	1
453	задачу в	1	1
454	истории литературы	2	1
455	употреблять термин	1	1
456	мн др	3	1
457	о ней	1	1
458	является событием	1	1
459	и мн	3	1
460	быть в	2	1
461	имеет право	1	1
462	при котором	1	1
463	утверждает что	1	1
464	что его	1	1
465	должно было	2	1
466	к истине	1	1
467	к нему	2	1
468	и всю	1	1
469	тем или	3	1
470	случае ясно	1	1
471	а потому	2	1
472	отметить что	2	1
473	в середине	1	1
474	еще только	1	1
475	вообще в	1	1
476	все смежные	1	1
477	что здесь	2	1
478	целое в	1	1
479	началось с	2	1
480	с термином	1	1
481	по мнению	3	1
482	всех его	1	1
483	или же	2	1
484	в уста	3	1
485	только при	1	1
486	времени как	1	1
487	со всеми	2	1
488	оказывается в	2	1
489	не имеют	1	1
490	я в	1	1
491	причастные к	1	1
492	вопроса о	3	1
493	этого понятия	1	1
494	следовало бы	2	1
495	в виде	3	1
496	которых можно	1	1
497	если в	2	1
498	на определенной	1	1
499	слова не	1	1
500	в известном	1	1
501	его текст	1	1
502	присутствует в	1	1
503	его и	1	1
504	но для	2	1
505	ту или	1	1
506	до самых	1	1
507	он имеет	1	1
508	очевидно что	1	1
509	к чему-то	1	1
510	и их	2	1
511	всяком случае	6	1
512	для правильного	1	1
513	в прошлом	1	1
514	в конце	3	1
515	очевидно не	2	1
516	не о	1	1
517	каждый из	1	1
518	при отсутствии	1	1
519	не выходя	1	1
520	как раз	4	1
521	представление о	4	1
522	но эти	1	1
523	в области	14	1
524	с другим	1	1
525	до сих	7	1
526	а именно	3	1
527	с той	1	1
528	было бы	17	1
529	представляет собою	2	1
530	текст в	1	1
531	еще и	2	1
532	или о	1	1
533	претензия на	1	1
534	говорит о	3	1
535	связано с	1	1
536	всех прочих	1	1
537	от этого	2	1
538	текста это	1	1
539	пушкина как	6	1
540	не на	1	1
541	речи это	1	1
542	что так	3	1
543	на который	2	1
544	отступления от	1	1
545	этом случае	2	1
546	в одно	1	1
547	несмотря на	2	1
548	текста если	1	1
549	категорию не	1	1
550	является его	1	1
551	по праву	1	1
552	вместе с	1	1
553	усомниться в	1	1
554	как это	4	1
555	некоторые из	1	1
556	в иных	2	1
557	приводит в	1	1
558	чем то	1	1
559	оно существует	1	1
560	целом ряде	1	1
561	его собственной	2	1
562	в той	6	1
563	ему по	1	1
564	утверждение в	1	1
565	да и	3	1
566	она вся	1	1
567	и другой	1	1
568	в современной	1	1
569	предполагает в	1	1
570	этого слова	2	1
571	быть и	2	1
572	с историей	2	1
573	сих пор	7	1
574	в чем	3	1
575	это явление	2	1
576	ближе к	1	1
577	писал в	1	1
578	случаях когда	1	1
579	указать на	1	1
580	пушкинского времени	9	1
581	при таком	2	1
582	не существует	3	1
583	в результате	3	1
584	вопрос о	4	1
585	другое дело	1	1
586	которая в	1	1
587	или иным	3	1
588	себя самого	1	1
589	у них	1	1
590	или нет	1	1
591	от того	1	1
592	тем более	4	1
593	пушкиным в	1	1
594	истории а	1	1
595	но это	6	1
596	том случае	1	1
597	исключительно в	1	1
598	могли быть	1	1
599	отношении к	1	1
600	не являются	3	1
601	в период	1	1
602	не знает	2	1
603	как нечто	1	1
604	на более	1	1
605	для каждой	1	1
606	их с	1	1
607	или иного	4	1
608	культуры в	3	1
609	в свое	2	1
610	слиться в	1	1
611	в голову	1	1
612	этот термин	1	1
613	которому в	1	1
614	и другие	1	1
615	или во	1	1
616	традиции но	1	1
617	очевидно в	1	1
618	свою задачу	1	1
619	который не	2	1
620	в таком	3	1
621	в роли	1	1
