N	2gram	Medvedev_V_1	Komedia
521	это обстоятельство	1	1
522	не дает	1	1
523	в данной	1	1
524	на эту	1	1
525	себе в	1	1
526	представить себе	2	1
527	содержания и	1	1
528	может служить	1	1
529	друг друга	1	1
530	не случайно	1	1
531	и никакой	1	1
532	в общественной	1	1
533	заметить что	1	1
534	от того	2	1
535	не противоречит	1	1
536	для того	3	1
537	десять лет	1	1
538	в особенности	2	1
539	свой образ	1	1
540	и толстой	1	1
541	говорит фр	1	1
542	или иначе	1	1
543	его себе	1	1
544	не один	1	1
545	на этот	1	1
546	далеко не	2	1
547	месте в	1	1
548	и др	9	1
549	однако чтобы	1	1
550	борьба за	1	1
551	к более	1	1
552	естественно что	2	1
553	в соответствии	1	1
554	материал в	1	1
555	что поэты	1	1
556	и общими	1	1
557	а наоборот	1	1
558	с наибольшей	1	1
559	идеи в	2	1
560	действительности как	1	1
561	которой я	1	1
562	о чем	2	1
563	по другому	1	1
564	из многочисленных	2	1
565	что из	1	1
566	совершенно очевидно	1	1
567	имеет свои	1	1
568	стороны в	2	1
569	нет никаких	2	1
570	своей социальной	1	1
571	и потому	2	1
572	между участниками	1	1
573	всем что	1	1
574	в отражении	1	1
575	предисловии к	1	1
576	в данном	1	1
577	в той	1	1
578	применении к	1	1
579	тому как	2	1
580	как бы	5	1
581	думается что	4	1
582	для их	1	1
583	бросается в	1	1
584	материал для	1	1
585	с этой	1	1
586	еще к	1	1
587	мере не	1	1
588	в основном	5	1
589	показывают что	3	1
590	искусства на	2	1
591	о его	2	1
592	с половиной	2	1
593	что нет	2	1
594	романа с	1	1
595	в книге	2	1
596	за его	1	1
597	отношении но	1	1
598	льва толстого	2	1
599	о совершенно	1	1
600	обычно не	1	1
601	этого рода	2	1
602	и очевидно	1	1
603	мой взгляд	1	1
604	образом по	2	1
605	формы и	2	1
606	чтобы понять	1	1
607	его поведение	1	1
608	от него	1	1
609	как составная	1	1
610	у них	2	1
611	в духе	1	1
612	бы в	3	1
613	еще более	1	1
614	года в	1	1
615	ее основных	1	1
616	или меньшей	3	1
617	хотя в	1	1
618	этих элементов	1	1
619	в общем	2	1
620	к ее	1	1
621	бы с	1	1
622	сказать что	5	1
623	понимать как	2	1
624	более поздних	1	1
625	совершенно не	1	1
626	к его	2	1
627	и художественного	3	1
628	именно к	1	1
629	на это	2	1
630	в каком	1	1
631	жизни и	3	1
632	к этой	1	1
633	говорит ли	1	1
634	и другие	1	1
635	это в	1	1
636	как на	3	1
637	в таком	1	1
638	в роли	1	1
639	этой точки	2	1
640	том числе	2	1
641	они не	2	1
