N	2gram	Nazirov_Tv_1	Marksizm
384	все более	2	1
385	во время	1	1
386	рассматривает как	1	1
387	художественного творчества	1	1
388	психики как	1	1
389	к истории	1	1
390	вторая часть	1	1
391	что я	3	1
392	остается не	1	1
393	для многих	1	1
394	образом и	1	1
395	не поймет	1	1
396	мы были	1	1
397	тем самым	7	1
398	мышления и	1	1
399	и способы	1	1
400	на него	1	1
401	не по	3	1
402	они же	1	1
403	и имеет	1	1
404	здесь лишь	1	1
405	и отношений	2	1
406	он с	1	1
407	на эти	2	1
408	в самой	1	1
409	природы в	1	1
410	того в	1	1
411	в русском	1	1
412	к ней	2	1
413	потому что	5	1
414	собой разумеющимся	1	1
415	внутренними и	1	1
416	рассчитан на	1	1
417	в духе	2	1
418	включается в	1	1
419	отличается от	1	1
420	содержание в	1	1
421	не поняв	1	1
422	давно умершего	1	1
423	людей в	2	1
424	и снова	1	1
425	если же	1	1
426	всех высказываний	1	1
427	отношения и	1	1
428	и внешними	1	1
429	личности он	2	1
430	реальной действительности	1	1
431	только не	1	1
432	ли с	2	1
433	каждого индивида	1	1
434	только то	1	1
435	действия и	1	1
436	приводит к	2	1
437	мы наблюдаем	1	1
438	и необходимости	2	1
439	друг для	1	1
440	времени и	4	1
441	связан с	3	1
442	это вовсе	1	1
443	особенно в	1	1
444	по природе	6	1
445	здесь нет	2	1
446	в социальном	1	1
447	найти в	1	1
448	можно только	1	1
449	часто в	1	1
450	момента и	1	1
451	для этого	1	1
452	подхода к	3	1
453	как формы	1	1
454	воли и	3	1
455	о нем	1	1
456	и должно	1	1
457	не означает	2	1
458	слово и	1	1
459	и что	1	1
460	находятся в	1	1
461	все его	1	1
462	ее и	2	1
463	в которую	1	1
464	к нему	1	1
465	эпохи просвещения	1	1
466	отметить что	1	1
467	во всей	2	1
468	в ту	3	1
469	и мир	2	1
470	один момент	1	1
471	в точном	1	1
472	с ними	1	1
473	пришел к	1	1
474	к чисто	1	1
475	очень много	1	1
476	наше время	2	1
477	во времени	3	1
478	содержания от	1	1
479	от них	1	1
480	это та	1	1
481	для друга	1	1
482	делает его	1	1
483	сознания в	1	1
484	с одной	1	1
485	вся эта	1	1
486	уже чисто	1	1
487	так что	2	1
488	от одной	1	1
489	уже не	3	1
490	психика человека	1	1
491	и внутреннего	2	1
492	уже в	3	1
493	при помощи	2	1
494	ту или	1	1
495	выражена в	1	1
496	менее чем	1	1
497	в одном	1	1
498	сами по	1	1
499	далек от	1	1
500	но что	1	1
501	лишь один	1	1
502	само собой	1	1
503	литературе нет	1	1
504	притом такой	1	1
505	одной стороны	1	1
506	все равно	1	1
507	стремится к	3	1
508	себя и	1	1
509	что для	2	1
510	его социальная	1	1
511	и самый	1	1
512	превращается в	1	1
513	преимуществу в	1	1
514	так называемой	1	1
515	бы ее	1	1
516	о чем	1	1
517	него не	1	1
518	в последующем	1	1
519	внешней средой	1	1
520	его как	2	1
521	он произносит	1	1
522	целостного и	1	1
523	как это	1	1
524	но не	3	1
525	только эта	1	1
526	в моей	1	1
527	к жизни	2	1
528	а если	1	1
529	центр тяжести	1	1
530	и всей	1	1
531	в мир	2	1
532	времени с	1	1
533	значит что	2	1
534	это значит	1	1
535	отношениями между	2	1
536	ли не	1	1
537	эти два	1	1
538	между прочим	1	1
539	в недрах	1	1
540	социальной среды	1	1
541	является как	1	1
542	маркса и	1	1
543	в наше	2	1
544	в более	1	1
545	всего они	1	1
546	при таком	1	1
547	здесь они	1	1
548	и научная	1	1
549	человек и	1	1
550	только с	1	1
551	лежащая в	1	1
552	же касается	1	1
553	и другие	3	1
554	мы переходим	1	1
555	человека не	1	1
556	нашло свое	1	1
557	некоторых сторон	1	1
558	быть понята	1	1
559	он же	1	1
560	в моем	1	1
561	была бы	1	1
562	равно как	1	1
563	их с	1	1
564	но этот	1	1
565	главе мы	1	1
566	ее в	3	1
567	действительности или	1	1
568	этических оценок	1	1
569	историю как	1	1
570	время вообще	1	1
571	не принять	1	1
572	не укладывается	1	1
573	гораздо более	2	1
