N	2gram	Voloshinov_1	Komedia
223	в чем	2	1
224	ли кто-нибудь	1	1
225	тем как	1	1
226	нем только	1	1
227	но не	1	1
228	не входит	1	1
229	к сожалению	2	1
230	которые не	1	1
231	мы обязаны	1	1
232	в истории	1	1
233	в одной	1	1
234	общего с	3	1
235	как к	1	1
236	из вас	1	1
237	и как	1	1
238	и наконец	5	1
239	себе на	1	1
240	связанный с	1	1
241	более или	1	1
242	в действительности	2	1
243	от этого	2	1
244	в этот	2	1
245	роль играет	1	1
246	понимания всего	1	1
247	его роль	1	1
248	чуть ли	1	1
249	выражение в	1	1
250	значение так	1	1
251	в служении	1	1
252	в статье	1	1
253	в понимании	1	1
254	к одному	3	1
255	картины мира	1	1
256	на этом	1	1
257	его можно	1	1
258	в каждом	4	1
259	же не	1	1
260	конечно в	2	1
261	ко второму	1	1
262	и тем	2	1
263	его и	1	1
264	для них	1	1
265	соответствии с	2	1
266	не всегда	1	1
267	когда я	1	1
268	представляет себе	2	1
269	такой же	1	1
270	одно из	1	1
271	от своего	2	1
272	при изучении	1	1
273	все социальное	1	1
274	как все	1	1
275	гнев и	1	1
276	не столько	3	1
277	задачу данной	1	1
278	в отличие	1	1
279	точку зрения	3	1
280	для данного	1	1
281	времени не	1	1
282	иным как	2	1
283	поверить в	1	1
284	от более	1	1
285	на три	1	1
286	виду что	1	1
287	того как	1	1
288	к новым	1	1
289	в самых	1	1
290	найти в	1	1
291	находятся в	1	1
292	детей и	1	1
293	по своей	1	1
294	во всем	2	1
295	в сознании	4	1
296	все то	1	1
297	могут быть	2	1
298	нам какую	1	1
299	всего в	1	1
300	жизни когда	1	1
301	что при	1	1
302	здесь мы	3	1
303	следовательно не	1	1
304	подобно тому	1	1
305	пределах того	1	1
306	и сами	1	1
307	ни одно	2	1
308	отношений и	1	1
309	в себя	1	1
310	и может	2	1
311	те же	2	1
312	особенно в	1	1
313	свое мнение	1	1
314	мог бы	2	1
315	когда в	1	1
316	остается только	1	1
317	мы в	1	1
318	и всякого	1	1
319	для этого	1	1
320	из одного	1	1
321	входящих в	1	1
322	сводится к	1	1
323	в задачу	1	1
324	мы понимаем	2	1
325	но столь	1	1
326	рассматривать не	1	1
327	этот момент	1	1
328	примыкает к	1	1
329	ее на	1	1
330	вслед за	2	1
331	в описании	1	1
332	но так	2	1
333	г не	1	1
334	мы видим	2	1
335	этого материала	1	1
336	только в	6	1
337	течение всей	1	1
338	моменты в	1	1
339	во времени	2	1
340	со всеми	1	1
341	и призыв	1	1
342	события и	1	1
343	и у	1	1
344	только на	1	1
345	в нашей	1	1
346	является не	1	1
347	не из	1	1
348	и других	1	1
349	различать две	1	1
350	и их	7	1
351	на одном	1	1
352	в некоторых	1	1
353	и никогда	1	1
354	этим же	1	1
355	уже была	1	1
356	некоторые исследователи	1	1
357	выходит за	1	1
358	из наиболее	1	1
359	превращается в	3	1
360	он только	2	1
361	не на	2	1
362	предположение о	1	1
363	в руках	2	1
364	же точно	1	1
365	отнесенный к	2	1
366	как ни	1	1
367	на фоне	4	1
368	эти слова	1	1
369	или на	1	1
370	ко всем	1	1
371	и абсолютно	1	1
372	о возможности	1	1
373	для создания	1	1
374	такого рода	1	1
375	тому как	1	1
376	в тех	2	1
377	и там	1	1
378	рисует в	1	1
379	для человека	1	1
380	да и	3	1
381	своего времени	1	1
382	быть не	1	1
383	призыв к	1	1
384	все вопросы	3	1
385	в достаточной	1	1
386	не знаем	1	1
387	или в	1	1
388	в другой	1	1
389	то не	1	1
390	к счастью	1	1
391	или менее	1	1
392	отметить еще	1	1
393	совсем иначе	1	1
394	сказать что	1	1
395	пути к	2	1
396	по поводу	1	1
397	и эта	5	1
398	этой точки	1	1
399	они не	1	1
400	ничего общего	3	1
