N	2gram	Nazirov_Tv_2	Mirosoze
397	которой не	1	1
398	к одному	1	1
399	этого вопроса	1	1
400	в силу	1	1
401	сознание как	1	1
402	его видят	1	1
403	отцов и	1	1
404	братья карамазовы	1	1
405	в плане	3	1
406	человек он	1	1
407	играют огромную	1	1
408	ни был	1	1
409	в каждом	1	1
410	же не	2	1
411	достоевским как	2	1
412	значение в	1	1
413	его преступление	1	1
414	говорил что	2	1
415	боли о	1	1
416	в душе	4	1
417	федора павловича	1	1
418	зрения и	1	1
419	после этого	1	1
420	и наказания	2	1
421	и рядом	1	1
422	в горниле	1	1
423	ставрогин в	1	1
424	новый мир	1	1
425	жизни то	1	1
426	жестоким талантом	1	1
427	которой он	2	1
428	всегда и	1	1
429	мити карамазова	1	1
430	с такой	1	1
431	сказать в	1	1
432	литература и	1	1
433	во время	1	1
434	от своего	1	1
435	доводит до	2	1
436	с настасьей	1	1
437	этой связи	1	1
438	еще менее	1	1
439	в такой	2	1
440	и без	2	1
441	достоевский всегда	1	1
442	но у	4	1
443	было очень	1	1
444	он дает	1	1
445	в отличие	2	1
446	и ту	1	1
447	что я	2	1
448	должны были	1	1
449	человеческое сердце	3	1
450	христа не	2	1
451	сам же	1	1
452	есть его	1	1
453	мышкина с	1	1
454	точку зрения	2	1
455	в философии	1	1
456	и эти	1	1
457	и более	1	1
458	вовсе не	2	1
459	сам он	1	1
460	мы чувствуем	1	1
461	между людьми	2	1
462	жизнь его	1	1
463	записки из	2	1
464	не менее	2	1
465	эта мысль	2	1
466	вплоть до	1	1
467	ничего кроме	1	1
468	чтобы иметь	1	1
469	таков был	1	1
470	в обоих	1	1
471	вторгается в	1	1
472	в русской	2	1
473	истории с	1	1
474	боль о	1	1
475	достоевский никогда	2	1
476	карамазова в	1	1
477	он еще	2	1
478	чем не	1	1
479	это еще	1	1
480	себе самом	1	1
481	мышления и	1	1
482	русской критики	1	1
483	казалось бы	3	1
484	самой жизни	1	1
485	а во	2	1
486	достоевский начинает	1	1
487	настасьей филипповной	1	1
488	новых времен	1	1
489	у шекспира	1	1
490	а лишь	1	1
491	мире и	1	1
492	образа но	1	1
493	же он	1	1
494	достоевского можно	3	1
495	его он	1	1
496	человека так	1	1
497	идей все	1	1
498	только с	2	1
499	в области	1	1
500	у меня	1	1
501	достоевский хочет	1	1
502	и объявил	1	1
503	xx века	3	1
504	раскольников не	1	1
505	к себе	1	1
506	в духе	4	1
507	нет ни	1	1
508	потом с	1	1
509	одну и	1	1
510	на кресте	1	1
511	что красота	1	1
512	среды в	1	1
513	быть назван	1	1
514	творчества достоевского	1	1
515	приходит к	1	1
516	из всего	1	1
517	инквизиторе иван	1	1
518	и о	1	1
519	указывать на	1	1
520	и подлинное	1	1
521	в душу	1	1
522	человек если	1	1
523	на той	1	1
524	культуры и	1	1
525	настасьи филипповны	4	1
526	в пределах	1	1
527	так в	2	1
528	не столько	2	1
529	и сам	5	1
530	искусство достоевского	1	1
531	к окончательному	1	1
532	в образе	3	1
533	можно было	1	1
534	так и	6	1
535	об этой	1	1
536	она была	1	1
537	представляется достоевскому	1	1
538	жизнь и	1	1
539	является в	1	1
540	поэтому в	1	1
541	и даже	5	1
542	означает что	1	1
543	об этом	4	1
544	с человеком	1	1
545	была идея	1	1
546	а к	1	1
547	жизни не	1	1
548	именно потому	1	1
549	это я	1	1
550	и поэтому	2	1
551	при котором	1	1
552	достоевский писал	2	1
553	одного из	1	1
554	не стоит	2	1
555	иваном карамазовым	2	1
556	начале xx	1	1
557	революционный социализм	1	1
558	заключается в	1	1
559	извне а	1	1
560	человеком но	1	1
561	встречи роковые	1	1
562	совершенно как	1	1
563	тут с	1	1
564	и всякая	1	1
565	этот момент	1	1
566	версилова о	1	1
567	есть убийство	1	1
568	с ненавистью	1	1
569	восходит к	2	1
570	и только	2	1
571	не обязан	1	1
572	в бытовой	6	1
573	лишь частично	1	1
574	все время	2	1
575	и наконец	2	1
576	мы уже	1	1
577	в сферу	1	1
578	xix век	1	1
579	перелома в	1	1
580	сразу же	1	1
581	одной из	3	1
582	этот вопрос	3	1
583	пришел к	1	1
584	ли он	1	1
585	была для	1	1
586	достоевского для	2	1
587	трагедии и	1	1
588	то он	1	1
589	наше время	2	1
590	их жизни	1	1
591	между тем	3	1
592	в обществе	1	1
593	и ее	2	1
594	быть человеком	1	1
595	собственный путь	1	1
596	так что	2	1
597	литературы в	1	1
598	униженных и	1	1
599	и везде	1	1
600	рассказывает о	3	1
601	в праве	1	1
602	ответ на	1	1
603	участие в	1	1
604	его и	2	1
605	ином мире	1	1
606	природа человека	1	1
607	свой собственный	1	1
608	но нет	1	1
609	всяком случае	2	1
610	достоевского его	1	1
611	что она	4	1
612	в первый	1	1
613	в одном	2	1
614	наука о	1	1
615	т п	2	1
616	человек так	1	1
617	у нее	3	1
618	как его	1	1
619	чтение достоевского	1	1
620	и никогда	1	1
621	за границу	1	1
622	в новый	1	1
623	и всему	1	1
624	рядом с	2	1
625	относился к	1	1
626	от ее	2	1
627	связан с	1	1
628	для русского	1	1
629	влияние на	1	1
630	как у	3	1
631	русской жизни	1	1
632	в ставрогине	1	1
633	и страстный	1	1
634	к которому	2	1
635	уходит в	1	1
636	духовный и	1	1
637	действующих лиц	2	1
638	же о	1	1
639	души и	1	1
640	и др	3	1
641	что не	3	1
642	с большей	1	1
643	нужно сказать	1	1
644	это прежде	2	1
645	хотелось бы	1	1
646	жизнь в	1	1
647	как ни	1	1
648	в идиоте	1	1
649	и революционный	1	1
650	свое собственное	1	1
651	и шекспира	1	1
652	и тут	1	1
653	толстого и	1	1
654	если не	4	1
655	себя на	2	1
656	настасью филипповну	1	1
657	есть бог	1	1
658	в частности	2	1
659	быту достоевский	1	1
660	красота спасет	1	1
661	бунта против	1	1
662	страстей и	1	1
663	мы говорим	1	1
664	ничего нет	1	1
665	к жизни	2	1
666	он будет	1	1
667	в романах	13	1
668	в течение	1	1
669	наряду с	7	1
670	бесах и	1	1
671	не видят	1	1
672	это его	2	1
673	толстой с	1	1
674	можно принять	2	1
675	человек с	1	1
676	механизм в	1	1
677	о жизни	3	1
678	выражений нет	1	1
679	потому и	1	1
680	писателя в	2	1
681	этой трагедии	1	1
682	в п	1	1
683	только для	2	1
684	но это	5	1
685	путях свободы	1	1
686	под знаком	1	1
687	под влиянием	1	1
688	перед собой	1	1
689	достоевский как	1	1
690	об отношении	1	1
691	и литературные	1	1
692	человека для	1	1
693	большей силой	1	1
694	достоевский пишет	1	1
695	но когда	1	1
696	бы он	1	1
697	или нет	1	1
698	находит свое	1	1
699	еще более	1	1
700	не должен	1	1
701	ни к	2	1
702	мысль на	1	1
703	действительной жизни	1	1
704	ли что	1	1
705	страсть к	1	1
706	и борьбе	1	1
707	для людей	1	1
708	что вообще	1	1
709	лежит в	1	1
710	давно уже	2	1
711	и оскорбленных	1	1
712	за этим	1	1
713	процессы в	2	1
714	еще ничего	1	1
715	он же	2	1
716	это все	2	1
717	этих бесконечных	1	1
718	от настоящего	1	1
719	не быть	1	1
720	от всех	1	1
721	самой своей	3	1
722	человек это	1	1
723	но этот	1	1
724	как люди	1	1
725	социализма и	1	1
726	на это	1	1
727	его тайна	1	1
728	в искусстве	2	1
729	это тем	1	1
730	в своих	3	1
731	с первого	1	1
732	в творческой	2	1
733	и свою	1	1
734	так же	5	1
735	во всяком	2	1
736	смысле что	1	1
