N	2gram	Bakhtin_fo_1	StatiiOP
163	к своей	2	2
164	и за	1	2
165	той же	2	2
166	в сущности	3	2
167	как я	1	2
168	того же	8	2
169	не был	1	2
170	во всех	6	2
171	то он	1	2
172	но как	1	2
173	вступают в	1	2
174	нет и	2	2
175	большое значение	1	2
176	более и	1	2
177	его к	1	2
178	в самом	8	2
179	и тот	1	2
180	имеем в	1	2
181	так сказать	7	2
182	о которой	1	2
183	с нашим	1	2
184	не как	2	2
185	в плане	1	2
186	и по	2	2
187	в остальном	1	2
188	но все	5	2
189	и может	2	2
190	то есть	33	2
191	ее в	2	2
192	между собою	1	2
193	жизни но	5	2
194	мы не	3	2
195	и тогда	1	2
196	нас не	1	2
197	не столько	1	2
198	в которых	2	2
199	точку зрения	2	2
200	которые в	1	2
201	смертной казни	1	2
202	произведения и	1	2
203	в отношении	3	2
204	случае в	1	2
205	но они	3	2
206	самого начала	2	2
207	как о	1	2
208	дело не	1	2
209	тогда когда	2	2
210	расчленяется на	1	2
211	одна из	2	2
212	не имеет	4	2
213	этот тип	2	2
214	никогда не	2	2
215	бы между	1	2
216	в русском	1	2
217	на себе	1	2
218	существуют в	1	2
219	исторического процесса	2	2
220	этот образ	2	2
221	начиная с	1	2
222	могут быть	5	2
223	и такие	1	2
224	к тому	3	2
225	для его	1	2
226	для того	5	2
227	должен быть	1	2
228	как мы	14	2
229	не совсем	1	2
230	с ее	6	2
231	в виду	3	2
232	на основе	2	2
233	с самого	2	2
234	или в	3	2
235	времени и	10	2
236	и которые	1	2
237	здесь нет	3	2
238	во многом	2	2
239	до нас	5	2
240	внимание на	1	2
241	с одной	3	2
242	и во	7	2
243	он его	1	2
244	от них	1	2
245	в форме	3	2
246	и только	1	2
247	и других	3	2
248	еще не	5	2
249	и ее	3	2
250	есть в	2	2
251	и у	5	2
252	то и	1	2
253	во втором	2	2
254	при помощи	1	2
255	одно из	3	2
256	в новом	1	2
257	цели и	1	2
258	мы находим	2	2
259	вовсе не	13	2
260	при всей	1	2
261	или иной	2	2
262	до сих	3	2
263	слово в	1	2
264	себя и	3	2
265	что не	3	2
266	но есть	1	2
267	не на	1	2
268	что из	1	2
269	вместе с	3	2
270	но не	5	2
271	в последнем	1	2
272	в это	2	2
273	этого слова	1	2
274	сих пор	3	2
275	это был	1	2
276	один из	3	2
277	которые были	1	2
278	в результате	6	2
279	когда пушкин	1	2
280	и ни	1	2
281	все более	1	2
282	здесь только	2	2
283	одной из	3	2
284	к смертной	1	2
285	в свою	2	2
286	к этой	1	2
287	гораздо более	1	2
288	беседу с	1	1
289	ту же	2	1
290	одним из	1	1
291	также и	2	1
292	до него	1	1
293	так резко	1	1
294	начинается с	1	1
295	и то	4	1
296	смысле слова	2	1
297	идет о	1	1
298	по этим	1	1
299	тем же	1	1
300	по преимуществу	3	1
301	и до	5	1
302	объясняется и	1	1
303	элементы в	2	1
304	из всех	1	1
305	отношения к	3	1
306	есть не	3	1
307	эпоху это	1	1
308	на материале	2	1
309	для своего	1	1
310	формы которая	1	1
311	при анализе	1	1
312	этого нет	1	1
313	вопрос о	2	1
314	на такие	1	1
315	нам в	1	1
316	почти все	1	1
317	он действует	1	1
318	на себя	2	1
319	но уже	1	1
320	день на	1	1
321	событий и	3	1
322	мы и	4	1
323	что можно	1	1
324	и он	1	1
325	форм в	1	1
326	идет за	1	1
327	и много	1	1
328	между собой	4	1
329	себя а	1	1
330	всего этого	2	1
331	этой почве	1	1
332	трагедию не	1	1
333	мы будем	2	1
334	и другие	5	1
335	к жизни	2	1
336	со всеми	3	1
337	тех же	2	1
338	время на	1	1
339	до наших	2	1
340	его развития	1	1
341	и я	1	1
342	в истории	2	1
343	в маленьких	2	1
344	только ее	1	1
345	времени время	1	1
346	в своем	4	1
347	и нет	2	1
348	однако не	1	1
349	и абстрактный	1	1
350	вопросом о	1	1
351	и как	10	1
352	не являются	2	1
353	но эта	3	1
354	в указанном	1	1
355	самом начале	1	1
356	нет здесь	3	1
357	них но	1	1
358	от этого	2	1
359	поэтому и	3	1
360	тяготеет к	1	1
361	его простой	1	1
362	из жизни	1	1
363	бы не	1	1
364	его же	1	1
365	приобретает характер	1	1
366	в дальнейшем	6	1
367	всего необходимо	3	1
368	как он	2	1
369	но на	4	1
370	всей его	2	1
371	человек не	1	1
372	оно здесь	1	1
373	времени это	1	1
374	в нем	24	1
375	связанные с	1	1
376	свой взгляд	1	1
377	которая является	1	1
378	он должен	2	1
379	не к	2	1
380	что еще	1	1
381	которого и	1	1
382	этого жанра	1	1
383	как оно	2	1
384	указывали на	1	1
385	конечно в	1	1
386	этому типу	1	1
387	к другу	2	1
388	самим собой	2	1
389	на этой	4	1
390	зрения на	1	1
391	вместе со	1	1
392	ко второму	1	1
393	моменты в	1	1
394	в последующих	1	1
395	чаще всего	1	1
396	ролей в	1	1
397	в ином	1	1
398	рядом с	2	1
399	соответствии с	2	1
400	чем в	2	1
401	п но	1	1
402	здесь все	2	1
403	этого произведения	2	1
404	и некоторые	1	1
405	и того	6	1
406	выступает здесь	1	1
407	что значит	1	1
408	как по	2	1
409	и при	1	1
410	наших дней	1	1
411	на месте	1	1
412	и лирических	1	1
413	на фоне	3	1
414	они уже	1	1
415	могло бы	1	1
416	друг другу	2	1
417	же сохраняется	2	1
418	том же	2	1
419	формы как	1	1
420	по себе	2	1
421	и очень	1	1
422	начиная от	2	1
423	на три	1	1
424	вплоть до	1	1
425	иной раз	1	1
426	не о	2	1
427	дело в	2	1
428	того чтобы	5	1
429	не могло	5	1
430	области где	1	1
431	его от	2	1
432	например у	3	1
433	под углом	2	1
434	в разных	5	1
435	в самой	2	1
436	судьба и	1	1
437	или как	4	1
438	с нами	1	1
439	но очень	2	1
440	того в	1	1
441	как она	2	1
442	на те	1	1
443	по своей	1	1
444	друг друга	3	1
445	углом зрения	2	1
446	др или	1	1
447	и со	1	1
448	от их	1	1
449	мы встречаем	2	1
450	все то	2	1
451	xviii века	3	1
452	когда мы	1	1
453	героев и	3	1
454	его с	1	1
455	бы он	1	1
456	той или	2	1
457	здесь же	1	1
458	уже прямо	1	1
459	протяжении всего	1	1
460	переходя к	1	1
461	него как	1	1
462	здесь еще	2	1
463	обычно в	2	1
464	для себя	7	1
465	как они	1	1
466	приходит к	1	1
467	это философия	1	1
468	и оно	1	1
469	к будущему	1	1
470	и образ	3	1
471	свою очередь	1	1
472	значительной мере	1	1
473	здесь не	4	1
474	в ее	6	1
475	формы и	3	1
476	совершенно ясно	1	1
477	внешнего выражения	1	1
478	типа в	1	1
479	упоминаемые в	1	1
480	этой схемы	1	1
481	нет никакой	1	1
482	и этим	1	1
483	во главе	1	1
484	в пределах	5	1
485	так в	1	1
486	приводит к	1	1
487	смысле но	2	1
488	как с	1	1
489	на том	1	1
490	и сам	1	1
491	в образе	5	1
492	судьбу человека	1	1
493	те же	2	1
494	ясно что	2	1
495	здесь как	2	1
496	особенно в	1	1
497	разного рода	2	1
498	требующая от	1	1
499	в эпоху	1	1
500	и вообще	2	1
501	очень резко	1	1
502	с ним	2	1
503	образом в	1	1
504	но здесь	1	1
505	с фольклором	1	1
506	находится в	1	1
507	все его	3	1
508	которые распадается	1	1
509	или только	1	1
510	он попадает	1	1
511	в порядке	3	1
512	известной степени	1	1
513	тех кто	1	1
514	и т.д	1	1
515	то они	1	1
516	упоминает о	1	1
517	его жизни	8	1
518	влияние на	4	1
519	женится на	1	1
520	времени в	7	1
521	в значительной	2	1
522	связь между	2	1
523	на отдельные	1	1
524	два типа	1	1
525	что и	3	1
526	именно в	3	1
527	из одних	1	1
528	века и	1	1
529	также в	1	1
530	человека как	1	1
531	и последнее	2	1
532	литературе трудно	1	1
533	они переживают	1	1
534	его в	3	1
535	на очень	1	1
536	которой можно	1	1
537	и особые	2	1
538	таков первый	1	1
539	всей жизни	2	1
540	это очень	1	1
541	одних и	2	1
542	ритмом и	1	1
543	между этими	4	1
544	это с	1	1
545	вопрос об	1	1
546	которая была	1	1
547	для всех	2	1
548	эпохи но	1	1
549	конечно не	4	1
550	с нею	1	1
551	литературы в	1	1
552	раз в	4	1
553	и они	1	1
554	ни одного	1	1
555	вернуться к	1	1
556	первое и	1	1
557	является не	1	1
558	от других	1	1
559	в данной	2	1
560	из них	1	1
561	процесс и	1	1
562	и их	8	1
563	в одном	3	1
564	всех событий	1	1
565	как его	1	1
566	во всей	3	1
567	не связанный	1	1
568	в других	9	1
569	смерти и	1	1
570	всегда строится	1	1
571	где в	1	1
572	тем чем	1	1
573	не были	2	1
574	его чтобы	1	1
575	в данный	1	1
576	связаны с	3	1
577	и тех	2	1
578	стороны он	1	1
579	вот для	1	1
580	характерно для	1	1
581	еще и	2	1
582	было и	4	1
583	на которые	1	1
584	к событиям	1	1
585	говорит о	1	1
586	к более	1	1
587	и политического	1	1
588	этого нового	1	1
589	отдельные эпизоды	1	1
590	человек в	3	1
591	народ это	1	1
592	о чем	1	1
593	он становится	2	1
594	там где	2	1
595	и силы	1	1
596	в одно	3	1
597	если не	1	1
598	для этой	1	1
599	в те	1	1
600	пушкин говорил	1	1
601	с помощью	2	1
602	уже давно	1	1
603	вступает в	2	1
604	нет ничего	4	1
605	в частности	6	1
606	конечно о	1	1
607	люди и	1	1
608	смысл который	1	1
609	здесь является	1	1
610	подхода к	3	1
611	этот смысл	1	1
612	не знал	1	1
613	его личной	1	1
614	в данном	2	1
615	наряду с	5	1
616	в той	4	1
617	смысле этого	1	1
618	очень важно	1	1
619	в литературе	16	1
620	к образу	1	1
621	по существу	12	1
622	об особенностях	1	1
623	форма в	1	1
624	дан в	2	1
625	плен и	1	1
626	должно быть	1	1
627	судьбы то	1	1
628	и различные	1	1
629	этом и	1	1
630	но для	2	1
631	не больше	1	1
632	с большой	2	1
633	это уже	1	1
634	и времени	3	1
635	ее содержания	1	1
636	тем и	1	1
637	она проявляется	2	1
638	причем в	1	1
639	это он	1	1
640	своей собственной	3	1
641	совершенно иной	3	1
642	для нас	2	1
643	и все	6	1
644	у них	2	1
645	и события	2	1
646	места в	2	1
647	бы в	1	1
648	но зато	1	1
649	хотя бы	2	1
650	находим в	1	1
651	них и	1	1
652	речи об	1	1
653	как человек	4	1
654	места не	1	1
655	не знает	3	1
656	они как	1	1
657	лишь только	1	1
658	является и	1	1
659	и еще	2	1
660	остается неизменным	1	1
661	в делах	1	1
662	времен и	1	1
663	жизни и	8	1
664	но эти	1	1
665	вполне понятно	4	1
666	приобретают в	1	1
667	человека где	1	1
668	и эта	2	1
669	так же	6	1
670	и трагедии	1	1
671	они не	3	1
