N	2gram	Propp_Russ_1	EvropaiE
127	как на	1	3
128	в таком	1	3
129	во всяком	1	3
130	другие народы	1	2
131	по преимуществу	1	2
132	что эти	1	2
133	должна быть	1	2
134	с в	4	2
135	силы как	1	2
136	что если	1	2
137	которое в	1	2
138	на них	1	2
139	между собой	2	2
140	точка зрения	1	2
141	в истории	1	2
142	его на	1	2
143	с этим	2	2
144	хотя и	2	2
145	целый ряд	1	2
146	и как	2	2
147	что это	3	2
148	в этой	1	2
149	в случае	1	2
150	главным образом	2	2
151	рождества христова	6	2
152	он не	1	2
153	в силу	2	2
154	таким образом	6	2
155	и с	2	2
156	все другие	1	2
157	для них	3	2
158	далеко не	3	2
159	нас к	2	2
160	в своих	2	2
161	одна и	1	2
162	в развитии	1	2
163	такой же	2	2
164	и того	1	2
165	в этих	3	2
166	представление о	3	2
167	не к	1	2
168	одном из	1	2
169	и более	2	2
170	она не	2	2
171	тогда когда	1	2
172	как будто	5	2
173	что на	4	2
174	не могут	1	2
175	могут быть	2	2
176	случаях когда	1	2
177	только одно	1	2
178	имеет место	2	2
179	как не	2	2
180	свою очередь	2	2
181	данном случае	1	2
182	на основе	1	2
183	если бы	1	2
184	русских и	2	2
185	и поэтому	2	2
186	и та	1	2
187	второй половине	1	2
188	и что	4	2
189	и во	1	2
190	к нему	1	2
191	во втором	1	2
192	в его	2	2
193	во всей	1	2
194	также в	3	2
195	мы должны	2	2
196	этот вопрос	2	2
197	в какой	2	2
198	и теперь	1	2
199	есть в	1	2
200	не можем	3	2
201	в большинстве	2	2
202	если в	3	2
203	и других	7	2
204	в одном	3	2
205	заметить что	1	2
206	в других	11	2
207	влияние на	1	2
208	в год	1	2
209	в некоторых	4	2
210	на основании	1	2
211	на этот	3	2
212	а не	2	2
213	не означает	2	2
214	долгое время	1	2
215	с а	1	2
216	что все	1	2
217	начиная с	3	2
218	вместе с	10	2
219	относятся к	2	2
220	или по	1	2
221	не дают	1	2
222	наряду с	1	2
223	европы в	2	2
224	ко всему	1	2
225	может относиться	1	2
226	совершенно очевидно	1	2
227	или в	2	2
228	и все	1	2
229	и наконец	1	2
230	же в	1	2
231	мы видим	2	2
232	а в	9	2
233	между ними	1	2
234	приводит нас	2	2
235	жизни и	1	2
236	как известно	2	1
237	ту же	1	1
238	и т	10	1
239	например в	2	1
240	в русских	1	1
241	место при	1	1
242	мы здесь	1	1
243	в тех	4	1
244	некоторые из	1	1
245	и это	1	1
246	тех же	1	1
247	многих отношениях	1	1
248	но тем	2	1
249	и до	2	1
250	противном случае	1	1
251	на западе	2	1
252	к попытке	1	1
253	с таким	1	1
254	часть его	1	1
255	на тех	2	1
256	из всего	1	1
257	или наоборот	1	1
258	что между	1	1
259	чтобы не	1	1
260	на руси	3	1
261	говорить о	1	1
262	в каждой	1	1
263	революции в	1	1
264	между народами	1	1
265	истории в	1	1
266	с его	1	1
267	обстояло дело	2	1
268	значение и	2	1
269	в китае	1	1
270	по отношению	1	1
271	с совершенно	1	1
272	находящихся в	1	1
273	тогда как	2	1
274	более как	1	1
275	отличие от	1	1
276	ожидать чтобы	1	1
277	относится к	1	1
278	которые не	3	1
279	с русскими	1	1
280	как по	2	1
281	значение его	1	1
282	все же	5	1
283	однако не	1	1
284	в противном	1	1
285	кроме того	1	1
286	находящиеся в	2	1
287	тех случаях	1	1
288	к тем	3	1
289	что по	4	1
290	его к	2	1
291	увидим что	1	1
292	в этот	10	1
293	и детей	1	1
294	значения как	1	1
295	основных направлений	1	1
296	та же	2	1
297	в нашем	2	1
298	еще далеко	1	1
299	которые в	1	1
300	идут в	1	1
301	значение так	1	1
302	тому же	1	1
303	и те	3	1
304	к выводу	2	1
305	при этом	6	1
306	наибольшее значение	1	1
307	и лучше	2	1
308	т д	9	1
309	не значит	2	1
310	другой в	1	1
311	состоит в	8	1
312	не как	1	1
313	ли не	1	1
314	на этом	3	1
315	и наоборот	1	1
316	но все	3	1
317	сделать из	2	1
318	как они	2	1
319	а затем	1	1
320	в нем	2	1
321	они должны	1	1
322	в совершенно	1	1
323	значение в	1	1
324	поэзии и	1	1
325	не случайны	1	1
326	но хотя	1	1
327	входит в	4	1
328	весь мир	1	1
329	в жизни	2	1
330	который по	1	1
331	о характере	1	1
332	у народа	1	1
333	наука в	1	1
334	и было	1	1
335	значение как	1	1
336	их на	4	1
337	и всей	2	1
338	есть некоторая	1	1
339	в западной	2	1
340	год а	1	1
341	в изучении	2	1
342	сам и	1	1
343	установить что	1	1
344	дальнейшее развитие	1	1
345	в отличие	1	1
346	далее в	2	1
347	такое толкование	2	1
348	в другие	8	1
349	при рассмотрении	1	1
350	образом из	1	1
351	с такими	1	1
352	том же	2	1
353	для этого	2	1
354	тому что	4	1
355	других народов	2	1
356	все эти	2	1
357	не менее	3	1
358	вплоть до	4	1
359	но они	3	1
360	для каждого	1	1
361	считает что	1	1
362	одна из	4	1
363	здесь на	1	1
364	не связана	1	1
365	можно судить	1	1
366	из их	1	1
367	рассматривать как	1	1
368	в разных	3	1
369	именно с	2	1
370	христова и	1	1
371	в русском	4	1
372	и его	1	1
373	связи с	4	1
374	можно рассматривать	1	1
375	так называемый	2	1
376	доказать что	1	1
377	в основе	1	1
378	у нас	8	1
379	такие же	1	1
380	перед ними	1	1
381	других случаях	3	1
382	будто нет	1	1
383	и обычаи	2	1
384	должны быть	1	1
385	для такого	1	1
386	что некоторые	1	1
387	например по	1	1
388	для себя	1	1
389	приходит к	1	1
390	и о	1	1
391	и сами	1	1
392	это имело	1	1
393	ней областей	1	1
394	течение года	2	1
395	то время	1	1
396	на свой	1	1
397	и сам	1	1
398	с собой	4	1
399	те же	1	1
400	германии в	1	1
401	и другими	2	1
402	каждого из	1	1
403	об этом	9	1
404	еще в	4	1
405	имеется в	1	1
406	другие же	1	1
407	быть может	1	1
408	и вообще	1	1
409	к другу	2	1
410	с ним	2	1
411	означает что	2	1
412	вероятно что	1	1
413	при такой	1	1
414	внимание на	1	1
415	или на	3	1
416	его труд	3	1
417	нас в	1	1
418	связь между	2	1
419	которая должна	1	1
420	того в	1	1
421	всего этого	1	1
422	и следовательно	1	1
423	друг к	2	1
424	на будущее	1	1
425	значит что	2	1
426	развития но	1	1
427	быть и	2	1
428	один из	8	1
429	же все	1	1
430	iv в	1	1
431	в двух	1	1
432	тот же	1	1
433	с ними	5	1
434	всех этих	2	1
435	мы увидим	8	1
436	который в	1	1
437	и ее	1	1
438	случаи когда	1	1
439	по этому	3	1
440	с которыми	1	1
441	можно еще	1	1
442	уже не	6	1
443	уже в	1	1
444	на такой	1	1
445	то и	1	1
446	борьбы с	2	1
447	только тогда	1	1
448	в начале	1	1
449	что не	1	1
450	это значение	1	1
451	также от	1	1
452	которых наиболее	1	1
453	но совершенно	1	1
454	с живыми	1	1
455	одно из	5	1
456	не будут	1	1
457	и их	4	1
458	представить себе	1	1
459	как продолжение	1	1
460	и должна	1	1
461	у других	1	1
462	не о	1	1
463	составных частей	1	1
464	от того	1	1
465	потребности в	1	1
466	в более	2	1
467	г д	1	1
468	несколько например	1	1
469	которые как	1	1
470	своем значении	1	1
471	значение имеет	1	1
472	также на	3	1
473	которые можно	2	1
474	к которому	1	1
475	с той	1	1
476	имело место	2	1
477	что для	1	1
478	обратиться к	1	1
479	те кто	1	1
480	не было	2	1
481	света и	1	1
482	в любой	1	1
483	которых мы	1	1
484	на которых	1	1
485	так обстояло	2	1
486	с которым	1	1
487	так называемой	3	1
488	вопрос можно	1	1
489	которые по	1	1
490	из составных	1	1
491	что мы	1	1
492	становится ясным	1	1
493	мы знаем	1	1
494	если не	1	1
495	в связи	4	1
496	е до	1	1
497	так называемых	1	1
498	и теми	1	1
499	видели в	1	1
500	в старом	1	1
501	что во	1	1
502	ближайшем будущем	1	1
503	многих случаях	2	1
504	их к	2	1
505	этих случаях	1	1
506	к жизни	3	1
507	христова в	1	1
508	в среде	1	1
509	и впредь	1	1
510	некоторое время	1	1
511	п с	4	1
512	этого слова	3	1
513	ближе к	1	1
514	одного и	1	1
515	при таком	1	1
516	о котором	1	1
517	а к	1	1
518	в отдельных	1	1
519	в ближайшем	1	1
520	в третьем	1	1
521	но это	4	1
522	на берегу	1	1
523	и другие	13	1
524	цель и	1	1
525	с ней	2	1
526	этого времени	2	1
527	оно не	1	1
528	к числу	1	1
529	только одна	1	1
530	он на	1	1
531	с г	2	1
532	можно назвать	1	1
533	все что	1	1
