N	2gram	Propp_Isto_6	RusskieA
167	на западе	2	2
168	но она	1	2
169	что иное	2	2
170	их к	1	2
171	они были	1	2
172	верят что	1	2
173	состоят из	1	2
174	в ней	5	2
175	лучше понять	1	2
176	он был	2	2
177	иное как	1	2
178	природы и	1	2
179	но не	2	2
180	тогда как	2	2
181	не просто	1	2
182	как по	1	2
183	независимо от	3	2
184	что именно	1	2
185	с этим	2	2
186	мы можем	7	2
187	хотя и	1	2
188	и как	2	2
189	его к	1	2
190	в фольклоре	2	2
191	но в	7	2
192	так на	2	2
193	та же	3	2
194	в целом	1	2
195	все эти	8	2
196	и до	2	2
197	выводу что	1	2
198	как он	6	2
199	после чего	6	2
200	к выводу	1	2
201	что она	3	2
202	в нем	8	2
203	не значит	1	2
204	в силу	1	2
205	же не	2	2
206	главным образом	3	2
207	и с	6	2
208	на этой	2	2
209	с целью	1	2
210	описывается как	4	2
211	в жизни	1	2
212	чтобы они	2	2
213	такой же	3	2
214	в один	1	2
215	должны были	2	2
216	и более	1	2
217	для этого	1	2
218	в древней	2	2
219	нас к	5	2
220	других народов	1	2
221	красно солнышко	1	2
222	она не	3	2
223	у него	7	2
224	представления и	2	2
225	встречаются в	1	2
226	но даже	1	2
227	и здесь	1	2
228	могут быть	3	2
229	в сибири	1	2
230	как они	1	2
231	в золотой	3	2
232	эти представления	5	2
233	в более	6	2
234	мы наблюдаем	1	2
235	что у	2	2
236	в образе	10	2
237	что от	1	2
238	с ним	8	2
239	означает что	1	2
240	находится в	1	2
241	на все	1	2
242	и поэтому	1	2
243	говорилось о	1	2
244	после того	2	2
245	должно было	1	2
246	в его	5	2
247	них в	1	2
248	в свете	1	2
249	к ней	1	2
250	значит что	2	2
251	не случайно	1	2
252	только у	1	2
253	на другие	1	2
254	этот вопрос	1	2
255	показывают что	5	2
256	их не	1	2
257	приводит нас	2	2
258	так что	3	2
259	очень ясно	2	2
260	борьбы с	3	2
261	на урожай	1	2
262	полагали что	2	2
263	его и	1	2
264	не означает	2	2
265	но что	1	2
266	тут же	1	2
267	чтобы лучше	1	2
268	он так	1	2
269	не было	3	2
270	в особенности	1	2
271	чем в	1	2
272	такое же	1	2
273	но есть	3	2
274	и пр	1	2
275	а не	2	2
276	его как	1	2
277	воздействовать на	1	2
278	в частности	3	2
279	относятся к	1	2
280	предположить что	3	2
281	в земле	1	2
282	на колени	1	2
283	там где	5	2
284	быть и	1	2
285	между прочим	1	2
286	мы видим	5	2
287	и для	1	2
288	не объясняет	1	2
289	или в	3	2
290	когда он	3	2
291	мы должны	2	2
292	в народной	1	2
293	не что	1	2
294	в отдельности	1	2
295	в своих	3	2
296	они их	1	2
297	через каждые	2	2
298	сидит он	1	1
299	ту же	2	1
300	также и	1	1
301	же как	3	1
302	таком случае	1	1
303	переходит к	1	1
304	эти случаи	2	1
305	только потому	1	1
306	тех же	1	1
307	мы начнем	1	1
308	зависимости от	2	1
309	могли иметь	1	1
310	за днем	1	1
311	что эти	2	1
312	и ее	3	1
313	оно было	1	1
314	должна быть	3	1
315	приходит к	3	1
316	несколько иной	1	1
317	мы уже	6	1
318	что изучение	1	1
319	или наоборот	1	1
320	в русских	1	1
321	что если	1	1
322	которую мы	1	1
323	вопрос о	3	1
324	на место	3	1
325	они приносят	1	1
326	имеет свою	1	1
327	меньшей мере	1	1
328	этом не	1	1
329	приводят к	3	1
330	не вполне	2	1
331	фигурируют в	1	1
332	похожи на	1	1
333	не знают	1	1
334	же что	1	1
335	власть над	7	1
336	кто же	1	1
337	того же	2	1
338	и он	4	1
339	есть вместе	1	1
340	что умершие	1	1
341	ему с	1	1
342	на них	1	1
343	с его	4	1
344	этих случаях	1	1
345	сообщают что	1	1
346	урожай или	1	1
347	наблюдаем что	1	1
348	это видно	1	1
349	оно в	1	1
350	же она	1	1
351	после смерти	2	1
352	земле но	1	1
353	не все	1	1
354	в китае	4	1
355	в сказке	23	1
356	по отношению	2	1
357	отличие от	1	1
358	мы сейчас	1	1
359	на плодородие	1	1
360	разница в	1	1
361	и свои	2	1
362	и плодородия	1	1
363	относится к	2	1
364	в истории	1	1
365	и оставляли	1	1
366	эта связь	6	1
367	же с	1	1
368	так называемая	1	1
369	что некогда	1	1
370	оторванное от	1	1
371	некоторое время	1	1
372	народа в	1	1
373	в обрядах	1	1
374	что касается	2	1
375	однако не	1	1
376	перед нами	2	1
377	целый ряд	2	1
378	и наконец	3	1
379	уже нельзя	1	1
380	увидим что	2	1
381	он на	1	1
382	от этого	3	1
383	поэтому и	1	1
384	широко распространен	1	1
385	можно установить	1	1
386	этот случай	6	1
387	с бубнами	1	1
388	за это	1	1
389	еще далеко	1	1
390	китае и	1	1
391	то и	2	1
392	по форме	1	1
393	в себе	3	1
394	на то	2	1
395	в случае	1	1
396	не имеют	1	1
397	земли на	1	1
398	было способствовать	1	1
399	все другие	1	1
400	он не	2	1
401	не как	1	1
402	здесь говорится	1	1
403	что одно	1	1
404	подобно тому	1	1
405	в народе	2	1
406	русском языке	1	1
407	встречаются и	1	1
408	а затем	1	1
409	здесь мы	4	1
410	по-видимому не	1	1
411	интересами и	2	1
412	что все	1	1
413	чем объяснить	1	1
414	о котором	2	1
415	те же	1	1
416	иногда как	1	1
417	к заключению	3	1
418	свадьбу с	1	1
419	его в	5	1
420	уже знаем	2	1
421	известно что	2	1
422	земледелия и	1	1
423	и тем	4	1
424	своих целях	2	1
425	по всему	2	1
426	с водой	2	1
427	ни в	2	1
428	нет в	3	1
429	в этой	2	1
430	не всегда	4	1
431	он и	2	1
432	мы видели	11	1
433	вверх и	1	1
434	получить хороший	1	1
435	оно имеет	1	1
436	не будут	2	1
437	и плодородием	1	1
438	что между	4	1
439	но если	1	1
440	и при	1	1
441	никак не	1	1
442	не здесь	1	1
443	напоминают нам	1	1
444	надо умилостивить	1	1
445	установить что	2	1
446	не столько	1	1
447	этого вопроса	1	1
448	дальнейшее развитие	1	1
449	они уже	1	1
450	что я	1	1
451	верили в	1	1
452	солнце на	1	1
453	ее на	2	1
454	интересно не	1	1
455	которые в	2	1
456	и эти	5	1
457	что сам	1	1
458	и наоборот	1	1
459	более древних	1	1
460	и под	3	1
461	превратилось в	2	1
462	связь этого	1	1
463	сам он	1	1
464	полагают что	1	1
465	что есть	1	1
466	при всех	1	1
467	в то	5	1
468	это означает	2	1
469	ее с	1	1
470	особой разницы	1	1
471	в основе	1	1
472	к изучению	1	1
473	но вместе	1	1
474	когда они	1	1
475	день на	1	1
476	считает что	1	1
477	i ii	1	1
478	можем предположить	1	1
479	подошел к	1	1
480	следовательно и	1	1
481	ранним утром	1	1
482	с земли	1	1
483	на землю	4	1
484	или как	2	1
485	подробное описание	1	1
486	и его	7	1
487	к этим	1	1
488	материалы по	1	1
489	они на	1	1
490	этот не	1	1
491	при обряде	2	1
492	не потому	3	1
493	с другом	1	1
494	от другого	1	1
495	сказках герой	1	1
496	в городе	2	1
497	народные представления	1	1
498	те кто	2	1
499	в сказках	3	1
500	хороший урожай	1	1
501	должны быть	2	1
502	связь не	1	1
503	обращение к	1	1
504	обряд и	1	1
505	не единственный	1	1
506	обычно в	1	1
507	и это	8	1
508	из их	1	1
509	так называемым	1	1
510	и о	1	1
511	и сами	1	1
512	данном случае	3	1
513	только при	1	1
514	большей частью	2	1
515	нами выше	1	1
516	почему и	1	1
517	тех случаях	3	1
518	идет не	1	1
519	то время	3	1
520	случайно что	2	1
521	что души	1	1
522	собственно не	1	1
523	на том	8	1
524	если они	3	1
525	и сам	2	1
526	можно было	2	1
527	здесь он	1	1
528	что говорилось	1	1
529	и каждый	1	1
530	сообщает следующее	1	1
531	вопрос этот	2	1
532	этим в	2	1
533	связанных с	1	1
534	не имели	4	1
535	часто в	1	1
536	имеется в	3	1
537	жизнь и	1	1
538	когда солнце	1	1
539	если бы	3	1
540	по мере	1	1
541	стремление к	1	1
542	имеет много	1	1
543	мы рассмотрим	3	1
544	но здесь	4	1
545	с перенесением	1	1
546	сказывается и	1	1
547	вот почему	3	1
548	других что	1	1
549	но мы	2	1
550	можно сказать	2	1
551	можно встретить	1	1
552	к нему	1	1
553	не могло	2	1
554	чтобы получить	2	1
555	не отличаются	1	1
556	стоит и	1	1
557	борьбе с	2	1
558	случай который	1	1
559	в форме	2	1
560	наконец в	1	1
561	кто в	1	1
562	за воротами	1	1
563	было бы	2	1
564	приведенных материалов	1	1
565	это приводит	1	1
566	не так	2	1
567	что здесь	3	1
568	на которой	1	1
569	же все	1	1
570	землю и	1	1
571	день они	1	1
572	что он	9	1
573	только сам	1	1
574	в жертву	5	1
575	и действительно	3	1
576	например на	2	1
577	из значений	1	1
578	представления в	2	1
579	очень много	1	1
580	речь будет	2	1
581	солнечное сияние	1	1
582	бы ни	1	1
583	случаи когда	2	1
584	с которыми	1	1
585	по другим	1	1
586	античности и	1	1
587	есть в	1	1
588	уже в	1	1
589	развития этого	1	1
590	же от	1	1
591	же в	1	1
592	только тогда	1	1
593	но совершенно	1	1
594	у народа	2	1
595	не составляет	1	1
596	совсем другое	2	1
597	земли и	2	1
598	заключить что	1	1
599	всяком случае	2	1
600	и просят	1	1
601	и один	1	1
602	и должна	1	1
603	солнце и	2	1
604	день за	1	1
605	может служить	1	1
606	случае не	1	1
607	разницей что	1	1
608	заметить что	1	1
609	не могут	1	1
610	люди не	1	1
611	с обрядом	1	1
612	от того	3	1
613	что имелось	1	1
614	смерти и	2	1
615	в очень	4	1
616	к самым	1	1
617	не единственное	1	1
618	как у	2	1
619	главное и	1	1
620	с той	1	1
621	еще и	1	1
622	тому как	1	1
623	ясно в	1	1
624	по всей	1	1
625	что не	2	1
626	иногда это	4	1
627	связано с	4	1
628	бывает и	1	1
629	такого мнения	1	1
630	на которых	1	1
631	однако и	1	1
632	на смерть	1	1
633	подобного рода	1	1
634	долгое время	1	1
635	которые по	1	1
636	или с	1	1
637	обряды связаны	1	1
638	одна и	1	1
639	под влиянием	1	1
640	становится ясным	1	1
641	в одно	2	1
642	мы знаем	2	1
643	так называемых	1	1
644	уже давно	2	1
645	и пришли	1	1
646	этой же	1	1
647	представления о	10	1
648	нами как	2	1
649	в иной	1	1
650	с рождением	2	1
651	подтверждается материалами	1	1
652	солнца с	1	1
653	призывает к	1	1
654	ii этот	1	1
655	из которых	3	1
656	в данном	3	1
657	наряду с	3	1
658	интересны они	1	1
659	же можно	3	1
660	где это	1	1
661	друг с	1	1
662	может считаться	1	1
663	этих животных	1	1
664	есть и	4	1
665	и лошадей	1	1
666	как только	3	1
667	своего апогея	1	1
668	что мы	2	1
669	в так	1	1
670	но для	2	1
671	кроме того	3	1
672	под названием	2	1
673	не является	1	1
674	очень интересный	2	1
675	только одна	3	1
676	случаях когда	3	1
677	для такого	1	1
678	целью воздействовать	1	1
679	селения и	1	1
680	к пониманию	1	1
681	почему именно	1	1
682	они ходят	1	1
683	думает что	1	1
684	имели целью	1	1
685	совершенно ясна	3	1
686	от него	3	1
687	на одной	1	1
688	только с	1	1
689	в сказку	1	1
690	или вообще	2	1
691	отсюда же	2	1
692	тем одно	1	1
693	на берегу	3	1
694	на более	3	1
695	будет ниже	2	1
696	для людей	1	1
697	его значение	1	1
698	ты не	1	1
699	более поздний	1	1
700	между ними	1	1
701	не знает	1	1
702	сказать что	3	1
703	это на	1	1
704	является и	3	1
705	отношению к	2	1
706	оно не	1	1
707	двора и	1	1
708	видели в	2	1
709	для которой	1	1
710	этим объясняется	3	1
711	в верхнее	1	1
712	жизни и	2	1
713	в таком	1	1
714	также не	2	1
715	именно здесь	1	1
716	и вновь	1	1
717	покажет нам	1	1
718	они не	3	1
719	таких представлений	2	1
720	как на	3	1
721	точно так	2	1
722	во всяком	2	1
723	все что	4	1
724	соответствует русским	1	1
