N	2gram	Tiupa_Lite_2	Mirosoze
132	нет у	1	3
133	в том	10	3
134	есть в	1	3
135	не так	2	3
136	тем что	4	3
137	с другим	2	3
138	к которому	1	3
139	человек в	1	3
140	нет ничего	1	3
141	в творчестве	1	3
142	бунт против	1	3
143	жизни в	4	3
144	и нет	2	3
145	и от	1	3
146	отношении к	1	3
147	отрекается от	1	3
148	социализма и	1	3
149	есть и	1	3
150	в своих	2	3
151	я и	4	2
152	отношения к	1	2
153	поэтому он	1	2
154	и за	2	2
155	его не	1	2
156	в сфере	4	2
157	ему принадлежат	1	2
158	а для	1	2
159	не от	1	2
160	в дневнике	1	2
161	во всех	3	2
162	он легко	1	2
163	землю и	1	2
164	то он	1	2
165	по отношению	4	2
166	есть по	2	2
167	бессмертие и	1	2
168	себе и	3	2
169	более чем	1	2
170	как к	3	2
171	в действительности	1	2
172	от этого	1	2
173	от своей	1	2
174	то в	2	2
175	и те	1	2
176	не к	2	2
177	на этом	2	2
178	образа и	1	2
179	еще более	1	2
180	мире как	1	2
181	а за	2	2
182	не всегда	1	2
183	в этих	1	2
184	точки зрения	4	2
185	ее в	1	2
186	место в	1	2
187	от его	1	2
188	но эта	1	2
189	ему как	1	2
190	что есть	1	2
191	есть путь	1	2
192	ничего не	3	2
193	связи с	1	2
194	в основе	2	2
195	революции в	1	2
196	приходит к	1	2
197	самим собою	1	2
198	мысль о	1	2
199	можно было	1	2
200	еще в	4	2
201	быть может	3	2
202	своего образа	1	2
203	после того	1	2
204	вот почему	1	2
205	и что	2	2
206	в сущности	3	2
207	свобода и	1	2
208	другого в	3	2
209	не надо	2	2
210	все время	1	2
211	подобно тому	2	2
212	своих и	1	2
213	но с	3	2
214	тот же	2	2
215	к свету	2	2
216	так что	4	2
217	со своим	1	2
218	уже в	2	2
219	и других	4	2
220	себе в	1	2
221	не случайно	4	2
222	или иной	1	2
223	как у	1	2
224	что человек	1	2
225	души и	1	2
226	что не	2	2
227	и своего	1	2
228	личности в	3	2
229	личности и	1	2
230	вместе с	5	2
231	перейти в	1	2
232	к своему	2	2
233	такого рода	9	2
234	тому как	2	2
235	что же	1	2
236	в собственной	1	2
237	его собственная	1	2
238	в пределе	1	2
239	личного бытия	1	2
240	ее и	1	2
241	бы в	1	2
242	бы за	1	2
243	а в	3	2
244	направленной на	1	2
245	революции это	1	2
246	жизни а	2	2
247	отношению к	3	2
248	и эта	1	2
249	и то	3	1
250	самом деле	1	1
251	силу на	1	1
252	с идеей	2	1
253	перед лицом	1	1
254	тайна в	1	1
255	прошлое и	1	1
256	должна быть	1	1
257	со своей	2	1
258	всего лишь	3	1
259	он знает	1	1
260	это совершенно	1	1
261	мы не	4	1
262	но по	1	1
263	в царство	1	1
264	х годов	3	1
265	в будущем	1	1
266	личности с	1	1
267	меня самого	1	1
268	уж если	1	1
269	и этого	1	1
270	своеволия с	1	1
271	можно и	1	1
272	не оставляет	1	1
273	на определенный	1	1
274	сознания не	1	1
275	не все	1	1
276	если в	2	1
277	в новом	1	1
278	органической связи	1	1
279	нет и	1	1
280	за пределы	1	1
281	которые не	1	1
282	к осуществлению	1	1
283	кому бы	1	1
284	мира в	2	1
285	жалость к	1	1
286	путь в	1	1
287	кто не	1	1
288	сознания в	3	1
289	и как	3	1
290	я должен	1	1
291	личности а	1	1
292	для которого	1	1
293	лежит на	1	1
294	строй жизни	1	1
295	ни один	1	1
296	в целом	2	1
297	все эти	1	1
298	во многих	1	1
299	личности по	1	1
300	поскольку в	3	1
301	право на	3	1
302	в плену	1	1
303	на то	1	1
304	вот уже	1	1
305	же от	1	1
306	и другим	1	1
307	потребности в	1	1
308	перестает быть	3	1
309	ума но	1	1
310	он должен	1	1
311	над которым	1	1
312	к собственной	2	1
313	лишив его	1	1
314	свобода есть	1	1
315	что ни	1	1
316	всех своих	3	1
317	в вечности	1	1
318	в другом	3	1
319	и менее	1	1
320	на протяжении	1	1
321	его личности	1	1
322	люди не	1	1
323	было бы	2	1
324	он есть	1	1
325	я все	3	1
326	всю свою	1	1
327	за ней	1	1
328	культурных традиций	1	1
329	она и	1	1
330	с тем	2	1
331	первые два	1	1
332	которой он	1	1
333	скажи мне	2	1
334	в развитии	1	1
335	на себя	2	1
336	которую он	1	1
337	у тютчева	1	1
338	от своего	1	1
339	как сама	1	1
340	есть свобода	1	1
341	и без	2	1
342	с точки	3	1
343	себе а	1	1
344	нашей родины	1	1
345	своего рода	13	1
346	и подобия	1	1
347	одном из	2	1
348	обнаруживается в	1	1
349	него не	2	1
350	имя человека	1	1
351	своего другого	3	1
352	их в	1	1
353	но они	1	1
354	из нас	2	1
355	все мы	1	1
356	у кого	1	1
357	не по	2	1
358	он готов	2	1
359	земли в	1	1
360	человечества как	1	1
361	всякой иной	1	1
362	на два	2	1
363	эта аналогия	1	1
364	с этих	1	1
365	одного духа	1	1
366	она исповедует	1	1
367	и теперь	1	1
368	в сознании	1	1
369	того же	4	1
370	что на	1	1
371	а мы	1	1
372	без остатка	3	1
373	не знали	3	1
374	бытия не	2	1
375	есть у	1	1
376	своего я	1	1
377	не могут	1	1
378	искусства от	1	1
379	ее на	1	1
380	за его	1	1
381	от своеволия	1	1
382	все еще	2	1
383	для себя	2	1
384	скажет я	1	1
385	в ее	2	1
386	над людьми	1	1
387	в пределах	1	1
388	приводит к	1	1
389	в финале	1	1
390	им как	1	1
391	например о	1	1
392	и сам	2	1
393	на нее	1	1
394	не с	3	1
395	мог бы	1	1
396	и каждый	2	1
397	он чувствовал	1	1
398	мира и	1	1
399	на что	1	1
400	в словах	1	1
401	находится в	1	1
402	а также	2	1
403	что такой	1	1
404	точно в	1	1
405	путь к	2	1
406	во втором	1	1
407	и только	2	1
408	наконец в	2	1
409	борьбы за	1	1
410	убежден что	1	1
411	характерный для	2	1
412	сама природа	1	1
413	в пути	3	1
414	в какой	2	1
415	а после	1	1
416	со всеми	1	1
417	пути но	1	1
418	а напротив	1	1
419	земли а	1	1
420	мир в	1	1
421	был бы	2	1
422	а потому	2	1
423	постановка проблемы	1	1
424	эту силу	1	1
425	в пространстве	1	1
426	в землю	1	1
427	какого он	1	1
428	и продолжает	1	1
429	дело и	1	1
430	бытия и	1	1
431	теснее и	1	1
432	этом отношении	3	1
433	он один	1	1
434	лишь для	1	1
435	этого пути	1	1
436	жизнь как	2	1
437	с другой	8	1
438	и прежде	1	1
439	свою духовную	1	1
440	во второй	1	1
441	а с	1	1
442	к более	1	1
443	чувствовал что	1	1
444	принадлежит не	1	1
445	отрывается от	1	1
446	других произведениях	1	1
447	от всех	1	1
448	человеческого но	1	1
449	весть о	1	1
450	исходит от	1	1
451	на самом	1	1
452	жизнь есть	2	1
453	личной ответственности	2	1
454	требует от	1	1
455	в разговоре	3	1
456	решение вопроса	1	1
457	в жизнь	1	1
458	своей души	1	1
459	он становится	1	1
460	русского народа	1	1
461	в тот	1	1
462	мыслится как	3	1
463	оказался не	1	1
464	с этой	2	1
465	в культуре	3	1
466	в пространство	1	1
467	что выше	1	1
468	поэтому у	1	1
469	лишь его	2	1
470	которых он	1	1
471	культуры и	1	1
472	человек сам	1	1
473	в христианстве	1	1
474	он по	1	1
475	а к	2	1
476	когда он	1	1
477	как теперь	1	1
478	той или	1	1
479	конце концов	1	1
480	ни к	1	1
481	чувствовал себя	1	1
482	себя он	1	1
483	ты не	1	1
484	свою судьбу	1	1
485	устремлена к	1	1
486	свободы от	1	1
487	к женщине	1	1
488	и судьба	2	1
489	по которой	1	1
490	ко всему	2	1
491	культуры в	1	1
492	из этого	1	1
493	сам в	1	1
494	в свое	2	1
495	друга а	1	1
496	сила и	2	1
497	которого нет	1	1
498	к этой	2	1
499	к этому	1	1
500	как на	3	1
