N	2gram	Losev_Dial_4	Stilisti
640	где бы	2	1
641	их как	1	1
642	что всякие	1	1
643	был бы	2	1
644	совсем другое	1	1
645	цели и	1	1
646	ни в	8	1
647	события которое	1	1
648	вовсе не	6	1
649	от тех	1	1
650	ее не	1	1
651	и оказывается	2	1
652	не о	4	1
653	никакого отношения	2	1
654	показали что	1	1
655	превращается в	1	1
656	необходимо заметить	1	1
657	вне ее	1	1
658	это будет	3	1
659	в особенности	4	1
660	в другой	1	1
661	со стороны	3	1
662	слово которое	2	1
663	мы это	1	1
664	с другой	1	1
665	за пределы	3	1
666	мы чрезвычайно	1	1
667	что человек	2	1
668	и нельзя	2	1
669	эти две	3	1
670	все равно	2	1
671	как же	5	1
672	такое же	1	1
673	души и	1	1
674	по всей	1	1
675	себя хотя	1	1
676	к личности	1	1
677	на этот	1	1
678	она является	2	1
679	именно так	2	1
680	его как	2	1
681	же точно	1	1
682	случайным и	1	1
683	ближе к	1	1
684	есть явление	1	1
685	и отношение	4	1
686	лица и	1	1
687	но оно	1	1
688	историю и	1	1
689	что личность	2	1
690	отражается и	2	1
691	только его	2	1
692	в меру	5	1
693	поэтому если	1	1
694	на каком-нибудь	1	1
695	ни от	2	1
696	как вещь	2	1
697	сравнению с	2	1
698	он будет	1	1
699	ею и	1	1
700	в течение	4	1
701	сама история	1	1
702	тому как	4	1
703	раз что	1	1
704	возможность и	1	1
705	как к	1	1
706	дерево и	1	1
707	только то	1	1
708	именно в	5	1
709	как раз	4	1
710	виду что	1	1
711	и выражение	1	1
712	она должна	2	1
713	является ли	1	1
714	это уже	1	1
715	только мы	2	1
716	и часто	2	1
717	указать на	1	1
718	всего с	1	1
719	не имея	1	1
720	всегда будет	1	1
721	что я	5	1
722	сознания и	3	1
723	само по	4	1
724	в результате	6	1
725	мира и	1	1
726	о котором	1	1
727	это как	2	1
728	что в	7	1
729	говоря о	1	1
730	это так	1	1
731	собственно говоря	2	1
732	тем более	6	1
733	от всего	3	1
734	социальное и	1	1
735	будто бы	1	1
736	чтобы эти	1	1
737	вполне достаточно	1	1
738	с другими	1	1
739	ее в	2	1
740	или не	4	1
741	от всякого	1	1
742	нами не	1	1
743	может и	2	1
744	но если	5	1
745	в романе	1	1
746	или других	3	1
747	из тех	1	1
748	природы не	2	1
749	возможно лишь	2	1
750	другой стороны	2	1
751	но чем	1	1
752	можем считать	1	1
753	совершенно не	3	1
754	в глаза	1	1
755	является и	1	1
756	это и	9	1
757	только о	3	1
758	бытие и	1	1
759	наряду с	1	1
760	человека к	1	1
761	вполне понятно	1	1
762	на ту	1	1
763	как результат	1	1
764	все что	2	1
765	иную степень	1	1
