N	2gram	Vinokur_Vv_1	Freidism
167	одна из	2	3
168	методы изучения	1	3
169	не могут	5	3
170	свою очередь	1	3
171	и этим	1	3
172	только то	1	3
173	что может	3	3
174	если бы	2	3
175	и что	4	3
176	бы то	1	3
177	в конечном	1	3
178	во втором	2	3
179	человека к	1	3
180	себя в	2	3
181	у него	1	3
182	в них	4	3
183	со стороны	12	3
184	и т.п	1	3
185	на этот	4	3
186	вместе с	6	3
187	по своему	5	3
188	слова и	1	3
189	и от	1	3
190	но это	1	3
191	это как	1	3
192	жизни и	2	3
193	ее в	1	3
194	по поводу	1	3
195	отношения к	1	2
196	чтобы не	1	2
197	в такой	1	2
198	не остается	1	2
199	и то	5	2
200	тех же	1	2
201	это и	1	2
202	в первом	5	2
203	и до	2	2
204	объясняется и	1	2
205	что между	1	2
206	нам в	1	2
207	в составе	1	2
208	как не	1	2
209	того же	3	2
210	между собой	1	2
211	в ее	11	2
212	но как	2	2
213	с которыми	1	2
214	ответ на	3	2
215	себе и	2	2
216	отличие от	3	2
217	или иное	1	2
218	из важнейших	1	2
219	всю эту	1	2
220	чем же	3	2
221	дает нам	1	2
222	в своем	3	2
223	от этого	5	2
224	в этот	2	2
225	что это	3	2
226	выражение в	1	2
227	что она	3	2
228	есть та	1	2
229	но все	3	2
230	же касается	2	2
231	в глубине	1	2
232	них не	1	2
233	на этой	3	2
234	при помощи	2	2
235	это было	1	2
236	это не	8	2
237	на почве	5	2
238	чаще всего	1	2
239	отсюда и	2	2
240	только о	2	2
241	этого не	2	2
242	и уже	3	2
243	на две	1	2
244	и становится	1	2
245	том что	26	2
246	в эту	1	2
247	но если	3	2
248	во второй	3	2
249	и при	2	2
250	в их	11	2
251	в отличие	3	2
252	его отношение	1	2
253	сих пор	5	2
254	но во	1	2
255	на другую	1	2
256	возможно только	1	2
257	как это	5	2
258	в отношении	2	2
259	в таких	1	2
260	что с	3	2
261	но для	1	2
262	дело не	3	2
263	правда в	1	2
264	к этим	1	2
265	тому кто	1	2
266	в самых	1	2
267	не лучше	1	2
268	тем не	8	2
269	из того	2	2
270	только с	3	2
271	этом отношении	3	2
272	в области	4	2
273	в момент	1	2
274	если его	1	2
275	все то	1	2
276	когда мы	2	2
277	отличается от	1	2
278	должны быть	1	2
279	что оно	2	2
280	оно не	1	2
281	для себя	1	2
282	то или	1	2
283	из всего	1	2
284	в виду	4	2
285	вещи и	1	2
286	не исчерпывается	2	2
287	и вообще	3	2
288	выводу что	5	2
289	в другом	3	2
290	до сих	5	2
291	этих двух	1	2
292	нуждается в	2	2
293	что и	3	2
294	во всей	1	2
295	которые он	1	2
296	также в	1	2
297	и об	1	2
298	своему содержанию	1	2
299	как ее	1	2
300	быть и	2	2
301	на которой	1	2
302	мы видим	1	2
303	в какой	4	2
304	может оказаться	3	2
305	очень много	1	2
306	для нее	1	2
307	с одной	4	2
308	на всем	1	2
309	и у	1	2
310	уже в	5	2
311	только на	3	2
312	ни было	1	2
313	из них	3	2
314	его и	1	2
315	мы вкладываем	1	2
316	человека на	1	2
317	а потому	3	2
318	в прошлом	2	2
319	в конце	3	2
320	содержание и	1	2
321	свое выражение	3	2
322	заметить что	1	2
323	связи в	1	2
324	рядом с	2	2
325	и даже	5	2
326	с другой	8	2
327	и тех	1	2
328	здесь в	1	2
329	до конца	3	2
330	связано с	1	2
331	них и	2	2
332	что таким	1	2
333	одной стороны	4	2
334	которых мы	1	2
335	более того	1	2
336	зависит от	3	2
337	а не	3	2
338	что мы	2	2
339	так же	3	2
340	действительно ли	1	2
341	развития человеческой	1	2
342	же самое	2	2
343	это уже	1	2
344	и часто	1	2
345	не существует	2	2
346	конце концов	2	2
347	да и	4	2
348	есть и	4	2
349	и другие	1	2
350	в своих	2	2
351	к этому	3	2
352	как на	11	2
353	они не	1	2
354	можно говорить	1	1
355	и т	43	1
356	одним из	5	1
357	же как	3	1
358	вкладываем в	1	1
359	выражения в	1	1
360	науки о	9	1
361	права и	1	1
362	сюда входит	1	1
363	ведь и	1	1
364	оно было	1	1
365	а как	3	1
366	всего того	2	1
367	даже того	1	1
368	нуждаются в	1	1
369	вопрос о	8	1
370	ответить на	1	1
371	формальную и	1	1
372	о возможности	1	1
373	жизни как	2	1
374	то это	3	1
375	в целом	5	1
376	и называют	1	1
377	что можно	2	1
378	так а	1	1
379	но от	1	1
380	большей степени	2	1
381	в каждой	2	1
382	было до	1	1
383	собой в	2	1
384	дать ему	1	1
385	науки которые	1	1
386	что по	1	1
387	к целому	1	1
388	время в	2	1
389	законам развития	1	1
390	что его	1	1
391	без всякого	1	1
392	природы и	1	1
393	и всего	1	1
394	из крупнейших	1	1
395	только потому	1	1
396	при исследовании	1	1
397	в качестве	7	1
398	которых при	1	1
399	нет и	1	1
400	и речи	1	1
401	в настоящем	1	1
402	из таких	1	1
403	для объяснения	2	1
404	которые не	1	1
405	в истории	9	1
406	человеческой личности	1	1
407	в центре	4	1
408	независимо от	3	1
409	общего с	1	1
410	от содержания	1	1
411	остановиться на	1	1
412	однако не	4	1
413	как уже	2	1
414	его к	2	1
415	как любовь	3	1
416	психологии и	1	1
417	за собой	3	1
418	еще на	1	1
419	та же	1	1
420	бы и	2	1
421	меньшей мере	2	1
422	культуру как	1	1
423	многое в	1	1
424	то обстоятельство	1	1
425	в интересах	3	1
426	общеизвестно что	1	1
427	только один	1	1
428	говорят о	1	1
429	оттенков и	1	1
430	имеем в	1	1
431	как он	6	1
432	на то	1	1
433	если он	1	1
434	свой материал	1	1
435	вообще не	3	1
436	идей и	1	1
437	от его	1	1
438	всего должен	1	1
439	т д	37	1
440	же это	2	1
441	свои собственные	1	1
442	новое и	1	1
443	но вместо	1	1
444	не теряет	1	1
445	из него	1	1
446	его от	1	1
447	его можно	2	1
448	находит себе	2	1
449	к выводу	6	1
450	его содержании	1	1
451	в основу	2	1
452	такого же	2	1
453	это конечно	1	1
454	всех отношениях	1	1
455	не следует	2	1
456	объект и	1	1
457	как они	1	1
458	а затем	1	1
459	им как	1	1
460	сам об	1	1
461	развития на	1	1
462	входит в	2	1
463	и которые	1	1
464	этом смысле	11	1
465	уже сказано	1	1
466	должен был	4	1
467	и тем	5	1
468	материальной организации	1	1
469	на свои	2	1
470	для них	1	1
471	о которых	2	1
472	о методе	1	1
473	и совершается	1	1
474	были в	1	1
475	он действительно	1	1
476	свои корни	1	1
477	не всегда	1	1
478	во внимание	2	1
479	он и	2	1
480	рода и	1	1
481	чем в	3	1
482	можно считать	1	1
483	не больше	1	1
484	не мог	2	1
485	момента в	2	1
486	они говорят	1	1
487	нужно только	1	1
488	имен и	1	1
489	этом случае	6	1
490	он должен	1	1
491	как наука	2	1
492	наших дней	1	1
493	и без	2	1
494	почти не	1	1
495	что всякий	1	1
496	участие в	1	1
497	мы называем	2	1
498	какие именно	1	1
499	освободить от	1	1
500	как совокупность	2	1
501	не к	2	1
502	понятно что	3	1
503	широком и	1	1
504	в одном	4	1
505	по крайней	4	1
506	так называемое	1	1
507	вещей и	1	1
508	однако в	3	1
509	культурной жизни	2	1
510	любовь к	4	1
511	так называемого	1	1
512	иной раз	2	1
513	и истории	2	1
514	если и	1	1
515	гораздо большей	1	1
516	которые она	1	1
517	и должно	1	1
518	в содержании	1	1
519	это дает	1	1
520	точности и	1	1
521	тогда когда	3	1
522	внешнем материальном	1	1
523	к новым	1	1
524	не по	1	1
525	определенной ступени	1	1
526	без остатка	2	1
527	но вместе	2	1
528	и отдельных	1	1
529	образом в	1	1
530	о них	2	1
531	вытекает из	1	1
532	вопрос который	1	1
533	дело в	3	1
534	обратим внимание	1	1
535	или как	3	1
536	по меньшей	2	1
537	очень сложные	1	1
538	и является	1	1
539	и чувства	1	1
540	что на	1	1
541	которая по	1	1
542	ли это	1	1
543	и со	1	1
544	похожи на	1	1
545	и далее	2	1
546	обстоятельство что	1	1
547	именно оно	2	1
548	истории не	2	1
549	в индивидуальной	1	1
550	похож на	1	1
551	д таким	1	1
552	назвать в	1	1
553	собственных имен	1	1
554	о таких	1	1
555	той или	1	1
556	к овладению	1	1
557	по сравнению	3	1
558	если же	2	1
559	о том	15	1
560	в работе	3	1
561	и это	6	1
562	и изучение	3	1
563	диалектического материализма	1	1
564	и которая	1	1
565	приходит к	1	1
566	то она	1	1
567	меня в	1	1
568	совершенно ясно	1	1
569	на чрезвычайно	1	1
570	в дальнейшем	2	1
571	с самими	1	1
572	котором мы	1	1
573	и сам	2	1
574	котором он	2	1
575	на нее	2	1
576	времени и	4	1
577	не с	2	1
578	ясно что	9	1
579	больше в	1	1
580	мог бы	2	1
581	увидим что	1	1
582	нельзя найти	1	1
583	в результате	3	1
584	можно только	2	1
585	жизнь и	1	1
586	в эпоху	1	1
587	ничего не	2	1
588	которые у	1	1
589	ними и	1	1
590	о ней	1	1
591	из основных	1	1
592	этом опыте	1	1
593	познания и	2	1
594	остается ничего	1	1
595	в задачу	1	1
596	в широком	7	1
597	а также	3	1
598	внимание на	4	1
599	и та	1	1
600	язык и	3	1
601	говорит об	1	1
602	после того	2	1
603	только за	1	1
604	этой почве	2	1
605	с соответствующими	1	1
606	особого рода	4	1
607	по их	2	1
608	с теми	2	1
609	русской литературы	1	1
610	для второго	1	1
611	или иными	1	1
612	но нет	1	1
613	искусства в	1	1
614	ними в	1	1
615	в форме	2	1
616	крайней мере	4	1
617	на те	1	1
618	на данные	1	1
619	все время	1	1
620	содержание но	1	1
621	все зависит	1	1
622	к которому	1	1
623	с неизбежностью	1	1
624	правом можно	1	1
625	оказалось что	2	1
626	внутреннее противоречие	1	1
627	к делу	3	1
628	дело с	6	1
629	во всем	2	1
630	к нашему	1	1
631	и так	1	1
632	всех его	1	1
633	есть в	1	1
634	к какому	2	1
635	цель которых	1	1
636	судить о	1	1
637	и искусно	1	1
638	чтобы он	2	1
639	также и	16	1
640	в виде	4	1
641	носа и	1	1
642	на определенной	1	1
643	а это	1	1
644	остается тот	1	1
645	от других	2	1
646	и других	3	1
647	дает ему	1	1
648	сказано в	1	1
649	одно из	5	1
650	пока не	1	1
651	слова в	1	1
652	содержания и	1	1
653	наука о	3	1
654	может служить	3	1
655	потому его	1	1
656	как будто	3	1
657	тем что	6	1
658	даже и	3	1
659	содержание этого	1	1
660	момент в	1	1
661	без того	1	1
662	представление о	1	1
663	различных проявлениях	1	1
664	или иной	1	1
665	социальным явлением	1	1
666	если признать	1	1
667	этот взгляд	1	1
668	и чем	1	1
669	именно в	8	1
670	в каких	1	1
671	с той	1	1
672	их для	1	1
673	относящихся к	4	1
674	своего собственного	1	1
675	опереться на	1	1
676	к человеку	1	1
677	только по	3	1
678	превращается в	1	1
679	самом же	1	1
680	что находится	1	1
681	однако и	1	1
682	в свете	1	1
683	человек в	1	1
684	так называемой	3	1
685	долгое время	1	1
686	деятельности человека	1	1
687	чем на	1	1
688	об ее	1	1
689	или с	1	1
690	взглядах на	1	1
691	жизнь в	1	1
692	и считается	1	1
693	если это	2	1
694	так называемых	4	1
695	материалом для	1	1
696	разобраться в	1	1
697	имея в	1	1
698	мы говорим	2	1
699	его содержание	1	1
700	или по	1	1
701	в строгом	3	1
702	себе самому	1	1
703	стороны формы	1	1
704	из которых	2	1
705	направление в	2	1
706	именно для	1	1
707	целом ряде	2	1
708	сравнению с	3	1
709	на которое	1	1
710	такого рода	2	1
711	смысле этого	8	1
712	ко всему	1	1
713	в первой	1	1
714	изучение этих	1	1
715	своего содержания	1	1
716	быть не	1	1
717	материал для	3	1
718	этого слова	2	1
719	котором они	1	1
720	в гораздо	1	1
721	это выражение	1	1
722	ближе к	2	1
723	корни в	1	1
724	и собственно	1	1
725	мира в	1	1
726	себя именно	1	1
727	своих основных	1	1
728	этого рода	8	1
729	иное его	1	1
730	на время	1	1
731	об отношении	2	1
732	в область	1	1
733	он по	1	1
734	об искусстве	4	1
735	которая в	1	1
736	чтобы понять	2	1
737	бы ему	1	1
738	у них	1	1
739	находит свое	1	1
740	бы в	1	1
741	возникает вопрос	2	1
742	еще более	1	1
743	тем более	2	1
744	сложились в	1	1
745	можем утверждать	1	1
746	будто бы	2	1
747	существует ли	1	1
748	или не	1	1
749	же в	1	1
750	в различных	2	1
751	в том	31	1
752	отношении к	2	1
753	эти сведения	1	1
754	нам не	1	1
755	может и	1	1
756	не похожи	2	1
757	о своем	1	1
758	или при	1	1
759	сведения о	1	1
760	работы и	1	1
761	жизни а	1	1
762	же мы	1	1
763	чем иным	1	1
764	с научной	2	1
765	которая характеризует	2	1
766	ряде других	1	1
767	стороны содержания	1	1
768	только одна	1	1
769	значение в	2	1
770	можно назвать	1	1
771	гораздо более	3	1
