N	2gram	Medvedev_F_3	VerxiiNi
250	как известно	1	1
251	от этой	1	1
252	можно говорить	4	1
253	языка с	1	1
254	таком случае	1	1
255	чтобы не	2	1
256	и через	1	1
257	становится в	5	1
258	смысле слова	2	1
259	самом деле	16	1
260	он может	2	1
261	это и	2	1
262	мере в	1	1
263	которое мы	1	1
264	тем же	7	1
265	полагают что	1	1
266	в первом	1	1
267	и до	1	1
268	все те	1	1
269	и этот	1	1
270	мы уже	3	1
271	той же	3	1
272	мы не	4	1
273	мир не	1	1
274	что уже	2	1
275	нам в	1	1
276	бы и	3	1
277	этом не	1	1
278	в сущности	2	1
279	совпадает с	2	1
280	оно есть	1	1
281	мы и	3	1
282	же что	2	1
283	жизни это	1	1
284	в ней	5	1
285	от всей	1	1
286	связи со	1	1
287	что его	1	1
288	события в	1	1
289	до настоящего	1	1
290	а следовательно	1	1
291	он умеет	1	1
292	помимо этого	1	1
293	видели что	2	1
294	в сторону	2	1
295	по отношению	3	1
296	а и	3	1
297	что так	1	1
298	отличие от	2	1
299	друга и	1	1
300	что они	5	1
301	себя в	1	1
302	связи и	2	1
303	один и	1	1
304	как по	1	1
305	в одной	5	1
306	эта связь	2	1
307	как в	4	1
308	с их	1	1
309	более и	1	1
310	не связанные	1	1
311	на человека	1	1
312	социальной группе	3	1
313	с душой	2	1
314	от этого	2	1
315	то в	2	1
316	та же	1	1
317	формы в	3	1
318	не был	1	1
319	в нашем	1	1
320	тоже не	1	1
321	и тот	1	1
322	сливаются в	3	1
323	имеем в	1	1
324	если он	1	1
325	вследствие этого	3	1
326	так сказать	5	1
327	роли в	1	1
328	к искусству	1	1
329	это связано	1	1
330	уже тогда	1	1
331	на создание	1	1
332	время и	1	1
333	соприкасается с	1	1
334	в нашей	1	1
335	всех этих	2	1
336	в первую	1	1
337	объясняется и	1	1
338	к одному	1	1
339	душу и	1	1
340	в корне	4	1
341	и более	3	1
342	остается лишь	1	1
343	на земле	2	1
344	они могли	1	1
345	на этом	2	1
346	только некоторые	1	1
347	что душа	1	1
348	что она	2	1
349	человека в	2	1
350	не следует	3	1
351	том же	1	1
352	в одну	1	1
353	касается до	1	1
354	факт что	1	1
355	этого они	1	1
356	бы быть	2	1
357	общем можно	1	1
358	его в	7	1
359	входит в	8	1
360	есть не	1	1
361	это не	3	1
362	было бы	6	1
363	на почве	2	1
364	не совпадает	1	1
365	чаще всего	1	1
366	а просто	1	1
367	не самой	1	1
368	в жизни	11	1
369	необходимо с	1	1
370	ни в	8	1
371	о характере	1	1
372	нет в	1	1
373	о которых	1	1
374	в слове	4	1
375	как и	14	1
376	ни с	2	1
377	чем в	1	1
378	такою же	1	1
379	должно быть	1	1
380	и того	1	1
381	философские системы	1	1
382	одного и	1	1
383	его нельзя	1	1
384	действительно если	1	1
385	их он	1	1
386	в своей	6	1
387	таким же	2	1
388	в такой	2	1
389	принять в	1	1
390	в их	1	1
391	слова здесь	1	1
392	место в	10	1
393	дальнейшее развитие	1	1
394	в отличие	2	1
395	жизни с	2	1
396	к не	1	1
397	должны были	1	1
398	пользуются и	1	1
399	но эта	2	1
400	к новой	1	1
401	на такое	1	1
402	их в	3	1
403	однако в	2	1
404	необходимо чтобы	2	1
405	одной жизни	4	1
406	по себе	4	1
407	даже в	2	1
408	сам он	2	1
409	от тех	1	1
410	случае в	3	1
411	непосредственно ни	1	1
412	чистом виде	1	1
413	а отсюда	1	1
414	а иногда	2	1
415	у этих	1	1
416	особенно ярко	1	1
417	является лишь	4	1
418	в познании	1	1
419	дело не	2	1
420	того как	1	1
421	перед самой	1	1
422	на себе	1	1
423	всех тех	1	1
424	знают лишь	2	1
425	чтобы стать	1	1
426	иметь в	1	1
427	как самое	1	1
428	следовательно и	4	1
429	данного народа	1	1
430	ничего не	2	1
431	с религией	1	1
432	которые и	1	1
433	пути и	1	1
434	за исключением	1	1
435	то у	1	1
436	другой стороны	5	1
437	говорить лишь	1	1
438	к этим	1	1
439	ничто не	3	1
440	в сознании	1	1
441	жизни из	1	1
442	и делает	1	1
443	но даже	1	1
444	в каком	2	1
445	однако это	1	1
446	у нас	3	1
447	настоящего времени	1	1
448	могут быть	4	1
449	лежит в	1	1
450	этого и	1	1
451	по возможности	1	1
452	а вместе	1	1
453	и конечно	1	1
454	не есть	4	1
455	слова с	1	1
456	в каждой	1	1
457	контрастом с	1	1
458	с ее	2	1
459	как не	2	1
460	людей в	1	1
461	здесь не	2	1
462	всего этого	1	1
463	в ее	4	1
464	данном случае	4	1
465	совершенно ясно	1	1
466	только то	3	1
467	в себя	1	1
468	идет речь	1	1
469	роль в	4	1
470	и совершенно	1	1
471	если они	2	1
472	из существующих	1	1
473	нужно было	1	1
474	том как	2	1
475	между собой	4	1
476	из одного	2	1
477	по мере	1	1
478	с ним	1	1
479	во-первых с	1	1
480	лишь то	1	1
481	это объясняется	1	1
482	что оставалось	1	1
483	именно потому	2	1
484	и должно	1	1
485	и других	1	1
486	души есть	1	1
487	настоящее время	1	1
488	притом в	2	1
489	одного из	1	1
490	иное значение	1	1
491	учения о	1	1
492	до известной	2	1
493	и своей	2	1
494	и во	2	1
495	все в	1	1
496	связь между	4	1
497	и лишь	2	1
498	указаний на	1	1
499	том или	1	1
500	а потому	1	1
501	что человек	1	1
502	ними в	1	1
503	совершенно неправильно	1	1
504	язык в	1	1
505	от этих	2	1
506	в ту	1	1
507	он создал	1	1
508	и следовательно	3	1
509	как она	1	1
510	сопоставляются с	1	1
511	формой и	1	1
512	происходит в	1	1
513	эти последние	1	1
514	оставаясь в	1	1
515	известно что	1	1
516	стороны сами	1	1
517	совсем не	5	1
518	мы видим	1	1
519	дело с	3	1
520	но этим	1	1
521	друг друга	5	1
522	целого и	1	1
523	еще и	1	1
524	и так	1	1
525	воплощения в	1	1
526	всех его	1	1
527	и ее	6	1
528	и его	19	1
529	между формой	1	1
530	не можем	2	1
531	только на	4	1
532	языка как	2	1
533	только тогда	1	1
534	на этих	1	1
535	в ином	1	1
536	он существует	1	1
537	мы знаем	4	1
538	который как	1	1
539	не так	1	1
540	себе в	1	1
541	и их	5	1
542	могло бы	1	1
543	уже почти	1	1
544	период развития	1	1
545	сами по	2	1
546	чтобы она	1	1
547	пустоту и	1	1
548	и никогда	1	1
549	как раз	8	1
550	тем что	5	1
551	или ином	1	1
552	смысла и	4	1
553	случае с	2	1
554	теперь при	1	1
555	из двух	1	1
556	периода эта	1	1
557	ней и	1	1
558	и эпических	1	1
559	имеет свой	1	1
560	существование и	1	1
561	души и	3	1
562	из таких	1	1
563	социальной жизни	4	1
564	и пр	15	1
565	по тем	1	1
566	она является	1	1
567	целым рядом	1	1
568	и самый	2	1
569	зависит от	1	1
570	жизнь в	1	1
571	одну из	2	1
572	о чем	1	1
573	технических средств	1	1
574	он становится	2	1
575	и стать	1	1
576	нашей точки	1	1
577	бы удалось	1	1
578	совершенно иное	1	1
579	с помощью	8	1
580	с нашей	1	1
581	в момент	1	1
582	нет никаких	2	1
583	все более	1	1
584	нет ничего	1	1
585	границы между	1	1
586	от характера	1	1
587	тот факт	1	1
588	или из	1	1
589	при которых	1	1
590	творчество как	1	1
591	стиль который	1	1
592	с этим	1	1
593	без труда	2	1
594	и глубоко	1	1
595	то по	2	1
596	в данном	6	1
597	в той	3	1
598	смысле этого	2	1
599	одновременно с	1	1
600	развития у	1	1
601	да и	4	1
602	отношения к	2	1
603	там где	7	1
604	человека и	2	1
605	их отношение	1	1
606	этого слова	2	1
607	удается но	1	1
608	является для	3	1
609	такой же	2	1
610	но это	2	1
611	в одних	1	1
612	нет выхода	1	1
613	но для	2	1
614	кроме того	1	1
615	мира в	1	1
616	не является	5	1
617	известной степени	2	1
618	и быт	1	1
619	совершается в	3	1
620	что жизнь	3	1
621	его с	1	1
622	мира и	1	1
623	в настоящее	1	1
624	бы в	6	1
625	ни к	1	1
626	пришлось бы	1	1
627	причем эта	1	1
628	все они	1	1
629	же в	1	1
630	обстоит дело	4	1
631	это учение	2	1
632	этих элементов	1	1
633	может и	3	1
634	состоит из	1	1
635	а ведь	1	1
636	совершенно не	7	1
637	эти элементы	2	1
638	проникли в	1	1
639	никаких указаний	1	1
640	в какой-то	1	1
641	для создания	1	1
642	в своих	6	1
643	значение в	1	1
644	и содержанием	1	1
645	как результат	1	1
646	они не	4	1
