N	2gram	Berdyaev_M_2	Myshleni
526	ровно в	1	1
527	все три	1	1
528	новых и	1	1
529	для чего	3	1
530	был поставлен	1	1
531	ребенка который	1	1
532	свою противоположность	2	1
533	в духе	5	1
534	есть какая-то	2	1
535	сходство по	1	1
536	но по	1	1
537	была бы	1	1
538	всего этого	1	1
539	в царстве	4	1
540	себя в	4	1
541	которая не	1	1
542	целый ряд	1	1
543	в царство	1	1
544	сознания но	1	1
545	природе своей	1	1
546	представляется нам	1	1
547	она в	1	1
548	человеку и	3	1
549	к миру	1	1
550	и уже	1	1
551	к другу	5	1
552	в самой	1	1
553	как сама	1	1
554	одной и	2	1
555	и это	5	1
556	в каждом	3	1
557	миру и	1	1
558	или иной	2	1
559	себе а	1	1
560	уже и	1	1
561	решение вопроса	1	1
562	идет дальше	3	1
563	и делает	1	1
564	своему значению	1	1
565	от которых	1	1
566	но для	2	1
567	не могу	6	1
568	все остальные	1	1
569	является представителем	1	1
570	мог бы	1	1
571	ума это	1	1
572	на большую	1	1
573	к самым	2	1
574	той или	1	1
575	во втором	1	1
