N	2gram	Propp_Morf_1	Istorich
133	одной из	1	4
134	к этой	1	4
135	и другие	6	4
136	они не	1	4
137	говорит ты	1	3
138	в доме	1	3
139	мы не	8	3
140	установить что	1	3
141	не происходит	3	3
142	не совсем	1	3
143	случай мы	3	3
144	он был	1	3
145	что ее	1	3
146	увидим что	1	3
147	привести к	1	3
148	лесной избушке	1	3
149	из этих	1	3
150	право на	2	3
151	в очень	1	3
152	на то	2	3
153	подобно тому	6	3
154	здесь мы	3	3
155	как указано	1	3
156	говорит что	1	3
157	д к	1	3
158	свет на	1	3
159	что этот	1	3
160	стоит в	1	3
161	и его	1	3
162	как будто	2	3
163	хочет его	1	3
164	встречается в	1	3
165	мог бы	1	3
166	о том	2	3
167	после того	1	3
168	раньше чем	3	3
169	а именно	1	3
170	если это	3	3
171	и она	1	3
172	отдельных случаев	1	3
173	того что	3	3
174	же можно	2	3
175	герой в	1	3
176	сказке в	1	3
177	в качестве	5	3
178	по отношению	4	3
179	то чего	1	3
180	не знаешь	2	3
181	в состоянии	1	3
182	в других	3	3
183	представляют собой	11	3
184	превращаться в	2	3
185	одной стороны	1	3
186	что мы	2	3
187	как это	3	3
188	предположить что	1	3
189	тому как	5	3
190	между прочим	1	3
191	но если	7	3
192	отношению к	4	3
193	царство и	1	3
194	а другой	1	3
195	например в	2	2
196	самом деле	4	2
197	на самом	4	2
198	к таким	1	2
199	собой смерть	1	2
200	показать что	4	2
201	и для	2	2
202	на дерево	1	2
203	в сущности	3	2
204	хотя бы	4	2
205	для наших	1	2
206	и то	1	2
207	в которых	2	2
208	во всех	4	2
209	то мы	4	2
210	но не	4	2
211	не все	6	2
212	материал в	1	2
213	в печь	2	2
214	дает нам	1	2
215	перед нами	10	2
216	третий раз	1	2
217	к чему	3	2
218	в которой	3	2
219	одном случае	1	2
220	если всмотреться	1	2
221	интересно что	1	2
222	на его	4	2
223	главным образом	4	2
224	он должен	2	2
225	состоит в	2	2
226	в силу	1	2
227	или герой	1	2
228	и по	2	2
229	момент когда	2	2
230	могла бы	4	2
231	а затем	4	2
232	и может	1	2
233	из них	3	2
234	его не	1	2
235	с другими	1	2
236	это не	6	2
237	есть и	4	2
238	ни в	1	2
239	как и	3	2
240	такой же	1	2
241	нисколько не	1	2
242	этот материал	1	2
243	со мной	1	2
244	во время	6	2
245	яги и	1	2
246	эта черта	1	2
247	и ее	3	2
248	в третий	1	2
249	не столько	1	2
250	нет необходимости	6	2
251	будет дано	1	2
252	и более	1	2
253	их в	1	2
254	в таких	2	2
255	отправляется в	3	2
256	и герой	1	2
257	таких случаях	2	2
258	самого начала	1	2
259	одна из	4	2
260	уже очень	1	2
261	иметь в	1	2
262	на котором	3	2
263	можно усмотреть	1	2
264	дочери и	1	2
265	другой стороны	4	2
266	вместо того	1	2
267	здесь нет	1	2
268	отправляется искать	1	2
269	яга и	1	2
270	кроме того	1	2
271	в нее	1	2
272	в америке	1	2
273	когда мы	1	2
274	могут быть	16	2
275	бы составить	2	2
276	того чтобы	3	2
277	с ее	1	2
278	в виду	1	2
279	здесь не	2	2
280	совершенно ясно	1	2
281	и говорит	1	2
282	с самого	1	2
283	приводит к	2	2
284	мнение что	1	2
285	и когда	1	2
286	имеется в	3	2
287	что под	1	2
288	одно из	1	2
289	находится в	1	2
290	немецкой сказке	1	2
291	на вопрос	2	2
292	же происходит	1	2
293	в глаза	2	2
294	д но	4	2
295	от родителей	1	2
296	всмотреться в	2	2
297	с другой	8	2
298	а также	4	2
299	что эта	2	2
300	тот момент	1	2
301	несколько случаев	1	2
302	к ней	1	2
303	в него	1	2
304	оказывается что	1	2
305	в животное	1	2
306	на которой	1	2
307	но с	1	2
308	д и	1	2
309	в новой	1	2
310	с ними	1	2
311	у тебя	1	2
312	в темницу	1	2
313	наших целей	1	2
314	быть разрешен	2	2
315	итак в	1	2
316	можно установить	1	2
317	в нашей	1	2
318	а то	3	2
319	при помощи	9	2
320	он имеет	1	2
321	и их	2	2
322	заметить что	8	2
323	этим же	1	2
324	в руки	3	2
325	в особенности	1	2
326	сказках о	1	2
327	а с	2	2
328	когда герой	1	2
329	себя и	2	2
330	ее за	1	2
331	но есть	3	2
332	в некоторых	3	2
333	что им	1	2
334	к сказке	1	2
335	где же	1	2
336	видит в	1	2
337	громким голосом	1	2
338	есть на	1	2
339	в тех	6	2
340	в тот	1	2
341	по существу	12	2
342	здесь имеется	2	2
343	по-видимому здесь	1	2
344	о его	1	2
345	на смерть	1	2
346	см ниже	2	2
347	это явление	4	2
348	отдай то	1	2
349	в немецкой	1	2
350	лесу на	1	2
351	совершается в	2	2
352	или в	4	2
353	и вызывает	3	2
354	то не	1	2
355	представляли собой	1	2
356	все еще	3	2
357	не знает	1	2
358	сказать что	2	2
359	черт и	1	2
360	сказки с	5	2
361	это так	2	2
362	также не	1	2
363	у яги	3	2
364	ее в	1	2
365	имеем то	1	2
366	можно говорить	1	1
367	чем продолжать	1	1
368	не думает	1	1
369	девушка и	3	1
370	имеет характер	1	1
371	самых разнообразных	2	1
372	мачеха и	2	1
373	задачи в	4	1
374	он может	2	1
375	вне связи	3	1
376	это и	2	1
377	говорилось выше	1	1
378	свою жену	1	1
379	в подземное	1	1
380	или по	2	1
381	из его	2	1
382	почти всегда	1	1
383	она все	1	1
384	высшей степени	1	1
385	держит в	1	1
386	и этот	1	1
387	укажем что	1	1
388	и за	2	1
389	по его	1	1
390	встречается и	3	1
391	которые герой	1	1
392	так герой	1	1
393	большую роль	1	1
394	если герой	3	1
395	не слишком	2	1
396	из спины	1	1
397	так чтобы	1	1
398	говорить о	3	1
399	но она	1	1
400	все известные	2	1
401	формы эти	1	1
402	имени или	1	1
403	не упоминается	3	1
404	это время	1	1
405	который может	2	1
406	он сам	1	1
407	баба-яга и	1	1
408	нему в	1	1
409	но этого	1	1
410	что его	2	1
411	с его	2	1
412	тем как	1	1
413	родителей и	1	1
414	чем это	2	1
415	другой пример	1	1
416	но как	2	1
417	мы нашли	1	1
418	а он	1	1
419	ответ на	1	1
420	сквозь уши	1	1
421	отличие от	1	1
422	каждый в	1	1
423	платье и	1	1
424	и выдает	1	1
425	в гости	1	1
426	тем больше	1	1
427	себя за	2	1
428	вот как	1	1
429	почему при	1	1
430	в течение	1	1
431	до его	1	1
432	целей это	1	1
433	за бороду	1	1
434	и где	1	1
435	пр с	1	1
436	но впоследствии	1	1
437	вопросом о	1	1
438	и как	5	1
439	не зная	1	1
440	и тот	1	1
441	и к	4	1
442	она иногда	1	1
443	же герой	1	1
444	на своем	1	1
445	главе мы	1	1
446	следующим образом	3	1
447	можно сделать	2	1
448	в этот	1	1
449	ad hoc	1	1
450	о кощее	1	1
451	и этим	5	1
452	и сказка	2	1
453	животных и	3	1
454	как то	2	1
455	в целом	3	1
456	всей своей	1	1
457	будет сказано	1	1
458	в главе	1	1
459	им в	1	1
460	затем следует	1	1
461	другом случае	1	1
462	его убивают	1	1
463	огромное количество	1	1
464	но на	1	1
465	случае герой	2	1
466	есть но	1	1
467	яги она	1	1
468	пример дает	1	1
469	мы их	1	1
470	по-видимому не	1	1
471	сказки требует	1	1
472	но хотя	1	1
473	свою собственную	1	1
474	сказке герой	1	1
475	он вдруг	1	1
476	мы выделяем	1	1
477	но некоторые	1	1
478	следующее если	1	1
479	морской царь	4	1
480	несколько ниже	1	1
481	принимаются в	1	1
482	змей и	1	1
483	так например	3	1
484	это один	1	1
485	с собой	3	1
486	сказка дает	1	1
487	в основу	2	1
488	к заключению	1	1
489	не будет	1	1
490	в количестве	2	1
491	из воды	1	1
492	связанные с	1	1
493	в совершенно	1	1
494	что такой	1	1
495	члены семьи	1	1
496	них не	1	1
497	и награждение	1	1
498	всегда очень	1	1
499	входит в	2	1
500	это было	3	1
501	обоих случаях	2	1
502	материала к	2	1
503	у брата	1	1
504	раз он	1	1
505	и сердце	1	1
506	сказке о	1	1
507	дурак так	1	1
508	или другого	1	1
509	чтобы герой	3	1
510	сказка о	4	1
511	из нее	1	1
512	вводит в	1	1
513	в них	1	1
514	это положение	2	1
515	превращаются в	1	1
516	в высшей	1	1
517	далеко не	5	1
518	как видно	1	1
519	герой сказки	1	1
520	не всегда	9	1
521	этим и	1	1
522	и вне	3	1
523	несмотря на	4	1
524	по собственной	1	1
525	увозит ее	1	1
526	характерно что	1	1
527	и некоторые	1	1
528	герой по	1	1
529	переносится в	1	1
530	бы на	1	1
531	в своей	1	1
532	что такое	3	1
533	волшебной силы	1	1
534	наших дней	2	1
535	это делает	1	1
536	существом которое	1	1
537	другой вопрос	2	1
538	сказок о	1	1
539	материала дело	1	1
540	волшебные дары	1	1
541	ниже пока	1	1
542	можно вызвать	2	1
543	сказочного материала	2	1
544	нельзя было	2	1
545	но эта	1	1
546	а есть	1	1
547	которые в	1	1
548	иных форм	1	1
549	земле и	1	1
550	тесно связаны	1	1
551	более точное	2	1
552	тем не	5	1
553	можем наблюдать	1	1
554	а а	2	1
555	на разные	1	1
556	бы быть	1	1
557	или если	1	1
558	на горе	1	1
559	можно указать	1	1
560	даже в	1	1
561	сам с	1	1
562	предлагает герою	1	1
563	что мотив	1	1
564	не менее	5	1
565	вплоть до	1	1
566	мы пока	2	1
567	со сказкой	2	1
568	в обоих	2	1
569	эти формы	2	1
570	форма не	1	1
571	в то	3	1
572	мы этого	1	1
573	должны теперь	1	1
574	в самых	2	1
575	а сама	1	1
576	из другой	2	1
577	такой случай	2	1
578	во всем	1	1
579	по земле	1	1
580	их три	1	1
581	так то	1	1
582	не вполне	1	1
583	вопрос не	2	1
584	в каком	2	1
585	тех случаях	2	1
586	в бою	2	1
587	точности мы	1	1
588	с другом	1	1
589	и со	1	1
590	есть у	1	1
591	у нас	2	1
592	такие же	1	1
593	он отвечает	1	1
594	разнообразны и	1	1
595	со стороны	3	1
596	если он	1	1
597	меня на	1	1
598	не могут	4	1
599	это диктуется	1	1
600	в поле	4	1
601	в эти	1	1
602	они и	3	1
603	например на	1	1
604	если же	5	1
605	состоят в	1	1
606	приходит к	1	1
607	как мы	6	1
608	не делает	1	1
609	подобных случаях	4	1
610	то она	1	1
611	всего этого	1	1
612	без всякого	2	1
613	тогда как	2	1
614	можно показать	2	1
615	frau holle	2	1
616	в пределах	3	1
617	младшего поколения	1	1
618	собственно не	1	1
619	и совершенно	1	1
620	из двенадцати	2	1
621	будит его	1	1
622	руки героя	3	1
623	достигает своей	1	1
624	в распоряжение	4	1
625	сказка с	3	1
626	д все	2	1
627	иногда в	5	1
628	этим в	1	1
629	том как	1	1
630	по ее	1	1
631	эта сказка	1	1
632	в последней	1	1
633	в яму	2	1
634	о котором	1	1
635	подземное царство	1	1
636	можно бы	2	1
637	связанное с	1	1
638	указывается он	1	1
639	они ее	1	1
640	под этим	1	1
641	на гору	1	1
642	один сюжет	1	1
643	там же	1	1
644	сказка это	1	1
645	собой всю	1	1
646	образом мы	5	1
647	а во	1	1
648	от него	1	1
649	из дому	2	1
650	проходит сквозь	1	1
651	путь к	2	1
652	эту форму	1	1
653	чтобы получить	1	1
654	по ночам	2	1
655	часто является	1	1
656	там и	1	1
657	ниже также	1	1
658	этот момент	3	1
659	в пруду	1	1
660	другие формы	3	1
661	хотя оно	1	1
662	вслед за	5	1
663	следить за	1	1
664	и иных	2	1
665	говоря что	1	1
666	делает это	1	1
667	мифах и	1	1
668	значит что	3	1
669	еще несколько	1	1
670	бросается в	1	1
671	в частности	2	1
672	быть и	2	1
673	но так	1	1
674	яги если	1	1
675	идет по	2	1
676	но наряду	1	1
677	относительно друг	1	1
678	этот вопрос	2	1
679	которым он	1	1
680	в какой	3	1
681	и действительно	1	1
682	очень многих	2	1
683	оставив его	1	1
684	дальнейшего изучения	1	1
685	который в	2	1
686	до наших	2	1
687	для всех	1	1
688	рассматриваться как	2	1
689	но по-видимому	1	1
690	уже не	2	1
691	не можем	1	1
692	если мы	5	1
693	только на	1	1
694	сказки и	3	1
695	сказки по	4	1
696	случай когда	1	1
697	где вы	1	1
698	дома а	1	1
699	от других	2	1
700	это сказка	3	1
701	эту функцию	1	1
702	за ним	1	1
703	то они	2	1
704	никто не	3	1
705	могло бы	1	1
706	как их	2	1
707	вовсе не	4	1
708	друг друга	3	1
709	некоторые связи	1	1
710	да в	1	1
711	она имеет	1	1
712	выдает себя	2	1
713	материала по	1	1
714	в особую	1	1
715	эти явления	1	1
716	чаще однако	1	1
717	поскольку это	1	1
718	доходит до	1	1
719	приведенных случаях	1	1
720	формах в	1	1
721	есть то	1	1
722	здесь опять	1	1
723	видно будет	1	1
724	одна форма	2	1
725	человека а	1	1
726	или при	2	1
727	такое же	1	1
728	мы еще	1	1
729	что не	1	1
730	а на	3	1
731	жену в	1	1
732	а сам	1	1
733	она является	1	1
734	на которых	1	1
735	ниже в	2	1
736	будем входить	1	1
737	а по	3	1
738	одну из	1	1
739	о чем	1	1
740	чрезвычайно много	1	1
741	в подобных	1	1
742	силы или	1	1
743	их убивает	1	1
744	что сказка	3	1
745	и становятся	1	1
746	элементы сказки	2	1
747	в точности	3	1
748	входить в	2	1
749	сказка идет	1	1
750	о запрете	1	1
751	материал на	1	1
752	как эти	2	1
753	здесь поневоле	1	1
754	явление здесь	1	1
755	в брак	1	1
756	по своему	2	1
757	что за	1	1
758	а если	4	1
759	наконец подобно	1	1
760	другой сказке	1	1
761	чем в	1	1
762	в той	1	1
763	друг с	1	1
764	собой более	1	1
765	ведет к	1	1
766	и дети	1	1
767	не бытовая	1	1
768	его мать	1	1
769	что же	2	1
770	заключению что	1	1
771	мотив в	1	1
772	там где	5	1
773	прилетает к	1	1
774	это значит	1	1
775	с изучением	1	1
776	ты еще	1	1
777	делает и	1	1
778	к следующему	1	1
779	быть не	1	1
780	указанием на	1	1
781	в это	1	1
782	и уносят	1	1
783	с этой	1	1
784	он бросает	1	1
785	все как	1	1
786	на пути	4	1
787	только для	1	1
788	лес но	1	1
789	можно назвать	3	1
790	из ряда	3	1
791	так там	1	1
792	содержится в	1	1
793	это несущественно	1	1
794	затем уже	2	1
795	в следующей	1	1
796	случаях когда	2	1
797	герой теряет	1	1
798	указать на	1	1
799	ли в	1	1
800	особую главу	1	1
801	в саду	1	1
802	к браку	1	1
803	то можно	2	1
804	думается что	1	1
805	брат и	1	1
806	в точном	1	1
807	в результате	7	1
808	е мы	1	1
809	же случай	1	1
810	и ведьма	1	1
811	чем является	1	1
812	но об	1	1
813	частности мы	1	1
814	чтобы его	2	1
815	д здесь	1	1
816	как явление	1	1
817	в сказку	3	1
818	ни к	2	1
819	этим она	2	1
820	все они	1	1
821	связь сказки	1	1
822	по пути	1	1
823	же в	2	1
824	пока же	4	1
825	эти задачи	1	1
826	на части	1	1
827	в дупло	1	1
828	она его	1	1
829	и вдруг	1	1
830	в карты	3	1
831	вопрос как	2	1
832	только можно	1	1
833	требует чтобы	3	1
834	гл vii	1	1
835	материал и	1	1
836	уже только	1	1
837	по одному	1	1
838	в кузницу	1	1
839	двенадцати равных	2	1
840	в отдельности	1	1
841	собой некоторую	1	1
842	из этого	1	1
843	только о	1	1
844	героя в	4	1
845	этой связи	1	1
846	также может	2	1
847	мы перейдем	1	1
848	сказке мы	1	1
849	очень редко	1	1
850	или духа	1	1
851	часто встречается	1	1
852	к этому	3	1
853	в таком	1	1
854	после чего	2	1
