N	2gram	Medvedev_F_2	Hudozhes
106	т д	5	3
107	и по	2	3
108	на этом	2	3
109	лишь в	7	3
110	его в	3	3
111	с этим	5	3
112	даже в	2	3
113	в своих	1	3
114	ничем не	2	3
115	такой же	3	3
116	возвращается к	1	3
117	все эти	6	3
118	тем что	8	3
119	этом отношении	7	3
120	для себя	1	3
121	как мы	7	3
122	того чтобы	3	3
123	в пределах	12	3
124	приводит к	2	3
125	том как	1	3
126	если бы	5	3
127	о нем	1	3
128	же в	1	3
129	в литературе	1	3
130	но не	2	3
131	как его	2	3
132	и даже	4	3
133	со стороны	2	3
134	превращается в	2	3
135	то и	3	3
136	однако и	3	3
137	в связи	10	3
138	такого рода	1	3
139	и для	5	3
140	от него	2	3
141	или не	1	3
142	в таком	2	3
143	говоря о	1	2
144	например в	3	2
145	же как	3	2
146	начинается с	1	2
147	на самом	3	2
148	только потому	1	2
149	оно было	1	2
150	в их	6	2
151	той же	1	2
152	мы не	3	2
153	вопрос о	1	2
154	не была	2	2
155	слово не	1	2
156	к своему	1	2
157	но как	2	2
158	если в	3	2
159	в одной	2	2
160	в художественном	2	2
161	хотя и	3	2
162	в литературном	1	2
163	в целом	3	2
164	так или	1	2
165	так в	3	2
166	только на	3	2
167	как он	1	2
168	так сказать	3	2
169	не следует	4	2
170	они в	1	2
171	когда все	1	2
172	под воздействием	1	2
173	значительной степени	3	2
174	то чтобы	1	2
175	речь в	1	2
176	же касается	1	2
177	в другом	1	2
178	ясно что	1	2
179	того или	4	2
180	особенно в	3	2
181	по себе	7	2
182	одной из	1	2
183	все равно	1	2
184	должно быть	2	2
185	автора и	1	2
186	в такой	2	2
187	состоит в	2	2
188	если можно	1	2
189	не столько	4	2
190	в первый	5	2
191	теории литературы	1	2
192	сих пор	1	2
193	все это	3	2
194	как от	1	2
195	для нее	2	2
196	они не	4	2
197	не раз	1	2
198	а а	1	2
199	и другое	2	2
200	не о	4	2
201	не имеет	2	2
202	для всего	2	2
203	мышления и	1	2
204	слова как	2	2
205	на него	1	2
206	что на	2	2
207	представляется нам	1	2
208	рассказа не	1	2
209	литературного творчества	2	2
210	этой своей	1	2
211	здесь не	4	2
212	характер и	1	2
213	первой из	1	2
214	произведения с	1	2
215	произведения не	3	2
216	по теории	3	2
217	в речи	1	2
218	и поэтому	1	2
219	до сих	1	2
220	прозы не	1	2
221	в значительной	3	2
222	в форме	1	2
223	как она	2	2
224	согласиться с	1	2
225	с ними	2	2
226	от лица	1	2
227	б м	3	2
228	с другим	1	2
229	и так	1	2
230	поэтому и	1	2
231	так что	1	2
232	слова в	3	2
233	мы знаем	3	2
234	или иначе	1	2
235	что не	4	2
236	до конца	2	2
237	ближе к	1	2
238	на фоне	4	2
239	установкой на	2	2
240	что же	5	2
241	да и	1	2
242	и не	20	2
243	каждого из	1	2
244	отказ от	1	2
245	литературе в	1	2
246	в результате	6	2
247	совершенно иной	2	2
248	художественного восприятия	1	2
249	то о	1	2
250	и дело	1	2
251	в системе	1	2
252	или иного	5	2
253	героя в	1	2
254	которая не	1	2
255	как известно	1	1
256	можно говорить	2	1
257	относится и	2	1
258	таком случае	1	1
259	только теперь	1	1
260	связана с	1	1
261	и то	2	1
262	и др	3	1
263	художественных произведений	1	1
264	своей основной	1	1
265	это и	5	1
266	нам кажется	1	1
267	за собой	1	1
268	в первом	7	1
269	характерное для	1	1
270	нежели у	1	1
271	и до	3	1
272	из его	1	1
273	проникает в	1	1
274	исходит из	1	1
275	ведь и	1	1
276	высшей степени	4	1
277	равнодушен к	1	1
278	его не	2	1
279	что уже	1	1
280	высказывания в	1	1
281	главе этой	1	1
282	в сущности	4	1
283	но она	1	1
284	хотя бы	6	1
285	же что	1	1
286	это время	2	1
287	литературы и	4	1
288	на них	1	1
289	в широком	2	1
290	время в	1	1
291	что его	1	1
292	в чем	2	1
293	в литературоведении	1	1
294	различия между	1	1
295	словами как	1	1
296	и л	2	1
297	чем это	1	1
298	совсем не	2	1
299	а тем	1	1
300	бы в	5	1
301	от характера	2	1
302	в сторону	4	1
303	в общем	5	1
304	отношение к	2	1
305	произведение не	1	1
306	к своей	1	1
307	один и	1	1
308	к сожалению	2	1
309	чем же	3	1
310	оказывается не	1	1
311	общего с	1	1
312	что именно	2	1
313	вот как	4	1
314	дает нам	1	1
315	встречи с	1	1
316	однако не	3	1
317	сознания в	1	1
318	и как	3	1
319	стал бы	2	1
320	глава вторая	1	1
321	от этого	3	1
322	и хотя	1	1
323	в этот	1	1
324	где все	1	1
325	за свои	1	1
326	в произведении	1	1
327	в которой	2	1
328	решающее значение	1	1
329	он в	2	1
330	бы не	1	1
331	из этих	3	1
332	ни одна	2	1
333	поэтому же	1	1
334	и тот	1	1
335	но ведь	3	1
336	п все	1	1
337	но на	1	1
338	в средневековой	1	1
339	не могла	1	1
340	в определенном	1	1
341	главным образом	3	1
342	но именно	3	1
343	в рамки	2	1
344	всех этих	3	1
345	он должен	1	1
346	же это	2	1
347	в узком	1	1
348	к одному	1	1
349	не как	4	1
350	понятий и	3	1
351	у толстого	2	1
352	мы полагаем	1	1
353	ее и	2	1
354	том чтобы	1	1
355	являются его	1	1
356	же самая	1	1
357	его от	4	1
358	и этот	1	1
359	поскольку она	1	1
360	от нее	4	1
361	то ни	2	1
362	тем в	1	1
363	от некоторых	1	1
364	том случае	2	1
365	их и	1	1
366	а их	1	1
367	или даже	2	1
368	а как	3	1
369	входит в	4	1
370	они просто	1	1
371	этом смысле	2	1
372	роль в	3	1
373	произведения а	3	1
374	отличать от	1	1
375	литературном произведении	1	1
376	в последующих	1	1
377	и тем	2	1
378	за ней	1	1
379	не чем	1	1
380	бы совершенно	2	1
381	для них	3	1
382	литературного произведения	3	1
383	в высшей	4	1
384	вышли из	1	1
385	отказываться от	1	1
386	далеко не	1	1
387	в самую	1	1
388	как об	1	1
389	с тем	11	1
390	еще можно	2	1
391	в слове	5	1
392	он и	3	1
393	как таковой	3	1
394	смысл и	2	1
395	когда в	1	1
396	лучше всего	2	1
397	на первый	2	1
398	них уже	1	1
399	или менее	1	1
400	места в	1	1
401	здесь впервые	1	1
402	апелляции к	1	1
403	между романом	1	1
404	ли можно	1	1
405	и без	1	1
406	установка на	2	1
407	к предмету	3	1
408	каким был	1	1
409	место в	3	1
410	себе а	2	1
411	в отличие	2	1
412	знаем что	1	1
413	и нельзя	1	1
414	которых так	1	1
415	сочетать с	1	1
416	нельзя было	1	1
417	пока только	1	1
418	есть его	1	1
419	не будем	1	1
420	ведь из	1	1
421	друг другу	1	1
422	иным как	1	1
423	и более	2	1
424	их в	2	1
425	не тем	1	1
426	не должно	1	1
427	тому чтобы	2	1
428	этом не	1	1
429	бы быть	1	1
430	вообще на	1	1
431	сам он	2	1
432	всего его	1	1
433	раз и	4	1
434	иной раз	1	1
435	вовсе не	11	1
436	свои усилия	1	1
437	нельзя согласиться	1	1
438	между людьми	1	1
439	так как	4	1
440	но они	1	1
441	тем самым	2	1
442	до известной	3	1
443	уходит из	1	1
444	что эта	2	1
445	самого начала	2	1
446	не своим	1	1
447	этими двумя	2	1
448	как о	4	1
449	дело в	1	1
450	в плане	2	1
451	в основе	5	1
452	взглянуть на	1	1
453	и имеет	1	1
454	из их	1	1
455	это еще	1	1
456	не могло	1	1
457	каждый из	3	1
458	нельзя не	1	1
459	как два	1	1
460	вследствие того	1	1
461	этих двух	2	1
462	всего на	1	1
463	такая же	1	1
464	был и	2	1
465	с читателем	1	1
466	мышления в	1	1
467	чисто внешних	1	1
468	не могут	7	1
469	могут быть	6	1
470	и вполне	1	1
471	только еще	1	1
472	всего в	2	1
473	что оно	4	1
474	и приемов	1	1
475	как для	1	1
476	для его	1	1
477	но из	1	1
478	если же	2	1
479	о них	1	1
480	ничего общего	1	1
481	говорит о	1	1
482	где впервые	1	1
483	то во	1	1
484	из всего	3	1
485	иной чем	1	1
486	чем не	1	1
487	в виду	2	1
488	е все	1	1
489	свою очередь	1	1
490	но при	1	1
491	же не	1	1
492	данном случае	1	1
493	в в	2	1
494	от изучения	2	1
495	с самого	2	1
496	смысла слов	1	1
497	в дальнейшем	4	1
498	на свой	1	1
499	по аналогии	2	1
500	во многом	1	1
501	было и	2	1
502	легче чем	1	1
503	даже не	2	1
504	находится в	2	1
505	роль принадлежит	1	1
506	все дело	3	1
507	другому в	1	1
508	сводится к	5	1
509	становится только	1	1
510	одного из	3	1
511	для нас	1	1
512	с другой	3	1
513	и мыслей	1	1
514	все в	1	1
515	в отрыве	1	1
516	во всех	5	1
517	во втором	7	1
518	и хорошо	1	1
519	и только	5	1
520	что бы	1	1
521	как объект	1	1
522	как например	2	1
523	трудно не	1	1
524	тот же	1	1
525	в какой	3	1
526	непосредственно из	1	1
527	не останется	2	1
528	времени и	2	1
529	всяком случае	5	1
530	между этими	3	1
531	и ее	6	1
532	их не	1	1
533	с одной	1	1
534	именно на	3	1
535	же и	2	1
536	литературы в	1	1
537	более или	1	1
538	уже в	2	1
539	обстоятельствам и	1	1
540	не принимает	1	1
541	является не	2	1
542	не из	1	1
543	не дает	1	1
544	но совершенно	2	1
545	глава первая	1	1
546	связывается с	1	1
547	но для	1	1
548	человека на	1	1
549	характерно что	2	1
550	в прозе	1	1
551	и та	1	1
552	сами по	2	1
553	художественному заданию	1	1
554	они сами	1	1
555	произведения и	3	1
556	ее не	1	1
557	свою главную	1	1
558	отличие от	2	1
559	так легко	1	1
560	к социальной	1	1
561	аналогии со	1	1
562	в целях	2	1
563	что они	4	1
564	рядом с	1	1
565	в особенности	4	1
566	легче и	1	1
567	сюда же	1	1
568	по своим	1	1
569	что для	2	1
570	элементов и	1	1
571	можно назвать	1	1
572	же речь	1	1
573	одной стороны	1	1
574	не на	1	1
575	в руках	1	1
576	и исторической	1	1
577	там где	4	1
578	служебную функцию	1	1
579	вступает в	1	1
580	было ему	1	1
581	русской литературы	1	1
582	усилия на	1	1
583	как это	2	1
584	это столь	1	1
585	подхода к	2	1
586	являются ли	1	1
587	но все	3	1
588	в природе	1	1
589	о чем	1	1
590	в данном	1	1
591	относиться к	1	1
592	пишет в	1	1
593	увидеть в	1	1
594	и там	1	1
595	столь резко	1	1
596	которая служит	1	1
597	происходит в	1	1
598	вторая тенденция	1	1
599	и другой	1	1
600	другого человека	1	1
601	том смысле	3	1
602	в художественную	3	1
603	поэтому когда	1	1
604	тенденция к	1	1
605	только о	1	1
606	в контексте	1	1
607	является для	2	1
608	данное время	1	1
609	но это	2	1
610	рассказа как	1	1
611	его же	1	1
612	русского романа	1	1
613	в смысле	1	1
614	полноту его	1	1
615	высказывания а	1	1
616	не случайным	1	1
617	известной степени	4	1
618	при таком	1	1
619	собственно и	1	1
620	формы и	2	1
621	в пределе	1	1
622	узком смысле	1	1
623	и пространстве	1	1
624	положительных и	1	1
625	посвящены две	1	1
626	поэзии в	3	1
627	как особая	1	1
628	в данное	1	1
629	со своей	2	1
630	конце концов	2	1
631	мы должны	1	1
632	слов и	1	1
633	укладывается в	1	1
634	хотя в	1	1
635	изображает и	1	1
636	всегда только	1	1
637	сказать что	2	1
638	а ведь	1	1
639	в свою	1	1
640	к его	2	1
641	в характере	2	1
642	в последнем	1	1
643	отрицает его	1	1
644	чем иным	1	1
645	из этого	2	1
646	время не	1	1
647	в трех	1	1
648	ли они	1	1
649	к другим	2	1
650	ни на	2	1
651	и другие	2	1
652	случае если	1	1
653	и эта	1	1
654	во всяком	5	1
