N	2gram	Tiupa_Vved_1	Literetu
317	в концовке	2	1
318	креативного и	1	1
319	за собой	1	1
320	для которого	3	1
321	в самом	2	1
322	героя и	3	1
323	в литературном	1	1
324	что это	1	1
325	все эти	1	1
326	сказано в	1	1
327	и пространства	1	1
328	этот финальный	1	1
329	еще один	1	1
330	рассказ о	1	1
331	особое место	1	1
332	но он	1	1
333	на то	1	1
334	слово это	1	1
335	в случае	2	1
336	в классическом	1	1
337	ценностным центром	1	1
338	не следует	3	1
339	но именно	1	1
340	всех этих	1	1
341	и вот	1	1
342	никак не	2	1
343	внутренний мир	1	1
344	и по	3	1
345	обстоит дело	1	1
346	без исключения	2	1
347	говоря в	1	1
348	например мы	1	1
349	таким образом	4	1
350	здесь мы	1	1
351	это позиция	1	1
352	в вечности	1	1
353	себя мы	1	1
354	случае следует	1	1
355	различие между	1	1
356	жизни для	1	1
357	по выражению	2	1
358	сознания к	1	1
359	на протяжении	1	1
360	с другими	1	1
361	это не	6	1
362	сфере художественного	1	1
363	он есть	1	1
364	это свидетельствует	1	1
365	практически не	1	1
366	по мысли	5	1
367	должен был	1	1
368	например с	1	1
369	далеко не	4	1
370	кругозора и	1	1
371	русской культуры	1	1
372	раз не	1	1
373	обнаруживается и	1	1
374	в слове	3	1
375	х гг	3	1
376	мы видели	2	1
377	и читателем	1	1
378	полноценным участником	1	1
379	и наглый	1	1
380	и было	1	1
381	иначе говоря	6	1
382	как замечает	1	1
383	в этих	3	1
384	а вот	1	1
385	от первой	1	1
386	в своей	5	1
387	которого является	1	1
388	с позиции	2	1
389	место в	2	1
390	занимающего нас	1	1
391	что до	1	1
392	в отличие	2	1
393	от себя	1	1
394	от его	1	1
395	сам же	1	1
396	обращение к	1	1
397	их в	2	1
398	того кто	1	1
399	более архаичному	1	1
400	случае мы	1	1
401	тому что	1	1
402	что есть	1	1
403	в отношении	1	1
404	но они	2	1
405	сущности говоря	1	1
406	не имеет	2	1
407	писателя с	2	1
408	того как	1	1
409	и вместо	1	1
410	и притом	1	1
411	писал бахтин	2	1
412	и автор	1	1
413	не могло	2	1
414	имеем дело	3	1
415	до их	1	1
416	пути и	1	1
417	адресата вполне	1	1
418	в.т в	1	1
419	по своей	3	1
420	то писатель	1	1
421	на себе	1	1
422	во всем	1	1
423	у кого	1	1
424	сознанием и	1	1
425	и теперь	1	1
426	со своим	1	1
427	связи с	1	1
428	и направляет	1	1
429	в сознании	4	1
430	так называемый	1	1
431	в новейшей	2	1
432	мы и	2	1
433	что на	2	1
434	а мы	1	1
435	однако это	1	1
436	все то	1	1
437	к тайне	2	1
438	свобода выбора	1	1
439	и вполне	1	1
440	сознаний и	1	1
441	же самое	1	1
442	числе и	1	1
443	с адресатом	1	1
444	и второго	1	1
445	к тому	6	1
446	как для	2	1
447	с кем	1	1
448	рецептивного сознаний	1	1
449	предстает как	1	1
450	он ищет	1	1
451	и о	1	1
452	того чтобы	1	1
453	свою очередь	4	1
454	здесь не	2	1
455	события как	1	1
456	на основе	1	1
457	как по	2	1
458	между писателем	1	1
459	по сути	2	1
460	мысль о	1	1
461	в особенности	1	1
462	классического реализма	1	1
463	в пределах	2	1
464	приводит к	2	1
465	читателя в	1	1
466	на том	1	1
467	личности автора	1	1
468	что может	1	1
469	можно было	2	1
470	с позиций	1	1
471	в последующих	1	1
472	мог бы	1	1
473	где каждый	1	1
474	в таком	1	1
475	общения в	1	1
476	сводится к	4	1
477	вполне закономерно	1	1
478	приближается к	1	1
479	произведения как	1	1
480	предсмертном бреду	1	1
481	сути своей	1	1
482	нашем случае	2	1
483	есть одновременно	1	1
484	при котором	1	1
485	словесного творчества	1	1
486	одного из	3	1
487	можно сказать	4	1
488	основе своей	1	1
489	другого сознания	1	1
490	самому себе	1	1
491	времени в	3	1
492	второй половины	1	1
493	чужой воли	1	1
494	души к	1	1
495	во втором	2	1
496	его герой	1	1
497	бы в	3	1
498	не поглощает	1	1
499	время здесь	1	1
500	чем и	1	1
501	почти уже	1	1
502	или нет?	1	1
503	и мы	1	1
504	в жизнь	1	1
505	но тут	1	1
506	в литературе	2	1
507	эти души	1	1
508	представлений об	1	1
509	и слабость	1	1
510	но зато	1	1
511	с появлением	2	1
512	дело с	2	1
513	как целого	1	1
514	субъекта в	1	1
515	которое мы	1	1
516	простой и	2	1
517	мире и	1	1
518	всем многообразии	1	1
519	этой системе	1	1
520	не можем	2	1
521	для писателя	2	1
522	только на	1	1
523	в итоге	3	1
524	ту самую	1	1
525	за пределами	3	1
526	других в	1	1
527	первого лица	1	1
528	не все	2	1
529	человек будучи	1	1
530	а то	2	1
531	в школе	1	1
532	ответ на	1	1
533	с какой	1	1
534	мир в	1	1
535	него нет	1	1
536	себе в	1	1
537	в прозе	1	1
538	слова в	2	1
539	в пространстве	1	1
540	человеческого присутствия	3	1
541	читателем в	1	1
542	хх столетия	1	1
543	во всей	1	1
544	художественный текст	1	1
545	и напротив	1	1
546	способ присутствия	1	1
547	быть названа	1	1
548	в финале	2	1
549	в.т и	1	1
550	или иной	3	1
551	мне и	1	1
552	границу между	1	1
553	не поддается	1	1
554	как у	1	1
555	оказывается и	1	1
556	к которому	2	1
557	и прежде	1	1
558	мысль которая	1	1
559	еще и	1	1
560	а с	2	1
561	легко приобретает	1	1
562	из таких	1	1
563	в романе	6	1
564	к человеку	1	1
565	в соответствии	6	1
566	только по	1	1
567	по версии	1	1
568	что находится	1	1
569	сознания ни	2	1
570	однако и	2	1
571	легко и	1	1
572	человек в	1	1
573	литература является	1	1
574	в ряду	2	1
575	не всегда	2	1
576	что мы	2	1
577	которой он	1	1
578	не об	1	1
579	художественного целого	1	1
580	справедливо усматривает	1	1
581	второго лица	1	1
582	весть о	1	1
583	автора с	1	1
584	так же	1	1
585	в перспективе	1	1
586	и потому	1	1
587	раз его	1	1
588	дня и	1	1
589	пушкина как	1	1
590	наряду с	2	1
591	бытия однако	1	1
592	что же	3	1
593	в тот	1	1
594	конвергенции схождения	1	1
595	в тексте	10	1
596	в своем	5	1
597	в контексте	1	1
598	могло не	1	1
599	приобретает в	2	1
600	и от	2	1
601	например читатель	1	1
602	автора и	1	1
603	время не	1	1
604	возникает в	1	1
605	как некий	1	1
606	пока еще	4	1
607	мире а	1	1
608	не мог	1	1
609	при таком	1	1
610	и другим	1	1
611	на самом	4	1
612	в пределе	1	1
613	откровения в	1	1
614	за каждого	1	1
615	это он	1	1
616	мира и	2	1
617	которая в	3	1
618	но одновременно	1	1
619	и все	4	1
620	той или	3	1
621	этого рода	1	1
622	еще более	1	1
623	это точка	1	1
624	повествование о	1	1
625	исключительно в	1	1
626	можно признать	1	1
627	в ходе	2	1
628	отношении к	1	1
629	не предполагает	1	1
630	к ее	3	1
631	нам не	1	1
632	нет ничего	1	1
633	такова что	1	1
634	от первого	1	1
635	от лица	1	1
636	и представляет	2	1
637	имя и	1	1
638	от своего	1	1
639	а во	1	1
640	новизны в	1	1
641	в свою	4	1
642	к его	3	1
643	переход от	1	1
644	доктор живаго	2	1
645	о литературе	1	1
646	именно к	1	1
647	близким к	1	1
648	культуры в	1	1
649	из этого	1	1
650	который в	2	1
651	и адресата	2	1
652	и рецептивного	2	1
653	и состоит	1	1
654	частности в	2	1
655	также не	1	1
656	являя собой	1	1
657	который не	1	1
658	к этому	2	1
659	можно назвать	1	1
660	в цветистом	1	1
661	они не	1	1
662	гораздо более	1	1
