N	2gram	Losev_Prob_2	Tragedij
270	предстает перед	1	1
271	и притом	3	1
272	по своей	1	1
273	для нас	9	1
274	и теперь	1	1
275	связи с	5	1
276	без их	1	1
277	что на	4	1
278	в области	6	1
279	ли это	2	1
280	и далее	1	1
281	никакого значения	1	1
282	по нашему	1	1
283	в момент	1	1
284	значение только	2	1
285	такая точка	1	1
286	что оно	2	1
287	указывает на	5	1
288	не есть	33	1
289	что при	4	1
290	утверждать что	2	1
291	о существовании	2	1
292	вы не	1	1
293	как мы	5	1
294	и о	4	1
295	того чтобы	2	1
296	всего этого	1	1
297	и думать	1	1
298	как система	1	1
299	с самого	3	1
300	говорили что	1	1
301	роль в	2	1
302	человека с	1	1
303	с собой	1	1
304	можно было	5	1
305	на нее	1	1
306	отождествляется с	2	1
307	во многом	1	1
308	известной мере	1	1
309	она тоже	1	1
310	на них	1	1
311	они подчеркивают	1	1
312	собою но	1	1
313	выходящее за	1	1
314	только за	1	1
315	вот почему	1	1
316	случае как	1	1
317	но мы	3	1
318	и который	1	1
319	это должно	1	1
320	а также	2	1
321	чтобы не	2	1
322	мы понимаем	1	1
323	между тем	1	1
324	теперь уже	1	1
325	которое уже	1	1
326	какой-то мере	1	1
327	все время	1	1
328	общем смысле	2	1
329	и она	1	1
330	о своих	1	1
331	и пусть	3	1
332	в литературе	1	1
333	того что	12	1
334	он есть	1	1
335	критики в	1	1
336	оказалось что	2	1
337	и дело	1	1
338	что даже	1	1
339	большее что	1	1
340	только в	14	1
341	как нечто	2	1
342	нечто не	1	1
343	с одной	5	1
344	устной речи	1	1
345	есть в	4	1
346	так можно	1	1
347	мы бы	3	1
348	только на	9	1
349	дело с	1	1
350	чтобы он	1	1
351	не знать	1	1
352	свидетельствует о	2	1
353	и чисто	1	1
354	мы отнюдь	1	1
355	самостоятельное значение	4	1
356	но от	1	1
357	в общем	4	1
358	и их	3	1
359	всяком случае	10	1
360	слова в	1	1
361	не для	1	1
362	с этими	2	1
363	к ним	1	1
364	ведь уже	1	1
365	и ленина	1	1
366	до начала	1	1
367	даже не	3	1
368	с другим	1	1
369	именно в	1	1
370	в каких	1	1
371	что не	5	1
372	только по	2	1
373	не было	3	1
374	а на	1	1
375	нашему мнению	1	1
376	а не	10	1
377	не быть	1	1
378	в и	2	1
379	этом случае	7	1
380	в связи	5	1
381	вместе с	2	1
382	и особенно	2	1
383	и потому	1	1
384	эта связь	2	1
385	самой действительности	1	1
386	мы опять	1	1
387	в той	2	1
388	к образу	1	1
389	думать о	1	1
390	для понимания	1	1
391	который он	2	1
392	и общий	1	1
393	и от	3	1
394	в условиях	2	1
395	здесь есть	1	1
396	самое большее	3	1
397	из трех	2	1
398	целей а	1	1
399	не является	7	1
400	я знаю	1	1
401	самое главное	1	1
402	тем и	1	1
403	при таком	2	1
404	в результате	4	1
405	именно такого	1	1
406	о нем	2	1
407	это может	1	1
408	такие слова	1	1
409	бы в	3	1
410	не понимая	1	1
411	случае и	2	1
412	конце концов	7	1
413	я даже	1	1
414	хотя бы	12	1
415	обстоит дело	1	1
416	из тех	1	1
417	совершенно не	2	1
418	сколько угодно	1	1
419	но этот	1	1
420	т е	1	1
421	что под	2	1
422	есть и	1	1
423	может ли	3	1
424	в голову	2	1
425	к этой	1	1
426	разговоре с	1	1
427	и эта	1	1
428	это в	2	1
429	во всяком	13	1
