N	2gram	Propp_Isto_2	Problemy
625	и их	2	1
626	превращается в	2	1
627	их можно	1	1
628	лишь позже	1	1
629	у других	1	1
630	герою не	1	1
631	он предлагает	1	1
632	он отвечает	1	1
633	того человека	1	1
634	а вы	1	1
635	о чем	1	1
636	чрезвычайно много	1	1
637	жизнь в	1	1
638	стоит в	3	1
639	нет ничего	2	1
640	с обратным	1	1
641	ко всем	1	1
642	и потому	1	1
643	требует от	1	1
644	отражает не	1	1
645	он говорит	1	1
646	что весь	2	1
647	живых и	1	1
648	некоторое время	2	1
649	образ и	1	1
650	в мир	2	1
651	в тот	2	1
652	вернуться на	1	1
653	ко мне	2	1
654	или другого	1	1
655	да под	1	1
656	его из	2	1
657	этом случае	5	1
658	внутренняя жизнь	1	1
659	и некоторые	1	1
660	человека который	1	1
661	сам с	1	1
662	сих пор	7	1
663	в основном	2	1
664	только для	1	1
665	о его	2	1
666	его отца	1	1
667	наоборот все	1	1
668	не видит	3	1
669	стоит только	1	1
670	остается в	1	1
671	под названием	2	1
672	строем и	1	1
673	еще одна	1	1
674	ли в	1	1
675	совершается в	2	1
676	она знает	1	1
677	в результате	1	1
678	в другой	4	1
679	бы ему	1	1
680	в двух	1	1
681	который является	1	1
682	еще более	1	1
683	главным образом	2	1
684	не должен	4	1
685	на более	1	1
686	же в	1	1
687	лишая его	1	1
688	друга но	1	1
689	требует чтобы	1	1
690	в свою	1	1
691	из тех	1	1
692	своего мира	1	1
693	является и	1	1
694	переход из	1	1
695	сам в	1	1
696	бы привести	2	1
697	себе не	1	1
698	ней с	1	1
699	под эту	1	1
700	и другие	4	1
701	и эта	1	1
702	к этому	1	1
703	и вновь	1	1
