N	2gram	Potebnia_M_4	Tvorches
315	что это	7	1
316	формы в	3	1
317	сущности человека	1	1
318	он в	1	1
319	все эти	3	1
320	так в	3	1
321	человек стремится	1	1
322	многое в	1	1
323	еще один	1	1
324	в известном	1	1
325	почти одновременно	1	1
326	им в	1	1
327	этого образа	1	1
328	говорят о	1	1
329	имеем в	1	1
330	и те	1	1
331	мнение что	1	1
332	что игра	1	1
333	если он	1	1
334	человек не	2	1
335	и если	3	1
336	своем развитии	2	1
337	да и	4	1
338	т д	3	1
339	идет от	2	1
340	одного лица	1	1
341	перестает быть	1	1
342	не значит	2	1
343	выражающаяся в	1	1
344	к одному	3	1
345	оно могло	1	1
346	с представлением	1	1
347	на наш	1	1
348	на этом	1	1
349	его можно	1	1
350	заключает в	8	1
351	в нее	3	1
352	а вместе	1	1
353	встречаются и	1	1
354	не сознавать	1	1
355	значение в	1	1
356	же касается	1	1
357	внутренней форме	1	1
358	его не	1	1
359	и чтобы	1	1
360	на все	1	1
361	в несколько	1	1
362	его в	4	1
363	это было	2	1
364	заключается в	1	1
365	которого не	1	1
366	который и	1	1
367	в глазах	2	1
368	было бы	8	1
369	роль в	1	1
370	трудом и	1	1
371	ребенке в	1	1
372	люди не	1	1
373	но мы	2	1
374	в них	3	1
375	является более	1	1
376	все равно	3	1
377	показывает что	1	1
378	с тем	7	1
379	всю жизнь	1	1
380	в действии	1	1
381	одна и	2	1
382	до степени	1	1
383	развития так	1	1
384	конечно о	1	1
385	чем в	2	1
386	можно считать	2	1
387	и было	1	1
388	и прямо	1	1
389	одного и	1	1
390	мере приближения	1	1
391	на первый	1	1
392	можно только	2	1
393	я как	1	1
394	что такое	7	1
395	к истории	1	1
396	что понятия	1	1
397	же это	1	1
398	можно выразиться	1	1
399	быть названы	2	1
400	к предмету	1	1
401	человека до	1	1
402	что до	2	1
403	не от	3	1
404	от себя	1	1
405	бумаги а	1	1
406	и внутренних	1	1
407	но эта	2	1
408	образом и	1	1
409	история как	1	1
410	в прямом	1	1
411	смотрю на	1	1
412	и более	4	1
413	том же	2	1
414	что этот	1	1
415	на всю	1	1
416	по себе	11	1
417	тому что	2	1
418	и потом	1	1
419	роль играют	1	1
420	в отношении	1	1
421	а от	1	1
422	что отрицание	1	1
423	в таких	2	1
424	что эта	1	1
425	что с	1	1
426	вместе и	2	1
427	и другое	2	1
428	в смысле	3	1
429	не имеет	5	1
430	что их	1	1
431	ее с	1	1
432	к этим	1	1
433	в процессе	3	1
434	головы в	1	1
435	и имеет	1	1
436	ибо эта	1	1
437	в нас	3	1
438	казалось бы	1	1
439	слово и	3	1
440	не вполне	2	1
441	что сами	1	1
442	действительности но	1	1
443	в самой	2	1
444	природы в	1	1
445	того в	1	1
446	глядя на	2	1
447	как она	2	1
448	в другую	1	1
449	между частями	1	1
450	же он	1	1
451	со своим	4	1
452	чем оно	1	1
453	до того	3	1
454	картины и	1	1
455	только с	1	1
456	быть к	1	1
457	в области	2	1
458	человек должен	1	1
459	его свойства	2	1
460	у нас	2	1
461	пыль и	1	1
462	начиная с	1	1
463	не могут	2	1
464	относиться к	1	1
465	но все	1	1
466	есть признак	1	1
467	в других	2	1
468	его понимании	1	1
469	одновременно все	1	1
470	мы по	1	1
471	по возможности	1	1
472	бы он	1	1
473	что на	2	1
474	указывает на	2	1
475	мысли о	2	1
476	не есть	9	1
477	оно не	2	1
478	если же	4	1
479	быть назван	3	1
480	она не	2	1
481	я может	1	1
482	и это	2	1
483	эта мысль	2	1
484	и о	4	1
485	свою очередь	1	1
486	внимание на	5	1
487	меня в	1	1
488	но при	1	1
489	и самим	1	1
490	в ее	2	1
491	к нам	1	1
492	другой стороны	1	1
493	в собственном	1	1
494	прийти на	1	1
495	только не	3	1
496	и прозе	1	1
497	что у	3	1
498	что может	2	1
499	с первым	1	1
500	в образе	2	1
501	котором нет	1	1
502	сам не	1	1
503	которая в	1	1
504	по мере	7	1
505	к языку	1	1
506	в таком	4	1
507	связанное с	1	1
508	музыкальный мотив	1	1
509	каждый раз	4	1
510	и здесь	2	1
511	обращается к	1	1
512	и что	7	1
513	что каждый	1	1
514	все его	1	1
515	но когда	1	1
516	как было	1	1
517	при полном	1	1
518	нас в	2	1
519	как у	1	1
520	связь между	3	1
521	к нему	5	1
522	между тем	9	1
523	от них	1	1
524	была бы	1	1
525	при исследовании	1	1
526	человека из	2	1
527	с разумом	1	1
528	чем и	1	1
529	вообще и	3	1
530	на словах	1	1
531	сравнение с	1	1
532	один момент	1	1
533	т с	6	1
534	себя с	1	1
535	со второй	1	1
536	тела но	1	1
537	с ними	3	1
538	пришел к	1	1
539	в разные	1	1
540	должен был	1	1
541	их не	1	1
542	с одной	1	1
543	особое значение	1	1
544	если мы	2	1
545	то и	4	1
546	не все	1	1
547	но с	1	1
548	а это	1	1
549	слова не	3	1
550	и обратно	1	1
551	в душе	1	1
552	это такая	1	1
553	разума и	1	1
554	к своим	1	1
555	на столе	1	1
556	разные стороны	1	1
557	могло бы	1	1
558	в одном	4	1
559	сами по	2	1
560	ее не	3	1
561	к ним	2	1
562	но что	2	1
563	заметить что	6	1
564	тем что	10	1
565	лишь один	2	1
566	даже и	3	1
567	не противоречит	1	1
568	не было	12	1
569	противоположность между	1	1
570	шаг и	1	1
571	видим что	1	1
572	и из	3	1
573	с другим	1	1
574	до сих	4	1
575	к которому	1	1
576	с той	1	1
577	восприятие и	1	1
578	по выражению	1	1
579	на чем	1	1
580	было и	2	1
581	а с	1	1
582	неразрывном единстве	1	1
583	что бы	1	1
584	и их	3	1
585	превращается в	2	1
586	каждый человек	1	1
587	одной стороны	1	1
588	связи с	3	1
589	на этот	2	1
590	такие же	5	1
591	в ребенке	2	1
592	есть лишь	2	1
593	в руках	1	1
594	и я	2	1
595	виде в	2	1
596	так можно	1	1
597	связь с	1	1
598	сторон человеческой	1	1
599	как это	1	1
600	есть отношение	1	1
601	смерть но	1	1
602	где еще	1	1
603	куда же	1	1
604	если так	2	1
605	по своему	2	1
606	а если	2	1
607	есть только	5	1
608	времени с	1	1
609	это есть	3	1
610	что же	5	1
611	находятся в	1	1
612	из этой	1	1
613	жизни слова	1	1
614	это значит	1	1
615	и философии	1	1
616	это к	1	1
617	слова и	5	1
618	художественное произведение	2	1
619	человеческая природа	1	1
620	сих пор	4	1
621	только для	2	1
622	между прочим	3	1
623	же самое	4	1
624	и тогда	1	1
625	и сам	1	1
626	в более	2	1
627	поэтому совершенно	1	1
628	в самые	1	1
629	в связи	1	1
630	природе как	2	1
631	но на	1	1
632	дойти до	1	1
633	в настоящее	1	1
634	человек и	1	1
635	во время	2	1
636	свойства человека	2	1
637	значило бы	1	1
638	от него	2	1
639	себе что	1	1
640	тем более	5	1
641	мы должны	2	1
642	протягивает руку	1	1
643	я в	2	1
644	же в	1	1
645	хотя в	2	1
646	в искусстве	3	1
647	давно уже	3	1
648	отношении к	1	1
649	себе всю	1	1
650	этот вопрос	3	1
651	только как	4	1
652	от всех	1	1
653	равно как	2	1
654	их с	1	1
655	к его	2	1
656	я смотрю	1	1
657	не сами	1	1
658	не что	2	1
659	отношению к	8	1
660	из своей	1	1
661	по сей	1	1
662	о нем	1	1
663	а может	2	1
664	во сне	2	1
665	городу и	1	1
