N	2gram	Bakhtin_Fr_1	Komedia
139	на две	1	2
140	видеть в	2	2
141	из всех	2	2
142	иначе в	1	2
143	в сущности	16	2
144	принадлежит к	1	2
145	это время	2	2
146	он был	2	2
147	на кого	1	2
148	либо как	2	2
149	отличие от	5	2
150	за пределы	8	2
151	в настоящем	1	2
152	чем же	1	2
153	наряду с	2	2
154	что касается	1	2
155	что по	1	2
156	в противоположность	2	2
157	в самом	4	2
158	в известном	1	2
159	раз в	1	2
160	в себе	3	2
161	отрицательные явления	2	2
162	не к	2	2
163	на этом	1	2
164	связанные с	1	2
165	на все	2	2
166	было бы	1	2
167	в новое	3	2
168	были в	2	2
169	такой же	1	2
170	которую он	1	2
171	двадцатых годов	1	2
172	и без	2	2
173	всяком случае	1	2
174	почти не	1	2
175	но он	1	2
176	одна из	1	2
177	при всем	1	2
178	на те	1	2
179	по своей	3	2
180	внешней и	1	2
181	в области	7	2
182	и мелкие	1	2
183	протяжении всего	2	2
184	второй половине	2	2
185	в себя	3	2
186	в v	1	2
187	даже самых	1	2
188	времени и	6	2
189	древняя аттическая	1	2
190	образом в	2	2
191	находится в	1	2
192	именно потому	1	2
193	и здесь	3	2
194	нас в	1	2
195	затем в	1	2
196	и во	3	2
197	от них	1	2
198	в форме	3	2
199	и мир	1	2
200	еще не	6	2
201	который в	1	2
202	для всех	1	2
203	из которых	1	2
204	этом что	1	2
205	вовсе не	18	2
206	в других	3	2
207	из комедий	1	2
208	со стороны	1	2
209	точек зрения	1	2
210	до сих	4	2
211	еще и	5	2
212	то и	1	2
213	которых мы	1	2
214	до конца	2	2
215	у других	2	2
216	этой же	1	2
217	не может	3	2
218	но не	2	2
219	это были	1	2
220	с комедией	1	2
221	в состоянии	3	2
222	его творчество	1	2
223	и формы	1	2
224	пародии в	1	2
225	к нему	3	2
226	сих пор	4	2
227	но это	3	2
228	между прочим	2	2
229	мы найдем	2	2
230	или в	2	2
231	то что	3	2
232	где он	1	2
233	в своих	5	2
234	во всяком	1	2
235	все что	1	2
236	а между	1	1
237	народ в	1	1
238	к индивидуальным	1	1
239	можно говорить	3	1
240	в применении	3	1
241	в этот	1	1
242	не остается	1	1
243	на самом	6	1
244	или к	2	1
245	своего выражения	1	1
246	между двумя	1	1
247	из самых	1	1
248	и основательно	1	1
249	поэтому он	1	1
250	и больше	1	1
251	объясняется и	1	1
252	по его	3	1
253	же образ	1	1
254	одним из	2	1
255	мы уже	12	1
256	здесь во	3	1
257	современном смысле	1	1
258	и была	1	1
259	для своего	2	1
260	остается почти	1	1
261	из дошедших	1	1
262	свое завершение	1	1
263	который был	2	1
264	совпадает с	1	1
265	и осознание	1	1
266	и заставляет	1	1
267	мы здесь	2	1
268	и он	2	1
269	вопросы о	1	1
270	в ней	6	1
271	в маске	2	1
272	и необычный	1	1
273	работы в	1	1
274	во всех	9	1
275	но конечно	1	1
276	два основных	1	1
277	же она	1	1
278	не входит	2	1
279	есть по	1	1
280	а и	1	1
281	в наиболее	2	1
282	сюда и	1	1
283	сначала в	1	1
284	и вовсе	3	1
285	с этим	1	1
286	так называемая	1	1
287	мира в	3	1
288	с горечью	1	1
289	с собой	1	1
290	из уст	1	1
291	искусстве и	1	1
292	в своем	8	1
293	в полном	1	1
294	говорит что	1	1
295	его к	2	1
296	и чувством	1	1
297	и к	4	1
298	самом начале	1	1
299	и этим	2	1
300	культуры и	8	1
301	он в	1	1
302	чуть ли	1	1
303	из этих	2	1
304	близости к	1	1
305	приводит к	2	1
306	только на	2	1
307	остановиться на	1	1
308	далекой от	1	1
309	роль в	2	1
310	как он	1	1
311	не могла	1	1
312	не получили	1	1
313	но прежде	1	1
314	к совершенно	1	1
315	в античном	1	1
316	к миру	1	1
317	систему его	1	1
318	европейской культуры	3	1
319	нашего времени	1	1
320	не могли	1	1
321	в городах	1	1
322	из него	1	1
323	его от	2	1
324	людей и	1	1
325	конце xv	1	1
326	последнее слово	1	1
327	но все	3	1
328	человека в	1	1
329	значительной степени	2	1
330	и произведениях	1	1
331	его временным	1	1
332	что все	1	1
333	они должны	1	1
334	в совершенно	1	1
335	конечно в	2	1
336	об этом	1	1
337	почти до	2	1
338	а его	2	1
339	то есть	45	1
340	на этой	3	1
341	зрения на	1	1
342	от земли	1	1
343	и иногда	1	1
344	это было	2	1
345	в жизни	4	1
346	стариков и	1	1
347	нет в	1	1
348	как об	1	1
349	и уже	1	1
350	всегда и	2	1
351	жизни но	2	1
352	менее известных	1	1
353	пародия на	3	1
354	слова и	1	1
355	со времени	1	1
356	в эту	1	1
357	в этих	2	1
358	можно только	4	1
359	отрыве от	3	1
360	можно найти	1	1
361	уже несколько	1	1
362	а как	1	1
363	наших дней	1	1
364	эпизоде с	1	1
365	он дает	3	1
366	в отличие	4	1
367	в которых	1	1
368	не представляется	1	1
369	которые в	1	1
370	свет на	1	1
371	и более	1	1
372	и почти	2	1
373	и дидро	1	1
374	намека на	1	1
375	по себе	1	1
376	не была	2	1
377	части и	1	1
378	это особенно	1	1
379	и государственного	1	1
380	и очень	2	1
381	с развитием	1	1
382	между людьми	5	1
383	на три	1	1
384	при всех	2	1
385	вплоть до	1	1
386	но они	1	1
387	из мира	3	1
388	которого он	1	1
389	других менее	1	1
390	он еще	1	1
391	в самых	1	1
392	того чтобы	1	1
393	следовательно и	1	1
394	не стремится	1	1
395	в науке	1	1
396	в какой-то	1	1
397	они являются	2	1
398	для постановки	1	1
399	в дни	1	1
400	во всем	2	1
401	убедиться в	1	1
402	так например	2	1
403	не находим	1	1
404	заново открыты	1	1
405	до того	1	1
406	мы и	3	1
407	что на	1	1
408	ему не	1	1
409	конца и	1	1
410	зрителей то	1	1
411	и для	2	1
412	объектом осмеяния	1	1
413	к себе	2	1
414	его обычно	2	1
415	не могут	3	1
416	за маской	2	1
417	это конечно	1	1
418	становится возможным	1	1
419	влияния в	1	1
420	даже и	3	1
421	например на	1	1
422	уже на	1	1
423	и это	2	1
424	от друга	1	1
425	но при	2	1
426	это только	1	1
427	особенно в	2	1
428	театральных представлений	1	1
429	представляется возможным	1	1
430	действия и	1	1
431	говорили что	2	1
432	говорить о	1	1
433	в дальнейшем	8	1
434	были по-видимому	1	1
435	можно было	1	1
436	почти каждый	1	1
437	те же	1	1
438	существующего строя	1	1
439	это вовсе	1	1
440	оно все	1	1
441	иногда в	1	1
442	подойти к	1	1
443	в изображении	2	1
444	мира и	4	1
445	жизнь и	1	1
446	заключение что	1	1
447	отрицать что	1	1
448	с ним	3	1
449	с человеком	1	1
450	них не	1	1
451	о нем	3	1
452	времени их	1	1
453	и являются	1	1
454	в глаза	1	1
455	объяснение в	1	1
456	утверждает что	1	1
457	все его	1	1
458	людьми и	2	1
459	в значительной	6	1
460	связанной с	2	1
461	и писатели	1	1
462	жизни он	1	1
463	в отрыве	2	1
464	на ее	1	1
465	природы в	1	1
466	представления и	1	1
467	отметить что	2	1
468	и только	1	1
469	наконец в	1	1
470	до эпохи	1	1
471	и были	1	1
472	и следовательно	1	1
473	него либо	1	1
474	различия между	2	1
475	дома в	1	1
476	действа или	1	1
477	в литературе	6	1
478	того что	2	1
479	большей или	4	1
480	почти все	1	1
481	популярных в	1	1
482	хотя бы	1	1
483	поэтому и	4	1
484	начало в	4	1
485	во времени	1	1
486	бы ни	2	1
487	общественного строя	1	1
488	две причины	1	1
489	до наших	1	1
490	завершение в	1	1
491	отражение в	1	1
492	к земле	1	1
493	можно выразить	1	1
494	в большинстве	2	1
495	научная литература	1	1
496	получили в	1	1
497	за ним	1	1
498	где бы	1	1
499	мир в	3	1
500	пародии на	1	1
501	в современном	1	1
502	о которой	1	1
503	друг друга	3	1
504	и никакой	1	1
505	от того	2	1
506	и пока	1	1
507	ее на	1	1
508	для того	1	1
509	друг от	1	1
510	в особенности	2	1
511	представление о	1	1
512	часть этих	1	1
513	на этот	2	1
514	далеко не	3	1
515	и прежде	3	1
516	и др	24	1
517	в комическом	1	1
518	к человеку	1	1
519	что им	1	1
520	превращается в	5	1
521	в храме	1	1
522	чтобы убедиться	1	1
523	были заново	1	1
524	был применен	1	1
525	на весь	3	1
526	его как	1	1
527	о чем	1	1
528	большинстве случаев	2	1
529	и своим	1	1
530	него не	1	1
531	для этой	1	1
532	не осталось	1	1
533	связь с	5	1
534	этот же	1	1
535	и она	1	1
536	и возрождения	3	1
537	порождает и	1	1
538	и потому	10	1
539	отсюда и	1	1
540	в разной	2	1
541	государственного строя	1	1
542	предисловии к	1	1
543	к жизни	2	1
544	этих явлений	4	1
545	в той	5	1
546	применении к	3	1
547	наиболее известных	1	1
548	как бы	22	1
549	иногда даже	1	1
550	сам не	1	1
551	среди этих	1	1
552	бросается в	1	1
553	в это	2	1
554	или хотя	1	1
555	в римских	1	1
556	еще к	1	1
557	в условиях	13	1
558	в основном	2	1
559	если оно	1	1
560	которые были	1	1
561	в книге	2	1
562	очень интересный	1	1
563	обычно не	1	1
564	формы и	7	1
565	начала ее	1	1
566	эпохи возрождения	4	1
567	которого они	2	1
568	это уже	4	1
569	от него	2	1
570	в духе	8	1
571	места в	1	1
572	бы в	1	1
573	еще более	5	1
574	но зато	1	1
575	более широкие	1	1
576	именно поэтому	1	1
577	или меньшей	4	1
578	этих элементов	1	1
579	отношении к	1	1
580	в общем	4	1
581	то оно	1	1
582	с ней	1	1
583	не знает	6	1
584	сказать что	6	1
585	совершенно не	4	1
586	развития и	1	1
587	до трех	1	1
588	именно к	1	1
589	культуры в	4	1
590	выходят за	1	1
591	ли он	1	1
592	на это	1	1
593	из лучших	1	1
594	жизни и	7	1
595	вполне понятно	2	1
596	вещей от	1	1
597	и другие	8	1
598	того времени	1	1
599	начала с	1	1
600	и эта	3	1
601	это в	4	1
602	как на	1	1
603	в таком	2	1
604	земли и	5	1
605	том числе	10	1
606	они не	1	1
