N	2gram	Bakhtin_Fr_7	Morfolog
133	встречается очень	1	2
134	совсем не	3	2
135	по группам	1	2
136	и таким	1	2
137	и к	5	2
138	более или	2	2
139	та же	4	2
140	переходит на	1	2
141	в нее	3	2
142	можно было	3	2
143	многих других	1	2
144	в другом	1	2
145	мы уже	12	2
146	большинстве случаев	2	2
147	это было	2	2
148	и иных	1	2
149	на спине	1	2
150	за ней	1	2
151	в ином	1	2
152	этого не	1	2
153	с тем	1	2
154	на первый	1	2
155	или менее	2	2
156	для него	6	2
157	и при	1	2
158	нельзя было	1	2
159	дается в	1	2
160	и наоборот	1	2
161	же может	1	2
162	все эти	13	2
163	эти формы	1	2
164	не имеет	3	2
165	одна из	4	2
166	знать что	1	2
167	и его	9	2
168	так например	1	2
169	в каком	1	2
170	к себе	1	2
171	они и	2	2
172	оно не	2	2
173	здесь не	1	2
174	и что	1	2
175	не с	1	2
176	но здесь	1	2
177	путь на	3	2
178	о том	6	2
179	в различных	1	2
180	по их	1	2
181	того что	2	2
182	к различным	1	2
183	этот вопрос	1	2
184	что он	3	2
185	только в	6	2
186	он действует	2	2
187	себя в	1	2
188	уже не	2	2
189	в большинстве	2	2
190	друг за	1	2
191	в виде	1	2
192	его и	1	2
193	никто не	10	2
194	момент в	4	2
195	брак и	1	2
196	живой и	1	2
197	но есть	3	2
198	а на	2	2
199	не знает	3	2
200	сказать что	1	2
201	на поиски	1	2
202	в частности	1	2
203	или по	1	2
204	за другом	1	2
205	есть и	3	2
206	благодаря этому	2	2
207	не меняет	1	2
208	от него	1	2
209	одной из	2	2
210	в свое	2	2
211	но эти	1	2
212	к этому	5	2
213	например в	3	1
214	зрения их	1	1
215	функции в	1	1
216	и то	2	1
217	сын и	1	1
218	он может	3	1
219	применении к	1	1
220	так плохо	1	1
221	верхом на	1	1
222	между двумя	1	1
223	в доме	2	1
224	есть не	2	1
225	элементы и	1	1
226	на эти	1	1
227	он как	1	1
228	так чтобы	1	1
229	но она	1	1
230	что это	4	1
231	что иное	1	1
232	целом не	1	1
233	ему в	1	1
234	конечно и	1	1
235	не совсем	2	1
236	и заставляет	2	1
237	в виду	4	1
238	героев в	1	1
239	состоят из	1	1
240	оказывается что	3	1
241	он был	3	1
242	к целому	1	1
243	сына не	1	1
244	там и	1	1
245	мы еще	1	1
246	явлений и	2	1
247	значение и	1	1
248	а он	1	1
249	тогда как	1	1
250	некоторые черты	1	1
251	отношение к	2	1
252	отличие от	1	1
253	в главе	3	1
254	его не	1	1
255	вот как	1	1
256	для всех	2	1
257	мысль о	1	1
258	узнает что	1	1
259	говорит что	2	1
260	и наконец	4	1
261	по пути	1	1
262	но эта	1	1
263	его к	3	1
264	царство и	1	1
265	образом они	1	1
266	имеет в	1	1
267	другом случае	1	1
268	значение сам	1	1
269	в которой	2	1
270	к другому	1	1
271	не в	9	1
272	думать что	1	1
273	в этой	13	1
274	рассказ о	2	1
275	нами в	1	1
276	время и	1	1
277	у брата	1	1
278	момента в	1	1
279	и вот	2	1
280	здесь для	1	1
281	они играют	1	1
282	одно и	2	1
283	по его	1	1
284	к хвосту	1	1
285	в каждом	1	1
286	через все	2	1
287	связанные с	3	1
288	и может	2	1
289	в совершенно	1	1
290	правильнее было	1	1
291	на все	1	1
292	от одного	1	1
293	и отдельные	1	1
294	они по	1	1
295	и тем	1	1
296	даже в	1	1
297	страха перед	1	1
298	в это	3	1
299	по всему	1	1
300	превращаются в	2	1
301	этим и	1	1
302	переходим к	2	1
303	оно имеет	1	1
304	характерно что	2	1
305	чем в	1	1
306	и некоторые	1	1
307	и становится	1	1
308	том как	2	1
309	имеет ничего	1	1
310	и их	3	1
311	как все	1	1
312	лежат в	1	1
313	в их	3	1
314	отправился из	1	1
315	мы говорили	1	1
316	в первый	1	1
317	что я	1	1
318	иного характера	1	1
319	которые в	1	1
320	при этом	3	1
321	но он	4	1
322	все это	10	1
323	не должно	3	1
324	где нет	1	1
325	чрезвычайно разнообразны	1	1
326	видит в	1	1
327	возвращается к	1	1
328	своей смерти	1	1
329	она не	1	1
330	самого начала	1	1
331	то чего	1	1
332	того как	5	1
333	и сама	2	1
334	весь этот	2	1
335	в основе	1	1
336	как его	1	1
337	есть путь	1	1
338	дело не	2	1
339	в другое	5	1
340	на землю	2	1
341	к каждой	1	1
342	же время	9	1
343	или как	1	1
344	к концу	1	1
345	за исключением	1	1
346	вперед и	2	1
347	как на	1	1
348	у кого	1	1
349	по земле	1	1
350	и делает	1	1
351	характерен для	1	1
352	одним из	1	1
353	у нас	1	1
354	но там	1	1
355	встречается в	1	1
356	и героев	1	1
357	и развития	1	1
358	всего в	5	1
359	к тому	2	1
360	не есть	2	1
361	сбрасывают в	1	1
362	по горизонтали	2	1
363	ничего общего	1	1
364	в применении	1	1
365	с ее	3	1
366	данном случае	1	1
367	а здесь	1	1
368	нами выше	1	1
369	нужно заметить	1	1
370	и получает	1	1
371	на той	1	1
372	с самого	2	1
373	роль в	2	1
374	иметь детей	1	1
375	на свой	1	1
376	в v	1	1
377	как с	1	1
378	о тех	2	1
379	богатства и	1	1
380	в глаза	1	1
381	здесь как	2	1
382	здесь нет	2	1
383	другое так	1	1
384	во второй	2	1
385	по ее	1	1
386	и с	4	1
387	в последней	4	1
388	семь лет	1	1
389	находится в	2	1
390	связанное с	2	1
391	иное как	1	1
392	которого можно	1	1
393	по плану	1	1
394	но к	1	1
395	видите ли	1	1
396	там же	1	1
397	их в	2	1
398	выбор и	1	1
399	большое количество	1	1
400	доходит до	1	1
401	том или	1	1
402	остановимся пока	1	1
403	в его	12	1
404	на одном	5	1
405	во всей	2	1
406	в другой	1	1
407	тот момент	1	1
408	ее можно	1	1
409	в него	1	1
410	в лице	2	1
411	уже видели	2	1
412	на которой	2	1
413	в новой	7	1
414	вместо них	1	1
415	еще тем	1	1
416	с ними	3	1
417	часто выступает	1	1
418	ли он	1	1
419	сына в	1	1
420	как нечто	2	1
421	сына и	1	1
422	очень много	1	1
423	который в	1	1
424	играет роль	1	1
425	все они	6	1
426	со всеми	2	1
427	есть в	6	1
428	также часто	1	1
429	и у	5	1
430	затем следует	1	1
431	чем они	1	1
432	эти и	1	1
433	этой новой	2	1
434	дает ему	2	1
435	их как	1	1
436	дает описание	1	1
437	не так	1	1
438	всяком случае	1	1
439	в одном	3	1
440	и со	2	1
441	у него	6	1
442	между прочим	1	1
443	момент для	1	1
444	время уже	1	1
445	само собой	1	1
446	эти явления	1	1
447	уже совершенно	1	1
448	только на	2	1
449	другого и	1	1
450	и даже	1	1
451	может и	1	1
452	именно в	2	1
453	лица в	1	1
454	и создает	1	1
455	человека а	1	1
456	еще и	1	1
457	такое же	1	1
458	им головы	1	1
459	и несколько	1	1
460	иногда это	1	1
461	от другого	1	1
462	по тем	1	1
463	к первому	1	1
464	на этот	1	1
465	ничем не	3	1
466	в рассказе	1	1
467	не на	3	1
468	вход в	1	1
469	о чем	1	1
470	ссылка на	1	1
471	чрезвычайно много	1	1
472	но оно	1	1
473	совершенно другом	1	1
474	в одной	2	1
475	их за	1	1
476	приводит в	1	1
477	по своему	2	1
478	в данном	2	1
479	в течение	2	1
480	они все	1	1
481	и сюда	2	1
482	и там	1	1
483	в тот	1	1
484	в отдельности	2	1
485	из этой	1	1
486	отношения к	1	1
487	и самая	2	1
488	с этой	1	1
489	еще раз	1	1
490	по вертикали	1	1
491	в подобных	1	1
492	в формах	3	1
493	не будем	1	1
494	только для	1	1
495	же самое	1	1
496	старое все	1	1
497	все остальные	1	1
498	все подобные	1	1
499	уже достаточно	1	1
500	из ряда	1	1
501	в следующей	1	1
502	на улице	1	1
503	затруднительное положение	1	1
504	но на	1	1
505	она может	1	1
506	этой главе	1	1
507	связанные со	1	1
508	и все	14	1
509	лишь как	1	1
510	назначения и	1	1
511	бы в	2	1
512	или вообще	1	1
513	бросается в	1	1
514	здесь только	2	1
515	и сила	1	1
516	не будет	1	1
517	между ними	1	1
518	этот же	1	1
519	которым он	3	1
520	нет но	1	1
521	всех других	1	1
522	одновременно и	2	1
523	не что	1	1
524	который их	1	1
525	содержится в	2	1
526	а другой	1	1
527	бьют по	1	1
528	таким же	3	1
529	в таком	1	1
530	во всяком	2	1
