N	2gram	Bakhtin_fo_2	Tragedij
121	времени в	7	2
122	что и	3	2
123	в том	10	2
124	и ее	1	2
125	и детей	2	2
126	уже не	3	2
127	в виде	1	2
128	в одном	7	2
129	тем что	3	2
130	до конца	2	2
131	ничем не	1	2
132	в рассказе	1	2
133	ребенка и	1	2
134	под влиянием	1	2
135	было в	1	2
136	в данном	2	2
137	о его	2	2
138	это уже	1	2
139	потому что	8	2
140	состоит из	1	2
141	в частности	5	2
142	по поводу	1	2
143	в таком	1	2
144	эта новая	1	1
145	ту же	2	1
146	и т	14	1
147	например в	1	1
148	человека и	4	1
149	против нее	1	1
150	и др	5	1
151	необходимо отметить	1	1
152	самом деле	1	1
153	это и	1	1
154	и есть	2	1
155	в какой-то	1	1
156	должна быть	1	1
157	хлеб и	1	1
158	что уже	1	1
159	и усиливает	1	1
160	роман в	2	1
161	вместо того	1	1
162	ему в	3	1
163	самой природе	1	1
164	веке в	1	1
165	в виду	3	1
166	романов это	1	1
167	подчеркнуть что	1	1
168	золотом веке	2	1
169	в ней	1	1
170	между собой	1	1
171	это же	1	1
172	в чем	1	1
173	во всех	11	1
174	не исчерпываются	1	1
175	но не	5	1
176	могло быть	1	1
177	но как	1	1
178	всем его	1	1
179	в быту	1	1
180	значение и	4	1
181	а он	1	1
182	друга и	1	1
183	большое значение	2	1
184	за пределы	1	1
185	в настоящем	1	1
186	всю эту	2	1
187	это самое	1	1
188	в истории	4	1
189	опирается на	2	1
190	он широко	1	1
191	и наконец	6	1
192	дается в	2	1
193	силе и	1	1
194	роль играет	1	1
195	то в	2	1
196	работать и	1	1
197	за свои	1	1
198	шутки и	1	1
199	в которой	1	1
200	бы не	1	1
201	его а	1	1
202	всего необходимо	1	1
203	только один	2	1
204	этого образа	1	1
205	жизнь как	2	1
206	как он	2	1
207	не могла	2	1
208	человек не	2	1
209	вообще не	1	1
210	идей и	1	1
211	этом свидетельствует	1	1
212	так сказать	7	1
213	перестает быть	2	1
214	и еще	1	1
215	не значит	1	1
216	о золотом	1	1
217	не как	1	1
218	как дьявол	1	1
219	по всем	2	1
220	что тут	1	1
221	никому не	1	1
222	этом мире	6	1
223	и по	3	1
224	на этом	2	1
225	таким образом	3	1
226	особую роль	1	1
227	от нее	1	1
228	здесь мы	3	1
229	а затем	3	1
230	для характеристики	1	1
231	в другом	3	1
232	лишь в	2	1
233	это было	1	1
234	а это	1	1
235	лишь на	1	1
236	этого нового	2	1
237	но затем	1	1
238	в них	7	1
239	он же	1	1
240	что ему	1	1
241	мировой литературы	1	1
242	а за	1	1
243	небом в	1	1
244	со своими	2	1
245	которой он	2	1
246	когда я	1	1
247	для чего	2	1
248	очень важный	2	1
249	глава xi	1	1
250	почему бы	1	1
251	в своей	1	1
252	в котором	4	1
253	а чтобы	1	1
254	не столько	1	1
255	представление о	2	1
256	значение для	2	1
257	стало быть	1	1
258	и вот	2	1
259	но он	2	1
260	над ними	2	1
261	превратиться в	1	1
262	борьбу с	1	1
263	не могли	3	1
264	и великого	2	1
265	iii и	1	1
266	по себе	2	1
267	тому что	1	1
268	вплоть до	2	1
269	она не	2	1
270	на земле	2	1
271	самого начала	1	1
272	на котором	2	1
273	в эпизоде	7	1
274	как его	2	1
275	облекается в	1	1
276	но только	1	1
277	это мы	1	1
278	и всегда	2	1
279	контакт с	2	1
280	в самой	2	1
281	или как	1	1
282	и притом	1	1
283	по своей	1	1
284	к вам	1	1
285	особое значение	2	1
286	связи с	8	1
287	был так	1	1
288	входят в	1	1
289	что на	3	1
290	в стиле	1	1
291	мы встречаем	1	1
292	в трагедии	1	1
293	к себе	4	1
294	могут быть	2	1
295	и ярко	1	1
296	его с	1	1
297	и т.д	1	1
298	еще по	1	1
299	где он	1	1
300	высок и	1	1
301	можно написать	1	1
302	образы и	1	1
303	как мы	6	1
304	вещами и	3	1
305	и о	2	1
306	жизни самого	1	1
307	того чтобы	8	1
308	всего этого	1	1
309	романе в	6	1
310	с самого	1	1
311	говорили что	1	1
312	роль в	3	1
313	к смерти	4	1
314	эдгара по	1	1
315	с собой	1	1
316	на родине	1	1
317	в борьбе	3	1
318	по сравнению	1	1
319	в эпоху	4	1
320	в прошлое	1	1
321	это мне	1	1
322	часто и	1	1
323	и должно	2	1
324	вот почему	1	1
325	ему нужно	1	1
326	но мы	1	1
327	в смерти	1	1
328	по вопросу	1	1
329	а также	3	1
330	чтобы не	1	1
331	все в	2	1
332	доходит до	1	1
333	романа как	1	1
334	между тем	1	1
335	нуждается в	1	1
336	я вижу	1	1
337	говорит он	1	1
338	в форме	3	1
339	есть с	1	1
340	романа в	2	1
341	для самого	1	1
342	в литературе	2	1
343	того что	3	1
344	а смерть	1	1
345	в новой	1	1
346	имеют особое	1	1
347	и дело	1	1
348	мы видим	2	1
349	что даже	1	1
350	только в	11	1
351	во всем	1	1
352	как нечто	1	1
353	этот своеобразный	1	1
354	в самое	1	1
355	с одной	2	1
356	именно на	1	1
357	лишь бы	1	1
358	эти образы	2	1
359	есть в	1	1
360	призывом к	1	1
361	дело с	1	1
362	свидетельствует о	1	1
363	что писал	1	1
364	за счет	3	1
365	рассказывает о	1	1
366	в общем	1	1
367	характерно что	2	1
368	и их	4	1
369	т п	11	1
370	не для	2	1
371	они сами	2	1
372	к ним	2	1
373	быть по	1	1
374	и вместе	1	1
375	мир на	1	1
376	рядом с	2	1
377	в особенности	6	1
378	чувствует себя	3	1
379	никого не	1	1
380	факт в	1	1
381	вопрос об	1	1
382	именно в	2	1
383	и смеялся	1	1
384	совершенно ином	1	1
385	близок к	1	1
386	что не	1	1
387	объясняется тем	1	1
388	может жить	1	1
389	не было	3	1
390	а на	2	1
391	в образах	1	1
392	попал в	1	1
393	на этот	1	1
394	а не	4	1
395	его как	1	1
396	не быть	2	1
397	на смерть	3	1
398	одну из	1	1
399	которые так	1	1
400	этом случае	2	1
401	в связи	8	1
402	с помощью	3	1
403	вместе с	9	1
404	и потому	2	1
405	в духе	2	1
406	создает и	1	1
407	не знал	1	1
408	сравнению с	1	1
409	наряду с	2	1
410	необходимо подчеркнуть	1	1
411	в той	2	1
412	него есть	2	1
413	от природы	1	1
414	распадается на	1	1
415	пародия на	2	1
416	этого слова	1	1
417	с этой	4	1
418	и от	2	1
419	в условиях	1	1
420	на одной	1	1
421	исключительное значение	1	1
422	не является	3	1
423	он сказал	1	1
424	где и	1	1
425	в результате	1	1
426	это как	1	1
427	в двух	2	1
428	из себя	1	1
429	такие слова	2	1
430	бы в	1	1
431	и которое	1	1
432	и совершенно	3	1
433	конце концов	1	1
434	мог быть	1	1
435	обстоит дело	1	1
436	сказал что	2	1
437	жизни в	4	1
438	помощью этих	1	1
439	совершенно не	1	1
440	в иной	2	1
441	но этот	1	1
442	ко всему	1	1
443	и жизнь	1	1
444	есть и	4	1
445	во всяком	2	1
