N	2gram	Vinokur_St_1	Myshleni
298	отчета в	2	2
299	его в	2	2
300	тем или	3	2
301	нас интересует	1	2
302	что только	1	2
303	кроме самого	1	2
304	в вопросе	1	2
305	в первой	12	2
306	со всеми	2	2
307	с которыми	2	2
308	ни одного	2	2
309	но с	3	2
310	является не	4	2
311	из них	8	2
312	никто не	4	2
313	вовсе не	19	2
314	к ним	1	2
315	как будто	4	2
316	и даже	5	2
317	в ряде	1	2
318	а с	3	2
319	не отдает	1	2
320	что для	3	2
321	обратиться к	1	2
322	естественно что	1	2
323	у нас	11	2
324	языка не	2	2
325	о чем	1	2
326	является то	1	2
327	во внимание	1	2
328	на который	2	2
329	ни на	2	2
330	оказывается не	1	2
331	и потому	2	2
332	мы говорим	1	2
333	которые являются	1	2
334	чтобы выяснить	1	2
335	и от	1	2
336	является для	1	2
337	которых он	1	2
338	основе этой	1	2
339	которая в	1	2
340	или иным	3	2
341	чем он	1	2
342	и другие	1	2
343	отдает себе	1	2
344	другой стороны	7	2
345	совершенно не	5	2
346	из этого	1	2
347	в свое	2	2
348	жизни и	5	2
349	без всяких	2	2
350	в своих	2	2
351	по поводу	7	2
352	во всяком	6	2
353	а между	1	1
354	также и	9	1
355	например в	8	1
356	моменты связанные	1	1
357	в рассмотрение	1	1
358	должно стать	1	1
359	в тех	3	1
360	на самом	6	1
361	этого последнего	1	1
362	на деле	1	1
363	здесь и	1	1
364	считаться с	2	1
365	школе и	1	1
366	его же	2	1
367	заключается именно	1	1
368	из его	1	1
369	в какой-то	1	1
370	от которых	1	1
371	одним и	2	1
372	которыми он	2	1
373	существенная разница	1	1
374	полагает что	1	1
375	лет и	1	1
376	к нашей	1	1
377	еще на	1	1
378	мы имеем	2	1
379	более ранней	1	1
380	и о	1	1
381	и последующих	1	1
382	бы что	2	1
383	на эти	7	1
384	каждый отдельный	1	1
385	который был	1	1
386	в деле	3	1
387	почти исключительно	1	1
388	материала на	1	1
389	он был	3	1
390	бы то	1	1
391	что его	1	1
392	с его	1	1
393	конечно это	2	1
394	как правило	2	1
395	в ее	4	1
396	как справедливо	1	1
397	факты из	2	1
398	в наиболее	1	1
399	результате этого	1	1
400	как по	1	1
401	более чем	2	1
402	даже сказать	1	1
403	что именно	1	1
404	чем мы	1	1
405	на которое	2	1
406	как к	3	1
407	отвечает не	1	1
408	перед нами	1	1
409	кроме того	1	1
410	этому не	1	1
411	целый ряд	2	1
412	и понимания	1	1
413	как иначе	2	1
414	не воспроизводит	1	1
415	к числу	2	1
416	в себе	2	1
417	для ее	1	1
418	как производное	1	1
419	дело только	1	1
420	произвольно в	1	1
421	с произвольной	1	1
422	значения как	1	1
423	не приходится	1	1
424	точку зрения	3	1
425	более общие	1	1
426	только более	1	1
427	что это	4	1
428	в нашем	1	1
429	думать что	2	1
430	может стоять	1	1
431	вообще а	1	1
432	другом случае	1	1
433	и те	2	1
434	на то	4	1
435	в наших	2	1
436	но на	2	1
437	от которого	1	1
438	и почему	4	1
439	с именем	1	1
440	в первую	2	1
441	свою собственную	2	1
442	не как	1	1
443	том чтобы	1	1
444	ни были	2	1
445	он так	1	1
446	можно даже	1	1
447	в плане	1	1
448	этот тезис	1	1
449	смысле как	1	1
450	в специальных	1	1
451	значительной степени	1	1
452	в каждом	3	1
453	для всей	1	1
454	тем же	3	1
455	об этом	3	1
456	разница между	2	1
457	лишь в	3	1
458	между одним	1	1
459	входит в	1	1
460	обоих случаях	1	1
461	те или	1	1
462	и других	1	1
463	первую очередь	2	1
464	этом смысле	1	1
465	должен был	2	1
466	вопрос и	1	1
467	мог бы	1	1
468	в ином	1	1
469	и этим	1	1
470	ни в	3	1
471	это положение	1	1
472	о которых	1	1
473	объяснение того	1	1
474	в слове	5	1
475	эту тему	4	1
476	и уже	2	1
477	которой он	1	1
478	всегда и	1	1
479	несмотря на	2	1
480	не утверждал	1	1
481	писать на	1	1
482	системе как	1	1
483	нисколько не	2	1
484	со всей	1	1
485	места в	2	1
486	что такая	1	1
487	не разрешают	1	1
488	мы приходим	1	1
489	же это	3	1
490	но которые	1	1
491	знает и	2	1
492	место в	1	1
493	не столько	1	1
494	том смысле	2	1
495	равной мере	2	1
496	представление о	4	1
497	или вернее	1	1
498	о языке	1	1
499	этих точек	1	1
500	чтобы можно	1	1
501	для изучения	4	1
502	которые в	2	1
503	области других	1	1
504	который всегда	1	1
505	не считает	1	1
506	в прямом	1	1
507	тем не	2	1
508	надо сказать	2	1
509	однако в	1	1
510	том же	1	1
511	и общей	1	1
512	этой области	5	1
513	о значении	3	1
514	как можно	2	1
515	она не	2	1
516	в обоих	1	1
517	свои выводы	1	1
518	дело не	4	1
519	он говорил	1	1
520	отличается от	1	1
521	и притом	1	1
522	к этим	1	1
523	опираться на	1	1
524	не могло	1	1
525	на котором	1	1
526	место его	1	1
527	что ни	2	1
528	к каждой	1	1
529	а во	3	1
530	никаких оснований	2	1
531	производное от	1	1
532	они являются	1	1
533	того в	1	1
534	и после	1	1
535	вернее сказать	1	1
536	в сознании	2	1
537	из истории	3	1
538	уже и	1	1
539	так то	1	1
540	и делает	1	1
541	что на	2	1
542	в каком	3	1
543	виде так	1	1
544	сделать в	1	1
545	начиная с	2	1
546	в духе	1	1
547	есть только	2	1
548	и другой	1	1
549	числе и	2	1
550	в одну	1	1
551	обращение к	1	1
552	вывод из	1	1
553	что при	2	1
554	но к	1	1
555	в применении	3	1
556	для себя	3	1
557	и произвольным	1	1
558	грамматике и	1	1
559	не существует	3	1
560	следовательно в	1	1
561	будет видно	1	1
562	не могу	1	1
563	без всякого	2	1
564	только при	1	1
565	иное решение	1	1
566	они ни	1	1
567	мысль о	1	1
568	только то	1	1
569	существует все	1	1
570	непосредственно вытекает	1	1
571	своей речи	1	1
572	прямом смысле	1	1
573	видно из	1	1
574	собой по	1	1
575	ясно что	10	1
576	которая была	2	1
577	мы в	1	1
578	разрешают но	1	1
579	разумеется что	1	1
580	для этого	2	1
581	примеры и	2	1
582	мы вправе	1	1
583	произвольное и	1	1
584	работы над	1	1
585	потому чтобы	1	1
586	постановке вопроса	1	1
587	вопроса и	1	1
588	говорит об	2	1
589	вопроса которая	1	1
590	после того	1	1
591	и просто	1	1
592	все его	1	1
593	в пользу	2	1
594	может не	2	1
595	основу в	1	1
596	и во	2	1
597	образом мы	1	1
598	которых в	3	1
599	во втором	4	1
600	и произвольных	1	1
601	нуждается в	1	1
602	бы она	1	1
603	указано в	1	1
604	и научного	1	1
605	и только	3	1
606	состоящая в	1	1
607	теории в	1	1
608	известно что	1	1
609	которым мы	1	1
610	или иные	1	1
611	языка на	1	1
612	ошибкой в	2	1
613	до уровня	1	1
614	дает право	1	1
615	согласно которой	1	1
616	который в	1	1
617	всяком случае	6	1
618	это слово	4	1
619	себе отчета	1	1
620	простое и	1	1
621	какой степени	1	1
622	первостепенное значение	1	1
623	есть в	2	1
624	оказывается в	2	1
625	грамматическими и	1	1
626	уже в	2	1
627	себя в	1	1
628	чтобы он	1	1
629	бы установить	1	1
630	как например	1	1
631	в виде	3	1
632	в начале	3	1
633	что не	3	1
634	же у	1	1
635	каким образом	1	1
636	а то	2	1
637	при помощи	2	1
638	и обратно	1	1
639	языка но	1	1
640	только одно	1	1
641	не так	1	1
642	представить себе	1	1
643	мы находим	4	1
644	в прошлом	1	1
645	в конце	3	1
646	объяснения в	1	1
647	с этими	1	1
648	отношении к	1	1
649	с него	1	1
650	каждый из	1	1
651	при отсутствии	1	1
652	и никогда	1	1
653	это было	1	1
654	как раз	4	1
655	он является	1	1
656	этого понятия	1	1
657	в других	2	1
658	в форме	1	1
659	противоречия в	1	1
660	само собой	1	1
661	были бы	1	1
662	из двух	3	1
663	ссылается на	1	1
664	без всякой	3	1
665	со стороны	6	1
666	или иной	1	1
667	даже не	4	1
668	не изменяется	1	1
669	с другим	1	1
670	или иначе	2	1
671	развитии этой	1	1
672	и тех	1	1
673	здесь в	1	1
674	не потому	1	1
675	собой разумеется	1	1
676	бы сейчас	1	1
677	части этого	2	1
678	значит слово	1	1
679	не было	4	1
680	представляется в	1	1
681	которых мы	1	1
682	а главное	1	1
683	более того	1	1
684	также с	1	1
685	чем на	1	1
686	его собственной	2	1
687	на эту	4	1
688	там где	5	1
689	которая лежит	1	1
690	если не	2	1
691	виде в	1	1
692	эти особенности	1	1
693	стороны в	2	1
694	именно поэтому	1	1
695	нет никаких	2	1
696	бы оно	1	1
697	уже о	5	1
698	внимания к	1	1
699	а есть	1	1
700	и последующие	1	1
701	в одной	1	1
702	так обычно	1	1
703	вопросе о	1	1
704	чем то	1	1
705	в данном	14	1
706	а если	2	1
707	смысле этого	2	1
708	применении к	3	1
709	что же	6	1
710	и там	1	1
711	да и	3	1
712	согласно которому	1	1
713	сам не	1	1
714	и примитивными	1	1
715	иначе говоря	1	1
716	этого слова	2	1
717	эти вопросы	3	1
718	каждое из	1	1
719	и таким	1	1
720	этом и	1	1
721	но для	2	1
722	чем та	1	1
723	же значение	1	1
724	к вопросу	1	1
725	и для	3	1
726	случаях когда	1	1
727	бы говорить	1	1
728	тем и	1	1
729	при таком	2	1
730	для этой	1	1
731	это можно	3	1
732	но остается	1	1
733	которые дают	1	1
734	в отдельных	1	1
735	для нас	7	1
736	и все	2	1
737	или нет	1	1
738	той или	1	1
739	вообще в	1	1
740	случае и	1	1
741	но зато	1	1
742	этому принципу	1	1
743	на более	1	1
744	исключительно в	1	1
745	хотя в	2	1
746	в равной	2	1
747	не являются	3	1
748	в целях	1	1
749	что этот	2	1
750	к самым	1	1
751	с ней	1	1
752	новый и	1	1
753	дело с	2	1
754	две стороны	1	1
755	была бы	5	1
756	то здесь	1	1
757	далее в	2	1
758	в представлении	2	1
759	или иного	4	1
760	узнать что	1	1
761	оно не	1	1
762	она исходит	1	1
763	трудная и	1	1
764	той области	1	1
765	но эти	1	1
766	но еще	1	1
767	и это	2	1
768	того или	4	1
769	том числе	2	1
770	это в	4	1
771	гораздо более	4	1
772	смысле что	1	1
