N	2gram	Tiupa_Lite_1	Vladivir
325	не к	2	1
326	однако он	1	1
327	в силу	4	1
328	вся в	1	1
329	чтобы в	1	1
330	то самое	1	1
331	но все	1	1
332	том же	3	1
333	подход к	1	1
334	для всей	2	1
335	в духовной	1	1
336	андрея и	1	1
337	от страданий	1	1
338	поэзии и	2	1
339	говорил что	1	1
340	знает что	1	1
341	его личности	1	1
342	это не	4	1
343	на почве	2	1
344	и тем	4	1
345	согласно характеристике	1	1
346	в итоге	1	1
347	из первых	1	1
348	для них	2	1
349	ничего о	1	1
350	уже был	1	1
351	мы имеем	1	1
352	и уже	1	1
353	духовности в	1	1
354	жизни но	1	1
355	об этой	1	1
356	с такой	1	1
357	мы не	1	1
358	духовной жизни	4	1
359	в этих	1	1
360	в г	1	1
361	бы на	2	1
362	к тем	1	1
363	и одно	1	1
364	жизнь для	1	1
365	пока не	1	1
366	жизненный путь	1	1
367	вопрос о	1	1
368	люблю но	1	1
369	вплоть до	2	1
370	сам же	1	1
371	мир и	2	1
372	нам в	1	1
373	ни было	1	1
374	не для	1	1
375	а вот	1	1
376	она не	1	1
377	как будет	1	1
378	другого или	1	1
379	связь всего	1	1
380	xviii века	2	1
381	что ему	3	1
382	как о	1	1
383	и сама	1	1
384	о них	1	1
385	не могло	2	1
386	для всех	1	1
387	одна из	3	1
388	имеем дело	1	1
389	вне человеческого	1	1
390	поэт и	1	1
391	меня и	1	1
392	к исторической	1	1
393	xix веке	1	1
394	связи с	6	1
395	только с	1	1
396	этом отношении	2	1
397	он остановился	1	1
398	в области	3	1
399	глаз на	1	1
400	в стиле	1	1
401	личности в	1	1
402	становится для	1	1
403	уже о	1	1
404	все то	1	1
405	когда они	1	1
406	в стихотворении	4	1
407	в каждом	1	1
408	то ни	1	1
409	с ее	1	1
410	свою очередь	1	1
411	говоря уже	2	1
412	только то	2	1
413	в произведении	1	1
414	с самого	1	1
415	так в	1	1
416	роль в	2	1
417	как с	1	1
418	что может	1	1
419	читателя это	1	1
420	с самим	1	1
421	во второй	1	1
422	а все	1	1
423	строго говоря	1	1
424	помочь ему	1	1
425	и первые	1	1
426	если бы	1	1
427	в эпоху	1	1
428	он говорил	1	1
429	пор пока	1	1
430	сводится к	3	1
431	произведения как	1	1
432	искусства и	5	1
433	другом месте	1	1
434	того он	1	1
435	как п	1	1
436	второй половине	1	1
437	частности для	1	1
438	всех подобных	1	1
439	одного из	3	1
440	в значительной	1	1
441	с разными	1	1
442	затем в	1	1
443	а во	1	1
444	все в	1	1
445	письма где	1	1
446	для изучения	1	1
447	в обращении	1	1
448	от них	1	1
449	и во	1	1
450	толстой в	1	1
451	в адрес	1	1
452	во всей	1	1
453	в историческом	1	1
454	этот последний	1	1
455	всего со	1	1
456	в литературе	1	1
457	тех пор	1	1
458	казалось что	1	1
459	в формах	4	1
460	владимира соловьева	1	1
461	не как	4	1
462	человека в	1	1
463	что даже	1	1
464	который в	1	1
465	года уже	1	1
466	между этими	1	1
467	все были	1	1
468	не мешает	1	1
469	году к	1	1
470	с одной	2	1
471	со всеми	1	1
472	к которой	1	1
473	с какой	1	1
474	самом деле	2	1
475	этому поводу	1	1
476	он их	1	1
477	в сторону	1	1
478	это духовная	1	1
479	или не	1	1
480	вернуться к	1	1
481	же в	5	1
482	что не	2	1
483	целого ряда	1	1
484	от других	1	1
485	а то	1	1
486	чего бы	1	1
487	их как	1	1
488	сказано в	2	1
489	этом в	3	1
490	который как	1	1
491	одно из	3	1
492	ту же	2	1
493	в очерке	1	1
494	представлений о	1	1
495	в одном	1	1
496	по одним	1	1
497	и искусства	1	1
498	друг друга	4	1
499	мы можем	1	1
500	не просто	1	1
501	автора как	1	1
502	и только	2	1
503	о невозможности	1	1
504	во власти	1	1
505	европы но	1	1
506	или иначе	9	1
507	именно в	1	1
508	человека а	1	1
509	с той	1	1
510	далеко не	3	1
511	в свою	1	1
512	и говорил	1	1
513	итоге все	1	1
514	себя и	1	1
515	прежде всего	11	1
516	по тем	1	1
517	одной стороны	2	1
518	а за	1	1
519	до конца	1	1
520	близость к	1	1
521	а не	16	1
522	однако и	1	1
523	легко и	1	1
524	ниже в	1	1
525	на эту	1	1
526	за обедом	1	1
527	раннего детства	1	1
528	в одной	1	1
529	в историю	1	1
530	из которых	1	1
531	без другого	1	1
532	в данном	5	1
533	однако эти	1	1
534	одновременно с	1	1
535	самого себя	3	1
536	и вполне	2	1
537	ней не	1	1
538	на свете	1	1
539	ко мне	1	1
540	в состоянии	1	1
541	никем не	1	1
542	и более	1	1
543	быть не	1	1
544	что карамзин	1	1
545	с этой	5	1
546	истории новейшей	1	1
547	ничего кроме	2	1
548	не любил	2	1
549	и того	2	1
550	поскольку здесь	1	1
551	писал в	2	1
552	боролся с	1	1
553	уже на	1	1
554	или в	1	1
555	и самому	1	1
556	которая в	2	1
557	и слова	1	1
558	это уже	2	1
559	мысль о	1	1
560	у них	1	1
561	не будучи	1	1
562	у которого	1	1
563	на языке	1	1
564	года а	1	1
565	я в	5	1
566	не есть	2	1
567	жизни в	1	1
568	нами не	1	1
569	до тех	1	1
570	о своем	2	1
571	в моем	1	1
572	между ними	1	1
573	с ней	1	1
574	не говоря	2	1
575	от своего	2	1
576	ко всему	2	1
577	время не	1	1
578	со всей	1	1
579	глубоких и	1	1
