N	2gram	Vygotskiy__5	SlovoVZh
341	в целом	4	1
342	формы в	1	1
343	таком понимании	1	1
344	это же	1	1
345	если мы	7	1
346	не то	4	1
347	где они	1	1
348	фразы в	1	1
349	себя в	1	1
350	думать что	1	1
351	еще один	1	1
352	есть в	1	1
353	не можем	1	1
354	может с	1	1
355	обоих этих	5	1
356	дальше и	1	1
357	значение и	1	1
358	в виде	1	1
359	развитие этой	2	1
360	исходит из	2	1
361	что она	2	1
362	обращение к	1	1
363	от изменения	1	1
364	или даже	1	1
365	при помощи	1	1
366	и обратно	1	1
367	приходят к	1	1
368	они пытаются	1	1
369	образом для	1	1
370	его и	3	1
371	не извне	2	1
372	и их	4	1
373	всяком случае	1	1
374	не как	1	1
375	в одном	3	1
376	не совпадают	1	1
377	вовсе не	2	1
378	ни были	1	1
379	ничего общего	3	1
380	как его	1	1
381	у него	6	1
382	из нее	5	1
383	речь и	4	1
384	подобно тому	4	1
385	на этом	3	1
386	это один	1	1
387	или иных	1	1
388	помощью которой	1	1
389	значительной степени	1	1
390	что является	2	1
391	само собой	1	1
392	оно является	3	1
393	том же	1	1
394	зрения является	1	1
395	здесь мы	1	1
396	и только	1	1
397	что все	6	1
398	сознание и	2	1
399	оно способно	1	1
400	в другом	6	1
401	связанных с	1	1
402	другого и	1	1
403	мы это	1	1
404	этого основного	1	1
405	и т.п	1	1
406	зрения на	1	1
407	и из	2	1
408	должно быть	8	1
409	входит в	1	1
410	на протяжении	2	1
411	и которые	1	1
412	и непосредственное	1	1
413	и тех	1	1
414	было бы	10	1
415	миру и	1	1
416	к которому	4	1
417	не совпадает	2	1
418	этом смысле	1	1
419	и прежде	1	1
420	уже сказано	1	1
421	не находится	2	1
422	и тем	3	1
423	с техникой	1	1
424	один и	3	1
425	отражение в	1	1
426	только к	2	1
427	что для	2	1
428	говорит о	3	1
429	во внутренней	1	1
430	от нее	1	1
431	но уже	1	1
432	и во-вторых	1	1
433	не было	1	1
434	рядом с	1	1
435	а с	2	1
436	не знает	5	1
437	все равно	2	1
438	отношения в	1	1
439	и самый	1	1
440	не на	3	1
441	в ее	1	1
442	в слове	1	1
443	он имеет	3	1
444	которой он	1	1
445	несмотря на	1	1
446	на передний	1	1
447	они являются	1	1
448	к некоторому	1	1
449	о чем	2	1
450	на эту	1	1
451	и свободно	1	1
452	в изучении	1	1
453	здесь имеет	1	1
454	в истории	2	1
455	и того	3	1
456	ему но	1	1
457	со всей	1	1
458	близка к	1	1
459	восприятия и	3	1
460	для этой	1	1
461	нигде не	1	1
462	мы видели	3	1
463	или менее	1	1
464	места в	1	1
465	все более	1	1
466	это на	1	1
467	но если	6	1
468	в частности	3	1
469	на который	2	1
470	начинает развиваться	1	1
471	передний план	1	1
472	все основные	3	1
473	случае по	1	1
474	относятся к	1	1
475	только его	1	1
476	одним и	1	1
477	она в	1	1
478	к одному	2	1
479	чем более	1	1
480	не могут	4	1
481	и независимо	1	1
482	чем мы	1	1
483	менее эта	1	1
484	подобно этому	1	1
485	что я	2	1
486	этих явлений	1	1
487	является только	1	1
488	акт сознания	1	1
489	этих моментов	1	1
490	и тот	3	1
491	которые в	1	1
492	всегда имеет	1	1
493	одному и	2	1
494	слов в	1	1
495	моментов в	1	1
496	лучшем случае	4	1
497	ним в	1	1
498	и менее	1	1
499	на эти	1	1
500	может идти	3	1
501	речи так	3	1
502	зрения и	1	1
503	или хотя	1	1
504	же мы	2	1
505	эти вопросы	1	1
506	случае мы	1	1
507	другие области	1	1
508	и тому	2	1
509	по мере	2	1
510	но прежде	1	1
511	одна сторона	1	1
512	как необходимая	1	1
513	только для	2	1
514	и таким	1	1
515	в высшей	2	1
516	с которой	1	1
517	вне ее	1	1
518	в смысле	3	1
519	в обоих	1	1
520	самого начала	5	1
521	это последнее	1	1
522	к вопросу	1	1
523	только из	1	1
524	более и	1	1
525	и единство	2	1
526	слова которая	1	1
527	тех или	1	1
528	не является	5	1
529	в основе	8	1
530	время как	4	1
531	он еще	2	1
532	уже на	2	1
533	опираться на	1	1
534	при таком	1	1
535	того чтобы	17	1
536	не существует	1	1
537	тот не	1	1
538	это мы	2	1
539	к кому	1	1
540	имеет дело	1	1
541	в результате	4	1
542	в качестве	4	1
543	или иным	2	1
544	речи с	2	1
545	к одной	1	1
546	особого рода	1	1
547	это часто	1	1
548	от него	1	1
549	еще более	5	1
550	тем более	4	1
551	мы должны	8	1
552	по своей	3	1
553	внутренней и	1	1
554	связи с	3	1
555	с деятельностью	1	1
556	в свою	4	1
557	эти три	2	1
558	входят в	1	1
559	уже и	1	1
560	как будто	2	1
561	этом отношении	5	1
562	и делает	1	1
563	не нуждается	1	1
564	приходится признать	1	1
565	в области	12	1
566	который опирается	1	1
567	больше того	2	1
568	один шаг	2	1
569	первая точка	1	1
570	с ней	1	1
571	у нас	2	1
572	следовательно включает	1	1
573	языка в	1	1
574	является то	2	1
575	что можно	1	1
576	самой своей	2	1
577	обеих точек	1	1
578	по самому	1	1
579	есть только	1	1
580	или иного	1	1
581	должны быть	2	1
582	которые имеют	1	1
583	включает в	3	1
584	того о	1	1
585	что оно	6	1
586	но эти	1	1
587	к другим	1	1
588	его значение	1	1
589	мы могли	7	1
590	но из	1	1
591	наметить хотя	1	1
592	во всяком	2	1
593	точками зрения	2	1
594	они не	3	1
595	к тому	6	1
