N	2gram	Kanaev_Sov_1	FransuaR
150	у него	2	2
151	до наших	1	2
152	и даже	2	2
153	нельзя сказать	1	2
154	и прежде	1	2
155	в связи	1	2
156	для них	1	2
157	вместе с	4	2
158	так же	1	2
159	xix века	1	2
160	такого рода	2	2
161	на эту	1	2
162	по существу	1	2
163	но это	1	2
164	и становится	1	2
165	не подлежит	3	2
166	еще раз	1	2
167	хотя и	1	2
168	природой и	1	2
169	совершенно не	2	2
170	и эта	1	2
171	во всяком	2	2
172	все что	1	2
173	новое время	1	1
174	его здесь	1	1
175	самом деле	2	1
176	он может	3	1
177	между всеми	2	1
178	тем же	2	1
179	здесь и	1	1
180	отдельных элементов	1	1
181	входящих в	1	1
182	той же	2	1
183	из всех	1	1
184	есть не	1	1
185	для своего	1	1
186	мы имеем	1	1
187	это совершенно	1	1
188	того же	1	1
189	может дать	2	1
190	на них	1	1
191	знаем что	2	1
192	которых нет	1	1
193	живых существ	1	1
194	видели что	3	1
195	мы будем	1	1
196	по отношению	1	1
197	и речи	1	1
198	его развития	3	1
199	и дадим	1	1
200	чем же	1	1
201	внешние аналогии	1	1
202	независимо от	1	1
203	стороны и	1	1
204	более и	1	1
205	не будем	2	1
206	и наконец	5	1
207	это просто	1	1
208	конечно не	1	1
209	именно эта	1	1
210	к чему	2	1
211	в которой	2	1
212	с самого	3	1
213	в целом	4	1
214	он в	3	1
215	явлений не	1	1
216	нами в	1	1
217	всего необходимо	1	1
218	и тот	1	1
219	только один	2	1
220	мира но	1	1
221	и те	1	1
222	перевести его	1	1
223	так сказать	2	1
224	быть только	1	1
225	он не	1	1
226	в корне	1	1
227	друг с	2	1
228	одной и	1	1
229	легла в	1	1
230	и по	2	1
231	на этом	2	1
232	в основу	1	1
233	что все	2	1
234	в совершенно	1	1
235	его в	1	1
236	это не	4	1
237	что один	1	1
238	само собою	3	1
239	она и	1	1
240	всегда и	1	1
241	так называемый	1	1
242	в развитии	4	1
243	элемента в	1	1
244	в один	2	1
245	их на	1	1
246	но если	1	1
247	таким же	1	1
248	центр тяжести	1	1
249	в такой	1	1
250	почти не	1	1
251	что вся	1	1
252	никакому сомнению	1	1
253	в первый	1	1
254	представление о	1	1
255	развиться в	1	1
256	природы но	1	1
257	не менее	2	1
258	и той	1	1
259	силу и	1	1
260	не в	3	1
261	времени не	1	1
262	так называемое	1	1
263	что эта	1	1
264	же мы	2	1
265	можем сказать	1	1
266	и вся	1	1
267	и есть	2	1
268	она не	1	1
269	из которых	2	1
270	все три	1	1
271	дело в	1	1
272	свободы и	1	1
273	в стадии	5	1
274	он с	1	1
275	только не	1	1
276	на язык	1	1
277	или как	1	1
278	находиться в	1	1
279	к концу	1	1
280	образом он	1	1
281	с новой	1	1
282	ничто не	1	1
283	с другом	2	1
284	и несколько	1	1
285	очень распространенной	1	1
286	такие же	2	1
287	с и	1	1
288	и именно	2	1
289	не могут	2	1
290	для развития	2	1
291	что уже	1	1
292	есть то	1	1
293	должен быть	1	1
294	правда не	1	1
295	значении в	1	1
296	то она	1	1
297	дать не	1	1
298	необходимости и	1	1
299	поэтому мы	3	1
300	во многом	1	1
301	поэтому в	1	1
302	если бы	1	1
303	эта сторона	1	1
304	и начало	1	1
305	на их	2	1
306	и та	1	1
307	настоящее время	2	1
308	в вопросах	1	1
309	вся эта	1	1
310	подлежит сомнению	2	1
311	отметить что	1	1
312	во всей	1	1
313	ровно ничего	1	1
314	как например	1	1
315	этот метод	1	1
316	вся остальная	1	1
317	мы видим	2	1
318	в какой	1	1
319	ясно что	3	1
320	и действительно	1	1
321	правда и	1	1
322	одна и	1	1
323	все они	1	1
324	где можно	1	1
325	и у	1	1
326	в большинстве	1	1
327	ни одного	1	1
328	такие определения	1	1
329	целостность и	1	1
330	в виде	2	1
331	а это	1	1
332	функций в	1	1
333	в данной	1	1
334	мы знаем	2	1
335	который как	2	1
336	искать в	1	1
337	и их	1	1
338	эти три	1	1
339	пока не	1	1
340	роли и	1	1
341	в очень	1	1
342	из приведенных	1	1
343	только на	1	1
344	с общим	2	1
345	это или	1	1
346	развития в	2	1
347	подлежит никакому	1	1
348	а о	1	1
349	по своим	1	1
350	к которому	1	1
351	это своеобразное	1	1
352	на которые	1	1
353	один и	1	1
354	на этот	2	1
355	декарта и	1	1
356	а не	3	1
357	с помощью	4	1
358	всеми ее	1	1
359	его между	1	1
360	все более	1	1
361	стадии своего	1	1
362	всех элементов	3	1
363	последнее в	1	1
364	чем в	1	1
365	человек с	1	1
366	это значит	1	1
367	этом случае	1	1
368	совершенно недопустимо	1	1
369	это уже	1	1
370	не является	1	1
371	и для	1	1
372	раз подчеркнуть	1	1
373	и от	1	1
374	только таким	1	1
375	а все	3	1
376	это как	1	1
377	в настоящее	2	1
378	она уже	1	1
379	для нас	3	1
380	не более	1	1
381	еще более	2	1
382	и ни	1	1
383	цель и	1	1
384	функций и	1	1
385	состоит из	3	1
386	равно как	1	1
387	в свою	2	1
388	развития и	1	1
389	отношению к	1	1
390	на это	1	1
391	является исключением	1	1
392	к этому	1	1
