N	2gram	Tiupa_Vved_1	Istorich
128	как будто	4	3
129	и от	2	3
130	только одна	1	3
131	в греческой	1	3
132	или в	1	3
133	на первый	1	3
134	а в	6	3
135	еще в	2	3
136	сказать что	1	3
137	является и	1	3
138	из этого	1	3
139	в своих	2	3
140	к этому	2	3
141	они не	1	3
142	того же	1	2
143	говорилось выше	1	2
144	оно может	1	2
145	всех его	1	2
146	что иное	1	2
147	представляет собой	15	2
148	из земли	1	2
149	но не	5	2
150	могло быть	1	2
151	то он	2	2
152	по отношению	7	2
153	должны были	2	2
154	тогда как	10	2
155	на то	1	2
156	относится к	1	2
157	в одной	2	2
158	в своем	5	2
159	что касается	5	2
160	перед нами	6	2
161	целый ряд	2	2
162	к иному	1	2
163	что это	1	2
164	в этой	1	2
165	то и	2	2
166	и до	1	2
167	но он	1	2
168	он не	3	2
169	это явление	1	2
170	чтобы они	1	2
171	из него	1	2
172	людей и	1	2
173	можно было	2	2
174	человека в	1	2
175	же не	1	2
176	было бы	4	2
177	известно что	1	2
178	что смерть	2	2
179	кажется что	1	2
180	смерть и	1	2
181	по всему	1	2
182	вовсе не	1	2
183	становится и	1	2
184	стране мертвых	1	2
185	видели в	1	2
186	в которых	1	2
187	своего рода	10	2
188	однако в	4	2
189	даже в	1	2
190	тем самым	5	2
191	не имеет	2	2
192	одна из	4	2
193	на него	2	2
194	не могло	2	2
195	это мы	1	2
196	не вполне	3	2
197	это то	1	2
198	зависимости от	1	2
199	к тому	6	2
200	происходит и	1	2
201	но при	5	2
202	здесь не	2	2
203	и сам	1	2
204	что у	1	2
205	с собой	1	2
206	когда в	2	2
207	о котором	2	2
208	сводится к	4	2
209	не поддается	1	2
210	можно сказать	4	2
211	как у	1	2
212	в форме	1	2
213	того что	6	2
214	это означает	1	2
215	мир не	1	2
216	не так	1	2
217	всяком случае	1	2
218	что они	1	2
219	а с	2	2
220	и др	1	2
221	что не	1	2
222	а не	15	2
223	о чем	2	2
224	он и	2	2
225	так же	1	2
226	к себе	1	2
227	что же	3	2
228	отношению к	7	2
229	быть только	2	2
230	стороны и	1	2
231	что мы	2	2
232	видно что	1	2
233	мира и	2	2
234	или другой	1	2
235	для нас	2	2
236	мы должны	1	2
237	только что	1	2
238	в этих	3	2
239	но эти	1	2
240	героя в	1	2
241	жизни и	7	2
242	также не	1	2
243	во всяком	1	2
244	речь идет	1	1
245	соответствии с	6	1
246	одним из	5	1
247	также и	4	1
248	в движение	1	1
249	относится и	1	1
250	таком случае	1	1
251	с кем	1	1
252	в связи	1	1
253	мере в	2	1
254	очень много	1	1
255	между двумя	3	1
256	и четвертая	1	1
257	смерть в	1	1
258	в зависимости	1	1
259	а как	1	1
260	рассказ об	1	1
261	на первом	1	1
262	переходом к	1	1
263	нам в	1	1
264	именно к	1	1
265	он как	1	1
266	но она	1	1
267	как то	1	1
268	как объекта	1	1
269	в полной	1	1
270	не совсем	1	1
271	пребывания в	1	1
272	и сами	2	1
273	мы читаем	1	1
274	что несколько	1	1
275	во всех	2	1
276	природы и	1	1
277	как правило	6	1
278	своей работе	1	1
279	ли герой	1	1
280	друг на	1	1
281	же она	1	1
282	не все	2	1
283	отличие от	2	1
284	тут же	1	1
285	от основного	1	1
286	которые не	1	1
287	в истории	1	1
288	идет о	1	1
289	так называемая	1	1
290	до его	1	1
291	не хватает	1	1
292	и нет	1	1
293	однако не	1	1
294	встрече с	2	1
295	которой у	1	1
296	хотя и	7	1
297	как уже	1	1
298	случае уже	1	1
299	и к	2	1
300	более или	2	1
301	более глубокую	1	1
302	в этот	2	1
303	на какой	1	1
304	смерти с	1	1
305	в целом	3	1
306	применительно к	1	1
307	он в	1	1
308	отношение между	1	1
309	и тот	1	1
310	он является	2	1
311	лица и	1	1
312	но на	2	1
313	в случае	2	1
314	и если	1	1
315	жизнью и	1	1
316	задний план	1	1
317	тем не	3	1
318	зависит не	1	1
319	в силу	2	1
320	никак не	2	1
321	мифы о	1	1
322	чтобы в	1	1
323	подобно тому	2	1
324	на этом	1	1
325	тексте мы	1	1
326	однако все	1	1
327	что все	1	1
328	другого человека	1	1
329	этом он	1	1
330	в мире	8	1
331	мире не	1	1
332	этом направлении	1	1
333	то есть	8	1
334	разнообразных формах	1	1
335	при встрече	1	1
336	которого не	1	1
337	на горизонте	1	1
338	первобытного человека	2	1
339	это ее	1	1
340	в жизни	4	1
341	это некоторый	1	1
342	о которых	1	1
343	одна и	1	1
344	ключ к	1	1
345	обратимся к	2	1
346	и становится	1	1
347	этих факторов	1	1
348	или менее	2	1
349	точки зрения	1	1
350	но если	1	1
351	от своего	1	1
352	в котором	8	1
353	уже имеется	1	1
354	не столько	4	1
355	что я	1	1
356	говоря и	1	1
357	от его	1	1
358	который всегда	1	1
359	обращение к	1	1
360	функционально не	1	1
361	все это	1	1
362	мира на	2	1
363	и более	3	1
364	и наоборот	1	1
365	тому чтобы	1	1
366	того кто	1	1
367	то два	1	1
368	что есть	1	1
369	можно ли	1	1
370	не менее	4	1
371	мира не	2	1
372	меня не	1	1
373	это всегда	1	1
374	в основе	3	1
375	того чтобы	1	1
376	здесь может	1	1
377	этого обряда	1	1
378	этом мире	1	1
379	а во	1	1
380	пути и	1	1
381	как она	1	1
382	по своей	3	1
383	к мифу	1	1
384	со своим	1	1
385	оказывается недостаточно	1	1
386	только с	1	1
387	что на	2	1
388	в области	3	1
389	ли это	2	1
390	и оно	2	1
391	детей в	2	1
392	ему является	1	1
393	начиная с	3	1
394	есть только	1	1
395	далеко за	1	1
396	и смертью	1	1
397	числе и	1	1
398	большой дом	1	1
399	тех же	1	1
400	не встречается	1	1
401	бы он	1	1
402	выражение их	1	1
403	от которой	1	1
404	должен быть	1	1
405	но такой	1	1
406	из их	1	1
407	и о	1	1
408	тому что	1	1
409	с ее	1	1
410	не могу	1	1
411	в ее	1	1
412	как по	2	1
413	приводит к	2	1
414	по аналогии	1	1
415	те же	2	1
416	не с	3	1
417	здесь как	1	1
418	он приобрел	1	1
419	это только	2	1
420	этом месте	1	1
421	всегда имеет	1	1
422	по мере	1	1
423	об этом	4	1
424	с человеком	2	1
425	них не	1	1
426	иное как	1	1
427	же было	1	1
428	приближается к	1	1
429	состоят в	1	1
430	есть одновременно	1	1
431	более высокой	1	1
432	все тех	1	1
433	одного из	3	1
434	аналогии с	1	1
435	с того	1	1
436	к одному	1	1
437	восходит к	2	1
438	к нему	1	1
439	между тем	1	1
440	теперь уже	2	1
441	бы она	1	1
442	наконец в	1	1
443	он обладает	1	1
444	также в	1	1
445	не должен	1	1
446	но тут	1	1
447	никакого другого	1	1
448	же ему	1	1
449	он есть	1	1
450	в современной	3	1
451	быть и	2	1
452	с той	1	1
453	но с	1	1
454	ведь эти	1	1
455	не как	2	1
456	и представляет	2	1
457	дело с	2	1
458	может оказаться	1	1
459	которое мы	1	1
460	поэтому и	1	1
461	между этими	1	1
462	их не	1	1
463	от них	1	1
464	мире и	1	1
465	из которого	1	1
466	есть в	2	1
467	уже в	1	1
468	если мы	1	1
469	оно в	1	1
470	обстоит дело	1	1
471	о ней	4	1
472	в классической	1	1
473	или даже	1	1
474	его и	1	1
475	глаза и	1	1
476	мир в	1	1
477	роль и	1	1
478	для него	3	1
479	у нее	2	1
480	отношение к	2	1
481	оно так	1	1
482	к ним	2	1
483	при всей	2	1
484	может служить	4	1
485	как его	2	1
486	случае не	1	1
487	этом будет	1	1
488	где в	3	1
489	в особенности	1	1
490	и даже	1	1
491	а на	2	1
492	или иначе	2	1
493	и создает	1	1
494	заметить что	1	1
495	еще и	1	1
496	из таких	1	1
497	не знает	1	1
498	не исключает	1	1
499	таким например	1	1
500	на друга	1	1
501	как о	2	1
502	на эту	1	1
503	повествования и	3	1
504	несмотря на	1	1
505	первый взгляд	1	1
506	но никогда	1	1
507	этих случаях	2	1
508	отец как	1	1
509	тому как	2	1
510	в мир	1	1
511	и вполне	1	1
512	в стране	1	1
513	между прочим	1	1
514	его становления	1	1
515	но разумеется	1	1
516	не является	3	1
517	и для	3	1
518	однако и	2	1
519	не существует	2	1
520	к одной	1	1
521	бы в	3	1
522	но зато	1	1
523	иначе обстоит	1	1
524	в разнообразной	1	1
525	будто бы	3	1
526	же в	1	1
527	похожи на	1	1
528	от ее	1	1
529	может и	1	1
530	от лица	1	1
531	в свою	4	1
532	героя через	1	1
533	между ними	1	1
534	немного погодя	3	1
535	это на	1	1
536	на этот	1	1
537	земли к	1	1
538	не что	1	1
539	оно не	1	1
540	время не	1	1
541	на свет	1	1
542	здесь играют	1	1
543	многообразно и	1	1
544	частности в	2	1
545	к этой	1	1
546	см в	1	1
547	в противоположность	1	1
548	в таком	1	1
549	том числе	1	1
550	и вновь	3	1
551	встречаются в	1	1
