N	2gram	Bakhtin_fo_1	OGranits
141	громадную роль	2	2
142	там где	2	2
143	в связи	5	2
144	том что	4	2
145	с помощью	2	2
146	и при	1	2
147	и ее	3	2
148	так же	6	2
149	в отношении	3	2
150	своего рода	1	2
151	в течение	2	2
152	форм но	1	2
153	в тех	1	2
154	слова и	2	2
155	самого начала	2	2
156	разумеется что	2	2
157	не имеет	4	2
158	не касаемся	1	2
159	от всех	1	2
160	бы в	1	2
161	и является	2	2
162	во всем	2	2
163	а в	3	2
164	нет ничего	4	2
165	героя и	7	2
166	и к	2	2
167	имеет место	3	2
168	могут быть	5	2
169	в своих	1	2
170	к тому	3	2
171	обычно в	2	1
172	и это	4	1
173	одним из	1	1
174	также и	2	1
175	будут носить	1	1
176	же как	2	1
177	xvii века	2	1
178	человека и	11	1
179	функции в	1	1
180	не физическое	1	1
181	и через	1	1
182	вне этого	1	1
183	в виду	3	1
184	того же	8	1
185	значительной мере	1	1
186	и сами	1	1
187	в некоторых	2	1
188	на основе	2	1
189	уже к	1	1
190	и есть	1	1
191	в организации	1	1
192	здесь и	2	1
193	обладает в	1	1
194	в себя	1	1
195	ту же	2	1
196	включает в	1	1
197	и до	5	1
198	или иная	1	1
199	он всегда	1	1
200	не имеют	3	1
201	ведь и	1	1
202	на том	1	1
203	в образе	5	1
204	для которой	1	1
205	особенно в	1	1
206	отсюда и	2	1
207	здесь нет	3	1
208	или на	1	1
209	на материале	2	1
210	мы имеем	1	1
211	вопрос о	2	1
212	по себе	2	1
213	но такая	1	1
214	разных типов	1	1
215	подхода к	3	1
216	на себя	2	1
217	с ее	6	1
218	из того	1	1
219	часто и	2	1
220	событий и	3	1
221	не совсем	1	1
222	или только	1	1
223	же особенно	1	1
224	видели как	1	1
225	другом месте	1	1
226	композиционные функции	1	1
227	в мире	1	1
228	и он	1	1
229	внимание на	1	1
230	и являются	1	1
231	еще не	5	1
232	к друзьям	1	1
233	в широком	2	1
234	время в	6	1
235	материала это	1	1
236	осмысления и	1	1
237	форма как	1	1
238	времени в	7	1
239	в различных	2	1
240	рядов и	2	1
241	и своей	1	1
242	физическое тело	1	1
243	не знала	1	1
244	и существенного	1	1
245	относятся и	1	1
246	совсем не	2	1
247	но не	5	1
248	то он	1	1
249	переходит в	1	1
250	эта особенность	1	1
251	борьбе с	2	1
252	природы и	2	1
253	отношение к	2	1
254	тут же	1	1
255	и место	1	1
256	нет и	2	1
257	значение имеет	1	1
258	в свои	1	1
259	и речи	5	1
260	на то	1	1
261	в истории	2	1
262	углубляться в	2	1
263	в описании	1	1
264	и последнее	2	1
265	не зная	2	1
266	эта проблема	1	1
267	в своем	4	1
268	по своей	1	1
269	что касается	1	1
270	один из	3	1
271	моменты в	1	1
272	тех случаях	1	1
273	собой разумеется	2	1
274	явления как	1	1
275	времени ничего	1	1
276	и как	10	1
277	характер носит	1	1
278	его к	1	1
279	одной из	3	1
280	этот вопрос	1	1
281	что он	1	1
282	в значительной	2	1
283	не приходится	1	1
284	которые механически	1	1
285	иной характер	2	1
286	по которым	1	1
287	со всеми	3	1
288	так в	1	1
289	выражение в	2	1
290	в этой	1	1
291	для всех	2	1
292	с их	2	1
293	в дальнейшем	6	1
294	события и	1	1
295	само собой	2	1
296	и тот	1	1
297	эпохи но	1	1
298	конечно не	4	1
299	литературы в	1	1
300	и у	5	1
301	только на	3	1
302	себя и	3	1
303	вследствие этого	3	1
304	первое и	1	1
305	как совершенно	1	1
306	этот момент	1	1
307	точно не	1	1
308	является не	1	1
309	наш анализ	1	1
310	или даже	1	1
311	и других	3	1
312	его и	2	1
313	уже видели	1	1
314	одно из	3	1
315	в понимании	1	1
316	а вовсе	1	1
317	никто не	2	1
318	ее почти	1	1
319	он весь	2	1
320	как их	1	1
321	в конце	9	1
322	привела к	1	1
323	здесь для	1	1
324	отличие от	2	1
325	его можно	1	1
326	лишь с	1	1
327	встречаются в	1	1
328	ее жизни	1	1
329	явления природы	1	1
330	ее на	1	1
331	не должно	1	1
332	для того	5	1
333	абсолютно неизменной	1	1
334	на всю	1	1
335	в особенности	9	1
336	и характер	2	1
337	в совершенно	1	1
338	к другому	2	1
339	особенности в	1	1
340	мы это	1	1
341	для своей	1	1
342	и расположения	1	1
343	последнем счете	1	1
344	и здесь	1	1
345	его в	3	1
346	и лучше	1	1
347	ко второму	1	1
348	ориентируется на	1	1
349	и дает	3	1
350	в античной	1	1
351	ведь в	1	1
352	что мы	2	1
353	только к	3	1
354	к более	1	1
355	для них	3	1
356	из нее	2	1
357	о которых	1	1
358	не было	7	1
359	она и	1	1
360	а на	1	1
361	далеко не	2	1
362	как свое	1	1
363	и самый	1	1
364	и определяет	1	1
365	самое слово	1	1
366	которой он	1	1
367	когда я	1	1
368	и вне	3	1
369	как ни	1	1
370	уже у	1	1
371	отнюдь не	5	1
372	его чисто	1	1
373	из проявлений	1	1
374	должно быть	1	1
375	этого произведения	2	1
376	менее всего	1	1
377	автора и	2	1
378	разных местах	1	1
379	и тогда	1	1
380	особенностей и	1	1
381	если не	1	1
382	есть одно	1	1
383	вступает в	2	1
384	не дается	1	1
385	теперь мы	1	1
386	свои права	1	1
387	и абсолютно	1	1
388	однако этот	1	1
389	в отличие	2	1
390	в которых	2	1
391	на три	1	1
392	это произведение	1	1
393	касаемся здесь	1	1
394	она есть	1	1
395	к этому	3	1
396	и особенностями	2	1
397	что имеет	2	1
398	где она	1	1
399	и вот	1	1
400	объединены в	1	1
401	вне этой	1	1
402	чтобы затем	1	1
403	в эпоху	1	1
404	речи в	2	1
405	и более	1	1
406	их в	3	1
407	в ряду	1	1
408	в человеческом	1	1
409	необходимо чтобы	2	1
410	в последнем	1	1
411	не создает	1	1
412	этого слова	1	1
413	нет никакого	1	1
414	быть и	2	1
415	важная проблема	1	1
416	в условиях	7	1
417	до конца	4	1
418	вплоть до	1	1
419	и оно	1	1
420	в начале	3	1
421	неразрывно связаны	1	1
422	виду что	1	1
423	закономерностью и	1	1
424	вошла в	1	1
425	в то	9	1
426	как о	1	1
427	к другим	1	1
428	например у	3	1
429	своих руках	1	1
430	одна из	2	1
431	пространство и	1	1
432	вопрос в	1	1
433	случаях когда	1	1
434	именно этого	1	1
435	того чтобы	5	1
436	на самый	1	1
437	уже на	2	1
438	и тонкие	1	1
439	не существует	1	1
440	формы и	3	1
441	в разных	5	1
442	явлений или	1	1
443	или в	3	1
444	на одном	1	1
445	узком смысле	1	1
446	дан как	1	1
447	в самой	2	1
448	находятся в	1	1
449	же время	9	1
450	лишь как	2	1
451	или как	4	1
452	оказались бы	3	1
453	уясняются и	1	1
454	в основе	5	1
455	тем более	1	1
456	важное значение	2	1
457	от него	1	1
458	и порядок	1	1
459	это слово	1	1
460	потому что	4	1
461	связи с	6	1
462	эта категория	1	1
463	эти три	1	1
464	этом отношении	3	1
465	не вполне	1	1
466	тесно связана	1	1
467	об этом	2	1
468	та или	1	1
469	не знает	3	1
470	сказать что	3	1
471	связей и	1	1
472	равно как	2	1
473	все то	2	1
474	но когда	1	1
475	одном ряду	1	1
476	поэтому не	1	1
477	включается в	1	1
478	не входит	2	1
479	когда мы	1	1
480	во все	2	1
481	на очень	1	1
482	про себя	1	1
483	с его	9	1
484	в совокупности	1	1
485	произведения и	1	1
486	указать на	1	1
487	должны быть	1	1
488	всего в	1	1
489	вместе с	3	1
490	этого и	1	1
491	например в	6	1
492	им и	1	1
493	они не	3	1
