N	2gram	Vinokur_Ku_1	VelikijI
148	но не	5	2
149	в духе	3	2
150	могут быть	1	2
151	чтобы сделать	1	2
152	во всяком	5	2
153	всегда в	1	1
154	и своих	1	1
155	если б	2	1
156	эта идея	1	1
157	речь идет	2	1
158	как мы	1	1
159	для успокоения	1	1
160	в виду	5	1
161	для себя	1	1
162	в ее	1	1
163	в словах	1	1
164	и говорит	2	1
165	и осмыслить	1	1
166	роль в	4	1
167	и самое	1	1
168	не имеют	3	1
169	значение в	1	1
170	если они	1	1
171	для человеческого	1	1
172	то же	8	1
173	в результате	5	1
174	это только	3	1
175	по сравнению	1	1
176	которого они	1	1
177	вопрос о	2	1
178	который был	1	1
179	находится в	1	1
180	тогда нет	1	1
181	я не	2	1
182	свой предмет	2	1
183	ли так	1	1
184	не был	1	1
185	зависимости от	6	1
186	думаю что	2	1
187	в их	3	1
188	и на	4	1
189	после того	1	1
190	любви к	2	1
191	истории в	1	1
192	что оно	3	1
193	что люди	1	1
194	своим предметом	1	1
195	но как	1	1
196	если в	2	1
197	с которыми	1	1
198	присутствует в	1	1
199	менее всего	1	1
200	в новом	1	1
201	а потому	5	1
202	тогда как	2	1
203	себе и	2	1
204	бы в	7	1
205	себя но	1	1
206	не просто	5	1
207	крайней мере	5	1
208	это лишь	1	1
209	как в	4	1
210	в своем	3	1
211	потребность в	3	1
212	что нет	1	1
213	все же	12	1
214	но с	2	1
215	д и	2	1
216	в двух	1	1
217	могли бы	2	1
218	с ними	4	1
219	нельзя более	1	1
220	мы увидим	3	1
221	когда нужно	1	1
222	и так	1	1
223	он дал	1	1
224	со своей	1	1
225	в самом	10	1
226	в которой	6	1
227	что это	5	1
228	тем если	1	1
229	имеет своим	1	1
230	в целом	4	1
231	не имею	1	1
232	теперь в	1	1
233	в этой	3	1
234	в известном	1	1
235	же и	2	1
236	я в	1	1
237	уже в	3	1
238	в которую	1	1
239	то и	2	1
240	слово это	5	1
241	тем чтобы	1	1
242	и если	3	1
243	но прежде	1	1
244	по законам	1	1
245	по словам	1	1
246	и стало	1	1
247	или даже	1	1
248	и вот	1	1
249	вовсе не	10	1
250	не для	1	1
251	отношение к	1	1
252	так часто	1	1
253	но что	1	1
254	не случайно	6	1
255	и по	1	1
256	на этом	1	1
257	и вместе	1	1
258	лишь к	1	1
259	для того	16	1
260	то ни	1	1
261	в состоянии	2	1
262	конечно в	1	1
263	и с	5	1
264	ними как	1	1
265	а его	1	1
266	не надо	1	1
267	с другой	7	1
268	которого не	1	1
269	есть не	1	1
270	лишь на	1	1
271	еще и	5	1
272	и тем	2	1
273	даже что	1	1
274	нового времени	1	1
275	говорит о	1	1
276	она и	1	1
277	был в	2	1
278	ничем не	1	1
279	основной вопрос	1	1
280	человеческой жизни	1	1
281	не всегда	2	1
282	и уже	1	1
283	жизнь в	1	1
284	для чего	1	1
285	между собою	2	1
286	о чем	2	1
287	и своим	1	1
288	и было	2	1
289	него не	1	1
290	в одно	1	1
291	который я	1	1
292	только мы	1	1
293	именем и	2	1
294	действии и	1	1
295	вместе с	7	1
296	свое особое	1	1
297	так же	4	1
298	как это	3	1
299	в лице	1	1
300	мы в	1	1
301	у нас	10	1
302	в которых	6	1
303	и сделали	2	1
304	он говорит	1	1
305	с такой	1	1
306	в одном	3	1
307	у самого	1	1
308	по крайней	5	1
309	это значит	1	1
310	так хорошо	1	1
311	у таких	1	1
312	этого слова	3	1
313	освободиться от	1	1
314	с этой	2	1
315	человеку не	1	1
316	раз и	1	1
317	любви и	1	1
318	можно ли	2	1
319	искусстве но	1	1
320	единого в	1	1
321	равно не	1	1
322	из нас	1	1
323	так ли	1	1
324	к ним	1	1
325	и остается	1	1
326	смысле и	2	1
327	и именно	2	1
328	указать на	4	1
329	это кто	1	1
330	и от	1	1
331	ее но	1	1
332	нельзя не	1	1
333	задача которая	1	1
334	это как	1	1
335	которая в	1	1
336	он за	1	1
337	ничего не	2	1
338	в разных	2	1
339	того как	4	1
340	всего можно	1	1
341	лишь как	2	1
342	может быть	13	1
343	в русском	4	1
344	как она	1	1
345	против того	1	1
346	с отвращением	1	1
347	будто бы	1	1
348	это слово	3	1
349	вот что	1	1
350	в сознании	1	1
351	к жизни	2	1
352	наших дней	1	1
353	но вот	2	1
354	уже и	3	1
355	к ее	1	1
356	жизни в	1	1
357	что на	1	1
358	может и	1	1
359	ничего нельзя	1	1
360	другой стороны	6	1
361	о духе	1	1
362	но все	2	1
363	и идеи	1	1
364	есть и	1	1
365	к этому	1	1
366	в искусстве	1	1
367	в своих	1	1
368	слова с	1	1
369	в процессе	1	1
370	себя и	1	1
371	в роли	1	1
372	они не	3	1
