N	2gram	Bakhtin_Pr_3	EvropaiC
514	что этот	1	1
515	на всю	2	1
516	народом в	1	1
517	характер в	1	1
518	всех их	1	1
519	в отношении	9	1
520	есть нечто	1	1
521	самого начала	8	1
522	для каждого	1	1
523	на котором	1	1
524	на два	1	1
525	я буду	1	1
526	уже очень	1	1
527	когда их	1	1
528	тогда и	2	1
529	именно с	1	1
530	к концу	3	1
531	к ней	2	1
532	всех своих	1	1
533	за исключением	1	1
534	уже говорили	3	1
535	это слово	5	1
536	и его	16	1
537	же он	2	1
538	значит для	1	1
539	его он	1	1
540	со своим	1	1
541	мы бы	1	1
542	другой но	1	1
543	только с	3	1
544	ли это	2	1
545	не совсем	1	1
546	и заключается	1	1
547	есть только	3	1
548	да и	4	1
549	только еще	1	1
550	бы он	4	1
551	целом в	1	1
552	с такою	2	1
553	они и	1	1
554	конца не	1	1
555	для себя	6	1
556	оно может	1	1
557	приходит к	1	1
558	всех сторон	1	1
559	но при	1	1
560	на нем	1	1
561	здесь не	1	1
562	не могу	3	1
563	без всякого	1	1
564	из приведенных	1	1
565	мысль о	1	1
566	каждый раз	1	1
567	с самого	8	1
568	говорили что	3	1
569	так в	2	1
570	вопрос что	1	1
571	приводит к	1	1
572	роль в	1	1
573	и прочее	1	1
574	как с	1	1
575	котором мы	1	1
576	за то	1	1
577	не были	1	1
578	не лучше	1	1
579	всеми силами	1	1
580	собой и	2	1
581	своей собственной	1	1
582	ничего не	4	1
583	или иной	2	1
584	находится в	2	1
585	совершенно лишены	1	1
586	в раннем	2	1
587	никак не	1	1
588	что каждый	1	1
589	этой мысли	1	1
590	в значительной	1	1
591	других людей	1	1
592	не касались	1	1
593	нем не	1	1
594	вся эта	1	1
595	всех сил	1	1
596	это сделать	1	1
597	на одном	2	1
598	у другого	2	1
599	ним и	1	1
600	во всей	1	1
601	без которого	1	1
602	крайней мере	3	1
603	в другой	2	1
604	и главное	1	1
605	связь между	1	1
606	эти последние	2	1
607	другие же	1	1
608	на которой	1	1
609	коснуться еще	1	1
610	один из	2	1
611	же все	1	1
612	видели что	1	1
613	совсем не	3	1
614	и кажется	4	1
615	те которые	1	1
616	вмещает в	1	1
617	поэтому и	1	1
618	по мнению	1	1
619	бы ни	1	1
620	не происходит	1	1
621	с которыми	2	1
622	же и	2	1
623	для всех	1	1
624	на всем	1	1
625	уже не	2	1
626	уже в	3	1
627	только на	4	1
628	же явления	1	1
629	а то	1	1
630	другими людьми	1	1
631	за ним	2	1
632	бы тот	1	1
633	и со	2	1
634	в прошлом	1	1
635	своих собственных	1	1
636	для меня	1	1
637	друг друга	2	1
638	не случайно	1	1
639	случае не	1	1
640	идет в	1	1
641	них мы	1	1
642	тем что	4	1
643	ее на	1	1
644	в других	1	1
645	даже и	4	1
646	но из	1	1
647	были бы	2	1
648	именно как	1	1
649	и даже	7	1
650	нашли бы	1	1
651	о своей	2	1
652	с другим	11	1
653	в высшей	3	1
654	к которому	2	1
655	более резкой	1	1
656	это кажется	2	1
657	и между	1	1
658	еще и	1	1
659	собой а	1	1
660	к его	1	1
661	или о	1	1
662	люди что	1	1
663	в стремлении	1	1
664	с ней	1	1
665	и пр	1	1
666	это без	1	1
667	я пишу	1	1
668	может ли	1	1
669	а сам	1	1
670	перед которой	1	1
671	до конца	3	1
672	а не	9	1
673	был лишь	1	1
674	долго и	1	1
675	а так	2	1
676	когда она	2	1
677	или с	1	1
678	в последующем	3	1
679	среди других	2	1
680	он и	5	1
681	себя на	1	1
682	именно поэтому	1	1
683	все более	1	1
684	вступает в	2	1
685	нет ничего	1	1
686	создают в	1	1
687	эти слова	3	1
688	должна была	2	1
689	тоже с	1	1
690	как за	1	1
691	в человеке	2	1
692	смысле этого	2	1
693	чтобы заставить	1	1
694	общения с	1	1
695	в тот	1	1
696	сам не	3	1
697	действительно как	1	1
698	быть не	1	1
699	эти вопросы	1	1
700	дело идет	5	1
701	художественное произведение	1	1
702	благодаря этому	2	1
703	несколько дальше	2	1
704	только для	1	1
705	в который	1	1
706	точно и	1	1
707	пока еще	2	1
708	мире а	2	1
709	всего в	1	1
710	то ведь	1	1
711	и часто	1	1
712	ли в	1	1
713	пор еще	1	1
714	которых каждый	1	1
715	в самые	1	1
716	некоторого времени	1	1
717	и среди	1	1
718	не знакомы	1	1
719	лишь как	1	1
720	еще более	2	1
721	в большей	1	1
722	будто бы	2	1
723	с ума	1	1
724	или не	1	1
725	не являются	1	1
726	все только	1	1
727	и вдруг	4	1
728	над собою	1	1
729	всюду где	1	1
730	не говоря	1	1
731	сказать что	2	1
732	от всех	1	1
733	этой позиции	1	1
734	но этот	2	1
735	всех других	1	1
736	с каждым	1	1
737	а может	2	1
738	вполне понятно	2	1
739	увидим что	2	1
740	в своих	1	1
741	нет что	1	1
