N	2gram	Propp_Isto_7	Marksizm
110	к другому	1	3
111	но все	4	3
112	этих форм	1	3
113	его в	3	3
114	от одного	1	3
115	но именно	1	3
116	он не	6	3
117	он является	1	3
118	том что	10	3
119	в своей	1	3
120	и ее	2	3
121	в котором	2	3
122	в то	2	3
123	для всего	1	3
124	не имеет	4	3
125	действительности но	1	3
126	не могут	2	3
127	же самое	1	3
128	должны быть	3	3
129	и это	2	3
130	вне этого	1	3
131	в дальнейшем	3	3
132	сводится к	1	3
133	можно сказать	1	3
134	здесь в	1	3
135	того что	6	3
136	одной из	4	3
137	в какой	1	3
138	и действительно	1	3
139	не дает	1	3
140	большинстве случаев	1	3
141	из них	2	3
142	в целях	2	3
143	на этот	2	3
144	все это	8	3
145	к другой	1	3
146	xix века	1	3
147	и формы	1	3
148	этом случае	1	3
149	и от	2	3
150	в достаточной	1	3
151	и при	1	3
152	мы должны	4	3
153	всех других	2	3
154	ту же	1	2
155	одним из	1	2
156	же как	4	2
157	связана с	1	2
158	не остается	1	2
159	мы уже	4	2
160	не приходится	1	2
161	зависимости от	1	2
162	и он	3	2
163	но при	2	2
164	в чем	5	2
165	как если	1	2
166	не все	3	2
167	себе и	3	2
168	не просто	2	2
169	сама по	1	2
170	что во	2	2
171	в одной	2	2
172	в своем	1	2
173	может получить	1	2
174	в действительности	2	2
175	исторические корни	2	2
176	от этого	1	2
177	из этих	3	2
178	важна не	3	2
179	на стадии	1	2
180	как он	6	2
181	если он	3	2
182	и обеспечивает	1	2
183	тем не	4	2
184	должна быть	1	2
185	из него	1	2
186	можно было	1	2
187	в работе	1	2
188	могла бы	1	2
189	в другом	1	2
190	и с	1	2
191	в новое	1	2
192	ни в	2	2
193	это положение	2	2
194	ни одной	1	2
195	от него	3	2
196	уже у	1	2
197	должно быть	1	2
198	на первый	4	2
199	или вообще	1	2
200	это делает	1	2
201	и той	1	2
202	и более	1	2
203	тому что	2	2
204	в русской	5	2
205	что такое	2	2
206	в основе	2	2
207	одна из	7	2
208	людей так	1	2
209	как она	1	2
210	связь и	1	2
211	в сознании	1	2
212	к тому	1	2
213	они и	1	2
214	она не	2	2
215	и та	1	2
216	другими словами	2	2
217	как знак	1	2
218	никогда не	4	2
219	здесь происходит	1	2
220	мог бы	1	2
221	подойти к	1	2
222	достаточной степени	1	2
223	между собой	1	2
224	если бы	1	2
225	и даже	3	2
226	по мере	1	2
227	о том	9	2
228	все в	2	2
229	и во	1	2
230	что и	8	2
231	и только	1	2
232	в знак	1	2
233	и другую	2	2
234	в литературе	2	2
235	что он	21	2
236	в качестве	3	2
237	и др	2	2
238	на определенной	1	2
239	и их	1	2
240	так как	8	2
241	мы можем	4	2
242	тем что	6	2
243	связаны с	2	2
244	что не	2	2
245	вот в	1	2
246	мы пока	2	2
247	увидим в	1	2
248	при более	1	2
249	там где	5	2
250	и вне	1	2
251	в частности	1	2
252	независимо от	1	2
253	из которых	1	2
254	к своему	1	2
255	действительно ли	1	2
256	тех пор	1	2
257	с этой	6	2
258	но для	2	2
259	или в	8	2
260	мира и	1	2
261	но если	1	2
262	на смену	1	2
263	не знает	1	2
264	они все	1	2
265	отношению к	1	2
266	из этого	1	2
267	жизни и	1	2
268	к этой	1	2
269	в таком	1	2
270	от этой	1	1
271	например в	3	1
272	должен быть	1	1
273	задачи не	4	1
274	эти случаи	7	1
275	и то	1	1
276	и без	1	1
277	утверждение что	1	1
278	ее до	1	1
279	может сделаться	1	1
280	здесь и	2	1
281	от своей	1	1
282	не хочет	1	1
283	свое место	2	1
284	она все	1	1
285	этого он	1	1
286	в предыдущей	1	1
287	хлеб и	1	1
288	его не	2	1
289	для выражения	1	1
290	или наоборот	1	1
291	которую мы	1	1
292	превратилась в	3	1
293	бы что	1	1
294	совершенно так	1	1
295	поэтому если	1	1
296	его способность	1	1
297	и другая	1	1
298	в целом	1	1
299	для наших	1	1
300	из действительности	1	1
301	которые он	1	1
302	здесь не	2	1
303	в различных	3	1
304	которое он	1	1
305	этим не	2	1
306	смотрят на	1	1
307	с его	3	1
308	только после	2	1
309	иного рода	1	1
310	но конечно	2	1
311	ее к	1	1
312	совсем не	1	1
313	на основе	1	1
314	а только	1	1
315	не входит	1	1
316	второй вопрос	1	1
317	его во	1	1
318	если здесь	2	1
319	ответ на	6	1
320	должны были	3	1
321	отношение к	5	1
322	значение имеет	1	1
323	его на	2	1
324	под его	1	1
325	поэтому всякое	1	1
326	части в	1	1
327	просто как	1	1
328	хотя и	3	1
329	из сознания	1	1
330	оказывается в	1	1
331	и наконец	3	1
332	это тоже	1	1
333	более или	1	1
334	следующим образом	3	1
335	искусство и	1	1
336	или иную	1	1
337	со своей	2	1
338	та же	2	1
339	что это	6	1
340	ни один	1	1
341	или во	1	1
342	к самому	1	1
343	тоже не	3	1
344	в этой	1	1
345	в известном	1	1
346	однако как	1	1
347	нами в	2	1
348	видим и	3	1
349	эпохи и	1	1
350	во многих	2	1
351	не могла	1	1
352	с громадным	1	1
353	и если	3	1
354	всех этих	6	1
355	есть та	1	1
356	прочим и	2	1
357	пор мы	1	1
358	и вот	1	1
359	вообще не	2	1
360	и по	3	1
361	в образе	3	1
362	но дело	1	1
363	так например	2	1
364	в нее	1	1
365	сделать из	1	1
366	как они	1	1
367	этого вопроса	1	1
368	же не	1	1
369	в совершенно	1	1
370	об этой	2	1
371	в предыдущем	1	1
372	а по	1	1
373	на все	1	1
374	этого мы	1	1
375	с целью	2	1
376	это не	10	1
377	уже знаем	3	1
378	после этого	3	1
379	и тем	2	1
380	верно если	1	1
381	за ней	1	1
382	действительности он	1	1
383	останавливаться на	1	1
384	но уже	1	1
385	она и	1	1
386	с тем	1	1
387	со своими	1	1
388	одна и	1	1
389	мы видели	7	1
390	здесь можно	2	1
391	задач в	4	1
392	то с	1	1
393	может идти	2	1
394	он от	1	1
395	в один	2	1
396	в других	4	1
397	или менее	1	1
398	мы как	1	1
399	все более	1	1
400	во время	6	1
401	можно найти	2	1
402	наших дней	1	1
403	знает и	1	1
404	этому же	1	1
405	что я	1	1
406	от его	1	1
407	истолковать как	1	1
408	образом и	1	1
409	которые в	1	1
410	рода его	1	1
411	друг другу	1	1
412	лежит не	1	1
413	не физическая	1	1
414	чистом виде	1	1
415	тем самым	1	1
416	мышления и	1	1
417	эта форма	3	1
418	тогда когда	3	1
419	того как	3	1
420	на него	2	1
421	не по	2	1
422	они же	3	1
423	из их	1	1
424	и пытается	1	1
425	он с	1	1
426	его от	1	1
427	сознании и	1	1
428	в разных	1	1
429	в самой	1	1
430	того в	1	1
431	к ней	2	1
432	потому что	9	1
433	то этот	1	1
434	перед ним	1	1
435	нет даже	1	1
436	стороны и	2	1
437	еще одна	3	1
438	как только	2	1
439	отличается от	2	1
440	всего в	1	1
441	предыдущей главе	1	1
442	если же	1	1
443	мог сделаться	1	1
444	не единственная	2	1
445	из всего	2	1
446	связи со	2	1
447	в особенности	2	1
448	можно сделать	1	1
449	продолжает жить	1	1
450	из двух	1	1
451	на нее	1	1
452	и признаки	1	1
453	мы увидели	1	1
454	связан с	1	1
455	здесь нет	3	1
456	на которую	1	1
457	можно только	1	1
458	рода эти	1	1
459	имеется в	2	1
460	для этого	1	1
461	собой и	1	1
462	во избежание	1	1
463	пришли к	3	1
464	же должны	2	1
465	и что	10	1
466	находятся в	1	1
467	с социальной	1	1
468	все его	2	1
469	ее и	1	1
470	трудная задача	3	1
471	должно было	2	1
472	этой формулы	1	1
473	к нему	7	1
474	и требует	1	1
475	во всей	1	1
476	в форме	2	1
477	можно проследить	1	1
478	в ту	1	1
479	а его	3	1
480	любой момент	1	1
481	знания и	1	1
482	в каких	2	1
483	один момент	1	1
484	и история	1	1
485	или ничем	1	1
486	мы видим	10	1
487	с ними	1	1
488	пришел к	1	1
489	мы увидим	6	1
490	она правда	1	1
491	к нашему	1	1
492	очень много	2	1
493	во времени	1	1
494	бы ни	1	1
495	от них	1	1
496	с одной	5	1
497	так что	3	1
498	уже не	2	1
499	уже в	3	1
500	этой функции	1	1
501	и они	1	1
502	или даже	2	1
503	при помощи	3	1
504	первобытного человека	1	1
505	превращаются в	1	1
506	ту или	1	1
507	вводится в	1	1
508	характерно что	2	1
509	тогда он	1	1
510	не о	1	1
511	ту сторону	1	1
512	но что	1	1
513	мы выделим	1	1
514	и рождение	1	1
515	мы возьмем	1	1
516	литературе нет	1	1
517	до наших	1	1
518	одной стороны	5	1
519	со стороны	2	1
520	на ее	1	1
521	эти две	1	1
522	на заре	1	1
523	на которые	1	1
524	мы еще	1	1
525	определяется не	1	1
526	и самый	1	1
527	превращается в	3	1
528	как часть	1	1
529	в любой	1	1
530	чем речь	1	1
531	они что	1	1
532	положение и	1	1
533	человек в	1	1
534	самый факт	1	1
535	о чем	1	1
536	него не	1	1
537	что мы	3	1
538	под влиянием	1	1
539	его как	1	1
540	этой задачей	1	1
541	здесь идет	1	1
542	ответить на	1	1
543	как это	2	1
544	но не	6	1
545	требует от	1	1
546	влияния на	1	1
547	а если	2	1
548	не видят	2	1
549	и там	2	1
550	и всей	1	1
551	по существу	4	1
552	для понимания	1	1
553	значит что	1	1
554	этих способов	1	1
555	многих других	1	1
556	это значит	2	1
557	лежит в	2	1
558	есть и	4	1
559	его за	2	1
560	между прочим	3	1
561	здесь входить	1	1
562	условий в	1	1
563	отвечает на	1	1
564	и может	1	1
565	в силах	1	1
566	человек и	1	1
567	увидим дальше	1	1
568	же к	1	1
569	бы на	1	1
570	и другие	9	1
571	но вот	2	1
572	он же	1	1
573	неотделим от	1	1
574	с ней	3	1
575	и так	2	1
576	но этот	1	1
577	же мы	1	1
578	выходят за	1	1
579	ее в	3	1
580	нас не	2	1
581	можно назвать	1	1
582	этой точки	3	1
