N	2gram	Tiupa_Lite_1	Komedia
285	места в	1	1
286	в ситуации	1	1
287	другого среди	1	1
288	для нас	1	1
289	и только	2	1
290	только после	1	1
291	люблю но	1	1
292	значение в	1	1
293	вопрос о	1	1
294	ко мне	1	1
295	стороны он	1	1
296	можно сказать	1	1
297	для всей	2	1
298	так называемого	2	1
299	или в	1	1
300	жизни и	3	1
301	чем он	1	1
302	на первый	1	1
303	этого персонажа	1	1
304	на человека	1	1
305	и тем	4	1
306	для своего	2	1
307	стихи о	1	1
308	руки а	1	1
309	всем и	2	1
310	сам себе	1	1
311	может служить	1	1
312	он искал	1	1
313	на глазах	1	1
314	не к	2	1
315	нет я	2	1
316	апеллирует к	1	1
317	уже говорилось	1	1
318	это время	1	1
319	это как	2	1
320	для них	2	1
321	с тобой	1	1
322	крайней мере	1	1
323	как с	1	1
324	с р	1	1
325	себя самого	1	1
326	все тот	1	1
327	обращаясь к	2	1
328	этому поводу	1	1
329	себя с	1	1
330	человека а	1	1
331	раз с	1	1
332	вслед за	1	1
333	в ответ	1	1
334	его тем	1	1
335	писал в	2	1
336	говорил что	1	1
337	с ней	1	1
338	если говорить	1	1
339	в сознании	2	1
340	остались в	1	1
341	общим местом	1	1
342	автора это	1	1
343	говоря уже	2	1
344	из двух	1	1
345	я и	7	1
346	в большинстве	1	1
347	право на	1	1
348	с сыном	1	1
349	эту мысль	1	1
350	не будучи	1	1
351	этой точки	3	1
352	к другому	1	1
353	найти мне	1	1
354	в некоторых	1	1
355	в понимании	1	1
356	затем в	1	1
357	на котором	1	1
358	что я	2	1
359	почти целиком	1	1
360	ничего общего	1	1
361	на одном	1	1
362	не на	2	1
363	более ранние	1	1
364	с более	1	1
365	случае в	1	1
366	живет на	1	1
367	что лирическое	1	1
368	тем как	1	1
369	то в	1	1
370	в это	1	1
371	в нашем	1	1
372	одно из	3	1
373	со всеми	1	1
374	эти слова	1	1
375	нашего времени	2	1
376	ответ на	1	1
377	собой в	1	1
378	однако нет	1	1
379	он сам	1	1
380	из первых	1	1
381	последнего времени	1	1
382	в кругу	1	1
383	по своей	3	1
384	сводится к	3	1
385	но не	4	1
386	отношения между	2	1
387	пока не	1	1
388	общей для	2	1
389	этого не	2	1
390	путь к	1	1
391	с той	1	1
392	все то	1	1
393	был уверен	1	1
394	не любил	2	1
395	выходит за	1	1
396	к жизни	1	1
397	превращается в	2	1
398	как сам	1	1
399	меня и	1	1
400	призыв к	1	1
401	а для	2	1
402	например в	3	1
403	с другом	1	1
404	по этому	2	1
405	высказывание из	1	1
406	я во	1	1
407	быть не	1	1
408	в себя	2	1
409	на три	1	1
410	здесь между	1	1
411	образов в	1	1
412	не был	1	1
413	постольку поскольку	1	1
414	текста и	1	1
415	жизни это	1	1
416	но как	1	1
417	бы на	2	1
418	как теперь	1	1
419	того он	1	1
420	не сводится	3	1
421	с известными	1	1
422	этом и	1	1
423	аналогий с	1	1
424	и других	1	1
425	в этих	1	1
426	одновременно с	1	1
427	соответствии с	1	1
428	которой не	1	1
429	да и	3	1
430	и ему	1	1
431	они не	1	1
432	чаще всего	1	1
433	а напротив	1	1
434	уверен что	1	1
435	кого из	1	1
436	как все	2	1
437	говорят о	1	1
438	но наиболее	1	1
439	бы между	1	1
440	что при	1	1
441	в душе	3	1
442	в чем	1	1
443	не говоря	2	1
444	в статье	1	1
445	у них	1	1
446	на смену	6	1
447	общего с	2	1
448	поскольку он	2	1
449	сам не	1	1
450	в современном	1	1
451	к новым	1	1
452	в случае	4	1
453	сказать что	1	1
454	к достижению	1	1
455	в детстве	1	1
456	говорил он	1	1
457	годов в	1	1
458	и от	1	1
459	можно назвать	1	1
460	зависимости от	1	1
461	быть назван	1	1
462	на мой	1	1
463	относится к	2	1
464	мы в	2	1
465	весь в	1	1
466	с новой	1	1
467	из классических	1	1
468	было и	1	1
469	литературы на	1	1
470	такого рода	10	1
471	о них	1	1
472	очевидно что	1	1
473	а с	1	1
474	казалось что	1	1
475	своей собственной	2	1
476	так называемых	2	1
477	в слове	2	1
478	перед нами	1	1
479	это делает	1	1
480	той же	3	1
481	за столетие	1	1
482	не могло	2	1
483	перед собой	1	1
484	это было	1	1
485	в каждом	1	1
486	ему в	1	1
487	тому как	2	1
488	по поводу	2	1
489	сам же	1	1
490	и тому	1	1
491	в состоянии	1	1
492	однако и	1	1
493	о полном	1	1
494	не должен	3	1
495	от своего	2	1
496	не всегда	1	1
497	для этого	4	1
498	в зависимости	1	1
499	по крайней	1	1
500	могут быть	2	1
501	том же	3	1
502	с жизнью	1	1
503	в мир	1	1
504	что тебе	1	1
505	не сам	2	1
506	чем за	1	1
507	его жизни	1	1
508	к которой	1	1
509	чтобы не	2	1
510	в сторону	1	1
511	от ее	1	1
512	могли бы	1	1
513	как уже	1	1
514	не от	1	1
515	такой же	1	1
516	на рубеже	3	1
517	в отличие	5	1
518	целого ряда	1	1
519	которых в	1	1
520	пути к	1	1
521	относится как	1	1
522	сам текст	1	1
523	уже о	1	1
524	с собой	4	1
525	партнера по	1	1
526	и само	2	1
527	куда-нибудь в	1	1
528	как к	1	1
529	не столько	5	1
530	образом если	1	1
531	свое место	1	1
532	на этом	2	1
533	предполагать что	1	1
534	а к	1	1
535	мой взгляд	1	1
536	в действительности	1	1
537	своего времени	2	1
538	бог и	1	1
539	строго говоря	1	1
540	впрочем и	1	1
541	не случайно	2	1
542	ничего о	1	1
543	под названием	1	1
544	том числе	1	1
545	я не	7	1
546	же пути	1	1
547	эта мысль	2	1
548	одном из	1	1
549	от них	1	1
550	но нередко	1	1
551	подобно тому	2	1
552	всего это	1	1
553	все они	2	1
554	была бы	1	1
555	и у	1	1
556	не нуждается	1	1
557	всего в	3	1
558	в следующем	1	1
559	к мысли	1	1
560	этом не	1	1
561	в пользу	1	1
562	преступления и	1	1
563	в финале	1	1
564	а то	1	1
565	и полноправного	1	1
566	которая никогда	1	1
567	человек в	1	1
568	жизни в	1	1
569	в нашей	2	1
570	никак не	1	1
571	только в	8	1
572	свое собственное	3	1
573	только на	2	1
574	из наиболее	2	1
575	на свете	1	1
576	другому а	1	1
577	чуть ли	2	1
578	в соответствии	1	1
579	мы имеем	1	1
580	в лучшем	1	1
581	и как	1	1
582	глаза на	1	1
583	в одной	1	1
584	к одному	1	1
585	в первой	1	1
586	от которого	1	1
587	нашего столетия	3	1
588	что подобное	1	1
589	и по	1	1
590	мог бы	1	1
591	он уже	1	1
592	в текст	2	1
593	во втором	2	1
