N	2gram	Voloshinov_1	Komedia
216	указания на	1	2
217	будто бы	1	2
218	то что	8	2
219	не говоря	2	2
220	в свою	6	2
221	в действительности	1	2
222	в своих	2	2
223	все что	1	2
224	к полному	2	1
225	можно говорить	1	1
226	он получает	1	1
227	также и	2	1
228	чтобы не	1	1
229	постепенно в	1	1
230	не остается	1	1
231	на самом	3	1
232	не что	4	1
233	такое же	1	1
234	тем же	3	1
235	между двумя	2	1
236	и всем	1	1
237	содержания ведь	1	1
238	от всяких	1	1
239	встречаются на	1	1
240	от которых	2	1
241	и больше	2	1
242	в зависимости	5	1
243	намек на	1	1
244	которые пытались	1	1
245	социальных отношений	1	1
246	одним из	1	1
247	мы уже	10	1
248	той же	5	1
249	здесь нас	1	1
250	со всех	2	1
251	которым он	1	1
252	для своего	1	1
253	ответить на	2	1
254	что иное	2	1
255	после первого	1	1
256	ему в	1	1
257	зависимости от	5	1
258	в мире	2	1
259	и он	2	1
260	еще вчера	1	1
261	в ней	8	1
262	от всей	1	1
263	иное как	2	1
264	не найдем	1	1
265	ответа на	1	1
266	быть в	1	1
267	служит для	1	1
268	во всех	6	1
269	явлением в	1	1
270	он может	1	1
271	из сторон	1	1
272	общественной жизни	10	1
273	к которой	1	1
274	следующих за	1	1
275	ответ на	2	1
276	очевидно что	2	1
277	художественной выразительности	1	1
278	отнюдь не	10	1
279	вопросов которые	2	1
280	с этим	2	1
281	для создания	1	1
282	с собой	2	1
283	дает нам	1	1
284	в своем	1	1
285	тех случаях	2	1
286	смысле этого	2	1
287	когда он	1	1
288	целый ряд	3	1
289	не являются	1	1
290	и к	4	1
291	более или	1	1
292	то в	1	1
293	за собой	1	1
294	культуры и	1	1
295	что это	4	1
296	представляет собой	2	1
297	он в	1	1
298	что же	8	1
299	чуть ли	2	1
300	бы не	2	1
301	из этих	1	1
302	но выразительно	1	1
303	только на	3	1
304	тем он	1	1
305	остановиться на	1	1
306	бы только	1	1
307	другом случае	1	1
308	себе возникновение	1	1
309	роль в	3	1
310	и те	1	1
311	как он	1	1
312	не могла	1	1
313	что эти	2	1
314	к миру	2	1
315	социальной истории	1	1
316	к одному	1	1
317	сказал что	1	1
318	действительности к	1	1
319	нашего времени	1	1
320	и укрепить	1	1
321	одному и	1	1
322	действительности на	1	1
323	форме не	1	1
324	но все	4	1
325	человека в	2	1
326	значительной степени	2	1
327	остается последний	1	1
328	в каком-нибудь	1	1
329	конечно в	1	1
330	об этом	3	1
331	то есть	4	1
332	зрения на	2	1
333	говорить не	1	1
334	дома и	1	1
335	эти высказывания	2	1
336	уже знаем	1	1
337	перед нами	3	1
338	должен был	1	1
339	между отдельными	1	1
340	в жизни	2	1
341	и находит	1	1
342	говорить в	2	1
343	нет в	1	1
344	а с	5	1
345	все равно	1	1
346	к которым	1	1
347	что элемент	1	1
348	с тем	8	1
349	и уже	3	1
350	которой он	1	1
351	мере за	1	1
352	слова и	5	1
353	себе все	2	1
354	лучше всего	1	1
355	путем и	1	1
356	в этих	2	1
357	в еще	1	1
358	не так	3	1
359	но если	1	1
360	нас не	2	1
361	уже несколько	1	1
362	наших дней	1	1
363	те явления	1	1
364	из которой	1	1
365	превратилась в	1	1
366	в которых	2	1
367	особое место	1	1
368	мнения и	1	1
369	которые в	2	1
370	друг другу	2	1
371	однако не	1	1
372	и эти	1	1
373	том же	1	1
374	по себе	1	1
375	между несколькими	1	1
376	тому что	5	1
377	высказывания в	2	1
378	если и	1	1
379	с развитием	2	1
380	в идеологическом	1	1
381	но они	1	1
382	самого начала	4	1
383	для каждого	2	1
384	в русской	1	1
385	если в	1	1
386	своего героя	2	1
387	которого он	1	1
388	сознания как	1	1
389	также что	1	1
390	[ ]	1	1
391	форма общественного	1	1
392	того чтобы	7	1
393	следовательно и	1	1
394	связанное с	1	1
395	это нам	1	1
396	в какой-то	2	1
397	они являются	1	1
398	играли в	1	1
399	в дни	1	1
400	и после	1	1
401	убедиться в	1	1
402	обстановка в	1	1
403	так например	1	1
404	до того	3	1
405	ведь еще	2	1
406	своим собственным	1	1
407	представлений в	1	1
408	каждый раз	1	1
409	за ними	2	1
410	может показаться	3	1
411	от их	2	1
412	и для	3	1
413	особый и	1	1
414	не могут	1	1
415	хотя конечно	1	1
416	это конечно	1	1
417	с полной	1	1
418	его с	1	1
419	в поле	1	1
420	даже и	2	1
421	например на	1	1
422	и это	7	1
423	литературного творчества	2	1
424	но при	3	1
425	это только	1	1
426	с самого	4	1
427	говорили что	1	1
428	говорить о	1	1
429	в дальнейшем	2	1
430	следовательно тем	2	1
431	что могло	1	1
432	и когда	2	1
433	можно было	4	1
434	те же	4	1
435	иногда в	1	1
436	подойти к	2	1
437	когда в	1	1
438	мира и	1	1
439	и политики	1	1
440	искусства философии	1	1
441	предположить что	1	1
442	с ним	2	1
443	свидетельствуют о	1	1
444	в каждой	1	1
445	с человеком	1	1
446	воли и	1	1
447	или от	1	1
448	за свое	1	1
449	на вопрос	1	1
450	именно с	1	1
451	и внутреннее	1	1
452	символом всей	1	1
453	и что	1	1
454	когда такого	1	1
455	вразрез с	1	1
456	в глаза	1	1
457	почему же	2	1
458	или их	1	1
459	общественного сознания	2	1
460	людей так	1	1
461	тому подобное	2	1
462	все его	1	1
463	в значительной	2	1
464	жизни он	1	1
465	за другим	1	1
466	является ее	1	1
467	может и	1	1
468	отметить что	1	1
469	себе столь	1	1
470	непосредственно в	1	1
471	в середине	2	1
472	и следовательно	5	1
473	дома в	1	1
474	голода и	1	1
475	места и	1	1
476	в литературе	1	1
477	того что	4	1
478	слово может	1	1
479	дело с	1	1
480	нуждается в	2	1
481	за столом	2	1
482	хотя бы	18	1
483	мира как	1	1
484	до наших	1	1
485	себя в	4	1
486	так что	1	1
487	времени когда	1	1
488	в большинстве	1	1
489	был очень	1	1
490	каким образом	1	1
491	речь в	1	1
492	личностью в	1	1
493	в данной	3	1
494	в душе	2	1
495	на эту	1	1
496	за ним	1	1
497	где бы	1	1
498	себе в	2	1
499	представить себе	3	1
500	о которой	1	1
501	ее не	1	1
502	друг друга	2	1
503	в общественной	5	1
504	заметить что	2	1
505	в руки	1	1
506	от того	3	1
507	разговоре с	1	1
508	само собой	4	1
509	не противоречит	1	1
510	для того	9	1
511	в особенности	1	1
512	из двух	2	1
513	в исторической	1	1
514	возможно что	1	1
515	нам не	1	1
516	уважение к	3	1
517	то снова	1	1
518	на этот	1	1
519	говорить и	2	1
520	эти две	1	1
521	миру и	2	1
522	один шаг	1	1
523	к более	1	1
524	превращается в	1	1
525	чтобы убедиться	1	1
526	действительности как	1	1
527	именно так	1	1
528	его как	1	1
529	которой я	1	1
530	долгое время	3	1
531	ее язык	1	1
532	о чем	1	1
533	большинстве случаев	1	1
534	и своим	1	1
535	общества в	2	1
536	из многочисленных	1	1
537	ближе к	1	1
538	к социальному	1	1
539	так называемых	1	1
540	связь с	2	1
541	порождает и	1	1
542	эти слова	8	1
543	не свидетельствуют	1	1
544	и потому	2	1
545	из трех	2	1
546	иной вопрос	1	1
547	в разной	1	1
548	незадолго до	1	1
549	что именно	3	1
550	в разговоре	2	1
551	к своему	4	1
552	в самый	1	1
553	ненависть к	1	1
554	который мы	2	1
555	этих явлений	1	1
556	в той	5	1
557	тому как	1	1
558	как бы	28	1
559	названия в	1	1
560	что сила	1	1
561	возникновения и	2	1
562	бросается в	1	1
563	материал для	1	1
564	или хотя	2	1
565	этого слова	3	1
566	с этой	1	1
567	и тому	3	1
568	в основном	1	1
569	не знаем	4	1
570	из чего	1	1
571	которые были	1	1
572	вторая группа	2	1
573	только одна	2	1
574	случаях когда	2	1
575	от имени	1	1
576	понять что	1	1
577	это уже	1	1
578	к одной	1	1
579	у них	2	1
580	бы в	5	1
581	еще более	2	1
582	но зато	1	1
583	зрения в	2	1
584	именно поэтому	1	1
585	пока же	1	1
586	бы на	1	1
587	в общем	1	1
588	на поле	1	1
589	слово в	2	1
590	с ней	2	1
591	не знает	3	1
592	сказать что	3	1
593	понимать как	1	1
594	но чем	1	1
595	кем и	1	1
596	совершенно не	3	1
597	и художественного	1	1
598	именно к	1	1
599	словам а	1	1
600	ли он	2	1
601	на весах	1	1
602	на это	4	1
603	в каком	2	1
604	жизни и	3	1
605	указывают на	1	1
606	человека к	1	1
607	вполне понятно	1	1
608	говорит ли	1	1
609	и другие	1	1
610	того времени	4	1
611	и эта	3	1
612	гораздо более	2	1
613	в таком	1	1
