N	2gram	Propp_Isto_4	Myslijsy
595	в качестве	7	1
596	же он	4	1
597	человека с	3	1
598	из которого	1	1
599	особое значение	1	1
600	если далее	1	1
601	уже существующих	1	1
602	это показывает	1	1
603	это так	1	1
604	чтобы он	2	1
605	в нашей	1	1
606	из них	2	1
607	обращаем внимание	1	1
608	одно из	1	1
609	к чему-то	1	1
610	могло бы	2	1
611	при каждом	1	1
612	прибавить что	4	1
613	при всей	1	1
614	иногда и	2	1
615	у него	5	1
616	речь и	1	1
617	не говорит	2	1
618	с действительностью	1	1
619	есть выражение	1	1
620	использовать его	1	1
621	перейти к	1	1
622	же это	2	1
623	которые как	1	1
624	животное и	3	1
625	здесь в	1	1
626	к которому	1	1
627	с той	2	1
628	ключа к	1	1
629	с небом	1	1
630	а с	1	1
631	и затем	1	1
632	разумеется мы	1	1
633	предмет и	1	1
634	прежде всего	1	1
635	что причина	1	1
636	их друг	1	1
637	именно так	1	1
638	его по	1	1
639	человеческой жизни	1	1
640	понятие о	1	1
641	однако не	1	1
642	под влиянием	1	1
643	его как	2	1
644	в связи	2	1
645	и об	1	1
646	не заставляет	1	1
647	не исключительно	1	1
648	связь с	12	1
649	распространена и	1	1
650	в частности	2	1
651	и красоты	1	1
652	в лесу	12	1
653	религия в	1	1
654	как это	3	1
655	из трех	3	1
656	то можно	1	1
657	конечно есть	1	1
658	этого момента	1	1
659	власть над	11	1
660	к своему	3	1
661	он говорит	2	1
662	представление по	1	1
663	это делается	1	1
664	образом и	1	1
665	смысле этого	2	1
666	на эту	1	1
667	а потом	1	1
668	него есть	1	1
669	или выражаясь	1	1
670	исходя из	1	1
671	многих других	3	1
672	целое мы	1	1
673	с животными	3	1
674	войны и	1	1
675	чтобы ответить	1	1
676	на пути	1	1
677	не могло	2	1
678	самое что	1	1
679	я от	1	1
680	говорит и	1	1
681	от огня	1	1
682	это явление	1	1
683	все же	9	1
684	то будет	1	1
685	какую же	1	1
686	в самые	1	1
687	или в	3	1
688	которая в	1	1
689	здесь связь	2	1
690	она уже	1	1
691	взят из	1	1
692	можно ограничиться	1	1
693	обращается к	1	1
694	у них	1	1
695	или нет	1	1
696	полагать что	1	1
697	и смысл	1	1
698	на языке	2	1
699	его функции	1	1
700	или не	1	1
701	же в	3	1
702	бы на	1	1
703	здесь только	1	1
704	что ни	3	1
705	на поле	3	1
706	но если	1	1
707	не знает	1	1
708	другой стороны	4	1
709	общего с	1	1
710	их с	1	1
711	в глаза	1	1
712	других случаях	1	1
713	легко заметить	1	1
714	которая будет	1	1
715	по которой	1	1
716	при изучении	2	1
717	растения в	1	1
718	жизни и	1	1
719	ведет с	1	1
720	указывают на	2	1
721	увидим что	2	1
722	видим в	1	1
723	как на	1	1
724	том числе	1	1
725	ничего общего	1	1
