N	2gram	Trubetskoy_1	DiskursI
246	из своих	1	1
247	только благодаря	1	1
248	говорить о	2	1
249	я не	2	1
250	из того	4	1
251	мы и	2	1
252	что оба	2	1
253	он сам	1	1
254	которые однако	1	1
255	не могу	1	1
256	и главное	1	1
257	не требует	1	1
258	особенно если	1	1
259	а только	1	1
260	не то	3	1
261	себе и	1	1
262	нет и	1	1
263	отличаются от	1	1
264	что они	2	1
265	положения о	1	1
266	отчасти и	1	1
267	к точке	1	1
268	что во	1	1
269	независимо от	2	1
270	тех случаях	1	1
271	тем же	2	1
272	эволюции но	1	1
273	со своей	1	1
274	в которой	5	1
275	что это	5	1
276	образом и	2	1
277	он в	1	1
278	в нашем	3	1
279	из этих	8	1
280	и те	2	1
281	рассказ о	1	1
282	другом случае	1	1
283	на то	9	1
284	этот процесс	2	1
285	что она	1	1
286	он не	3	1
287	с ней	1	1
288	всех этих	4	1
289	чем у	8	1
290	к одному	1	1
291	не к	1	1
292	на земле	3	1
293	нашей культуры	1	1
294	как от	1	1
295	что ни	1	1
296	к результату	1	1
297	одному и	1	1
298	одно и	1	1
299	и заключается	1	1
300	но все	5	1
301	русском языке	1	1
302	положения что	1	1
303	которые уже	2	1
304	не будет	5	1
305	распространяется на	1	1
306	поскольку все	1	1
307	и может	3	1
308	в мире	6	1
309	имелись в	1	1
310	различных пропорциях	1	1
311	на все	5	1
312	для своей	1	1
313	все их	1	1
314	при помощи	3	1
315	и других	2	1
316	общества в	1	1
317	с другими	1	1
318	наконец для	1	1
319	на почве	3	1
320	обе стороны	1	1
321	стоит на	1	1
322	в жизни	3	1
323	которому и	1	1
324	только лишь	1	1
325	же образом	2	1
326	о которых	6	1
327	у самых	1	1
328	их взаимоотношения	1	1
329	с этой	3	1
330	с тем	2	1
331	со своими	2	1
332	которой он	1	1
333	мы видели	2	1
334	мы не	1	1
335	потому и	2	1
336	в научной	1	1
337	и вторичные	1	1
338	в на	2	1
339	в этих	3	1
340	на разных	1	1
341	бы на	1	1
342	и при	6	1
343	что такое	1	1
344	таким же	3	1
345	нами два	1	1
346	а как	1	1
347	это делает	1	1
348	с точки	8	1
349	равной мере	1	1
350	что до	1	1
351	в памяти	1	1
352	что особенно	1	1
353	для многих	1	1
354	его к	1	1
355	тем не	4	1
356	и эти	1	1
357	и более	2	1
358	том и	2	1
359	необходимо чтобы	1	1
360	между двумя	5	1
361	характер в	1	1
362	если их	1	1
363	и тому	2	1
364	чистом виде	1	1
365	стоит в	1	1
366	до конца	1	1
367	лицо к	1	1
368	тем самым	3	1
369	наиболее существенные	1	1
370	самого начала	1	1
371	для каждого	1	1
372	не имеет	1	1
373	дело в	1	1
374	и притом	1	1
375	не по	1	1
376	то будучи	1	1
377	мы все	2	1
378	образом в	3	1
379	о них	2	1
380	имеются и	1	1
381	не вполне	3	1
382	для всех	1	1
383	этих двух	2	1
384	еще для	1	1
385	во всем	3	1
386	это слово	1	1
387	на него	2	1
388	более позднее	1	1
389	как будто	5	1
390	что на	1	1
391	и оно	1	1
392	отстоит от	1	1
393	не могут	4	1
394	выход из	1	1
395	приобщения к	2	1
396	всего в	1	1
397	этом последнем	1	1
398	если же	3	1
399	были введены	1	1
400	т.е в	1	1
401	и это	3	1
402	с работой	1	1
403	развития культуры	7	1
404	подошел к	1	1
405	но по	3	1
406	на нем	1	1
407	здесь не	1	1
408	и от	5	1
409	мысль о	1	1
410	чтобы быть	2	1
411	только то	2	1
412	с самого	1	1
413	культуры для	2	1
414	и сам	2	1
415	что каждый	1	1
416	те же	2	1
417	не трудно	1	1
418	существенно отличалась	1	1
419	не исчерпывается	1	1
420	основана на	1	1
421	если бы	8	1
422	собой и	1	1
423	из одного	2	1
424	в определенной	1	1
425	одно это	1	1
426	развития в	1	1
427	быть в	1	1
428	то они	3	1
429	все прочие	4	1
430	что его	4	1
431	с соответствующими	1	1
432	котором они	1	1
433	к истине	1	1
434	к нему	2	1
435	том или	1	1
436	и всю	1	1
437	состоит именно	1	1
438	а потому	5	1
439	отличалась от	4	1
440	а его	1	1
441	и постепенно	1	1
442	с ними	2	1
443	усматривая в	1	1
444	уже одно	1	1
445	в народе	4	1
446	от современной	4	1
447	и весьма	1	1
448	по мнению	1	1
449	только при	2	1
450	чаще всего	1	1
451	я в	2	1
452	можно рассматривать	1	1
453	вопроса о	1	1
454	только на	1	1
455	со временем	2	1
456	в нашей	1	1
457	то и	2	1
458	в виде	4	1
459	многочисленные анекдоты	1	1
460	различия в	3	1
461	благодаря постоянному	1	1
462	если в	1	1
463	смешения с	1	1
464	но для	2	1
465	за ним	1	1
466	к своим	1	1
467	возможности для	1	1
468	очевидно что	3	1
469	это обстоятельство	2	1
470	и их	5	1
471	всяком случае	2	1
472	в прошлом	1	1
473	в конце	4	1
474	у этих	1	1
475	может служить	3	1
476	друг друга	2	1
477	мы можем	6	1
478	не случайно	1	1
479	каждый из	3	1
480	при отсутствии	2	1
481	к чужой	6	1
482	или ином	1	1
483	параллельно с	1	1
484	должны рассматриваться	2	1
485	представление о	3	1
486	области культуры	1	1
487	в области	4	1
488	с другим	1	1
489	до сих	8	1
490	может ли	1	1
491	связаны с	1	1
492	а именно	1	1
493	было бы	3	1
494	представляет собою	2	1
495	еще и	1	1
496	или о	1	1
497	себя и	2	1
498	на которых	1	1
499	о ее	1	1
500	на русском	1	1
501	только по	1	1
502	всех прочих	2	1
503	от этого	1	1
504	ничем не	4	1
505	при более	2	1
506	что так	1	1
507	научной литературе	1	1
508	этом случае	4	1
509	в одно	2	1
510	несмотря на	6	1
511	в связи	3	1
512	культуры не	1	1
513	к сознанию	1	1
514	вместе с	6	1
515	некоторые из	1	1
516	из трех	1	1
517	и будут	1	1
518	оно существует	1	1
519	целом ряде	3	1
520	его собственной	4	1
521	наряду с	1	1
522	однако эти	1	1
523	когда она	1	1
524	желал бы	1	1
525	да и	1	1
526	каждом индивидуальном	1	1
527	порвать с	1	1
528	и другой	1	1
529	в современной	1	1
530	историей как	1	1
531	не создает	1	1
532	этого слова	2	1
533	в чистом	1	1
534	однако он	1	1
535	быть и	5	1
536	сих пор	8	1
537	оба они	1	1
538	поэтому что	4	1
539	ближе к	3	1
540	менее значительный	1	1
541	и часто	1	1
542	случаях когда	3	1
543	в правильности	1	1
544	при таком	2	1
545	в результате	9	1
546	вопрос о	3	1
547	а к	2	1
548	гораздо менее	2	1
549	развития и	1	1
550	у них	6	1
551	или нет	1	1
552	от того	3	1
553	тем более	3	1
554	мы должны	4	1
555	в большей	1	1
556	том случае	4	1
557	или не	1	1
558	не являются	1	1
559	не знает	2	1
560	как нечто	1	1
561	на более	2	1
562	черт но	1	1
563	дальше отстоит	1	1
564	всех других	2	1
565	культуры в	10	1
566	и состоит	2	1
567	в голову	1	1
568	и другие	1	1
569	случае если	5	1
570	очевидно в	1	1
571	в таком	4	1
572	многие из	5	1
573	ибо это	1	1
