N	2gram	Bakhtin_Pr_3	VLabPisa
169	и этот	2	2
170	по его	1	2
171	а как	2	2
172	в которой	2	2
173	говорить о	3	2
174	но даже	1	2
175	то это	1	2
176	собою и	4	2
177	в ней	3	2
178	меньшей степени	1	2
179	еще не	4	2
180	что его	3	2
181	в чем	5	2
182	бы не	2	2
183	но не	4	2
184	в общем	4	2
185	после всего	1	2
186	отнюдь не	2	2
187	и слова	2	2
188	хотя и	3	2
189	но в	16	2
190	он в	4	2
191	ее как	3	2
192	как он	3	2
193	этот процесс	1	2
194	после этого	1	2
195	он не	15	2
196	подобно тому	2	2
197	так например	1	2
198	человека в	1	2
199	я бы	3	2
200	в каждом	3	2
201	а затем	1	2
202	в другом	8	2
203	говорил что	1	2
204	с другими	4	2
205	в жизни	2	2
206	само собою	1	2
207	достоевского и	3	2
208	он и	5	2
209	и для	8	2
210	что такое	2	2
211	всяком случае	5	2
212	не столько	1	2
213	которые в	2	2
214	по крайней	3	2
215	если бы	4	2
216	этого замысла	1	2
217	по себе	3	2
218	не менее	3	2
219	тогда когда	1	2
220	пока еще	2	2
221	того чтобы	1	2
222	только не	1	2
223	и весь	1	2
224	ли это	2	2
225	нет ни	2	2
226	и заключается	1	2
227	отличается от	2	2
228	что оно	2	2
229	они и	1	2
230	для того	1	2
231	братьев карамазовых	2	2
232	мысль о	1	2
233	и может	1	2
234	роль в	1	2
235	он сам	5	2
236	и даже	7	2
237	во всяком	5	2
238	на вопрос	4	2
239	из рассказа	1	2
240	лишь в	5	2
241	в пользу	1	2
242	во всей	1	2
243	крайней мере	3	2
244	конце концов	3	2
245	но с	2	2
246	всего не	1	2
247	и быть	1	2
248	что даже	2	2
249	всех его	1	2
250	образа в	1	2
251	с одной	1	2
252	одной из	1	2
253	слова не	2	2
254	чего бы	2	2
255	эти вопросы	1	2
256	вовсе не	11	2
257	при всей	2	2
258	не о	4	2
259	оно является	1	2
260	эти явления	1	2
261	в особенности	1	2
262	или иной	2	2
263	до сих	1	2
264	еще и	1	2
265	о чем	2	2
266	тому как	2	2
267	было в	2	2
268	и потому	2	2
269	из которых	1	2
270	самого себя	2	2
271	как например	1	2
272	сих пор	1	2
273	того или	2	2
274	но для	3	2
275	можно было	1	2
276	сюжета и	1	2
277	ни одного	5	2
278	в большей	1	2
279	будто бы	2	2
280	все они	1	2
281	а в	5	2
282	о своем	1	2
283	между ними	1	2
284	к его	1	2
285	отметить что	1	2
286	в своих	1	2
287	а между	3	1
288	можно говорить	1	1
289	начинается с	1	1
290	и без	2	1
291	самом деле	13	1
292	силы и	1	1
293	судьбу как	1	1
294	все его	2	1
295	и так	5	1
296	достоевского в	3	1
297	оно может	1	1
298	что эти	1	1
299	все те	2	1
300	обойтись без	1	1
301	несколько иной	1	1
302	со всех	1	1
303	без труда	2	1
304	пока он	1	1
305	бы уже	3	1
306	правильного понимания	1	1
307	как мы	7	1
308	что если	1	1
309	только результат	1	1
310	и свой	2	1
311	целиком а	1	1
312	вопрос о	2	1
313	почти все	2	1
314	но она	1	1
315	на себя	1	1
316	приходит к	1	1
317	мы и	2	1
318	по замыслу	12	1
319	похожи на	1	1
320	не способен	1	1
321	всех сторон	1	1
322	проявляется в	1	1
323	свою очередь	1	1
324	и то	3	1
325	собой в	1	1
326	мертвых душ	1	1
327	он был	1	1
328	между собой	1	1
329	здесь не	1	1
330	служит для	1	1
331	ними в	1	1
332	по своему	3	1
333	как если	1	1
334	его сознания	1	1
335	не все	1	1
336	ответ на	1	1
337	а и	1	1
338	уже как	1	1
339	себе и	5	1
340	сама по	2	1
341	лицом к	1	1
342	важно следующее	1	1
343	может обойтись	1	1
344	еще больше	1	1
345	в единый	1	1
346	свою внутреннюю	1	1
347	говорит что	1	1
348	что по	1	1
349	и наконец	5	1
350	не являются	1	1
351	окончательный итог	1	1
352	это определение	1	1
353	основная тенденция	1	1
354	тон и	2	1
355	лишь о	3	1
356	художественный замысел	1	1
357	то в	2	1
358	а во-вторых	1	1
359	уже в	3	1
360	за это	1	1
361	многообразие и	1	1
362	тому же	2	1
363	на то	1	1
364	этой реплики	1	1
365	мере во	1	1
366	но на	4	1
367	в братьях	3	1
368	полный и	1	1
369	же но	1	1
370	так сказать	2	1
371	и если	2	1
372	на его	4	1
373	уже сама	1	1
374	да и	4	1
375	отношении очень	1	1
376	когда все	2	1
377	как увидим	1	1
378	не как	3	1
379	родились из	1	1
380	что еще	1	1
381	его действительной	1	1
382	уже не	2	1
383	что может	1	1
384	на этом	4	1
385	его можно	1	1
386	заключает в	1	1
387	и речи	1	1
388	именно это	1	1
389	одно и	1	1
390	а вместе	1	1
391	подробный анализ	1	1
392	то есть	1	1
393	зрения на	1	1
394	в несколько	1	1
395	входит в	2	1
396	на протяжении	5	1
397	то все	2	1
398	этом смысле	4	1
399	приходит в	1	1
400	кажется что	2	1
401	материал для	1	1
402	не чем	1	1
403	ни одной	1	1
404	этого не	3	1
405	с этой	2	1
406	этим и	1	1
407	которой он	2	1
408	несмотря на	1	1
409	здесь можно	1	1
410	на этот	1	1
411	сознанию и	1	1
412	себе все	1	1
413	их на	1	1
414	в этих	1	1
415	рассказа о	1	1
416	верно определяет	1	1
417	он должен	2	1
418	его мнению	1	1
419	знает и	7	1
420	говорил о	1	1
421	собой не	1	1
422	признать что	2	1
423	но он	3	1
424	друг другу	4	1
425	иным как	1	1
426	в прямом	1	1
427	говорит как	1	1
428	и эти	1	1
429	что этот	1	1
430	в устах	1	1
431	радости и	1	1
432	бы быть	1	1
433	освободиться от	1	1
434	соучастие в	1	1
435	для воплощения	1	1
436	эта мысль	1	1
437	как можно	3	1
438	еще до	2	1
439	мысли в	1	1
440	что их	1	1
441	этими двумя	2	1
442	его собственного	2	1
443	к изучению	1	1
444	время как	1	1
445	но только	2	1
446	каждым из	1	1
447	то вполне	1	1
448	отметим еще	1	1
449	в обычных	1	1
450	к ней	2	1
451	от него	6	1
452	друг друга	2	1
453	как не	1	1
454	мы бы	1	1
455	только с	3	1
456	как будто	7	1
457	в основе	1	1
458	остаются вне	1	1
459	лежит в	2	1
460	об одном	1	1
461	раз навсегда	1	1
462	бы он	4	1
463	которые его	1	1
464	их внутреннего	1	1
465	характер этого	1	1
466	в применении	1	1
467	и это	4	1
468	теперь на	3	1
469	чем иным	1	1
470	и которая	1	1
471	с ее	3	1
472	же не	2	1
473	данном случае	1	1
474	так до	1	1
475	это предвосхищение	1	1
476	он определяет	1	1
477	затем его	1	1
478	вопрос что	1	1
479	в дальнейшем	1	1
480	на другом	1	1
481	его самого	1	1
482	и сам	5	1
483	что у	6	1
484	это вовсе	1	1
485	каждого из	1	1
486	по сравнению	1	1
487	за этими	1	1
488	но у	1	1
489	жизнь и	2	1
490	понятно что	2	1
491	является в	1	1
492	поэтому в	1	1
493	для этого	3	1
494	громадное значение	2	1
495	с ним	8	1
496	общественной идеологии	1	1
497	о нем	2	1
498	на него	7	1
499	исканий и	1	1
500	его художественной	1	1
501	прямо и	2	1
502	и что	5	1
503	в глаза	3	1
504	после того	1	1
505	ли она	1	1
506	знает что	3	1
507	даже несколько	1	1
508	или как	2	1
509	говорят о	1	1
510	и во	3	1
511	на одном	2	1
512	в кабинете	1	1
513	говорит он	3	1
514	в форме	2	1
515	быть даже	3	1
516	даже для	1	1
517	и тех	1	1
518	всего этого	2	1
519	в ту	1	1
520	из моментов	1	1
521	о своих	1	1
522	своего мастерства	1	1
523	для самого	1	1
524	в него	3	1
525	быть и	2	1
526	боролся с	1	1
527	согласиться с	1	1
528	с каждым	1	1
529	но ни	2	1
530	и кончая	1	1
531	между этими	1	1
532	плане и	1	1
533	вот этот	2	1
534	же и	2	1
535	и полный	1	1
536	собою в	1	1
537	конечно не	2	1
538	и строится	1	1
539	только на	4	1
540	оно в	1	1
541	в виде	4	1
542	в начале	4	1
543	этого процесса	1	1
544	и других	1	1
545	его и	3	1
546	характерно что	1	1
547	что будет	1	1
548	и объективно	1	1
549	себе в	1	1
550	ни в	4	1
551	свой образ	1	1
552	для правильного	1	1
553	не для	2	1
554	отношение к	6	1
555	и цельного	1	1
556	автора а	1	1
557	братьях карамазовых	3	1
558	но что	1	1
559	не случайно	1	1
560	идет в	1	1
561	каждый из	2	1
562	и вдруг	4	1
563	тем что	4	1
564	и вместе	1	1
565	десять лет	1	1
566	со всем	2	1
567	без всякой	1	1
568	о своей	2	1
569	и точно	1	1
570	о внутреннем	1	1
571	и создает	2	1
572	он это	2	1
573	в свою	1	1
574	чем он	1	1
575	своего собственного	3	1
576	себя и	8	1
577	борьба за	1	1
578	как рассказ	1	1
579	эксперимент в	1	1
580	их можно	1	1
581	быть а	1	1
582	а наоборот	1	1
583	жизнь в	1	1
584	наконец в	3	1
585	самого начала	8	1
586	со своими	1	1
587	или с	1	1
588	если не	3	1
589	очень часто	2	1
590	долго и	1	1
591	к лицу	1	1
592	нет ничего	1	1
593	как в	4	1
594	что вам	2	1
595	приводит в	1	1
596	в данном	1	1
597	в той	2	1
598	и основной	1	1
599	которое не	1	1
600	это его	1	1
601	образом на	1	1
602	бы его	4	1
603	я с	1	1
604	слова все	1	1
605	бы значительно	1	1
606	должно быть	3	1
607	у которого	1	1
608	плане же	1	1
609	или другого	2	1
610	слова и	10	1
611	еще раз	1	1
612	сейчас же	1	1
613	благодаря этому	2	1
614	вне себя	2	1
615	только для	1	1
616	но это	4	1
617	слова с	3	1
618	и внешнего	2	1
619	и ему	2	1
620	для такого	1	1
621	происходит в	1	1
622	его творчества	1	1
623	это как	3	1
624	а к	2	1
625	в каждой	1	1
626	внимание на	1	1
627	и все	19	1
628	уже есть	1	1
629	той или	2	1
630	у достоевского	13	1
631	еще более	2	1
632	и ни	1	1
633	находится в	2	1
634	потому что	12	1
635	которых он	2	1
636	или не	1	1
637	хотя в	1	1
638	еще в	3	1
639	бы с	2	1
640	не говоря	1	1
641	из тех	1	1
642	это в	2	1
643	от всех	1	1
644	в последнем	2	1
645	они всегда	1	1
646	в заключение	2	1
647	сущности в	1	1
648	это было	3	1
649	или наоборот	1	1
