N	2gram	Tiupa_Lite_2	Russkaja
215	потом и	1	1
216	того же	4	1
217	лучше всех	1	1
218	это и	1	1
219	идет о	3	1
220	на деле	1	1
221	встает перед	1	1
222	ту же	2	1
223	исходит из	1	1
224	со своей	2	1
225	и за	2	1
226	есть не	1	1
227	мы не	4	1
228	же как	2	1
229	на место	1	1
230	он как	1	1
231	в сущности	3	1
232	когда речь	1	1
233	разумеется не	2	1
234	он был	1	1
235	столь же	5	1
236	как путь	1	1
237	при жизни	1	1
238	к этому	1	1
239	но как	2	1
240	есть по	2	1
241	очевидно что	2	1
242	к творчеству	1	1
243	из таких	1	1
244	которые не	1	1
245	в истории	2	1
246	данный момент	1	1
247	по которому	1	1
248	кто не	1	1
249	в полном	1	1
250	когда он	1	1
251	что по	1	1
252	появляется у	1	1
253	он на	2	1
254	этой цели	1	1
255	от этого	1	1
256	искусство и	1	1
257	из ранних	1	1
258	и конечно	1	1
259	ни один	1	1
260	то и	3	1
261	двух других	1	1
262	духовной культуры	2	1
263	забыв о	1	1
264	не следует	1	1
265	силу и	1	1
266	тем не	2	1
267	а скорее	1	1
268	отказа от	2	1
269	о которой	2	1
270	в культурной	1	1
271	же это	1	1
272	в принципе	5	1
273	государства как	1	1
274	войти в	1	1
275	это конечно	1	1
276	здесь мы	1	1
277	этой внутренней	1	1
278	тем же	3	1
279	единственное что	1	1
280	а по	1	1
281	то есть	5	1
282	те или	1	1
283	с другими	1	1
284	его личности	1	1
285	это не	1	1
286	и мы	1	1
287	практически не	1	1
288	в жизни	2	1
289	она и	1	1
290	все равно	2	1
291	и следовало	1	1
292	не всегда	1	1
293	нет и	1	1
294	иначе говоря	1	1
295	такой же	3	1
296	от культуры	1	1
297	от своего	1	1
298	и культуры	1	1
299	таком взгляде	1	1
300	шла о	1	1
301	в такой	2	1
302	и без	2	1
303	где мы	1	1
304	формы так	1	1
305	не столько	3	1
306	на свою	3	1
307	оказывается что	1	1
308	как другие	1	1
309	а этой	1	1
310	ко всему	2	1
311	по крайней	2	1
312	ни было	2	1
313	вовсе не	2	1
314	даже в	4	1
315	и вся	1	1
316	ему как	1	1
317	не менее	6	1
318	из нас	2	1
319	и всегда	1	1
320	к новым	1	1
321	на себе	1	1
322	у кого	1	1
323	не по	2	1
324	в основе	2	1
325	но только	2	1
326	только не	1	1
327	того и	1	1
328	казалось бы	1	1
329	явление в	1	1
330	что придает	1	1
331	внутренней и	1	1
332	и теперь	1	1
333	дело сводится	1	1
334	этом отношении	3	1
335	что на	1	1
336	или иных	1	1
337	однако это	1	1
338	по нашему	1	1
339	стороны и	1	1
340	могут быть	2	1
341	человека в	4	1
342	же самое	1	1
343	всего в	1	1
344	себя только	1	1
345	как мы	1	1
346	становясь на	1	1
347	но по	1	1
348	с ее	2	1
349	свою очередь	1	1
350	к общему	1	1
351	на нем	1	1
352	в ее	2	1
353	не могло	1	1
354	в собственном	1	1
355	мысль о	1	1
356	только то	1	1
357	в себя	3	1
358	идет не	1	1
359	этот тип	1	1
360	и когда	1	1
361	так и	7	1
362	не за	1	1
363	мог бы	1	1
364	остается только	1	1
365	мы в	1	1
366	быть может	3	1
367	в определенной	1	1
368	нас и	1	1
369	движения и	1	1
370	власти в	1	1
371	никак не	1	1
372	одного из	1	1
373	и просто	1	1
374	можно сказать	1	1
375	с другой	8	1
376	с россией	2	1
377	должно было	1	1
378	а во	1	1
379	под именем	1	1
380	на отдельные	1	1
381	которая сама	1	1
382	переходит в	1	1
383	ним с	1	1
384	крайней мере	2	1
385	чем и	1	1
386	видят не	1	1
387	в русском	2	1
388	он есть	1	1
389	по своей	1	1
390	один из	4	1
391	поэтому для	1	1
392	а если	2	1
393	что главную	1	1
394	неудивительно что	1	1
395	в обществе	1	1
396	а после	1	1
397	же он	1	1
398	человека с	1	1
399	вопроса о	1	1
400	а то	1	1
401	и других	4	1
402	могло бы	2	1
403	даже к	1	1
404	не для	1	1
405	бытия и	1	1
406	частного человека	1	1
407	и будет	1	1
408	в любви	1	1
409	следует признать	3	1
410	может для	1	1
411	за ними	1	1
412	не поддается	1	1
413	человека а	1	1
414	к которому	1	1
415	и прежде	1	1
416	как же	1	1
417	еще и	1	1
418	души и	1	1
419	что не	2	1
420	с единым	1	1
421	и стал	1	1
422	здесь дело	1	1
423	а за	2	1
424	до конца	2	1
425	не таков	1	1
426	черты в	2	1
427	однако и	1	1
428	к победе	1	1
429	культуры мы	1	1
430	именно так	1	1
431	не об	1	1
432	в руках	2	1
433	в преодолении	1	1
434	свою судьбу	1	1
435	о себе	3	1
436	время она	1	1
437	усомниться в	1	1
438	как это	2	1
439	и эмигрантов	1	1
440	когда же	1	1
441	это его	2	1
442	в тот	1	1
443	быть не	2	1
444	с этой	2	1
445	и некоторые	1	1
446	своей жизни	1	1
447	числе и	1	1
448	с большой	1	1
449	тех или	1	1
450	не является	2	1
451	что позволяет	1	1
452	которых он	1	1
453	при таком	1	1
454	это как	2	1
455	которая в	1	1
456	ее и	1	1
457	и внешней	1	1
458	бы в	1	1
459	необходимых для	1	1
460	не будучи	1	1
461	и все	1	1
462	отношению ко	1	1
463	другой из	1	1
464	личности и	1	1
465	к ее	1	1
466	нами не	1	1
467	приходится признать	1	1
468	в свою	1	1
469	из тех	2	1
470	россия в	1	1
471	и поскольку	1	1
472	и живет	1	1
473	к его	1	1
474	отношению к	3	1
475	что ни	1	1
476	у которых	1	1
477	требуют чтобы	1	1
478	можно назвать	1	1
479	том числе	2	1
480	они не	1	1
