N	2gram	Bakhtin_Fr_4	VrazhdaK
299	это была	1	1
300	к нему	3	1
301	от них	1	1
302	я вижу	1	1
303	в форме	1	1
304	в марте	1	1
305	в другой	2	1
306	все в	2	1
307	романа в	1	1
308	партия в	2	1
309	также в	2	1
310	в свете	1	1
311	и самые	1	1
312	в литературе	4	1
313	к которому	2	1
314	тех пор	1	1
315	имеется в	3	1
316	один из	4	1
317	но с	1	1
318	не хотят	1	1
319	он стал	2	1
320	во всем	1	1
321	то он	2	1
322	в литературу	1	1
323	начало в	1	1
324	это же	2	1
325	в качестве	3	1
326	же он	1	1
327	себя в	2	1
328	сливались с	1	1
329	прямо в	1	1
330	на свое	1	1
331	этот раз	1	1
332	к своим	1	1
333	ни с	2	1
334	говорит о	1	1
335	в известной	3	1
336	мы находим	1	1
337	в одном	1	1
338	для правильного	2	1
339	ее не	1	1
340	друг друга	2	1
341	каждый из	1	1
342	не поверите	2	1
343	от того	1	1
344	происходит действие	2	1
345	в особенности	2	1
346	связан с	4	1
347	был хорошо	1	1
348	о своей	2	1
349	с другой	4	1
350	именно в	2	1
351	что тот	1	1
352	книгу в	1	1
353	прежде всего	8	1
354	в соответствии	1	1
355	на этот	1	1
356	de la	2	1
357	до конца	5	1
358	и самый	1	1
359	в ту	2	1
360	человек в	1	1
361	из героев	1	1
362	что из	2	1
363	во франции	5	1
364	с помощью	4	1
365	нет ничего	2	1
366	в частности	3	1
367	этот мотив	1	1
368	года с	1	1
369	с тех	1	1
370	того что	3	1
371	был в	1	1
372	еще раз	2	1
373	в условиях	1	1
374	сих пор	1	1
375	между прочим	2	1
376	у вас	2	1
377	под влиянием	1	1
378	близкий к	1	1
379	ближе к	1	1
380	общие черты	2	1
381	которых он	2	1
382	с братом	1	1
383	и от	1	1
384	и другими	1	1
385	людьми и	1	1
386	о котором	1	1
387	это как	1	1
388	эту историю	1	1
389	тот кто	1	1
390	хотя и	2	1
391	еще более	1	1
392	у которого	1	1
393	конце концов	4	1
394	только что	1	1
395	уже давно	2	1
396	в обоих	1	1
397	не называя	1	1
398	и начинается	1	1
399	о своем	2	1
400	быть и	1	1
401	другой стороны	3	1
402	они как	1	1
403	из этого	2	1
404	только о	1	1
405	от мая	1	1
406	жизни и	4	1
407	он у	1	1
408	как на	2	1
409	в таком	1	1
410	все что	1	1
411	они не	2	1
