N	2gram	Bakhtin_Fr_8	NovoeSre
262	тем что	1	1
263	в глубину	1	1
264	в нее	1	1
265	и вместе	1	1
266	и богато	1	1
267	в основу	1	1
268	это конечно	1	1
269	эпоху ренессанса	2	1
270	весь смысл	1	1
271	не были	3	1
272	возможно что	2	1
273	выходит за	1	1
274	в глубине	1	1
275	из всех	2	1
276	и из	1	1
277	чем думают	1	1
278	с другими	1	1
279	был в	2	1
280	было бы	2	1
281	это одна	1	1
282	отсутствие единого	1	1
283	и правды	1	1
284	небесный свод	1	1
285	в отличие	1	1
286	все слова	1	1
287	не верит	1	1
288	превращается в	1	1
289	нет в	1	1
290	а на	2	1
291	они не	5	1
292	в этой	6	1
293	не на	3	1
294	власти и	2	1
295	не всегда	1	1
296	жизнь в	1	1
297	не быть	1	1
298	он стремится	1	1
299	нового исторического	1	1
300	очень сложное	1	1
301	новые формы	1	1
302	всех великих	1	1
303	не больше	1	1
304	он и	2	1
305	одного и	1	1
306	во франции	1	1
307	и еще	2	1
308	себя на	2	1
309	эту эпоху	1	1
310	проходит через	1	1
311	в эту	2	1
312	в этих	11	1
313	во время	5	1
314	но если	1	1
315	и сейчас	1	1
316	и особенно	1	1
317	всех странах	2	1
318	другая сторона	1	1
319	во времена	3	1
320	в котором	2	1
321	политической жизни	1	1
322	мы в	1	1
323	нет ни	2	1
324	и мир	1	1
325	но он	3	1
326	быть только	1	1
327	и более	4	1
328	есть еще	1	1
329	их в	4	1
330	времени а	1	1
331	он видел	3	1
332	во времени	1	1
333	в той	6	1
334	и вся	1	1
335	жизни эпохи	1	1
336	возврата к	2	1
337	и культур	1	1
338	глубину в	1	1
339	сих пор	8	1
340	так как	4	1
341	к такой	1	1
342	она могла	1	1
343	все понятия	1	1
344	к вопросу	1	1
345	она должна	1	1
346	в сущности	8	1
347	в более	1	1
348	не по	1	1
349	это уже	1	1
350	и отдельных	2	1
351	до сих	8	1
352	совершается в	1	1
353	этой системы	1	1
354	никогда еще	2	1
355	явление в	1	1
356	есть такой	1	1
357	и политические	1	1
358	и его	12	1
359	а также	3	1
360	есть уже	1	1
361	так называемый	1	1
362	основе их	2	1
363	мы переходим	1	1
364	все более	1	1
365	своей замечательной	1	1
366	были еще	7	1
367	в области	5	1
368	прежнее значение	1	1
369	нет ничего	1	1
370	в период	1	1
371	в каком	2	1
372	всего мира	1	1
373	замкнутой и	1	1
374	и оно	1	1
375	воспринимаются как	1	1
376	от всех	2	1
377	того же	1	1
378	характерны для	1	1
379	во все	3	1
380	есть и	5	1
381	людей но	1	1
382	общества так	1	1
383	типу в	1	1
384	в которой	4	1
385	числе и	2	1
386	эти слова	1	1
387	того времени	4	1
388	социальные и	1	1
389	как на	1	1
390	том числе	3	1
391	он часто	2	1
