N	2gram	Medvedev_F_2	Literetu
274	бы то	1	1
275	в различных	1	1
276	в чем	2	1
277	но как	2	1
278	в сторону	4	1
279	по тем	1	1
280	этой проблеме	1	1
281	отношение к	2	1
282	не просто	2	1
283	основная задача	2	1
284	что они	4	1
285	один и	1	1
286	в одной	2	1
287	без другого	1	1
288	для всех	1	1
289	как к	3	1
290	более и	1	1
291	в некую	1	1
292	однако не	3	1
293	перед нами	2	1
294	и как	3	1
295	как таковое	4	1
296	то в	2	1
297	за собой	1	1
298	со своей	2	1
299	в которой	2	1
300	он в	2	1
301	в нашем	1	1
302	если мы	5	1
303	теперь начинает	1	1
304	что к	1	1
305	на территории	1	1
306	на то	1	1
307	так сказать	3	1
308	роли в	1	1
309	язык поэзии	2	1
310	задний план	1	1
311	в статье	4	1
312	в поэтике	2	1
313	остались в	1	1
314	он не	6	1
315	которой не	1	1
316	в понимании	2	1
317	едва ли	2	1
318	к одному	1	1
319	почти исключительно	1	1
320	и более	2	1
321	менее существенный	1	1
322	в зависимости	3	1
323	в плане	2	1
324	какой бы	1	1
325	ориентация на	1	1
326	постольку поскольку	2	1
327	и по	2	1
328	не должно	1	1
329	но все	3	1
330	значительной степени	3	1
331	этом последнем	1	1
332	в каждом	1	1
333	то ни	2	1
334	пусть и	2	1
335	и с	9	1
336	приема с	1	1
337	а их	1	1
338	бы быть	1	1
339	материала и	4	1
340	большинстве случаев	3	1
341	что перед	1	1
342	это было	3	1
343	и мы	1	1
344	элементы не	1	1
345	как таковому	1	1
346	из первых	1	1
347	произведение как	2	1
348	в них	1	1
349	его организации	2	1
350	творческий акт	1	1
351	в ее	2	1
352	мы имеем	1	1
353	с тем	11	1
354	должно быть	2	1
355	и некоторые	1	1
356	такой же	3	1
357	автора и	1	1
358	который как	1	1
359	игру и	1	1
360	на первый	2	1
361	в эту	1	1
362	литература и	1	1
363	в этих	2	1
364	как некоторое	1	1
365	места в	1	1
366	во второй	2	1
367	ссылки на	1	1
368	здесь впервые	1	1
369	опоры для	1	1
370	к предмету	3	1
371	в условиях	1	1
372	не от	1	1
373	до последнего	1	1
374	русской литературной	1	1
375	творчества и	1	1
376	по крайней	1	1
377	если бы	5	1
378	не могли	2	1
379	как от	1	1
380	высшую степень	1	1
381	тому чтобы	2	1
382	для россии	1	1
383	вовсе не	11	1
384	однако нельзя	1	1
385	если и	1	1
386	между людьми	1	1
387	случае в	1	1
388	а от	1	1
389	произведения как	2	1
390	как будет	1	1
391	значение слова	2	1
392	во главе	1	1
393	литературы как	1	1
394	поэзии то	1	1
395	она не	2	1
396	иной раз	1	1
397	как о	4	1
398	не имеет	2	1
399	самого начала	2	1
400	только из	1	1
401	ее с	2	1
402	на него	1	1
403	под знаком	1	1
404	к изучению	1	1
405	говорить о	5	1
406	отличное от	1	1
407	о них	1	1
408	его участников	1	1
409	иметь в	1	1
410	во всякой	1	1
411	это еще	1	1
412	на котором	2	1
413	бы между	1	1
414	для раннего	1	1
415	показывает нам	1	1
416	другой стороны	4	1
417	для нас	1	1
418	языка который	3	1
419	о нем	1	1
420	события общения	1	1
421	для осуществления	1	1
422	другого но	1	1
423	только с	1	1
424	в каком	1	1
425	приходится преодолевать	1	1
426	уже о	1	1
427	для литературы	1	1
428	мы узнаем	1	1
429	важен лишь	1	1
430	отличается от	1	1
431	поэзии как	2	1
432	имеет место	1	1
433	ничего общего	1	1
434	на предмет	1	1
435	из их	1	1
436	литературного творчества	2	1
437	такова логика	1	1
438	можно и	3	1
439	как мы	7	1
440	над смыслом	1	1
441	свою очередь	1	1
442	у футуристов	1	1
443	как один	1	1
444	и от	2	1
445	так в	3	1
446	исторической жизни	1	1
447	за счет	4	1
448	в произведении	1	1
449	с самого	2	1
450	в дальнейшем	4	1
451	и иные	2	1
452	в годы	3	1
453	искусство как	3	1
454	историю литературы	1	1
455	или в	3	1
456	с самим	1	1
457	каждого из	1	1
458	таковы что	1	1
459	они находились	1	1
460	должен иметь	1	1
461	а все	2	1
462	строго говоря	1	1
463	в эпоху	2	1
464	в словах	1	1
465	самой в	1	1
466	и здесь	3	1
467	настолько что	1	1
468	очевидно что	2	1
469	с литературной	1	1
470	оно остается	1	1
471	можно сказать	1	1
472	теми или	1	1
473	в значительной	3	1
474	все в	1	1
475	к нему	3	1
476	во всех	5	1
477	том или	1	1
478	от них	1	1
479	этому поводу	1	1
480	и во	1	1
481	борьба с	2	1
482	или иными	1	1
483	этой социальной	1	1
484	образом является	1	1
485	во всей	2	1
486	что же	5	1
487	крайней мере	1	1
488	реальность в	1	1
489	и других	2	1
490	в художественной	1	1
491	из моментов	1	1
492	к определенному	1	1
493	что искусство	2	1
494	это приводит	3	1
495	как объект	1	1
496	в литературе	1	1
497	как высказывание	1	1
498	задачу и	1	1
499	тот же	1	1
500	одной из	1	1
501	что даже	1	1
502	в какой	3	1
503	гораздо более	1	1
504	это становится	2	1
505	в литературу	1	1
506	было и	2	1
507	между этими	3	1
508	но ее	1	1
509	должно явиться	1	1
510	в литературоведении	1	1
511	только при	1	1
512	теперь уже	1	1
513	не можем	1	1
514	искусства с	1	1
515	решающее значение	1	1
516	в большинстве	4	1
517	художественных направлений	1	1
518	борьбы с	2	1
519	мы получим	1	1
520	в поэзии	12	1
521	языка как	11	1
522	в виде	1	1
523	кажется что	1	1
524	от других	1	1
525	что будет	1	1
526	не так	2	1
527	пока не	1	1
528	слова в	3	1
529	в котором	2	1
530	никто не	1	1
531	не для	1	1
532	произведения и	3	1
533	слово как	2	1
534	само собою	2	1
535	так как	4	1
536	не о	4	1
537	как такового	6	1
538	общения и	2	1
539	или ином	1	1
540	этого он	1	1
541	и всякое	2	1
542	перейти к	1	1
543	о каком	3	1
544	нужно было	2	1
545	особый язык	1	1
546	со всем	1	1
547	что и	8	1
548	до сих	1	1
549	сюда же	1	1
550	именно в	5	1
551	чем он	4	1
552	этой задачи	1	1
553	в объекте	1	1
554	в некоторых	4	1
555	а на	1	1
556	а сам	1	1
557	стремится к	1	1
558	до конца	2	1
559	более того	5	1
560	однако и	3	1
561	с одинаковым	1	1
562	он становится	3	1
563	есть лишь	2	1
564	литературного быта	1	1
565	в последующем	1	1
566	мы знаем	3	1
567	если не	1	1
568	ни на	2	1
569	но особенно	1	1
570	он уже	1	1
571	подхода к	2	1
572	в особенности	4	1
573	быть от	1	1
574	к своему	1	1
575	велимир хлебников	2	1
576	установкой на	2	1
577	не изображаемого	1	1
578	в той	2	1
579	и на	3	1
580	на эту	1	1
581	и такую	1	1
582	мастерства в	1	1
583	в первой	1	1
584	по существу	7	1
585	сам не	1	1
586	произведения или	2	1
587	тем отчетливее	1	1
588	как например	2	1
589	конструктивные принципы	1	1
590	футуризм в	1	1
591	к новому	1	1
592	и о	2	1
593	той мере	1	1
594	сих пор	1	1
595	о его	1	1
596	но для	1	1
597	можно назвать	1	1
598	просто как	1	1
599	материалом поэзии	1	1
600	на читателя	1	1
601	фразы и	1	1
602	не имея	1	1
603	при таком	1	1
604	на задний	1	1
605	газет из	1	1
606	основе этой	2	1
607	на внутреннюю	1	1
608	слова у	1	1
609	а к	2	1
610	говоря о	1	1
611	последнего времени	1	1
612	от него	2	1
613	и все	3	1
614	собственно говоря	1	1
615	это может	1	1
616	было на	1	1
617	его тем	1	1
618	как явление	1	1
619	или не	1	1
620	в общем	5	1
621	целый ряд	1	1
622	в свою	1	1
623	с сыном	2	1
624	между ними	2	1
625	сказать что	2	1
626	только как	1	1
627	была бы	3	1
628	от всех	2	1
629	лишь тогда	1	1
630	совершенно не	4	1
631	языка на	1	1
632	о литературе	3	1
633	лишь частным	1	1
634	из этого	2	1
635	время не	1	1
636	в трех	1	1
637	в работах	2	1
638	в действительности	1	1
639	чтобы говорить	1	1
640	вяч ивановым	1	1
641	но эти	1	1
642	к действительности	3	1
643	языка если	2	1
644	вместе с	6	1
645	он лишь	1	1
646	сущности не	1	1
647	художественного задания	1	1
648	к этому	4	1
649	значение в	1	1
650	и особенно	1	1
651	они не	4	1
