N	2gram	Propp_Russ_1	FransuaR
492	а с	4	1
493	по всей	1	1
494	себя и	2	1
495	что для	1	1
496	говорит о	1	1
497	в некоторых	4	1
498	самом же	1	1
499	не было	2	1
500	света и	1	1
501	на этот	3	1
502	не знает	1	1
503	где эти	1	1
504	его как	2	1
505	подобного рода	1	1
506	борьбу и	1	1
507	о чем	3	1
508	под влиянием	1	1
509	в связи	4	1
510	в руках	1	1
511	этой же	1	1
512	коровы и	1	1
513	исторического развития	1	1
514	эта связь	1	1
515	некоторые из	1	1
516	года не	1	1
517	с рождением	1	1
518	этой работы	2	1
519	с общей	1	1
520	может так	1	1
521	теми же	1	1
522	целом ряде	1	1
523	для обозначения	2	1
524	наряду с	1	1
525	ее своей	1	1
526	по существу	4	1
527	в числе	2	1
528	два раза	1	1
529	исходя из	1	1
530	этого слова	3	1
531	не является	1	1
532	она как	1	1
533	вверх и	1	1
534	в основном	3	1
535	только для	2	1
536	и носит	1	1
537	между прочим	2	1
538	это был	1	1
539	очень большой	1	1
540	что касается	1	1
541	под названием	1	1
542	этот день	10	1
543	тем и	2	1
544	и мог	1	1
545	всякого рода	3	1
546	это как	1	1
547	в настоящее	3	1
548	тот кто	1	1
549	а к	1	1
550	сходство между	2	1
551	в ближайшем	1	1
552	что значит	1	1
553	года в	2	1
554	в круг	2	1
555	и обычаями	1	1
556	те из	1	1
557	с xvii	1	1
558	им не	1	1
559	отношению к	1	1
560	в отдельности	2	1
561	и другой	3	1
562	но эти	3	1
563	по поводу	1	1
564	как на	1	1
565	в таком	1	1
