N	2gram	Vinokur_St_3	Formalny
439	этом не	1	1
440	собою почти	1	1
441	случае в	2	1
442	и какие	1	1
443	история в	2	1
444	иной раз	1	1
445	самого начала	2	1
446	в русской	6	1
447	не имеет	2	1
448	на котором	2	1
449	если в	2	1
450	к этим	2	1
451	к изучению	1	1
452	которого он	1	1
453	говорить о	3	1
454	того чтобы	1	1
455	его от	1	1
456	на себя	1	1
457	в русском	2	1
458	он хочет	2	1
459	по своей	1	1
460	п в	1	1
461	углом зрения	1	1
462	потому что	5	1
463	же он	1	1
464	поэтической формы	1	1
465	было не	1	1
466	этом отношении	4	1
467	мы и	1	1
468	и из	1	1
469	том отношении	1	1
470	свое собственное	1	1
471	уже о	1	1
472	все то	1	1
473	в духе	2	1
474	над другими	1	1
475	встречается в	1	1
476	могут быть	2	1
477	является этот	1	1
478	зрения своей	1	1
479	по возможности	1	1
480	детальное изучение	1	1
481	переходя к	1	1
482	в работах	1	1
483	элементы в	1	1
484	и о	1	1
485	потому не	1	1
486	значительно отличается	1	1
487	то она	2	1
488	только при	1	1
489	сознательности и	1	1
490	языкового мышления	2	1
491	последнее время	1	1
492	почве этого	1	1
493	своеобразие но	1	1
494	с самого	2	1
495	не те	1	1
496	типа все	1	1
497	что у	2	1
498	в годы	1	1
499	в образе	1	1
500	в нескольких	1	1
501	здесь он	1	1
502	не получило	1	1
503	в последующих	1	1
504	здесь нет	2	1
505	к постановке	1	1
506	во многом	2	1
507	и всегда	2	1
508	это своеобразие	1	1
509	в словах	3	1
510	из одного	1	1
511	не теряя	1	1
512	всеми деталями	1	1
513	этого языка	1	1
514	эту аналогию	1	1
515	быть выражено	1	1
516	в отдельных	4	1
517	в другом	3	1
518	язык и	1	1
519	его жизни	1	1
520	одного из	2	1
521	структура в	1	1
522	можно сказать	4	1
523	а также	4	1
524	может не	1	1
525	второй половины	1	1
526	как они	1	1
527	и социальной	1	1
528	связь между	1	1
529	на отдельные	1	1
530	их более	1	1
531	являются в	1	1
532	от них	2	1
533	и во	2	1
534	за эту	1	1
535	должно было	1	1
536	эти два	1	1
537	в языке	8	1
538	в форме	2	1
539	и ни	2	1
540	как художественное	1	1
541	в свете	1	1
542	объясняется только	1	1
543	для самого	1	1
544	форм как	1	1
545	а кроме	1	1
546	и самые	1	1
547	пути к	1	1
548	интереса к	1	1
549	к нему	4	1
550	в двух	1	1
551	мы видим	4	1
552	стиль в	1	1
553	менее в	1	1
554	два основных	1	1
555	и особые	1	1
556	который в	1	1
557	по мнению	3	1
558	между этими	1	1
559	в предисловии	2	1
560	именно на	1	1
561	с которыми	2	1
562	вследствие чего	1	1
563	центр внимания	1	1
564	так что	11	1
565	для всех	1	1
566	в сторону	1	1
567	слова в	1	1
568	в виде	3	1
569	а это	1	1
570	за счет	1	1
571	от других	1	1
572	язык это	1	1
573	в данной	1	1
574	не стал	1	1
575	из них	1	1
576	мы знаем	1	1
577	он работал	1	1
578	так как	3	1
579	гораздо большей	1	1
580	как его	1	1
581	но что	1	1
582	у него	9	1
583	отношении что	1	1
584	связан с	3	1
585	не были	1	1
586	ней и	1	1
587	или иной	2	1
588	имеет и	1	1
589	он останавливается	1	1
590	как у	1	1
591	первый и	1	1
592	здесь дело	1	1
593	что они	2	1
594	и тех	1	1
595	а именно	1	1
596	в следующих	2	1
597	и создает	1	1
598	хiх века	1	1
599	в ряде	2	1
600	характерно для	1	1
601	а с	2	1
602	котором эти	1	1
603	движения в	2	1
604	его развития	1	1
605	что не	2	1
606	что для	3	1
607	без рассмотрения	1	1
608	связано с	5	1
609	и политического	1	1
610	нужно сказать	2	1
611	однако и	1	1
612	он противопоставлял	1	1
613	и исторической	1	1
614	там где	1	1
615	известна только	1	1
616	несмотря на	3	1
617	как материал	1	1
618	в пушкинском	1	1
619	вопросам что	1	1
620	является во	1	1
621	опытом и	1	1
622	своеобразия и	1	1
623	требует от	1	1
624	из которых	4	1
625	понимает как	1	1
626	для искусства	2	1
627	в сборнике	2	1
628	наряду с	1	1
629	в той	1	1
630	что же	1	1
631	даже с	1	1
632	об особенностях	1	1
633	что как	1	1
634	это значит	1	1
635	в это	2	1
636	как политик	1	1
637	классический стиль	1	1
638	между прочим	3	1
639	зрения ее	1	1
640	в смысле	4	1
641	между собой	1	1
642	кроме того	3	1
643	не является	3	1
644	которая существует	1	1
645	и для	4	1
646	анализа и	1	1
647	или в	2	1
648	по принципу	1	1
649	том что	15	1
650	чтобы понять	1	1
651	историк и	1	1
652	это уже	1	1
653	последнего времени	1	1
654	для нас	1	1
655	особого рода	1	1
656	которую он	2	1
657	тем более	3	1
658	в г	12	1
659	только что	2	1
660	них и	1	1
661	нам известна	1	1
662	нам в	1	1
663	гораздо больше	1	1
664	а о	1	1
665	не говоря	1	1
666	работы и	1	1
667	своих ранних	1	1
668	сказать что	4	1
669	другой стороны	5	1
670	существует в	2	1
671	большое значение	2	1
672	автора в	1	1
673	в последнем	2	1
674	одновременно и	1	1
675	из этого	4	1
676	живого и	1	1
677	есть и	1	1
678	были и	2	1
679	самом начале	1	1
680	поэтики в	1	1
681	также не	1	1
682	ее в	2	1
683	и эта	1	1
684	это в	4	1
685	сторону здесь	1	1
686	к этому	3	1
687	этой точки	1	1
