N	2gram	Medvedev_V_1	Myshleni
364	должен быть	4	1
365	что наконец	1	1
366	не признать	1	1
367	сам по	1	1
368	исключительно к	1	1
369	творческий характер	1	1
370	же явление	1	1
371	этому типу	1	1
372	же по	1	1
373	и закон	1	1
374	определить как	2	1
375	из его	3	1
376	деятельность человека	1	1
377	видеть в	2	1
378	действительности и	7	1
379	и этот	2	1
380	и связанное	1	1
381	по его	2	1
382	рассудочной деятельности	2	1
383	всей ее	1	1
384	например в	3	1
385	смотреть на	1	1
386	эту же	2	1
387	им самим	1	1
388	бы уже	1	1
389	в словесном	2	1
390	с более	2	1
391	вопрос о	1	1
392	именно к	1	1
393	все данные	1	1
394	что многие	2	1
395	наличие в	1	1
396	и через	2	1
397	привести к	1	1
398	почти исключительно	1	1
399	не способен	1	1
400	и он	2	1
401	собой в	1	1
402	с общими	1	1
403	служит для	1	1
404	во всех	6	1
405	не отличается	1	1
406	с пониженным	1	1
407	ними в	1	1
408	как если	1	1
409	план не	2	1
410	дело обстоит	1	1
411	одном и	2	1
412	очевидно что	7	1
413	отношение к	1	1
414	значение для	1	1
415	сама по	1	1
416	относится к	2	1
417	первая из	1	1
418	процесса его	1	1
419	опирается на	1	1
420	общего с	1	1
421	первый этап	1	1
422	них которые	1	1
423	кроме того	1	1
424	целом но	1	1
425	этом же	2	1
426	в единый	1	1
427	целый ряд	1	1
428	и понимания	1	1
429	не являются	1	1
430	связанный с	1	1
431	более или	6	1
432	следующим образом	3	1
433	образов которые	1	1
434	роль играет	1	1
435	или иную	1	1
436	не приходится	2	1
437	в которой	2	1
438	бы и	6	1
439	эта стадия	2	1
440	он в	1	1
441	бы не	2	1
442	ни одна	2	1
443	к достижению	1	1
444	этого образа	1	1
445	тому же	1	1
446	но ведь	1	1
447	мнение что	1	1
448	не достигая	1	1
449	между рассудком	1	1
450	жизнью и	1	1
451	деятельность и	1	1
452	от его	2	1
453	собой не	1	1
454	что еще	1	1
455	по существу	3	1
456	том чтобы	2	1
457	проблемы не	1	1
458	к каждому	1	1
459	в течении	2	1
460	какому-либо одному	1	1
461	подобно тому	2	1
462	что ни	2	1
463	поскольку она	1	1
464	под воздействием	1	1
465	а вместе	1	1
466	этим самым	1	1
467	а затем	2	1
468	что все	3	1
469	в состоянии	1	1
470	и дальше	2	1
471	являются для	1	1
472	них не	4	1
473	которой является	1	1
474	свойств и	1	1
475	разница между	1	1
476	и опирается	1	1
477	и определение	1	1
478	в сложном	1	1
479	является особым	1	1
480	приходит в	1	1
481	главнейшие из	1	1
482	рассудком и	2	1
483	и ошибок	1	1
484	для них	1	1
485	самые различные	1	1
486	и синтеза	1	1
487	результате чего	2	1
488	в слове	3	1
489	которой он	1	1
490	несмотря на	1	1
491	их на	1	1
492	восприятия и	2	1
493	вещи в	1	1
494	деятельности без	1	1
495	и при	5	1
496	могут не	2	1
497	от отдельных	1	1
498	это делает	3	1
499	почти не	1	1
500	что всякий	1	1
501	объективной действительностью	1	1
502	над внутренней	1	1
503	отдельных звеньев	1	1
504	сих пор	1	1
505	результате этого	1	1
506	в памяти	1	1
507	пишет нам	1	1
508	процесса и	1	1
509	является столь	1	1
510	ряда других	1	1
511	и ребенка	1	1
512	но было	1	1
513	том же	6	1
514	даже в	5	1
515	не для	1	1
516	ее полноте	1	1
517	этой области	3	1
518	степень его	1	1
519	течение представлений	1	1
520	дело не	1	1
521	не имеет	1	1
522	его над	1	1
523	к этим	2	1
524	на него	1	1
525	не по	2	1
526	в самых	2	1
527	что характер	1	1
528	не могло	1	1
529	нельзя не	1	1
530	о природе	1	1
531	чем он	1	1
532	о способности	1	1
533	жизни не	1	1
534	особенностей в	1	1
535	что их	1	1
536	или как	1	1
537	к ней	1	1
538	и чувства	1	1
539	с достаточной	1	1
540	вот что	9	1
541	представляется невозможным	1	1
542	следует отметить	1	1
543	если только	1	1
544	больше того	1	1
545	или ином	1	1
546	только наиболее	1	1
547	том отношении	2	1
548	у нас	2	1
549	освобождается от	1	1
550	виду не	1	1
551	тем это	1	1
552	начиная с	2	1
553	чрезвычайно важно	1	1
554	же самое	2	1
555	числе и	2	1
556	является достаточным	1	1
557	для его	4	1
558	к утверждению	1	1
559	его значение	1	1
560	и записать	1	1
561	сложного процесса	1	1
562	что при	2	1
563	в применении	1	1
564	и которая	1	1
565	в виду	4	1
566	в ней	2	1
567	всего этого	1	1
568	же не	1	1
569	в ее	4	1
570	на известной	1	1
571	данном случае	1	1
572	только не	2	1
573	ли однако	1	1
574	в пределах	5	1
575	в дальнейшем	1	1
576	роль в	4	1
577	мы наблюдаем	2	1
578	в основных	3	1
579	всего следует	1	1
580	что у	2	1
581	в другом	2	1
582	по аналогии	1	1
583	сложное целое	1	1
584	над своими	2	1
585	до сих	1	1
586	представлений и	2	1
587	понятно что	1	1
588	определенных задач	1	1
589	по мере	1	1
590	черты которые	1	1
591	все те	1	1
592	в последнем	2	1
593	связанная с	1	1
594	сводится к	3	1
595	о нем	1	1
596	другом месте	2	1
597	на вопрос	2	1
598	эти тенденции	1	1
599	в глаза	1	1
600	к действительности	1	1
601	утверждает что	3	1
602	все его	2	1
603	этом заключается	1	1
604	может не	2	1
605	основании их	1	1
606	в значительной	3	1
607	из главнейших	1	1
608	связанной с	1	1
609	помощи которых	1	1
610	в конечном	7	1
611	развития не	1	1
612	что эта	1	1
613	от него	1	1
614	к истине	1	1
615	и роли	2	1
616	доходит до	1	1
617	восприятии и	1	1
618	том или	1	1
619	которой мы	1	1
620	этому поводу	7	1
621	переходит в	1	1
622	это имеет	1	1
623	на одном	1	1
624	отметить что	2	1
625	во всей	2	1
626	в форме	3	1
627	своих слов	1	1
628	все основания	1	1
629	целое состоящее	1	1
630	если это	1	1
631	говорит в	3	1
632	происходит в	1	1
633	указывает что	1	1
634	с отдельными	1	1
635	том как	3	1
636	только у	2	1
637	сомнению что	1	1
638	образов и	4	1
639	но этим	1	1
640	но ни	1	1
641	самые разнообразные	1	1
642	они могут	1	1
643	между этими	1	1
644	же при	1	1
645	ассоциативные связи	1	1
646	а только	1	1
647	тот или	1	1
648	есть в	1	1
649	не над	1	1
650	и детей	1	1
651	в конкретной	2	1
652	положение что	1	1
653	как например	2	1
654	оно в	1	1
655	по законам	1	1
656	еще одну	1	1
657	целого ряда	2	1
658	или даже	1	1
659	при помощи	3	1
660	по выражению	1	1
661	форму мышления	1	1
662	ту или	1	1
663	к каким	1	1
664	который как	1	1
665	представить себе	2	1
666	в известной	1	1
667	со вторым	1	1
668	содержания и	1	1
669	в конце	3	1
670	вовсе не	3	1
671	не о	2	1
672	но что	1	1
673	дело и	1	1
674	у него	6	1
675	не случайно	1	1
676	связано с	1	1
677	процессов и	1	1
678	путей к	1	1
679	без того	1	1
680	и даже	2	1
681	и связывание	1	1
682	которых каждая	1	1
683	понятие или	1	1
684	последнем счете	1	1
685	за пределы	1	1
686	не обязательно	1	1
687	а именно	1	1
688	человека а	1	1
689	представляет собою	11	1
690	могут иметь	1	1
691	однако чтобы	1	1
692	что не	3	1
693	что для	3	1
694	основные тенденции	2	1
695	говорит о	7	1
696	эксперимент в	1	1
697	этот вид	1	1
698	он только	1	1
699	с наибольшей	1	1
700	и самый	1	1
701	а не	7	1
702	и непосредственно	2	1
703	и раскрыть	1	1
704	подобного рода	1	1
705	и данные	1	1
706	на эту	1	1
707	или с	1	1
708	средствами мышления	1	1
709	не об	2	1
710	так называемой	1	1
711	звеньев в	1	1
712	для самого	1	1
713	полноте нам	1	1
714	же самый	1	1
715	его развитие	1	1
716	основных чертах	4	1
717	обратил внимание	1	1
718	где же	1	1
719	в данном	1	1
720	этого типа	3	1
721	так или	1	1
722	в той	1	1
723	применении к	1	1
724	основании изучения	1	1
725	постепенно и	1	1
726	да и	1	1
727	то вторая	1	1
728	и менее	1	1
729	этого сравнения	1	1
730	этого факта	1	1
731	и формы	2	1
732	аналогии с	1	1
733	этот этап	2	1
734	дальше к	1	1
735	но для	2	1
736	конкретной форме	1	1
737	самое существенное	1	1
738	как раз	3	1
739	не встречаются	1	1
740	например у	2	1
741	это явление	1	1
742	этого сложного	1	1
743	вскрыть в	1	1
744	не подлежит	2	1
745	и слова	1	1
746	по принципу	1	1
747	это как	1	1
748	чтобы понять	1	1
749	процесс мы	1	1
750	нам остается	2	1
751	наблюдения над	1	1
752	конце концов	2	1
753	хотя бы	19	1
754	увидим ниже	1	1
755	вообще и	2	1
756	в ходе	1	1
757	те из	1	1
758	это свойственно	1	1
759	к ее	1	1
760	в представлении	2	1
761	по одному	2	1
762	него в	3	1
763	бы его	1	1
764	показывают как	1	1
765	которая уже	1	1
766	это определение	1	1
767	по поводу	2	1
768	это понятие	1	1
769	часто встречается	1	1
770	но в	2	1
771	том числе	2	1
