N	2gram	Berdyaev_N_1	Dialekti
333	характер и	1	1
334	культуры и	7	1
335	то время	1	1
336	и когда	1	1
337	природе своей	1	1
338	в образе	1	1
339	на нее	1	1
340	времени и	2	1
341	по природе	1	1
342	верить в	3	1
343	еще в	1	1
344	никто ни	1	1
345	потребностей и	2	1
346	фикция и	1	1
347	нас и	1	1
348	нет уже	1	1
349	мы всегда	1	1
350	до последних	1	1
351	и должно	2	1
352	то они	1	1
353	пришли к	1	1
354	вождя и	1	1
355	должно было	2	1
356	все в	1	1
357	переходит в	1	1
358	и только	1	1
359	нельзя сказать	1	1
360	все время	2	1
361	и заключается	2	1
362	но тут	1	1
363	есть такой	1	1
364	борьбы за	1	1
365	в новой	7	1
366	жизнь со	1	1
367	вступить в	1	1
368	есть вопрос	1	1
369	но под	1	1
370	вопрос об	1	1
371	все они	2	1
372	себя в	2	1
373	было так	1	1
374	жизненность и	1	1
375	есть в	2	1
376	вот что	1	1
377	уже в	1	1
378	вопроса о	1	1
379	он может	1	1
380	менее всего	1	1
381	мир в	1	1
382	земли и	1	1
383	не для	1	1
384	на поверхности	1	1
385	для них	1	1
386	у него	2	1
387	человек как	1	1
388	от того	1	1
389	и вместе	1	1
390	во власти	1	1
391	не были	1	1
392	в природе	2	1
393	говорят об	1	1
394	нового времени	12	1
395	связано с	1	1
396	не верит	1	1
397	превращается в	1	1
398	а на	1	1
399	зависит от	2	1
400	есть лишь	4	1
401	как ни	1	1
402	одну из	1	1
403	когда она	1	1
404	от мира	1	1
405	жизнь в	1	1
406	и ему	1	1
407	уже давно	1	1
408	вместе с	2	1
409	я уже	2	1
410	в духе	3	1
411	ничего нет	1	1
412	нужно отнести	1	1
413	наряду с	3	1
414	быть только	1	1
415	по существу	2	1
416	того и	1	1
417	что мы	1	1
418	природу и	1	1
419	но для	2	1
420	неба и	1	1
421	видят в	1	1
422	это уже	1	1
423	только одна	1	1
424	он видел	1	1
425	понять что	1	1
426	мира и	2	1
427	но также	1	1
428	не атом	1	1
429	к этой	1	1
430	с ужасом	1	1
431	тут мы	1	1
432	а также	1	1
433	есть уже	1	1
434	что вообще	1	1
435	другим же	1	1
436	к ее	3	1
437	жизни в	3	1
438	лишь по	1	1
439	всего мира	1	1
440	не быть	1	1
441	жизни а	1	1
442	жизни мы	1	1
443	тогда не	1	1
444	они не	1	1
445	который не	1	1
446	все что	1	1
