N	2gram	Propp_Isto_7	Mirosoze
547	а о	1	1
548	с ней	3	1
549	две стороны	1	1
550	к женщине	2	1
551	да не	1	1
552	из этого	1	1
553	в свое	1	1
554	сила и	1	1
555	приводит нас	1	1
556	но эти	1	1
557	уже есть	1	1
558	к этой	1	1
559	в красном	1	1
560	к этому	2	1
561	им и	1	1
562	как на	1	1
