N	2gram	Nazirov_Vr_1	Problema
153	столь же	2	2
154	в чем	3	2
155	в петербурге	1	2
156	что они	1	2
157	он тоже	2	2
158	все же	6	2
159	не являются	1	2
160	то в	1	2
161	общего ни	1	2
162	что это	1	2
163	в известном	2	2
164	что к	2	2
165	тому же	1	2
166	он не	3	2
167	с ее	1	2
168	не будет	1	2
169	его в	3	2
170	далеко не	3	2
171	этого не	1	2
172	отражение и	1	2
173	в котором	6	2
174	и уж	1	2
175	мы находим	1	2
176	не будем	1	2
177	ее для	1	2
178	не могли	1	2
179	однако в	1	2
180	того же	1	2
181	но они	1	2
182	в обоих	1	2
183	друг друга	1	2
184	во всем	1	2
185	до того	1	2
186	существуют в	1	2
187	во все	1	2
188	и это	2	2
189	это будет	1	2
190	верит в	1	2
191	и что	8	2
192	там же	2	2
193	это было	1	2
194	с его	3	2
195	тотчас же	1	2
196	в литературе	1	2
197	том как	1	2
198	то он	1	2
199	себя в	1	2
200	своим собственным	1	2
201	о великом	1	2
202	заключается в	1	2
203	никто не	1	2
204	в конце	3	2
205	то время	1	2
206	не хотел	1	2
207	в самом	1	2
208	как же	2	2
209	говорит о	1	2
210	в это	2	2
211	или по	1	2
212	был в	1	2
213	лет назад	1	2
214	от нас	1	2
215	это можно	1	2
216	еще более	1	2
217	только что	1	2
218	меня в	1	2
219	в частности	1	2
220	как известно	1	1
221	к людям	1	1
222	можно говорить	1	1
223	также что	1	1
224	одним из	3	1
225	у гоголя	1	1
226	человека и	1	1
227	ему что	1	1
228	достоевского в	7	1
229	он всегда	1	1
230	в году	18	1
231	по объему	1	1
232	же как	2	1
233	именно к	1	1
234	вторая часть	1	1
235	на свою	1	1
236	постепенно в	1	1
237	это время	1	1
238	тургенева и	18	1
239	находил в	1	1
240	на них	1	1
241	не был	1	1
242	а следовательно	1	1
243	и всего	1	1
244	совсем не	1	1
245	а тем	1	1
246	о смерти	1	1
247	не все	1	1
248	если в	1	1
249	отношение к	2	1
250	достоевский прежде	1	1
251	в оценке	1	1
252	говорилось выше	1	1
253	от злости	1	1
254	первый взгляд	1	1
255	его на	2	1
256	что князь	3	1
257	как к	1	1
258	как нам	1	1
259	достоевского не	4	1
260	в мысли	1	1
261	образа петра	1	1
262	них он	1	1
263	в этот	3	1
264	тут нет	1	1
265	достоевского хотя	1	1
266	в целом	1	1
267	только два	1	1
268	может как	1	1
269	но ведь	1	1
270	как он	1	1
271	на то	3	1
272	но на	1	1
273	что писатель	1	1
274	прочим и	1	1
275	пор мы	1	1
276	в силу	1	1
277	всего то	1	1
278	одно и	1	1
279	об этой	2	1
280	мировой литературе	1	1
281	оправдаться в	1	1
282	рядом с	2	1
283	же писатель	1	1
284	преступлении и	1	1
285	не всегда	1	1
286	во внимание	1	1
287	и уже	3	1
288	на первый	2	1
289	или вообще	1	1
290	во время	2	1
291	в войне	1	1
292	в их	1	1
293	человеком и	1	1
294	сам же	1	1
295	войне и	1	1
296	в поэме	1	1
297	в россии	5	1
298	в своих	4	1
299	ставрогина в	4	1
300	том же	2	1
301	что этот	1	1
302	в повести	2	1
303	сам этот	1	1
304	что эта	1	1
305	раз и	1	1
306	человек и	1	1
307	отражает и	1	1
308	человечества и	1	1
309	знаком и	1	1
310	у него	5	1
311	в уме	1	1
312	из их	1	1
313	следовательно и	1	1
314	никогда не	2	1
315	ничего не	1	1
316	и твердо	1	1
317	это то	1	1
318	по своей	1	1
319	и мире	1	1
320	ему и	1	1
321	это слово	1	1
322	и далее	2	1
323	и отличие	1	1
324	легенда о	1	1
325	могут быть	1	1
326	вошли в	1	1
327	сама жизнь	1	1
328	об одном	1	1
329	и некрасов	2	1
330	за что	1	1
331	что уже	1	1
332	и был	1	1
333	свою очередь	1	1
334	на основе	2	1
335	есть все	1	1
336	и сам	1	1
337	связан с	1	1
338	нам уже	1	1
339	революции а	1	1
340	они выступают	1	1
341	единства и	1	1
342	в преступлении	1	1
343	как эта	1	1
344	себе очень	1	1
345	нас в	1	1
346	достоевского и	7	1
347	и самые	1	1
348	и борьбы	1	1
349	того что	1	1
350	быть и	1	1
351	известном смысле	1	1
352	и демонстрируют	1	1
353	этот человек	2	1
354	в разные	1	1
355	по мнению	2	1
356	и раньше	1	1
357	литературе и	1	1
358	достоевским как	1	1
359	в эти	2	1
360	указания на	1	1
361	и у	3	1
362	в нашей	2	1
363	в известной	1	1
364	как при	1	1
365	о совпадении	1	1
366	из двух	1	1
367	до сих	1	1
368	что тот	1	1
369	в предисловии	1	1
370	такое же	1	1
371	до конца	1	1
372	что для	1	1
373	в рассказе	1	1
374	только по	1	1
375	россию в	1	1
376	и самый	1	1
377	его слишком	1	1
378	о чем	2	1
379	под влиянием	1	1
380	за тем	1	1
381	человека к	1	1
382	этого типа	1	1
383	равно не	1	1
384	что же	1	1
385	к русскому	1	1
386	все концы	1	1
387	в бесах	10	1
388	что есть	3	1
389	сих пор	1	1
390	логику развития	1	1
391	он называл	1	1
392	но для	1	1
393	ноту в	1	1
394	в мировой	1	1
395	романтизма и	1	1
396	уже на	1	1
397	о котором	1	1
398	тот кто	1	1
399	достоевский пишет	1	1
400	бы в	1	1
401	конце концов	1	1
402	но зато	1	1
403	может в	1	1
404	хотя в	1	1
405	отношении к	1	1
406	и начинается	1	1
407	о своем	1	1
408	в романе	6	1
409	и кончая	1	1
410	со мной	1	1
411	ему но	1	1
412	равно как	1	1
413	в свою	2	1
414	тургенев и	4	1
415	мы считаем	1	1
416	т е	3	1
417	бы его	1	1
418	он и	1	1
419	только о	1	1
420	ставрогина и	3	1
421	к этой	1	1
422	и наказании	1	1
423	это в	2	1
424	во сне	1	1
425	как на	1	1
