N	2gram	Medvedev_V_1	Narrotol
242	что мы	2	2
243	если не	1	2
244	вместе с	7	2
245	к его	2	2
246	по своему	1	2
247	да и	1	2
248	быть и	1	2
249	о его	2	2
250	к двум	1	2
251	в связи	3	2
252	и от	3	2
253	не подлежит	2	2
254	в году	6	2
255	хотя бы	19	2
256	только что	4	2
257	исключительно в	1	2
258	к ее	1	2
259	в романе	4	2
260	между ними	3	2
261	сказать что	5	2
262	в свою	1	2
263	чем иным	1	2
264	сумасшедшем доме	1	2
265	в таком	1	2
266	во всяком	1	2
267	в роли	1	2
268	слышит их	1	1
269	говоря о	1	1
270	и т	23	1
271	одним из	5	1
272	же как	2	1
273	чтобы не	2	1
274	одного дня	1	1
275	из записок	1	1
276	сам по	1	1
277	связи между	1	1
278	получает в	2	1
279	в стороне	1	1
280	это и	6	1
281	и есть	5	1
282	по его	2	1
283	например в	3	1
284	не приходится	2	1
285	из сказанного	1	1
286	привести к	1	1
287	хотя ни	1	1
288	обыкновенно не	1	1
289	из того	1	1
290	но даже	3	1
291	мы и	1	1
292	из которых	2	1
293	жизни это	1	1
294	о роли	1	1
295	значит и	3	1
296	он был	1	1
297	быть в	1	1
298	в последних	1	1
299	в различных	2	1
300	сообщая о	1	1
301	сознания а	1	1
302	не отличается	1	1
303	сад и	1	1
304	своей работе	1	1
305	а только	1	1
306	дело обстоит	1	1
307	его личную	1	1
308	значение и	1	1
309	его сознания	1	1
310	не все	1	1
311	ответ на	1	1
312	отношение к	1	1
313	первая из	1	1
314	в м	1	1
315	с этим	3	1
316	может обойтись	1	1
317	жизни писателя	1	1
318	что ее	1	1
319	все случайное	1	1
320	еще и	2	1
321	когда он	3	1
322	таков в	1	1
323	целый ряд	1	1
324	в футляре	1	1
325	и наконец	2	1
326	и к	3	1
327	следующим образом	3	1
328	в противоположность	3	1
329	лет а	1	1
330	это то	1	1
331	в галлюцинации	1	1
332	в которой	2	1
333	картины в	2	1
334	ни один	7	1
335	за это	1	1
336	тут и	1	1
337	бы не	2	1
338	его индивидуальную	1	1
339	ни одна	2	1
340	что автор	1	1
341	приводит к	5	1
342	нового персонажа	1	1
343	что даже	2	1
344	но ведь	1	1
345	как он	2	1
346	но на	1	1
347	рассказывание в	1	1
348	например как	1	1
349	что она	2	1
350	главным образом	7	1
351	т д	14	1
352	в реальной	2	1
353	оно в	1	1
354	не как	1	1
355	в силу	11	1
356	евгения онегина	1	1
357	в творческом	2	1
358	его от	2	1
359	в комнату	2	1
360	и по	3	1
361	так например	2	1
362	именно это	1	1
363	таким образом	31	1
364	однако все	1	1
365	с кристаллизацией	1	1
366	этом свидетельствует	1	1
367	чего он	1	1
368	том случае	1	1
369	персонажа а	1	1
370	фактов не	1	1
371	или целиком	1	1
372	них не	4	1
373	однако такая	1	1
374	говорить не	3	1
375	его в	3	1
376	с другими	2	1
377	деле в	1	1
378	персонажей и	2	1
379	и отдельные	2	1
380	это одна	1	1
381	свести к	1	1
382	например с	1	1
383	в большей	2	1
384	и прочих	1	1
385	в итоге	1	1
386	тут уж	1	1
387	далеко не	2	1
388	систему персонажей	1	1
389	на основании	8	1
390	в ее	4	1
391	с тем	3	1
392	результате чего	2	1
393	мы видели	3	1
394	чувственное созерцание	2	1
395	этот труд	2	1
396	может идти	1	1
397	или менее	6	1
398	во время	3	1
399	отрыве от	1	1
400	или точнее	1	1
401	в котором	3	1
402	и благодаря	1	1
403	интерпретации в	1	1
404	в их	5	1
405	часто не	2	1
406	как произведение	1	1
407	в которых	3	1
408	что еще	1	1
409	от его	2	1
410	фраз и	1	1
411	процесса и	1	1
412	обращение к	1	1
413	по крайней	2	1
414	творчества это	1	1
415	не слишком	1	1
416	и наоборот	1	1
417	что этот	1	1
418	как видим	8	1
419	даже в	5	1
420	что эта	1	1
421	тому что	6	1
422	к каждому	1	1
423	все для	1	1
424	можно ли	2	1
425	как можно	1	1
426	собственному признанию	1	1
427	освободиться от	1	1
428	того как	1	1
429	которые не	1	1
430	произведения эта	2	1
431	не говоря	1	1
432	и автор	1	1
433	а тот	1	1
434	судя по	1	1
435	жизни не	1	1
436	бывает как	1	1
437	ними не	1	1
438	как не	1	1
439	мы бы	1	1
440	представляется невозможным	1	1
441	человека так	1	1
442	даже самая	2	1
443	только с	2	1
444	образом не	3	1
445	тем это	1	1
446	могут быть	5	1
447	характер этой	1	1
448	понимает и	1	1
449	отличается от	2	1
450	об одном	1	1
451	содержание в	1	1
452	для такого	1	1
453	для его	4	1
454	любопытно что	1	1
455	согласуется с	1	1
456	подчеркнуть что	2	1
457	если же	1	1
458	можно свести	1	1
459	должен быть	4	1
460	теперь на	1	1
461	по определению	1	1
462	в виду	4	1
463	говорит и	8	1
464	им она	1	1
465	внимания то	1	1
466	реальной действительности	10	1
467	только то	2	1
468	в более	1	1
469	из рассказа	2	1
470	однако эта	1	1
471	свидетельство о	1	1
472	сознании а	1	1
473	объективных условий	1	1
474	и сам	1	1
475	в другом	2	1
476	в образе	2	1
477	по аналогии	1	1
478	не ограничивается	1	1
479	это вовсе	1	1
480	каждого из	1	1
481	том как	3	1
482	но у	1	1
483	является в	1	1
484	поэтому в	1	1
485	остановимся на	2	1
486	наблюдения в	1	1
487	даже из	1	1
488	если первая	1	1
489	произведения как	5	1
490	текста нет	1	1
491	это происходит	1	1
492	чехова и	1	1
493	и та	1	1
494	в глаза	1	1
495	свою историю	1	1
496	утверждает что	3	1
497	ее и	1	1
498	для нас	1	1
499	в значительной	3	1
500	его авторской	1	1
501	или наконец	2	1
502	подлежит сомнению	1	1
503	под именем	1	1
504	во всех	6	1
505	творчества в	7	1
506	а потому	1	1
507	на одном	1	1
508	что и	3	1
509	крайней мере	2	1
510	к истине	1	1
511	вслед за	2	1
512	труд в	1	1
513	к ней	1	1
514	в него	1	1
515	оно и	1	1
516	одной из	1	1
517	что один	1	1
518	бытия в	1	1
519	до нас	2	1
520	простой и	1	1
521	между этими	1	1
522	об их	1	1
523	с одной	2	1
524	и у	2	1
525	уже в	1	1
526	ни одного	2	1
527	не обходится	3	1
528	свидетельствует о	1	1
529	от других	1	1
530	у них	2	1
531	всех видов	1	1
532	в данной	1	1
533	конечном счете	5	1
534	плана в	2	1
535	и сознания	1	1
536	высокий но	1	1
537	или даже	1	1
538	представить себе	2	1
539	произведения и	7	1
540	живет не	2	1
541	случайное и	1	1
542	не случайно	1	1
543	непосредственное воспроизведение	1	1
544	определял как	1	1
545	тем что	1	1
546	достаточно напомнить	1	1
547	момент в	3	1
548	даже не	2	1
549	следует подчеркнуть	1	1
550	и ему	1	1
551	о внутреннем	1	1
552	не один	1	1
553	не обязательно	1	1
554	если только	1	1
555	а именно	1	1
556	и создает	1	1
557	для этого	1	1
558	или меньшей	3	1
559	в меньшей	1	1
560	наконец в	1	1
561	же о	2	1
562	рассказа а	1	1
563	интуиции художника	1	1
564	этом у	1	1
565	что для	3	1
566	говорит о	7	1
567	скучной истории	1	1
568	связано с	1	1
569	одной стороны	2	1
570	он только	1	1
571	на этот	1	1
572	с большей	1	1
573	в рецептивном	1	1
574	и композиционно	1	1
575	из многочисленных	2	1
576	со своими	1	1
577	которой он	1	1
578	своей индивидуальности	1	1
579	художественного целого	1	1
580	умирающего героя	1	1
581	проникновения в	1	1
582	в творчестве	3	1
583	многих его	1	1
584	так же	3	1
585	из мира	1	1
586	и потому	2	1
587	его собственному	1	1
588	опирается на	1	1
589	под понятие	1	1
590	конечном итоге	2	1
591	это его	1	1
592	начале этой	1	1
593	ней не	1	1
594	то вторая	1	1
595	действительности как	1	1
596	бросается в	1	1
597	материал для	1	1
598	входит как	1	1
599	слова и	1	1
600	художественное произведение	5	1
601	как один	1	1
602	но это	1	1
603	все это	10	1
604	порядка и	1	1
605	в формировании	1	1
606	числе и	2	1
607	пока еще	2	1
608	это явление	1	1
609	случае он	1	1
610	в книге	2	1
611	и борьба	1	1
612	искусства это	1	1
613	созерцание и	1	1
614	которых он	1	1
615	лев толстой	1	1
616	мышления в	2	1
617	этом однако	1	1
618	о котором	1	1
619	качестве материала	1	1
620	собственно говоря	1	1
621	еще более	1	1
622	у которого	1	1
623	будто бы	2	1
624	для проникновения	1	1
625	все они	2	1
626	вот этот	1	1
627	похожи на	1	1
628	слова с	1	1
629	структура и	1	1
630	совершенно не	1	1
631	это на	1	1
632	находился при	1	1
633	только о	2	1
634	структуры в	1	1
635	более или	6	1
636	существенно не	1	1
637	опыта и	3	1
638	частности в	2	1
639	сущности в	1	1
640	к этой	1	1
641	в искусстве	6	1
642	случае если	1	1
643	по поводу	2	1
644	от которой	1	1
645	произведение представляет	1	1
646	к этому	9	1
647	это время	1	1
648	том числе	2	1
649	они не	2	1
650	которая не	2	1
