N	2gram	Voloshinov_1	Komedia
315	входит в	1	1
316	заботы о	1	1
317	не имеют	1	1
318	которому в	1	1
319	никогда не	2	1
320	времени и	1	1
321	на все	1	1
322	с точки	6	1
323	ни одно	1	1
324	на два	2	1
325	в душу	1	1
326	у нас	1	1
327	этой цели	1	1
328	той или	1	1
329	общего с	1	1
330	и они	1	1
331	конечном счете	2	1
332	времени не	1	1
333	него из	1	1
334	говоря о	1	1
335	из тех	2	1
336	и мы	2	1
337	не на	2	1
338	этой же	1	1
339	всех трех	1	1
340	в пределах	2	1
341	в чем	5	1
342	помним что	1	1
343	в сущности	1	1
344	всех без	1	1
345	человека который	1	1
346	каком направлении	1	1
347	у самого	1	1
348	не являются	1	1
349	сказанного становится	1	1
350	почти полное	1	1
351	только на	3	1
352	которые были	1	1
353	ничего не	1	1
354	на основе	2	1
355	а с	1	1
356	на чем	1	1
357	нам в	1	1
358	при таком	1	1
359	является по	2	1
360	и даже	4	1
361	в углу	1	1
362	три основных	2	1
363	в эпоху	1	1
364	или к	1	1
365	в основе	3	1
366	по мнению	1	1
367	и начало	1	1
368	что эти	1	1
369	на первый	2	1
370	ничего но	1	1
371	внимание на	1	1
372	вероятно и	1	1
373	но даже	1	1
374	и та	1	1
375	же что	1	1
376	как его	1	1
377	большинстве случаев	3	1
378	когда он	1	1
379	для содержания	1	1
380	образов и	2	1
381	для его	1	1
382	во внешнем	1	1
383	никакому сомнению	1	1
384	всех других	2	1
385	однако не	1	1
386	его жизни	1	1
387	их в	3	1
388	из того	1	1
389	освободиться от	1	1
390	нет ничего	1	1
391	несмотря на	1	1
392	поведения и	1	1
393	в которую	1	1
394	в рамках	1	1
395	нас в	1	1
396	по его	1	1
397	на две	3	1
398	всего к	1	1
399	ему удастся	1	1
400	этих двух	1	1
401	в общем	3	1
402	самого начала	4	1
403	здесь же	2	1
404	в более	1	1
405	первого и	1	1
406	так называемый	2	1
407	по месту	1	1
408	каждого из	1	1
409	но нет	1	1
410	в известной	1	1
411	только для	5	1
412	наиболее полной	1	1
413	его не	1	1
414	древнего грека	1	1
415	ii у	1	1
416	самом деле	6	1
417	мы видим	2	1
418	в области	3	1
419	говорить об	1	1
420	время и	1	1
421	а может	2	1
422	прямо противоположных	1	1
423	сказать что	7	1
424	от нее	1	1
425	в порядке	1	1
426	отличается от	1	1
427	хотя в	1	1
428	если мы	2	1
429	мало общего	1	1
430	к себе	3	1
431	родился в	1	1
432	конечно не	6	1
433	жизни в	1	1
434	или иной	1	1
435	от своего	1	1
436	сам же	1	1
437	принимают за	1	1
438	не слишком	1	1
439	привести к	1	1
440	вытекает из	1	1
441	упадка и	1	1
442	и эта	1	1
443	и как	3	1
444	достаточно для	1	1
445	отца с	1	1
446	все что	4	1
447	мог бы	1	1
448	согласии с	1	1
449	как ее	1	1
450	жизни мы	1	1
451	план в	1	1
452	в отношениях	1	1
453	в свою	1	1
454	первый план	1	1
